y,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Microbial electrolysis carbon capture,,,,,,,,,,,,,,,,,,,,,,
3D metal printing,,,,,,,,,,,2.0,1.0,,6.0,20.0,50.0,84.0,111.0,142.0,157.0,236.0,
4d printing,,,,,,,,,,,,,,1.0,,2.0,,2.0,3.0,5.0,10.0,
Anticipatory Life Cycle Analysis,,,,,,,,,,,,,,,,,,,,,,
Artificial muscle,1.0,3.0,7.0,2.0,7.0,11.0,9.0,39.0,15.0,26.0,26.0,19.0,25.0,21.0,15.0,17.0,12.0,21.0,13.0,16.0,25.0,
Bio-manufacturing,,,,,,1.0,,,,,,,5.0,5.0,2.0,4.0,1.0,8.0,3.0,5.0,4.0,
Claytronics,,,,,,,,,2.0,,,1.0,,,,,,,,,,
Construction 3D printing,1.0,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,,,,3.0,6.0,10.0,7.0,16.0,
Electron-beam additive manufacturing,2.0,6.0,4.0,5.0,,5.0,3.0,3.0,1.0,,,5.0,4.0,4.0,4.0,11.0,14.0,11.0,16.0,14.0,30.0,
Incremental sheet forming,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,3.0,
Life-cycle assessment,,,2.0,1.0,2.0,,3.0,2.0,1.0,2.0,5.0,9.0,7.0,13.0,5.0,6.0,6.0,7.0,5.0,6.0,10.0,
Liquid Crystal Elastomers,20.0,5.0,5.0,4.0,6.0,7.0,15.0,11.0,7.0,13.0,15.0,11.0,15.0,19.0,37.0,44.0,46.0,48.0,39.0,38.0,24.0,
Megatall skyscrapers,,,,,,,,,,,,,,,,,,,,,,
Molecular assembler,,,,,,,,,,,,,,,,,,,1.0,,,
Predictive maintenance,1.0,6.0,7.0,8.0,11.0,14.0,11.0,15.0,14.0,14.0,17.0,18.0,16.0,17.0,18.0,9.0,21.0,23.0,62.0,150.0,179.0,
Radio-frequency identification,35.0,67.0,140.0,187.0,344.0,585.0,1071.0,1385.0,1584.0,1506.0,1662.0,1586.0,1721.0,1749.0,1807.0,1859.0,1833.0,1853.0,1950.0,2000.0,2071.0,
Robot end effector,,,2.0,3.0,2.0,4.0,2.0,1.0,,1.0,,4.0,1.0,3.0,2.0,4.0,3.0,4.0,2.0,8.0,8.0,
self assembly,14.0,20.0,42.0,66.0,89.0,124.0,115.0,114.0,115.0,169.0,203.0,173.0,167.0,189.0,233.0,230.0,251.0,286.0,238.0,253.0,249.0,
Self-reconfiguring modular robot,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,3.0,,
Smart highway,,,2.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,,1.0,,,1.0,4.0,4.0,2.0,6.0,
Structural health monitoring,,,1.0,3.0,4.0,3.0,7.0,20.0,14.0,19.0,15.0,19.0,16.0,13.0,7.0,17.0,16.0,13.0,17.0,15.0,16.0,
Supertall building,,,,,,,,,,,,,,,,,,,,,,
utility fog,,,,,,,,,,,,,,,,,,,,,,
Adaptive Learning Technology,,,,,,,,,,,,,1.0,,1.0,,,,,2.0,,
Augmented learning,,,,,,,,,,,,,,,,,,,1.0,,1.0,
Gamifying education,,,,,,,,,1.0,,,,1.0,13.0,24.0,31.0,39.0,33.0,50.0,62.0,62.0,
Intelligent tutoring system,,,1.0,,1.0,,,,,,,,,,,,,,,2.0,,
Learning Management System,,,1.0,6.0,9.0,10.0,3.0,13.0,10.0,5.0,5.0,1.0,9.0,8.0,18.0,7.0,4.0,9.0,7.0,8.0,12.0,
Mobile learning,2.0,1.0,2.0,4.0,3.0,9.0,8.0,10.0,17.0,15.0,19.0,14.0,34.0,35.0,31.0,45.0,40.0,48.0,67.0,85.0,104.0,1.0
Virtual Collaborative Learning,,,,,,,,,,,,,,,,,,,,,,
Atomtronics,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,
Biodegradable electronics,,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,
Carbon nanotube field-effect transistor,,1.0,1.0,,,,4.0,1.0,4.0,8.0,15.0,7.0,4.0,9.0,6.0,9.0,8.0,3.0,5.0,6.0,5.0,
Digital scent technology,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,2.0,1.0,,
Dynamic inductive charging,30.0,34.0,59.0,55.0,86.0,80.0,72.0,85.0,89.0,108.0,110.0,131.0,198.0,359.0,419.0,756.0,1058.0,1189.0,1345.0,1656.0,1690.0,6.0
E-textiles,,,,1.0,1.0,1.0,,2.0,3.0,1.0,5.0,6.0,3.0,6.0,3.0,5.0,13.0,14.0,11.0,9.0,10.0,
Electronic skin,,,,,1.0,,1.0,1.0,,1.0,1.0,5.0,8.0,4.0,6.0,3.0,16.0,14.0,13.0,19.0,16.0,
Flexible display,1.0,,5.0,8.0,7.0,7.0,20.0,26.0,34.0,35.0,63.0,50.0,83.0,104.0,160.0,187.0,320.0,312.0,375.0,485.0,544.0,1.0
Flexible electronics,,2.0,2.0,,1.0,2.0,2.0,5.0,10.0,21.0,18.0,20.0,26.0,28.0,38.0,39.0,47.0,56.0,50.0,60.0,64.0,
Flexible organic light-emitting diode,,,,,,1.0,,,1.0,,3.0,1.0,2.0,1.0,6.0,5.0,4.0,9.0,4.0,11.0,13.0,
Gastrobot,,,,,,,,,,,,,,,,,,,,,,
Holography,11.0,12.0,16.0,19.0,34.0,31.0,30.0,27.0,43.0,42.0,42.0,48.0,41.0,50.0,57.0,56.0,46.0,58.0,45.0,56.0,61.0,
laser diode headlights,65.0,73.0,129.0,137.0,139.0,145.0,151.0,136.0,145.0,118.0,153.0,144.0,144.0,149.0,150.0,159.0,148.0,159.0,145.0,191.0,162.0,
Laser video display,,,,,,,2.0,1.0,,1.0,,,,1.0,,2.0,,2.0,1.0,2.0,,
Memristor,,,,,,,,,,2.0,4.0,50.0,67.0,108.0,123.0,186.0,145.0,206.0,199.0,235.0,252.0,1.0
Multi-level converter,1.0,1.0,,,1.0,,,1.0,3.0,5.0,3.0,13.0,8.0,26.0,59.0,53.0,47.0,67.0,69.0,61.0,50.0,
Nanoelectromechanical systems,1.0,3.0,6.0,8.0,15.0,15.0,20.0,40.0,38.0,37.0,43.0,59.0,52.0,38.0,55.0,48.0,41.0,39.0,30.0,25.0,27.0,
Nanosensor,,,,1.0,2.0,7.0,14.0,14.0,10.0,15.0,14.0,25.0,33.0,20.0,21.0,24.0,20.0,26.0,33.0,35.0,23.0,
Optical transistor,,1.0,3.0,2.0,4.0,16.0,7.0,6.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,5.0,4.0,1.0,3.0,9.0,11.0,
Phonon laser,,,1.0,,,,,1.0,2.0,,,,,,,,,1.0,,,,
Robotic sensing,,,,,,,,,,,,,,,,,,,1.0,,,
Solid-state transformer,,,,,1.0,2.0,,2.0,,,1.0,,1.0,2.0,4.0,6.0,8.0,12.0,5.0,12.0,19.0,
Spintronics,,3.0,14.0,22.0,38.0,34.0,39.0,31.0,46.0,53.0,66.0,47.0,107.0,81.0,96.0,71.0,65.0,76.0,85.0,87.0,110.0,
three-dimensional integrated circuit,1.0,1.0,5.0,6.0,13.0,12.0,8.0,9.0,10.0,13.0,21.0,25.0,48.0,78.0,82.0,91.0,77.0,69.0,53.0,56.0,54.0,
Twistronics,,,,,,,,,,,,,,,,,,,,,,
Virtual retinal display,2.0,2.0,2.0,5.0,3.0,2.0,4.0,2.0,2.0,1.0,,,1.0,1.0,,,,2.0,1.0,1.0,,
Volumetric display,1.0,,9.0,1.0,5.0,2.0,2.0,,2.0,1.0,3.0,3.0,4.0,2.0,5.0,12.0,10.0,17.0,10.0,12.0,13.0,
3rd generation solar cell,,,,,,,,,,,,,,,,,,,,,,
Airborne wind turbine,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,3.0,
Artificial photosynthesis,,2.0,,1.0,,1.0,,,1.0,2.0,1.0,1.0,2.0,9.0,5.0,8.0,7.0,10.0,12.0,18.0,8.0,
Biobattery,,,,,,,,,,1.0,,1.0,,2.0,,1.0,1.0,,,1.0,,
Biomass to liquid,,,,,,,,,,2.0,1.0,7.0,14.0,4.0,5.0,4.0,2.0,6.0,6.0,3.0,3.0,
Coal liquefaction,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,4.0,7.0,3.0,11.0,13.0,11.0,10.0,6.0,4.0,4.0,4.0,4.0,,
Combined Cycle Gas Turbine Plant,6.0,13.0,14.0,15.0,6.0,5.0,4.0,4.0,2.0,5.0,9.0,19.0,13.0,8.0,5.0,8.0,25.0,9.0,26.0,15.0,26.0,
concentrated solar power,,,,,,,,,1.0,1.0,2.0,12.0,8.0,5.0,19.0,15.0,9.0,9.0,12.0,9.0,17.0,
CZTS solar cell,,,,,,,,,,,,,1.0,7.0,2.0,7.0,8.0,6.0,4.0,1.0,,
Dye-sensitized solar cell,1.0,2.0,5.0,14.0,11.0,43.0,40.0,77.0,67.0,72.0,106.0,155.0,163.0,160.0,153.0,117.0,95.0,66.0,39.0,44.0,35.0,
Electric vehicle battery fast charge,16.0,15.0,30.0,25.0,22.0,34.0,35.0,44.0,50.0,72.0,106.0,199.0,320.0,395.0,422.0,506.0,651.0,725.0,802.0,990.0,947.0,1.0
Energy harvesting,1.0,1.0,7.0,3.0,14.0,27.0,55.0,37.0,83.0,84.0,123.0,170.0,204.0,283.0,326.0,380.0,426.0,478.0,464.0,505.0,560.0,
Floating Liquefied Natural Gas,,,,,,,,1.0,,,2.0,1.0,1.0,3.0,1.0,6.0,3.0,9.0,6.0,6.0,13.0,
Flywheel energy storage,2.0,3.0,3.0,10.0,8.0,4.0,4.0,5.0,4.0,6.0,12.0,9.0,10.0,11.0,15.0,17.0,19.0,17.0,21.0,22.0,25.0,
Fourth-generation biofuel,,,,,2.0,,,1.0,2.0,1.0,,3.0,2.0,4.0,4.0,8.0,7.0,7.0,5.0,12.0,8.0,
Fusion power,,,3.0,2.0,1.0,4.0,1.0,3.0,3.0,2.0,6.0,11.0,7.0,6.0,6.0,6.0,9.0,8.0,19.0,4.0,11.0,
Gas generator,33.0,40.0,75.0,70.0,96.0,75.0,80.0,73.0,83.0,58.0,81.0,48.0,69.0,66.0,79.0,60.0,77.0,79.0,73.0,75.0,80.0,2.0
Gas-cooled fast reactor,,,,,,,,,,,,,,,,,,,,,,
Gasification,27.0,34.0,35.0,47.0,60.0,47.0,56.0,98.0,100.0,160.0,197.0,228.0,245.0,239.0,306.0,259.0,222.0,223.0,240.0,196.0,234.0,2.0
Generation IV reactor,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,,,,,
Grid energy storage,,,,,5.0,2.0,2.0,3.0,,3.0,3.0,5.0,4.0,11.0,10.0,17.0,16.0,17.0,20.0,27.0,38.0,
Holograms for solar,,,,,,,,,,,,,,,,,,,,,,
Home fuel cell,,,,,,,,,1.0,,,1.0,1.0,,2.0,,,2.0,,1.0,,
Hydrogen fuel,4.0,10.0,34.0,35.0,52.0,71.0,77.0,69.0,71.0,72.0,87.0,123.0,77.0,67.0,71.0,66.0,67.0,65.0,89.0,109.0,144.0,
Lead-cooled fast reactor,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,
Liquid fluoride thorium reactor,,,,,,,,,,,,,,,,,,,,,,
Liquid metal battery,,,,,,,,,,,,,,,,3.0,5.0,3.0,4.0,5.0,14.0,
Lithium ion battery,99.0,126.0,183.0,177.0,202.0,204.0,229.0,278.0,341.0,531.0,647.0,758.0,992.0,1099.0,1193.0,1309.0,1504.0,1490.0,1716.0,1890.0,2183.0,2.0
Lithium iron phosphate battery,,,,,,,,,3.0,1.0,8.0,8.0,8.0,17.0,20.0,15.0,17.0,23.0,26.0,33.0,53.0,
Lithium-air battery,,,,,1.0,2.0,,4.0,2.0,7.0,8.0,19.0,30.0,57.0,61.0,59.0,99.0,73.0,86.0,76.0,104.0,
Lithium-sulfur battery,,,11.0,5.0,16.0,5.0,3.0,6.0,,7.0,5.0,8.0,7.0,16.0,32.0,54.0,49.0,51.0,71.0,86.0,139.0,
Magnesium battery,,,,,,,1.0,2.0,2.0,1.0,2.0,3.0,9.0,18.0,27.0,24.0,23.0,14.0,15.0,10.0,16.0,
Microbial electrolysis cell,,,,,,,,,,,,,1.0,2.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,
Microreactor,1.0,2.0,10.0,11.0,21.0,34.0,22.0,32.0,26.0,44.0,33.0,38.0,33.0,24.0,34.0,34.0,39.0,16.0,16.0,30.0,24.0,
Mini Bioreactors,1.0,,1.0,,,,2.0,2.0,3.0,6.0,4.0,3.0,5.0,7.0,15.0,12.0,14.0,15.0,6.0,8.0,14.0,
Modular Reactors,,,,,,,,,,,,,2.0,1.0,,4.0,3.0,2.0,1.0,3.0,8.0,
Molten salt reactor,,,,,,,,,,,,,1.0,2.0,,,4.0,1.0,3.0,1.0,4.0,
Nanocharging Solar,,,,,,,,,,,,,,,,,,,,,,
Nanowire battery,,,,,,,,,,,,,,,,,,,,,1.0,
Ocean thermal energy conversion,1.0,,1.0,,1.0,1.0,2.0,2.0,6.0,4.0,5.0,10.0,10.0,13.0,10.0,17.0,4.0,13.0,6.0,4.0,8.0,
Oil detection,2.0,2.0,8.0,13.0,10.0,12.0,27.0,17.0,21.0,13.0,14.0,17.0,19.0,25.0,31.0,22.0,20.0,12.0,24.0,44.0,32.0,
Optical rectenna,2.0,,2.0,,4.0,4.0,6.0,6.0,5.0,8.0,13.0,11.0,9.0,9.0,14.0,20.0,19.0,13.0,23.0,20.0,27.0,
Organic solar cell,,,2.0,,6.0,5.0,9.0,15.0,16.0,18.0,28.0,43.0,65.0,68.0,76.0,91.0,79.0,64.0,58.0,53.0,64.0,
Perovskite solar cell,,,,,,,,,,,,,,,,9.0,26.0,33.0,58.0,27.0,69.0,1.0
Power-to-X,,1.0,1.0,,,,,1.0,,,,,,1.0,,,1.0,1.0,,,,
Proton Battery,,,,,,,,,,,,,,,1.0,,,2.0,3.0,3.0,,
Quantum dot solar cell,,,,,,,,,,1.0,2.0,2.0,1.0,2.0,5.0,3.0,9.0,4.0,1.0,1.0,3.0,
second-generation biofuels,,,,,,,,1.0,2.0,19.0,17.0,14.0,17.0,23.0,19.0,27.0,22.0,19.0,19.0,16.0,14.0,
Smart grid,,1.0,,,,,,,,6.0,17.0,85.0,131.0,188.0,289.0,324.0,291.0,258.0,213.0,204.0,195.0,
Sodium-cooled fast reactor,,,,,,,,,,,3.0,1.0,,,,,,2.0,,1.0,2.0,
Space-based solar power,4.0,2.0,2.0,3.0,,1.0,1.0,1.0,2.0,3.0,3.0,1.0,,,,,4.0,5.0,2.0,3.0,4.0,
Supercapacitor,18.0,32.0,46.0,63.0,58.0,46.0,70.0,69.0,110.0,133.0,183.0,190.0,253.0,303.0,315.0,317.0,405.0,463.0,508.0,484.0,499.0,
Supercritical water reactor,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,
Third-generation biofuels,,,,,,,,,,,,,1.0,2.0,1.0,3.0,1.0,1.0,3.0,,3.0,
Thorium fuel cycle,,,,,,,,,1.0,,,,,,,,2.0,1.0,,,1.0,
Triboelectric Nanogenerator,,,,,,,,,,,,,,,3.0,,3.0,6.0,2.0,7.0,12.0,
Virtual power Plant,,,,,,,,,1.0,,2.0,2.0,5.0,,1.0,2.0,5.0,6.0,1.0,8.0,20.0,
Vortex engine,,,,,,,,1.0,,,,2.0,,,,,,,,,,
Wireless power transfer,,1.0,1.0,5.0,9.0,7.0,11.0,8.0,17.0,38.0,66.0,99.0,258.0,294.0,371.0,516.0,623.0,764.0,795.0,919.0,762.0,3.0
Zero-energy building,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,3.0,
Automated journalism,,,,,,,,,,,,,,,,,,,,,,
Foundation garment,1.0,,,,,,,1.0,,,,2.0,1.0,,1.0,4.0,1.0,3.0,4.0,3.0,1.0,
Haptic feedback systems,31.0,54.0,84.0,76.0,108.0,72.0,108.0,104.0,90.0,116.0,145.0,148.0,143.0,214.0,232.0,218.0,218.0,291.0,277.0,344.0,272.0,1.0
Wearable journalism,,3.0,9.0,4.0,14.0,23.0,24.0,28.0,30.0,27.0,33.0,30.0,26.0,55.0,150.0,463.0,992.0,1460.0,1598.0,1864.0,1896.0,1.0
Cryptocurrency,,2.0,2.0,2.0,1.0,1.0,10.0,21.0,13.0,8.0,16.0,14.0,49.0,76.0,125.0,122.0,152.0,220.0,227.0,488.0,736.0,
Stablecoin,,,,,,,,,,,,,,,,,,,,1.0,9.0,
Companion robot,,,,,,,,,,,,,,,,2.0,7.0,5.0,10.0,8.0,9.0,
Cryonics,,1.0,,,,,,,,,,,,,,,,,1.0,,,
Extreme Life extension,12.0,18.0,29.0,44.0,29.0,26.0,14.0,31.0,17.0,37.0,39.0,44.0,56.0,67.0,51.0,61.0,51.0,53.0,65.0,61.0,54.0,
Suspended animation,,,,,,3.0,,2.0,6.0,2.0,,1.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,6.0,5.0,
5D DVD,,,,,,,,,,,,,,,,,,,2.0,,,
5g,47.0,16.0,43.0,51.0,44.0,50.0,59.0,83.0,80.0,85.0,117.0,115.0,124.0,131.0,163.0,175.0,274.0,709.0,2737.0,7062.0,12884.0,
6G,29.0,8.0,24.0,28.0,30.0,35.0,42.0,33.0,71.0,52.0,73.0,74.0,107.0,78.0,101.0,104.0,113.0,153.0,152.0,203.0,256.0,
Ambient intelligence,,1.0,4.0,2.0,13.0,25.0,26.0,21.0,34.0,30.0,27.0,30.0,28.0,18.0,28.0,41.0,25.0,22.0,27.0,43.0,52.0,
Artificial brain,,,,,,,,1.0,,,,,2.0,1.0,,1.0,1.0,,1.0,2.0,2.0,
Artificial general intelligence,30.0,50.0,116.0,143.0,134.0,143.0,169.0,154.0,191.0,218.0,224.0,199.0,241.0,255.0,277.0,362.0,349.0,462.0,846.0,1633.0,2651.0,
Atmospheric satellite,,,,,,,,,,,,,,,,,,,,,,
Automatic AI debugging,,,,,,,,,,,,,,,,,,,,,,
Cloud computing,,,,,,,,,,22.0,70.0,203.0,586.0,648.0,877.0,1040.0,1206.0,1259.0,1395.0,1608.0,1926.0,5.0
Compressive Sensing,,,,,,,2.0,5.0,14.0,7.0,11.0,28.0,28.0,54.0,61.0,50.0,47.0,46.0,51.0,37.0,36.0,
Deep learning,2.0,1.0,,2.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,2.0,8.0,28.0,60.0,226.0,588.0,1197.0,1917.0,5.0
deep trench capacitor,3.0,4.0,13.0,21.0,21.0,15.0,9.0,8.0,12.0,5.0,9.0,9.0,2.0,5.0,2.0,2.0,5.0,9.0,5.0,4.0,3.0,
Digital image processing,297.0,506.0,842.0,943.0,1139.0,1237.0,1447.0,1414.0,1687.0,1720.0,1819.0,1788.0,2149.0,2428.0,2397.0,2418.0,2380.0,2497.0,2688.0,3187.0,3450.0,5.0
Digital image segmentation,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,
Distributed ledger,,,,,,,,,,,,,,,1.0,4.0,41.0,234.0,788.0,2192.0,3958.0,2.0
DNA Computing,,,2.0,3.0,2.0,1.0,3.0,5.0,,6.0,1.0,2.0,5.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,4.0,
DNA digital data storage,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,
Edge Computing,,,,,,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,11.0,3.0,26.0,49.0,114.0,263.0,3.0
Edge enhancement,1.0,5.0,11.0,13.0,8.0,15.0,15.0,12.0,11.0,15.0,25.0,15.0,24.0,12.0,19.0,18.0,15.0,7.0,7.0,10.0,14.0,
Embedded systems in substrate,,,,,,,,,,,,,,,,,,,,,,
Exascale computing,,,,,,,,,,,,,,2.0,,3.0,9.0,4.0,10.0,9.0,6.0,
Extreme ultraviolet lithography,6.0,12.0,17.0,30.0,30.0,40.0,49.0,37.0,42.0,23.0,36.0,49.0,30.0,61.0,60.0,66.0,79.0,107.0,90.0,90.0,97.0,
Facial recognition,2.0,3.0,23.0,37.0,38.0,55.0,59.0,81.0,95.0,112.0,142.0,172.0,217.0,254.0,364.0,328.0,403.0,385.0,483.0,677.0,827.0,1.0
General-purpose computing on graphics processing units,,,,,,,,,2.0,1.0,3.0,6.0,17.0,18.0,17.0,22.0,31.0,20.0,29.0,37.0,28.0,
GPT-4,,,,,,,,,,,,,,,,,,,,,,
Haptic technology,3.0,4.0,5.0,12.0,12.0,17.0,10.0,15.0,17.0,12.0,25.0,32.0,29.0,26.0,53.0,45.0,55.0,52.0,71.0,90.0,65.0,
Holographic data storage,2.0,,4.0,7.0,10.0,16.0,14.0,21.0,23.0,14.0,26.0,21.0,22.0,10.0,5.0,4.0,4.0,6.0,5.0,,1.0,
Hyper CD-ROM,,,,,,,,,,,,,,,,,,,,,,
In-memory processing,,,1.0,,,,,,2.0,,2.0,1.0,1.0,2.0,8.0,5.0,5.0,6.0,6.0,18.0,12.0,
In-storage processing,,,,,,,,,,,,,,,,,,,,,,
Indoor positioning system,,,6.0,,4.0,5.0,7.0,8.0,6.0,7.0,8.0,3.0,8.0,15.0,19.0,15.0,28.0,51.0,35.0,32.0,36.0,
Internet of things,,,,,,,,,,,1.0,33.0,47.0,62.0,87.0,227.0,404.0,851.0,1595.0,2360.0,2846.0,
Li-Fi,,,,1.0,1.0,,,1.0,,,,,,,1.0,4.0,13.0,20.0,49.0,48.0,67.0,
Machine translation,15.0,26.0,30.0,32.0,40.0,45.0,65.0,51.0,87.0,167.0,118.0,109.0,139.0,95.0,84.0,115.0,83.0,103.0,104.0,149.0,191.0,
Machine vision,12.0,18.0,38.0,38.0,67.0,59.0,55.0,75.0,66.0,86.0,83.0,74.0,92.0,103.0,114.0,145.0,133.0,150.0,142.0,200.0,224.0,
Nanoradio,,,,,,,,,,,,,,,,,,,,,,
Natural Language Processing,2.0,14.0,22.0,24.0,26.0,41.0,36.0,63.0,53.0,58.0,80.0,53.0,74.0,82.0,130.0,208.0,250.0,258.0,388.0,726.0,822.0,1.0
Neural Networks,73.0,111.0,164.0,237.0,200.0,183.0,205.0,193.0,232.0,191.0,219.0,231.0,244.0,256.0,263.0,374.0,432.0,616.0,1023.0,2078.0,2888.0,3.0
Neural-sensing headset,,,,,,,,,,,,,,,,,,,,,,
next gen web search,,,,,,,,,,,,,,,,,,,,,,
Open source model,,,,,,,,,,,,,,,,,,,,,,
Optical computing,6.0,4.0,8.0,7.0,13.0,10.0,14.0,3.0,6.0,2.0,3.0,4.0,2.0,6.0,8.0,7.0,22.0,11.0,16.0,20.0,23.0,
Quantum algorithm,,,,1.0,3.0,,,2.0,3.0,,,,1.0,,1.0,1.0,1.0,1.0,2.0,16.0,27.0,
Quantum computing hardware,1.0,1.0,11.0,30.0,23.0,35.0,34.0,23.0,28.0,31.0,14.0,24.0,28.0,20.0,26.0,32.0,41.0,57.0,62.0,137.0,231.0,
Quantum cryptography,1.0,,2.0,3.0,14.0,12.0,20.0,21.0,19.0,21.0,18.0,12.0,19.0,13.0,10.0,10.0,19.0,22.0,19.0,33.0,36.0,
Semantic Web,,1.0,2.0,6.0,8.0,13.0,25.0,21.0,32.0,34.0,40.0,54.0,44.0,33.0,45.0,55.0,34.0,25.0,17.0,19.0,18.0,
Silicon laser for communication,,,,,,,,,,,,,,,,,,,,,,
Smartphone,,3.0,7.0,4.0,18.0,35.0,47.0,117.0,100.0,107.0,190.0,326.0,734.0,1344.0,2304.0,2863.0,3468.0,3966.0,3899.0,4549.0,4532.0,1.0
Spatial computing,,,,,,,,,,,,,,,,,,,1.0,,,
Streaming television,4.0,2.0,7.0,4.0,4.0,9.0,5.0,2.0,10.0,9.0,12.0,14.0,10.0,15.0,22.0,23.0,22.0,24.0,28.0,27.0,27.0,
