y,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Microbial electrolysis carbon capture,,,,,,,,,,,,,,,,,,,,,,
3D metal printing,,,,,,,,,,,,,,1.0,,,,,,,,
4d printing,,,,,,,,,,,,,,,,,,,,,,
Anticipatory Life Cycle Analysis,,,,,,,,,,,,,,,,,,,,,,
Artificial muscle,,,,,,,,,,,,,,,,,,,,,,
Bio-manufacturing,,,,,,,,,,,,,,,,,,,,,,
Claytronics,,,,,,,,,,,,,,,,,,,,,,
Construction 3D printing,,,,,,,,,,,,,,,,,,,,,,
Electron-beam additive manufacturing,,,,,,,,,,,,,,,,,,,,,,
Incremental sheet forming,,,,,,,,,,,,,,,,,,,,,,
Life-cycle assessment,,,,,,,,,,,,,,,,,,,,,2.0,
Liquid Crystal Elastomers,,,,,,,,,,,,,,,,,,,1.0,,,
Megatall skyscrapers,,,,,,,,,,,,,,,,,,,,,,
Molecular assembler,,,,,,,,,,,,,,,,,,,,,,
Predictive maintenance,,,,,,,,,,,,,,,,,,,2.0,,2.0,
Radio-frequency identification,,,,,,,,,,,3.0,1.0,3.0,1.0,,1.0,4.0,3.0,,2.0,5.0,
Robot end effector,,,,,,,,,,,,,,,,,,,,,,
self assembly,,,,,,,,1.0,,,1.0,,,,,2.0,1.0,,1.0,,,
Self-reconfiguring modular robot,,,,,,,,,,,,,,,,,,,,,,
Smart highway,,,,,,,,,,,,,,,,,,,,,1.0,
Structural health monitoring,,,,,,,,,,,,,,,,,,,,,,
Supertall building,,,,,,,,,,,,,,,,,,,,,,
utility fog,,,,,,,,,,,,,,,,,,,,,,
Adaptive Learning Technology,,,,,,,,,,,,,,,,,1.0,,,,,
Augmented learning,,,,,,,,,,,,,,,,,,,,,,
Gamifying education,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,
Intelligent tutoring system,,,,,,,,,,,,,,,,,,,,,,
Learning Management System,,,,,,,,,,,,,,,,,,,,,,
Mobile learning,,,,,,,,,,1.0,2.0,,,2.0,3.0,1.0,2.0,2.0,3.0,4.0,8.0,
Virtual Collaborative Learning,,,,,,,,,,,,,,,,,,,,,,
Atomtronics,,,,,,,,,,,,,,,,,,,,,,
Biodegradable electronics,,,,,,,,,,,,,,,,,,,,,,
Carbon nanotube field-effect transistor,,,,,,,,,,,,,,1.0,,,,,,,,
Digital scent technology,,,,,,,,,,,,,,,,,,,,,,
Dynamic inductive charging,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,
E-textiles,,,,,,,,,,,,,,,,,,,,,,
Electronic skin,,,,,,,,,,,,,,,,,,,,,,
Flexible display,,,,,,,,,,,,,,,,,,,,,,
Flexible electronics,,,,,,,,,,,,,,,,,,,,,,
Flexible organic light-emitting diode,,,,,,,,,,,,,,,,,,,,,,
Gastrobot,,,,,,,,,,,,,,,,,,,,,,
Holography,,,,,,,,,,2.0,,,,,,1.0,,2.0,,1.0,1.0,
laser diode headlights,,,,,,,,,,,,,,,,6.0,1.0,1.0,,1.0,,
Laser video display,,,,,,,,,,,,,,,,,,,,,,
Memristor,,,,,,,,,,,,,,,,,,1.0,,1.0,,
Multi-level converter,,,,,,,,,,,,,,,,,,,,,,
Nanoelectromechanical systems,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,
Nanosensor,,,,,,,,,,,,,,,,,,,,,,
Optical transistor,,,,,,,,,,,,,,,,,,,,,,
Phonon laser,,,,,,,,,,,,,,,,,,,,,,
Robotic sensing,,,,,,,,,,,,,,,,,,,,,,
Solid-state transformer,,,,,,,,,,,,,,,,,,,1.0,,,
Spintronics,,,,,,,,,,,,,,1.0,,1.0,,,,,,
three-dimensional integrated circuit,,,,,,,,,,,,,,,,,,,,,,
Twistronics,,,,,,,,,,,,,,,,,,,,,,
Virtual retinal display,,,,,,,,,,,,,,,,,,,,,,
Volumetric display,,,,,,,,,,,,,,,,,,,,,,
3rd generation solar cell,,,,,,,,,,,,,,,,,,,,,,
Airborne wind turbine,,,,,,,,,,,,,,,,,,,,,,
Artificial photosynthesis,,,,,,,,,,,,,,,,,1.0,,,,,
Biobattery,,,,,,,,,,,,,,,,,,,,,,
Biomass to liquid,,,,,,,,,,,,,,,,,,,,,,
Coal liquefaction,,,,,,,,,,,,,,,,,,,,,,
Combined Cycle Gas Turbine Plant,,,,,,,,,,,,,,,,,,,,,,
concentrated solar power,,,,,,,,,,,,,,,,,,,,,1.0,
CZTS solar cell,,,,,,,,,,,,,,,,,,,,,,
Dye-sensitized solar cell,,,,,,,,,,,,,,,,,,,,,,
Electric vehicle battery fast charge,,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,1.0,4.0,6.0,
Energy harvesting,,,,,,,,,,,,,,1.0,3.0,,2.0,1.0,2.0,2.0,3.0,
Floating Liquefied Natural Gas,,,,,,,,,,,,,,,,,,,,,,
Flywheel energy storage,,,,,,,,,,,,,,,,,,,,,,
Fourth-generation biofuel,,,,,,,,,,,,,,,,,,,,,,
Fusion power,,,,,,,,,,1.0,,,,,,,,,,,,
Gas generator,,,,,,,,,,,,,,,,,,,,,,
Gas-cooled fast reactor,,,,,,,,,,,,,,,,,,,,,,
Gasification,,,,,,,,,,,,,,,,,,,,,,
Generation IV reactor,,,,,,,,,,,,,,,,,,,,,,
Grid energy storage,,,,,,,,,,,,,,,,,,,,,,
Holograms for solar,,,,,,,,,,,,,,,,,,,,,,
Home fuel cell,,,,,,,,,,,,,,,,,,,,,,
Hydrogen fuel,,,,,,,,,,,,,1.0,,,,,,,,,
Lead-cooled fast reactor,,,,,,,,,,,,,,,,,,,,,,
Liquid fluoride thorium reactor,,,,,,,,,,,,,,,,,,,,,,
Liquid metal battery,,,,,,,,,,,,,,,,,,,,,,
Lithium ion battery,,,,,,,,,,,,,,,,1.0,,2.0,1.0,,2.0,
Lithium iron phosphate battery,,,,,,,,,,,,,,,,,,,,,,
Lithium-air battery,,,,,,,,,,,,,,,,,,,,,,
Lithium-sulfur battery,,,,,,,,,,,,,,,,,,,,,,
Magnesium battery,,,,,,,,,,,,,,,,,,,,,,
Microbial electrolysis cell,,,,,,,,,,,,,,,,,,,,,,
Microreactor,,,,,,,,,,,,,,,,,,,,,,
Mini Bioreactors,,,,,,,,,,,,,,,,,,,,,,
Modular Reactors,,,,,,,,,,,,,,,,,,,,,,
Molten salt reactor,,,,,,,,,,,,,,,,,,,,,,
Nanocharging Solar,,,,,,,,,,,,,,,,,,,,,,
Nanowire battery,,,,,,,,,,,,,,,,,,,,,,
Ocean thermal energy conversion,,,,,,,,,,,,,,,,,,,,,,
Oil detection,,,,,,,,,,,,,,,,,,,,,,
Optical rectenna,,,,,,,,,,,,,,,,,,,,,,
Organic solar cell,,,,,,,,,,,,,,,,,,,,,,
Perovskite solar cell,,,,,,,,,,,,,,,,,,,,,,
Power-to-X,,,,,,,,,,,,,,,,,,,,,,
Proton Battery,,,,,,,,,,,,,,,,,,,,,,
Quantum dot solar cell,,,,,,,,,,,,,,,,,,,,,,
second-generation biofuels,,,,,,,,,,,,,,,,,,,,,,
Smart grid,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,9.0,5.0,2.0,2.0,6.0,
Sodium-cooled fast reactor,,,,,,,,,,,,,,,,,,,,,,
Space-based solar power,,,,,,,,,,,,,,,,,,,,,,
Supercapacitor,,,,,,,,,,,,,,,,,,,,,1.0,
Supercritical water reactor,,,,,,,,,,,,,,,,,,,,,,
Third-generation biofuels,,,,,,,,,,,,,,,,,,,,,,
Thorium fuel cycle,,,,,,,,,,,,,,,,,,,,,,
Triboelectric Nanogenerator,,,,,,,,,,,,,,,,,,,,,,
Virtual power Plant,,,,,,,,,,,,,,,,,,,,,,
Vortex engine,,,,,,,,,,,,,,,,,,,,,,
Wireless power transfer,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,
Zero-energy building,,,,,,,,,,,,,,,,,1.0,,,,,
Automated journalism,,,,,,,,,,,,,,,,,,,,,,
Foundation garment,,,,,,,,,,,,,,,,,,,,,,
Haptic feedback systems,,,,,,,,,,,,,,,,,,,,,,
Wearable journalism,,,,,,,,,,,,,,,,,,1.0,1.0,5.0,8.0,
Cryptocurrency,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,2.0,10.0,14.0,20.0,
Stablecoin,,,,,,,,,,,,,,,,,,,,,,
Companion robot,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,
Cryonics,,,,,,,,,,,,,,,,,,,,,,
Extreme Life extension,,,,,,,,,,,,,,,,,,,,,,
Suspended animation,,,,,,,,,,,,,,,,,,,,,,
5D DVD,,,,,,,,,,,,,,,,,,,,,,
5g,,,,,,,,,,,,,,,,1.0,2.0,11.0,21.0,14.0,38.0,
6G,,,,,,,,,,,,,,,,,,,,1.0,5.0,
Ambient intelligence,,,,,,,,,,,,1.0,,,,,1.0,,,,,
Artificial brain,,,,,,,,,,,,,,,,,,,,,,
Artificial general intelligence,,,,,,,,2.0,,,,1.0,,1.0,1.0,,2.0,6.0,11.0,37.0,38.0,
Atmospheric satellite,,,,,,,,,,,,,,,,,,,,,,
Automatic AI debugging,,,,,,,,,,,,,,,,,,,,,,
Cloud computing,,,,,,,,,,2.0,2.0,3.0,7.0,11.0,9.0,10.0,19.0,12.0,16.0,16.0,29.0,
Compressive Sensing,,,,,,,,,,,,2.0,,1.0,,2.0,2.0,,1.0,,,
Deep learning,,,,,,,,,,,,,,1.0,,5.0,15.0,25.0,46.0,74.0,133.0,3.0
deep trench capacitor,,,,,,,,,,,,,,,,,,,,,,
Digital image processing,,,,,,,,,,,,1.0,1.0,,,3.0,2.0,4.0,,2.0,8.0,
Digital image segmentation,,,,,,,,,,,,,,,,,,,,,,
Distributed ledger,,,,,,,,,,,,,,1.0,,1.0,2.0,15.0,46.0,79.0,96.0,3.0
DNA Computing,,,,,,,,,,,,,,,,,,,,,,
DNA digital data storage,,,,,,,,,,,,,,,,,,,,,,
Edge Computing,,,,,,,,,,,,,,,,1.0,1.0,4.0,5.0,5.0,15.0,
Edge enhancement,,,,,,,,,,,,,,,,,,,,,,
Embedded systems in substrate,,,,,,,,,,,,,,,,,,,,,,
Exascale computing,,,,,,,,,,,,,1.0,,1.0,1.0,,,,1.0,1.0,
Extreme ultraviolet lithography,,,,,,,,,,,,,,,,,,,,,,
Facial recognition,,,,,,,,,,,,,,3.0,2.0,7.0,1.0,8.0,4.0,13.0,25.0,
General-purpose computing on graphics processing units,,,,,,,,,,,,1.0,,,,1.0,,1.0,,2.0,,
GPT-4,,,,,,,,,,,,,,,,,,,,,,
Haptic technology,,,,,,,,,,,,,,,,,,,1.0,,1.0,
Holographic data storage,,,,,,,,,,,,,,,,,,,,,,
Hyper CD-ROM,,,,,,,,,,,,,,,,,,,,,,
In-memory processing,,,,,,,,,,,,,,,,,,,,,,
In-storage processing,,,,,,,,,,,,,,,,,,,,,1.0,
Indoor positioning system,,,,,,,,,,,,,,,,,,1.0,,,1.0,
Internet of things,,,,,,,,,,,,,,2.0,3.0,4.0,4.0,10.0,17.0,25.0,14.0,
Li-Fi,,,,,,,,,,,,,,,,,,,,,,
Machine translation,,,,,,,,,,,,,,,,1.0,3.0,2.0,4.0,13.0,13.0,
Machine vision,,,,,,,,,,,,,,,,,,,,,1.0,
Nanoradio,,,,,,,,,,,,,,,,,,,,,,
Natural Language Processing,,,,,,,,,1.0,,,,,1.0,1.0,1.0,10.0,1.0,10.0,15.0,23.0,
Neural Networks,,,,,,,,3.0,3.0,3.0,1.0,1.0,1.0,5.0,2.0,14.0,19.0,35.0,55.0,82.0,128.0,1.0
Neural-sensing headset,,,,,,,,,,,,,,,,,,,,,,
next gen web search,,,,,,,,,,,,,,,,,,,,,,
Open source model,,,,,,,,,,,,,,,,,,,,1.0,,
Optical computing,,,,,,,,,,,,,,,,,,,,,,
Quantum algorithm,,,,,,,,2.0,,,,,,,1.0,,,1.0,2.0,1.0,2.0,
Quantum computing hardware,,,,,,,,,,2.0,2.0,,,1.0,2.0,1.0,2.0,1.0,8.0,4.0,12.0,
Quantum cryptography,,,,,,,,7.0,,4.0,1.0,1.0,,1.0,3.0,2.0,2.0,3.0,5.0,1.0,4.0,
Semantic Web,,,,,,,,1.0,,,1.0,3.0,,2.0,1.0,1.0,,,,1.0,5.0,
Silicon laser for communication,,,,,,,,,,,,,,,,,,,,,,
Smartphone,,,,,,,,,,1.0,,1.0,,2.0,2.0,4.0,9.0,9.0,10.0,8.0,20.0,
Spatial computing,,,,,,,,,,,,,,,,,,,,,,
Streaming television,,,,,,,,,,,,,,,,,,,,,,
Subvocal recognition,,,,,,,,,,,,,,,,,,,,,,
Ultradense Molecular Memory,,,,,,,,,,,,,,,,,,,,,,
Vehicular communication systems,,,,,,,,,,,,,,,1.0,2.0,2.0,4.0,4.0,1.0,2.0,
Virtual reality applications,,,,,,,,,,,,,,,,,,1.0,,,1.0,
Visible Light Communication,,,,,,,,,,,,,,,,2.0,,,,,1.0,
wi-fi 6,,,,,,,,,,,,,,,,,,,,,,
wi-fi 7,,,,,,,,,,,,,,,,,,,,,,
AI Arbitration,,,,,,,,,,,,,,,,,,,,,,
Digital forensics tools,,,,,,,,,,,,,,,,,,,,,,
Document automation,,,,,,,,,,,,,,,,,,,,,,
Intelligent Knowledge Management,,,,,,,,,,,,,,,,,,,,,,
Aerogel,,,,,,,,,,,,,,,,,,,,1.0,,
Amorphous metal,,,,,,,,,,,,,,,,1.0,,,,1.0,,
Bioplastic,,,,,,,,,,,,,,,,,,,,,,
Carbon nanotube,,,,,,,,,,,,1.0,,3.0,1.0,1.0,,,2.0,2.0,1.0,
Conductive polymer,,,,,,,,,,,,,,,,,,,,,1.0,
Cryogenic treatment,,,,,,,,,,,,,,,,,,,,,,
Dynamic Armor,,,,,,,,,,,,,,,,,,,,,,
Eutectic system,,,,,,,,,,,,,,,,,,,,,,
Fast-ion Conductors,,,,,,,,,,,,,,,,,,,,,,
Fullerene,,,,,,,,,,,,,,,,1.0,,,,,,
Gallium Nitride semiconductor,,,,,,,,,,,,,,,,,,,,,,
Graphene,,,,,,,,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,10.0,5.0,8.0,12.0,9.0,15.0,
Graphene Oxide dough,,,,,,,,,,,,,,,,,,,,,2.0,
High Entropy Alloys,,,,,,,,,,,,,,,,,,,,,,
Magnetic nanoparticles,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,2.0,
Magnetorheological fluid,,,,,,,,,,,,,,,,,,,,,,
Metal foam,,,,,,,,,,,,,,,,,,,,,,
Metamaterial,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,1.0,
Multi-function structure,,,,,,,,,,,,,,,,,,,,,,
Nanocrystal,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,2.0,
Nanotextured surface,,,,,,,,,,,,,,,,,,,,,,
Photonic Metamaterial,,,,,,,,,,,,,,,,,,,,,,
piezoelectric material adhesion,,,,,,,,,,,,,,,,,,,,,,
Programmable matter,,,,,,,,,,,,,,,,,,,,,,
Quantum dot,,,,,,,,,1.0,1.0,3.0,1.0,,2.0,2.0,3.0,5.0,1.0,2.0,4.0,3.0,
Self-cleaning surfaces,,,,,,,,,,,,,,,,,,,,,,
Shape Memory Polymer,,,,,,,,,,,,,,,,,,,,,,
Shape-memory alloy,,,,,,,,,,,,,,,,,,,,,,
Silicene,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,
Single Photon Source,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,3.0,
Superalloy,,,,,,,,,,,,,,,,,,,,,,
Superfluidity,,,,,,,,,,,,,,,,2.0,,,,,,
Superlenses chips,,,,,,,,,,,,,,,,,,,,,,
Syntactic Materials,,,,,,,,,,,,,,,,,,,,,,
Time crystal,,,,,,,,,,,,,,,,,,,,,,
Zeolite,,,,,,,,,,,,,,,,,,,,,,
Zero-friction coating,,,,,,,,,,,,,,,,,,,,,,
16K video resolution,,,,,,,,,,,,,,,,,,,,,,
Augmented reality,,,,,,,,,,,,,1.0,1.0,,1.0,,3.0,,2.0,6.0,
Brain-computer interface,,,,,,,,,,,,,,,,,,,,,1.0,
Computer-generated imagery,,,,,,,,,,,,,,,,,,,,,,
Detecting fake news online automatically,,,,,,,,,,,,,,,,,,,,,,
e-Reader,,,,,,,,,,,,,,,,,,,,,,
Extended Reality,,,,,,,,,,,,,,,,,,,,,,
hydrogen vehicle,,,,,,,,,,,,,,,,,,,,,,
Immersion (virtual reality),,,,,,,,,,,,,,,,,,,,,,
Mixed Reality,,,,,,,,,,,,,,,,,,,,1.0,1.0,
Video tracking,,,,,,,,,,,,,,,,,,,,,1.0,
Virtual reality,,,,,,,,,,,,,,,,1.0,1.0,4.0,2.0,5.0,8.0,
3D Bioprinting,,,,,,,,,,,,,,,,,,,,,,
Anti-degenerative medicine,,,,,,,,,,,,,,,,,,,,,,
Apheresis,,,,,,,,,,,,,,,,,,,,,,
Artificial womb,,,,,,,,,,,,,,,,,,,,,,
Bio Ink,,,,,,,,,,,,,,,,,,,,,,
Biomimetic Nanocoagulation,,,,,,,,,,,,,,,,,,,,,,
Biosensor,,,,,,,,,,,,,,,,,,,,,,
Breath analysis,,,,,,,,,,,,,,,,,,,,,,
Cancer biomarker,,,,,,,,,,,,,,,,,,,,,,
Capsule endoscopy,,,,,,,,,,,,,,,,,1.0,,,,,
Cortical implant,,,,,,,,,,,,,,,,,,,,,,
De-extinction,,,,,,,,,,,,,,,,,,,,,,
DNA-templated organic synthesis,,,,,,,,,,,,,,,,,,,,,,
Drug-eluting stent,,,,,,,,,,,,,,,,,,,,,,
Electroanalgesia,,,,,,,,,,,,,,,,,,,,,,
Electronic nose,,,,,,,,,,,,,,,,,,,,,,
Head transplant,,,,,,,,,,,,,,,,,,,,,,
Intelligent toilet,,,,,,,,,,,,,,,,,,,,,,
Jet injector,,,,,,,,,,,,,,,,,,,,,,
Lab-on-a-chip,,,,,,,,,,,,,,,,,,,,,,
Microelectromechanical systems,,,,,,,,1.0,1.0,,1.0,,,,,,2.0,,1.0,3.0,2.0,
Microfluidics,,,,,,,,,,,,,,,,,,,2.0,,,
Molecular electronics,,,,,,,,,,,,,,,,,,,,,,
Nanorobotics,,,,,,,,,,,,,,,,,,,,,,
Neuron Control,,,,,,,,,,,,,,,,,,,,,,
Neuroprosthetics,,,,,,,,,,,,,,,,,,,1.0,,,
Nutritional genomics,,,,,,,,,,,,,,,,,,,,,,
Omni Processor,,,,,,,,,,,,,,,,,,,,,,
OOKP,,,,,,,,,,,,,,,,,,,,,,
Organ-on-a-Chip,,,,,,,,,,,,,,,,,,,,,,
Photoacoustic imaging,,,,,,,,,,,,,,,,,,,,1.0,,
Plasma Medicine,,,,,,,,,,,,,,,,,,,1.0,,,
Point of care automated analyser,,,,,,,,,,,,,,,,,,,,,,
Portable water purification,,,,,,,,,,,,,,,,,,,,,,
Powered exoskeleton,,,,,,,,,,,,,,,,,,,,,1.0,
Protein Structure Prediction,,,,,,,,1.0,,,,,,,,,1.0,,,,,
Rapid diagnostic test,,,,,,,,,,,,,,,,,,,,,,
Real-time polymerase chain reaction,,,,,,,,,,,,,,,,,,,,,,
Regenerative Medicine,,,,,,,,1.0,,,,,,,,,,,,,,
Sensory substitution,,,,,,,,,,,,,,,,,,,,,,
Single Cell Analysis,,,,,,,,,,,,,,,,,1.0,,,1.0,,
Stasis Chamber,,,,,,,,,,,,,,,,,,,,,,
Synthetic Blood,,,,,,,,,,,,,,,,,,,,,,
Theranostic Wound Care,,,,,,,,,,,,,,,,,,,1.0,,2.0,
Transdermal optical imaging,,,,,,,,,,,,,,,,,,,,,,
Active camouflage,,,,,,,,,,,,,,,,,,,,,,
Active noise control,,,,,,,,,,,,,,,,,,,,,,
Automatic identification of suspicious activity,,,,,,,,,,,,,,,,,,,,,,
Cloaking device,,,,,,,,,,,,,,,,,,,,,,
Coilgun,,,,,,,,,,,,,,,,,,,,,,
Compact Kinetic Energy Missile,,,,,,,,,,,,,,,,,,,,,,
DART ammunition,,,,,,,,,,,,,,,,,,,,,,
Delay-line oscillator,,,,,,,,,,,,,,,,,,,,,,
Electrolaser,,,,,,,,,,,,,,,,,,,,,,
Electroshock weapon,,,,,,,,,,,,,,,,,,,,,,
Electrothermal-chemical technology for propellants,,,,,,,,,,,,,,,,,,,,,,
EMP weapon,,,,,,,,,,,,,,,,,,,,,,
Explosively pumped flux compression generator,,,,,,,,,,,,,,,,,,,,,,
Force Field,,,,,,,,,,,,,,,,,,3.0,,1.0,,
Homodyne detection,,,,,,,,,,,,,,,1.0,,,,,,,
HPM weapons,,,,,,,,,,,,,,,,,,,,,,
Hypersonic weapon,,,,,,,,,,,,,,,,,,,,,,
Kinetic bombardment,,,,,,,,,,,,,,,,,,,,,,
Kinetic energy penetrator,,,,,,,,,,,,,,,,,,,,,,
Laser weapon,,,,,,,,,,,,,,,,,,,,,,
Lidar,,,,,,,,,,,,,,,,,3.0,2.0,3.0,7.0,18.0,
MAHEM,,,,,,,,,,,,,,,,,,,,,,
Metamaterial cloaking,,,,,,,,,,,,,,,,,,,,,,
MGM-166 LOSAT,,,,,,,,,,,,,,,,,,,,,,
Nonlinear metamaterial,,,,,,,,,,,,,,,,,,,,,,
Optical coating,,,,,,,,,,,,,,,,,,,,,,
Optoelectronic oscillator,,,,,,,,,,,,,,,,,,,,,,
Particle-beam weapon,,,,,,,,,,,,,,,,,,,,,,
Plasma stealth,,,,,,,,,,,,,,,,,,,,,,
Pure fusion weapon,,,,,,,,,,,,,,,,,,,,,,
Quadcopter,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,2.0,
Quantum illumination,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,
Quantum radar,,,,,,,,,,,,,,,,,,,,,,
Railgun,,,,,,,,,,,,,,,,,,,,,,
Sonic weapon,,,,,,,,,,,,,,,,,,,,,,
Swarm robotic platforms,,,,,,,,,,,,,,,,,,,,,,
Swarm robotics,,,,,,,,,,,,,1.0,,,,,,,,,
Teslaphoresis,,,,,,,,,,,,,,,,,,,,,,
Vortex ring gun,,,,,,,,,,,,,,,,,,,,,,
Asteroid mining,,,,,,,,,,,,,,,,,,,,,,
Biomining,,,,,,,,,,,,,,,,,,,,,,
Urban mining,,,,,,,,,,,,,,,,,,,,,,
Closed system drug transfer device,,,,,,,,,,,,,,,,,,,,,,
DNA repair,,,,,,,,,,,1.0,,,,,2.0,,,2.0,,,
Electronic cigarette,,,,,,,,,,,,,,,,,1.0,,,,1.0,
Enzybiotics,,,,,,,,,,,,,,,,,,,,,,
Exhalation delivery system,,,,,,,,,,,,,,,,,,,,,,
Gene Editing,,,,,,,,,,,,,,,,,,,1.0,,,
Genome Prime Editing,,,,,,,,,,,,,,,,,,,,,,
ISCOM,,,,,,,,,,,,,,,,,,,,,,
Medicinal fungi,,,,,,,,,,,,,,,,,,,,,,
Microneedle drug delivery,,,,,,,,,,,,,,,,,,,,,,
Molecular Inversion Probe,,,,,,,,,,,,,,,,,,,,,,
NASBA,,,,,,,,,,,,,,,,,,,,,,
Off-target genome editing,,,,,,,,,,,,,,,,,,,,,,
Oncolytic virus,,,,,,,,,,,,,,,,,,,,,,
Phage therapy,,,,,,,,,,,,,,,,,,,,,,
Receptor activated solely by a synthetic ligand,,,,,,,,,,,,,,,,,,,,,,
Senolytic,,,,,,,,,,,,,,,,,,,,,,
Stem-cell therapy,,,,,,,,,,,,,,,,,,,,,,
Structurally nanoengineered antimicrobial polypeptide polymers,,,,,,,,,,,,,,,,,,,,,,
Targeted drug delivery,,,,,,,,,,,,,,1.0,,,,,,,,
Virotherapy,,,,,,,,,,,,,,,,,,,,,,
Air-launch-to-orbit,,,,,,,,,,,,,,,,,,,,,,
Artificial gravity,,,,,,,,,,,,,,,,,,,,,,
Beam-powered propulsion,,,,,,,,,,,,,,,,,,,,,,
Fusion rocket,,,,,,,,,,,,,,,,,,,,,,
Inflatable space habitat,,,,,,,,,,,,,,,,,,,,,,
Ion thruster,,,,,,,,,,,,,,,,,,,,,,
Launch loop,,,,,,,,,,,,,,,,,,,,,,
Mass driver,,,,,,,,,,,,,,,,,,,,,,
Mini-magnetosphere,,,,,,,,,,,,,,,,,,,,,,
Miniaturized satellite,,,,,,,,,,,,,,,,,,,,1.0,,
Nuclear photonic rocket,,,,,,,,,,,,,,,,,,,,,,
Photon rocket,,,,,,,,,,,,,,,,,,,,,,
Photonic laser thruster,,,,,,,,,,,,,,,,,,,,,,
Plasma propulsion engine,,,,,,,,,,,,,,,,,,,,,,
Propellant depot,,,,,,,,,,,,,,,,,,,,,,
Ram accelarator,,,,,,,,,,,,,,,,,,,,,,
Reusable launch system,,,,,,,,,,,,,,,,,,,,,,
Reusable rocket technology for orbital rockets,,,,,,,,,,,,,,,,,,,,,,
Skyhook,,,,,,,,,,,,,,,,,,,,,,
Space elevator,,,,,,,,,,,,,,,,,,,,,,
Space gun,,,,,,,,,,,,,,,,,,,,,,
Spaceplane,,,,,,,,,,,,,,,,,,,,,,
StarTram,,,,,,,,,,,,,,,,,,,,,,
Suborbital launch,,,,,,,,,,,,,,,,,,,,,,
Autonomous Rail Rapid Transit,,,,,,,,,,,,,,,,,,,,,,
Autonomous vehicle,,,,,,,,,,,,,1.0,,,,2.0,1.0,4.0,6.0,8.0,
Backpack helicopter,,,,,,,,,,,,,,,,,,,,,,
Electric vehicle,,,,,,,,,,,,,,,,,2.0,2.0,,6.0,7.0,
Fuel cell,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,2.0,
Fuel cell vehicle,,,,,,,,,,,,,,,,,,,,,,
Hoverbike,,,,,,,,,,,,,,,,,,,,,,
