y,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Robotic sensing,,,1.0,,,,,,,,,,,,,,,,,,,
Solid-state transformer,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,2.0,2.0,,
Spintronics,,1.0,,,,,4.0,2.0,,4.0,4.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,,2.0,3.0,
three-dimensional integrated circuit,,,,1.0,1.0,,,,2.0,2.0,4.0,10.0,12.0,14.0,10.0,10.0,9.0,11.0,13.0,7.0,15.0,
Twistronics,,,,,,,,,,,,,,,,,,,,,,
Virtual retinal display,,3.0,4.0,1.0,1.0,,2.0,,3.0,,1.0,1.0,3.0,1.0,,,1.0,1.0,,,1.0,
Volumetric display,,,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,1.0,4.0,,7.0,5.0,6.0,5.0,
3rd generation solar cell,,,,,,,,,,,,,,,,,,,,,,
Airborne wind turbine,,,,,,,,,,,,,,,,,,,,,,
Artificial photosynthesis,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,2.0,
Biobattery,,,,,,,,,,,,,,,,,,2.0,,,,
Biomass to liquid,,,,,,,,,,1.0,,2.0,2.0,3.0,,1.0,,,1.0,1.0,2.0,
Coal liquefaction,1.0,,,,,,,,1.0,5.0,4.0,5.0,6.0,3.0,8.0,4.0,2.0,4.0,5.0,12.0,5.0,
Combined Cycle Gas Turbine Plant,2.0,6.0,3.0,5.0,5.0,1.0,1.0,4.0,2.0,4.0,5.0,4.0,6.0,5.0,6.0,3.0,12.0,7.0,17.0,10.0,7.0,
concentrated solar power,,,,,,,,,2.0,,5.0,8.0,7.0,7.0,5.0,10.0,4.0,9.0,7.0,8.0,5.0,
CZTS solar cell,,,,,,,,,,,,,8.0,5.0,2.0,2.0,,,2.0,2.0,1.0,
Dye-sensitized solar cell,,,1.0,,2.0,2.0,4.0,2.0,7.0,6.0,10.0,10.0,13.0,5.0,14.0,14.0,12.0,10.0,11.0,7.0,,
Electric vehicle battery fast charge,,9.0,3.0,13.0,4.0,4.0,7.0,11.0,9.0,32.0,61.0,99.0,134.0,182.0,186.0,205.0,262.0,348.0,360.0,456.0,449.0,
Energy harvesting,,,,1.0,2.0,6.0,6.0,9.0,19.0,42.0,57.0,62.0,46.0,54.0,51.0,69.0,77.0,69.0,89.0,87.0,82.0,
Floating Liquefied Natural Gas,,,,,,,,,,,,1.0,,1.0,2.0,2.0,2.0,7.0,2.0,3.0,2.0,
Flywheel energy storage,,1.0,1.0,7.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0,4.0,5.0,5.0,11.0,10.0,8.0,3.0,10.0,5.0,11.0,
Fourth-generation biofuel,,,,,,1.0,,1.0,1.0,,,,,2.0,1.0,1.0,,2.0,4.0,2.0,13.0,
Fusion power,,,,,,1.0,,3.0,2.0,1.0,2.0,2.0,5.0,1.0,1.0,5.0,8.0,4.0,4.0,7.0,5.0,
Gas generator,11.0,11.0,20.0,22.0,33.0,31.0,28.0,17.0,13.0,15.0,22.0,17.0,15.0,27.0,33.0,28.0,35.0,26.0,34.0,21.0,22.0,
Gas-cooled fast reactor,,,,,,,,,,,,,,,,,,,,,,
Gasification,18.0,22.0,27.0,28.0,45.0,42.0,26.0,75.0,85.0,122.0,118.0,150.0,156.0,161.0,131.0,160.0,121.0,146.0,134.0,99.0,127.0,2.0
Generation IV reactor,,,,,,,,1.0,,,,,,,,,,,,,,
Grid energy storage,,,,,,,,,,,1.0,4.0,4.0,12.0,8.0,18.0,21.0,16.0,37.0,21.0,36.0,
Holograms for solar,,,,,,,,,,,,,,,,,,,,,,
Home fuel cell,,,,,,,,3.0,,,1.0,,2.0,,1.0,,,1.0,,1.0,,
Hydrogen fuel,3.0,8.0,9.0,9.0,16.0,17.0,17.0,26.0,12.0,24.0,27.0,17.0,22.0,30.0,32.0,23.0,27.0,27.0,48.0,97.0,79.0,
Lead-cooled fast reactor,,,,,,,,,,,,,,,,,,,,,,
Liquid fluoride thorium reactor,,,,,,,,,,,,,,,,,,,,,,
Liquid metal battery,,,,,,,,,,,,,,,,,1.0,,,2.0,1.0,
Lithium ion battery,8.0,3.0,14.0,28.0,20.0,24.0,22.0,36.0,29.0,44.0,52.0,59.0,91.0,135.0,185.0,165.0,223.0,235.0,231.0,250.0,281.0,
Lithium iron phosphate battery,,,,,,,,,1.0,,,1.0,,,1.0,,2.0,3.0,3.0,7.0,7.0,
Lithium-air battery,,,,,1.0,,,,1.0,4.0,3.0,1.0,4.0,10.0,8.0,11.0,13.0,17.0,17.0,14.0,9.0,
Lithium-sulfur battery,,,1.0,,1.0,1.0,,,1.0,1.0,3.0,1.0,3.0,3.0,5.0,6.0,7.0,7.0,7.0,9.0,22.0,
Magnesium battery,,,,,,,,,,1.0,2.0,1.0,2.0,7.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,
Microbial electrolysis cell,,,,,,,,,,,,,,,,,,,,,,
Microreactor,1.0,2.0,3.0,1.0,7.0,5.0,7.0,12.0,12.0,13.0,11.0,11.0,13.0,11.0,13.0,7.0,20.0,11.0,20.0,15.0,21.0,
Mini Bioreactors,1.0,,,,3.0,1.0,2.0,5.0,1.0,15.0,6.0,12.0,13.0,4.0,6.0,7.0,7.0,9.0,10.0,9.0,15.0,
Modular Reactors,,,,,,,,1.0,,,,,,1.0,,1.0,2.0,2.0,1.0,4.0,7.0,
Molten salt reactor,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,3.0,
Nanocharging Solar,,,,,,,,,,,,,,,,,,,,,,
Nanowire battery,,,,,,,,,,,,,,,,,,,,,,
Ocean thermal energy conversion,,,1.0,,,,,,1.0,5.0,6.0,16.0,11.0,12.0,9.0,16.0,8.0,13.0,4.0,6.0,10.0,
Oil detection,1.0,2.0,5.0,4.0,4.0,2.0,6.0,4.0,5.0,5.0,13.0,4.0,8.0,7.0,20.0,10.0,16.0,11.0,19.0,29.0,20.0,
Optical rectenna,,,1.0,,,,5.0,3.0,1.0,5.0,3.0,2.0,2.0,1.0,1.0,,2.0,2.0,1.0,,2.0,
Organic solar cell,,,,,,2.0,,,,1.0,,,5.0,8.0,5.0,5.0,1.0,4.0,6.0,6.0,6.0,
Perovskite solar cell,,,,,,,,,,,,,,,,2.0,4.0,12.0,17.0,8.0,16.0,
Power-to-X,,,,,,1.0,1.0,,,,,,,,,,,,,,,
Proton Battery,,,,,,,,,,,,,,,,,,,,,,
Quantum dot solar cell,,,,,,,,,,,,,,,,,,,,1.0,,
second-generation biofuels,,,,,,,,2.0,,13.0,10.0,12.0,17.0,13.0,23.0,18.0,11.0,15.0,14.0,14.0,15.0,
Smart grid,,,,,,1.0,,,,5.0,17.0,48.0,143.0,126.0,160.0,158.0,158.0,132.0,109.0,123.0,164.0,
Sodium-cooled fast reactor,,,,,,,,,1.0,,2.0,,,,1.0,,2.0,,,2.0,,
Space-based solar power,3.0,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,1.0,,,
Supercapacitor,1.0,1.0,2.0,5.0,9.0,11.0,10.0,8.0,17.0,17.0,23.0,25.0,32.0,39.0,35.0,40.0,47.0,88.0,77.0,74.0,71.0,
Supercritical water reactor,,,,,,,,,,1.0,,,,,,,,,,,,
Third-generation biofuels,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,
Thorium fuel cycle,,,,,,,,,,,,,,,,,,,,,,
Triboelectric Nanogenerator,,,,,,,,,,,,,,,,,1.0,3.0,1.0,2.0,3.0,
Virtual power Plant,,,,,1.0,,,,,1.0,3.0,,8.0,2.0,5.0,3.0,3.0,3.0,4.0,11.0,32.0,
Vortex engine,,,,,,,,,,,,,,,,,,,,,,
Wireless power transfer,1.0,,,,,,,1.0,1.0,6.0,15.0,13.0,23.0,34.0,39.0,71.0,80.0,86.0,153.0,144.0,132.0,
Zero-energy building,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,
Automated journalism,,,,,,,,,,,,,,,,,,,,2.0,,
Foundation garment,,,,,,,,2.0,,,6.0,,,,1.0,1.0,1.0,,,3.0,,
Haptic feedback systems,8.0,15.0,32.0,15.0,23.0,9.0,21.0,18.0,17.0,19.0,23.0,22.0,28.0,40.0,30.0,38.0,34.0,35.0,46.0,42.0,37.0,
Wearable journalism,2.0,,2.0,,4.0,1.0,5.0,4.0,23.0,10.0,6.0,16.0,18.0,17.0,175.0,196.0,365.0,599.0,646.0,872.0,1241.0,
Cryptocurrency,1.0,4.0,5.0,7.0,6.0,6.0,11.0,12.0,10.0,25.0,18.0,17.0,67.0,90.0,159.0,186.0,204.0,265.0,368.0,763.0,1383.0,
Stablecoin,,,,,,,,,,,,,,,,,,,,2.0,8.0,
Companion robot,,,,,,,,,,,,,,,,1.0,4.0,1.0,3.0,3.0,,
Cryonics,,,,,,,,,2.0,,,,,,,,,,,,,
Extreme Life extension,4.0,5.0,7.0,6.0,4.0,6.0,4.0,3.0,10.0,14.0,7.0,11.0,8.0,3.0,6.0,15.0,6.0,9.0,10.0,11.0,13.0,
Suspended animation,,,,,,1.0,,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,
5D DVD,,,,,,,,,,,,,,,,,,,,,,
5g,4.0,,6.0,8.0,7.0,8.0,8.0,8.0,14.0,13.0,24.0,24.0,21.0,39.0,45.0,59.0,98.0,284.0,706.0,1663.0,3122.0,2.0
6G,3.0,2.0,9.0,10.0,12.0,13.0,8.0,12.0,13.0,12.0,17.0,13.0,9.0,20.0,37.0,29.0,32.0,41.0,49.0,62.0,74.0,
Ambient intelligence,,,,1.0,2.0,5.0,2.0,6.0,10.0,5.0,4.0,6.0,5.0,4.0,7.0,5.0,4.0,10.0,7.0,6.0,6.0,
Artificial brain,,,,1.0,,,,,,,,,,,,,,,,1.0,,
Artificial general intelligence,6.0,14.0,43.0,39.0,40.0,53.0,49.0,46.0,73.0,67.0,58.0,69.0,69.0,73.0,134.0,89.0,79.0,119.0,254.0,469.0,799.0,
Atmospheric satellite,,,,,,,,,,,,,,,,,,,,,,
Automatic AI debugging,,,,,,,,,,,,,,,,,,,,,,
Cloud computing,,,,,,,,,,19.0,50.0,197.0,556.0,1081.0,1618.0,2274.0,3235.0,4576.0,6012.0,7274.0,9330.0,2.0
Compressive Sensing,,,,,,,,,,,,1.0,,3.0,4.0,4.0,5.0,1.0,9.0,7.0,4.0,1.0
Deep learning,,,,,,,1.0,,,,,,1.0,1.0,,1.0,9.0,46.0,113.0,277.0,452.0,
deep trench capacitor,,,,,,,4.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,,,,,,,
Digital image processing,73.0,147.0,266.0,326.0,334.0,302.0,437.0,376.0,419.0,436.0,415.0,446.0,436.0,578.0,537.0,552.0,599.0,601.0,577.0,679.0,729.0,
Digital image segmentation,,,,,,,,,,,,,,,,,,,,,,
Distributed ledger,,,,,,,,,,,,,,,1.0,11.0,61.0,288.0,873.0,2257.0,4253.0,1.0
DNA Computing,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,2.0,
DNA digital data storage,,,,,,,,,,,,,,,,,1.0,,1.0,,,
Edge Computing,,,,,,,1.0,,,,,,,,1.0,2.0,5.0,17.0,23.0,37.0,121.0,
Edge enhancement,1.0,1.0,3.0,,1.0,3.0,1.0,4.0,3.0,,,1.0,,1.0,1.0,4.0,3.0,3.0,5.0,2.0,3.0,
Embedded systems in substrate,,,,,,,,,,,,,,,,,,,,,,
Exascale computing,,,,,,,,,,,,,1.0,,1.0,,1.0,2.0,1.0,3.0,2.0,
Extreme ultraviolet lithography,6.0,7.0,7.0,9.0,13.0,12.0,16.0,8.0,7.0,4.0,5.0,9.0,5.0,10.0,17.0,13.0,14.0,12.0,5.0,14.0,15.0,
Facial recognition,3.0,3.0,6.0,13.0,17.0,18.0,22.0,32.0,35.0,38.0,45.0,75.0,91.0,117.0,133.0,164.0,200.0,201.0,244.0,269.0,359.0,
General-purpose computing on graphics processing units,,,,,,,,,,1.0,,1.0,,5.0,2.0,7.0,7.0,6.0,12.0,26.0,38.0,
GPT-4,,,,,,,,,,,,,,,,,,,,,,
Haptic technology,,,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,8.0,3.0,2.0,13.0,6.0,13.0,14.0,14.0,12.0,9.0,
Holographic data storage,1.0,,1.0,4.0,4.0,1.0,4.0,3.0,5.0,4.0,5.0,7.0,7.0,4.0,1.0,,1.0,3.0,,,,
Hyper CD-ROM,,,,,,,,,,,,,,,,,,,,,,
In-memory processing,,,,,,,,,,,,,,,,1.0,1.0,,3.0,1.0,12.0,
In-storage processing,,,,,,,,,,,,,,,,,,,,,,
Indoor positioning system,,,,,,,,,,,,4.0,1.0,2.0,10.0,2.0,9.0,14.0,11.0,9.0,9.0,
Internet of things,,,,,,,,,,,1.0,13.0,20.0,29.0,50.0,135.0,464.0,873.0,1464.0,1599.0,2039.0,3.0
Li-Fi,,,,,,1.0,1.0,,,,,,,,,,4.0,14.0,30.0,32.0,53.0,
Machine translation,20.0,20.0,15.0,29.0,46.0,41.0,63.0,53.0,48.0,88.0,102.0,86.0,68.0,36.0,41.0,42.0,42.0,37.0,26.0,44.0,61.0,
Machine vision,2.0,12.0,36.0,78.0,65.0,67.0,47.0,47.0,19.0,25.0,25.0,36.0,42.0,44.0,26.0,29.0,38.0,51.0,46.0,50.0,63.0,
Nanoradio,,,,,,,,,,,,,,,,,,,,,,
Natural Language Processing,3.0,2.0,8.0,10.0,4.0,11.0,13.0,14.0,18.0,15.0,22.0,31.0,43.0,39.0,56.0,55.0,88.0,94.0,133.0,274.0,309.0,
Neural Networks,12.0,29.0,58.0,58.0,49.0,36.0,53.0,30.0,37.0,38.0,41.0,36.0,52.0,51.0,52.0,42.0,66.0,126.0,188.0,357.0,467.0,
Neural-sensing headset,,,,,,,,,,,,,,,,,,,,,,
next gen web search,,,,,,,,,,,,,,,,,,,,,,
Open source model,,,2.0,,,,,,2.0,,,,,,,,,,,,,
Optical computing,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,,3.0,2.0,3.0,8.0,4.0,7.0,4.0,2.0,4.0,6.0,5.0,3.0,
Quantum algorithm,,,,,1.0,,,,1.0,,,,,,,,,,3.0,2.0,8.0,
Quantum computing hardware,,,,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,4.0,2.0,6.0,11.0,11.0,22.0,43.0,75.0,
Quantum cryptography,,2.0,2.0,4.0,14.0,12.0,29.0,36.0,34.0,43.0,34.0,27.0,27.0,12.0,17.0,19.0,19.0,22.0,22.0,35.0,32.0,
Semantic Web,,,,2.0,1.0,4.0,6.0,7.0,8.0,7.0,9.0,26.0,22.0,23.0,23.0,29.0,18.0,10.0,17.0,19.0,9.0,
Silicon laser for communication,,,,,,,,,,,,,,,,,,,,,,
Smartphone,,4.0,4.0,10.0,7.0,20.0,43.0,33.0,50.0,80.0,117.0,240.0,530.0,1058.0,1502.0,1776.0,2044.0,2407.0,2564.0,2917.0,3038.0,
Spatial computing,,,,,,,,,,,,,,,,,,,,,1.0,
Streaming television,1.0,4.0,1.0,3.0,5.0,7.0,5.0,3.0,4.0,5.0,3.0,5.0,11.0,36.0,19.0,35.0,25.0,31.0,15.0,13.0,28.0,
Subvocal recognition,,,,,,,,,,,,,,,,,,,,,,
Ultradense Molecular Memory,,,,,,,,,,,,,,,,,,,,,,
Vehicular communication systems,1.0,1.0,7.0,8.0,9.0,4.0,3.0,10.0,21.0,17.0,22.0,34.0,51.0,49.0,137.0,95.0,98.0,124.0,323.0,517.0,719.0,
Virtual reality applications,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,5.0,5.0,2.0,5.0,13.0,11.0,8.0,5.0,
Visible Light Communication,,,,,,,1.0,1.0,,,2.0,7.0,5.0,7.0,45.0,49.0,53.0,45.0,35.0,88.0,79.0,
wi-fi 6,,,,,,,,,1.0,,,,,,,,,3.0,,,1.0,
wi-fi 7,,,,,,,,,,,,,,,,,,,,,,
AI Arbitration,,,,,,,,,,,,,,,,,,,,,,
Digital forensics tools,,,,,,,,,,,,,,,,,,,,,,
Document automation,,,,,1.0,,,1.0,4.0,,1.0,15.0,7.0,1.0,1.0,,1.0,,1.0,,1.0,
Intelligent Knowledge Management,,,,,,,,,,,,,,,,,,,,,,
Aerogel,4.0,3.0,10.0,14.0,18.0,7.0,15.0,16.0,15.0,21.0,17.0,31.0,24.0,32.0,37.0,57.0,53.0,69.0,85.0,82.0,86.0,
Amorphous metal,4.0,3.0,14.0,5.0,14.0,14.0,11.0,9.0,6.0,8.0,8.0,5.0,13.0,17.0,16.0,13.0,29.0,16.0,13.0,12.0,9.0,
Bioplastic,,,,,,1.0,,1.0,,,1.0,,3.0,4.0,2.0,7.0,4.0,4.0,7.0,3.0,12.0,
Carbon nanotube,3.0,14.0,30.0,42.0,97.0,146.0,149.0,145.0,167.0,191.0,257.0,242.0,244.0,210.0,241.0,258.0,211.0,231.0,222.0,233.0,219.0,
Conductive polymer,4.0,15.0,22.0,27.0,55.0,39.0,51.0,39.0,58.0,58.0,64.0,46.0,55.0,42.0,58.0,42.0,43.0,55.0,63.0,54.0,53.0,
Cryogenic treatment,,,2.0,2.0,,,1.0,,,,1.0,1.0,,2.0,1.0,1.0,,,2.0,1.0,1.0,
Dynamic Armor,,,,,,,,,,,,,,,,,,,,,,
Eutectic system,2.0,1.0,,,,,1.0,,,,,1.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,,
Fast-ion Conductors,,,,,,,,,,,,,,,,,,,,,,
Fullerene,3.0,3.0,5.0,15.0,11.0,12.0,11.0,14.0,17.0,12.0,28.0,35.0,21.0,31.0,18.0,28.0,23.0,17.0,12.0,20.0,18.0,
Gallium Nitride semiconductor,,,2.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,3.0,2.0,
Graphene,,,,,1.0,1.0,2.0,5.0,3.0,11.0,19.0,41.0,68.0,123.0,183.0,223.0,258.0,350.0,339.0,375.0,327.0,
Graphene Oxide dough,,,,,,,,,,,1.0,3.0,7.0,17.0,31.0,30.0,29.0,66.0,45.0,64.0,80.0,
High Entropy Alloys,,,,,,,,,,,,,,,,,,,1.0,,1.0,
Magnetic nanoparticles,,,,2.0,,4.0,1.0,3.0,1.0,6.0,2.0,4.0,14.0,16.0,11.0,27.0,21.0,14.0,12.0,28.0,18.0,
