y,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Carbon dioxide removal,,,,,,,,,,,,,,,,,,,,,,
Carbon sequestration,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,
Gasoline from Carbon Dioxide,,,,,,,,,,,,,,,,,,,,,,
Microbial electrolysis carbon capture,,,,,,,,,,,,,,,,,,,,,,
3D metal printing,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,
4d printing,,,,,,,,,,,,,,,,,,,2.0,,4.0,
Anticipatory Life Cycle Analysis,,,,,,,,,,,,,,,,,,,,,,
Artificial muscle,,,,,,,,,,,,,,,,,,,1.0,,1.0,
Bio-manufacturing,,,,,,,,,,,,,,,,,,,,,,
Claytronics,,,,,,,,,,,,,,,,,,,,,,
Construction 3D printing,,,,,,,,,,,,,,,,,,,,,1.0,
Electron-beam additive manufacturing,,,,,,,,,,,,,,,,,,,,,,
Incremental sheet forming,,,,,,,,,,,,,,,,,,,,,,
Life-cycle assessment,,,,,,,,,,,,,,,,,,,1.0,,,
Liquid Crystal Elastomers,,,,,,,,1.0,,2.0,,,,,,2.0,1.0,,,2.0,3.0,
Megatall skyscrapers,,,,,,,,,,,,,,,,,,,,,,
Molecular assembler,,,,,,,,,,,,,,,,,,,,,,
Predictive maintenance,,,,,,,,,,,,,,,,,,,1.0,7.0,5.0,
Radio-frequency identification,,,,,,,,2.0,,1.0,2.0,1.0,7.0,1.0,6.0,2.0,4.0,7.0,5.0,6.0,6.0,
Robot end effector,,,,,,,,,,,,,,,,,,,,,1.0,
self assembly,,,,,,,,12.0,4.0,13.0,6.0,7.0,7.0,13.0,13.0,24.0,19.0,17.0,22.0,23.0,30.0,
Self-reconfiguring modular robot,,,,,,,,,,,,,,,,,,2.0,1.0,,1.0,
Smart highway,,,,,,,,,,,,,,,,,,,,,1.0,
Structural health monitoring,,,,,,,,1.0,,,,,,1.0,,2.0,,1.0,1.0,1.0,7.0,
Supertall building,,,,,,,,,,,,,,,,,,,,,,
utility fog,,,,,,,,,,,,,,,,,,,,,,
Adaptive Learning Technology,,,,,,,,,,,,,,,,,,,,,,
Augmented learning,,,,,,,,,,,,,,,,1.0,,,,,1.0,
Gamifying education,,,,,,,,,,,,,,1.0,,,1.0,4.0,4.0,3.0,4.0,
Intelligent tutoring system,,,,,,,,,,,,,1.0,,,,,1.0,,,2.0,
Learning Management System,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,
Mobile learning,,,,,,,,1.0,2.0,2.0,5.0,3.0,6.0,5.0,13.0,18.0,17.0,28.0,37.0,49.0,89.0,
Virtual Collaborative Learning,,,,,,,,,,,,,,,,,,,,,,
Atomtronics,,,,,,,,,,,,,,1.0,4.0,4.0,1.0,1.0,,1.0,1.0,
Biodegradable electronics,,,,,,,,,,,,,,,,,,,,,,
Carbon nanotube field-effect transistor,,,,,,,,,,1.0,,,1.0,1.0,1.0,3.0,,,,,1.0,
Digital scent technology,,,,,,,,,,,,,,,,,,,,,,
Dynamic inductive charging,,,,,,,,6.0,,2.0,,,,2.0,4.0,7.0,10.0,5.0,5.0,7.0,9.0,
E-textiles,,,,,,,,,,,,1.0,,,,1.0,,,,,,
Electronic skin,,,,,,,,,,,,,,,,,,,,,,
Flexible display,,,,,,,,,,,,,,,,1.0,,,,,,
Flexible electronics,,,,,,,,,,1.0,,1.0,2.0,,,1.0,3.0,2.0,1.0,1.0,1.0,
Flexible organic light-emitting diode,,,,,,,,,,,,,,,,,,,,,,
Gastrobot,,,,,,,,,,,,,,,,,,,,,,
Holography,,,,,,,,15.0,9.0,31.0,13.0,13.0,12.0,11.0,16.0,57.0,26.0,32.0,24.0,39.0,36.0,1.0
laser diode headlights,,,,,,,,5.0,,4.0,1.0,1.0,1.0,,1.0,2.0,5.0,2.0,,2.0,1.0,
Laser video display,,,,,,,,,,,,,,,,,,,,,,
Memristor,,,,,,,,,1.0,2.0,5.0,4.0,3.0,7.0,7.0,9.0,7.0,14.0,14.0,17.0,19.0,1.0
Multi-level converter,,,,,,,,,,,,,,,,,,,,,,
Nanoelectromechanical systems,,,,,,,,4.0,3.0,5.0,5.0,3.0,7.0,2.0,2.0,11.0,1.0,4.0,2.0,1.0,7.0,
Nanosensor,,,,,,,,,,,,,,,,,,,,,,
Optical transistor,,,,,,,,,,,,,,,,,,,,,1.0,
Phonon laser,,,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,2.0,1.0,,
Robotic sensing,,,,,,,,,,,,,,,,,,1.0,,,,
Solid-state transformer,,,,,,,,,,,,,,,,,,,,,,
Spintronics,,,,,,,,20.0,14.0,40.0,11.0,11.0,17.0,26.0,24.0,82.0,69.0,58.0,80.0,88.0,94.0,1.0
three-dimensional integrated circuit,,,,,,,,,,,,,,,,,1.0,,,,1.0,
Twistronics,,,,,,,,,,,,,,,,,,1.0,,,6.0,
Virtual retinal display,,,,,,,,,,,,,,,,,,,,,,
Volumetric display,,,,,,,,,,,,,,,,,,,,,,
3rd generation solar cell,,,,,,,,,,,,,,,,,,,,,,
Airborne wind turbine,,,,,,,,,,,,,,,,,,,,,,
Artificial photosynthesis,,,,,,,,,,,,,,,,,1.0,,,1.0,,
Biobattery,,,,,,,,,,,,,,,,,,,,,,
Biomass to liquid,,,,,,,,,,,,,,,,,,,,,,
Coal liquefaction,,,,,,,,,,,,,,,,,,,,,,
Combined Cycle Gas Turbine Plant,,,,,,,,,,,,,,,,,,,,,,
concentrated solar power,,,,,,,,,,,,,,,,,,,,,,
CZTS solar cell,,,,,,,,,,,,,,,,,,,,1.0,,
Dye-sensitized solar cell,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,
Electric vehicle battery fast charge,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,2.0,
Energy harvesting,,,,,,,,,1.0,2.0,,2.0,4.0,7.0,10.0,17.0,26.0,26.0,21.0,30.0,44.0,
Floating Liquefied Natural Gas,,,,,,,,,,,,,,,,,,,,,,
Flywheel energy storage,,,,,,,,,,,,,,,,,,,,,1.0,
Fourth-generation biofuel,,,,,,,,,,,,,,,,,,,,1.0,,
Fusion power,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,2.0,
Gas generator,,,,,,,,,,,,,,,,,,,,,,
Gas-cooled fast reactor,,,,,,,,,,,,,,,,,,,,,,
Gasification,,,,,,,,,,,,,,,,,,,,,,
Generation IV reactor,,,,,,,,,,,,,,,,,,,,,,
Grid energy storage,,,,,,,,,,,,,,,,,,1.0,1.0,,,
Holograms for solar,,,,,,,,,,,,,,,,,,,,,,
Home fuel cell,,,,,,,,,,,,,,,,,,,,,,
Hydrogen fuel,,,,,,,,,,,,1.0,,,,,,,1.0,,,
Lead-cooled fast reactor,,,,,,,,,,,,,,,,,,,,,,
Liquid fluoride thorium reactor,,,,,,,,,,,,,,,,,,,,,,
Liquid metal battery,,,,,,,,,,,,,,,,,,1.0,,1.0,,
Lithium ion battery,,,,,,,,,,,1.0,,2.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,9.0,
Lithium iron phosphate battery,,,,,,,,,,,,,,,,,,,,,,
Lithium-air battery,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,
Lithium-sulfur battery,,,,,,,,,,,,,,,,,,,,,,
Magnesium battery,,,,,,,,,,,,,,,,,,,,,,
Microbial electrolysis cell,,,,,,,,,,,,,,,,,,,1.0,,,
Microreactor,,,,,,,,,1.0,1.0,,,,,,,,,,,,
Mini Bioreactors,,,,,,,,,,,,,,,,,,,,,,
Modular Reactors,,,,,,,,,,,,,,,,,,,,,,
Molten salt reactor,,,,,,,,,,,,,,,,,,,,,,
Nanocharging Solar,,,,,,,,,,,,,,,,,,,,,,
Nanowire battery,,,,,,,,,,,,,,,,,,,,,,
Ocean thermal energy conversion,,,,,,,,,,,,,,,,,,,,,,
Oil detection,,,,,,,,,,,,,,,,,,,,,1.0,
Optical rectenna,,,,,,,,,,,,,,,3.0,1.0,1.0,,2.0,,,
Organic solar cell,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,
Perovskite solar cell,,,,,,,,,,,,,,,,1.0,,3.0,2.0,,,
Power-to-X,,,,,,,,,,,,,,,,,,,,,,
Proton Battery,,,,,,,,,,,,,,,,,,,,,,
Quantum dot solar cell,,,,,,,,,,,,,,,,,,,1.0,,,
second-generation biofuels,,,,,,,,,,,,,,,,,,,,,,
Smart grid,,,,,,,,,,,,3.0,4.0,3.0,11.0,15.0,17.0,18.0,14.0,17.0,16.0,
Sodium-cooled fast reactor,,,,,,,,,,,,,,,,,,,,,,
Space-based solar power,,,,,,,,,,,,,,,,,,,,,1.0,
Supercapacitor,,,,,,,,,,,,1.0,,,1.0,2.0,2.0,1.0,1.0,4.0,2.0,
Supercritical water reactor,,,,,,,,,,,,,,,,,,,,,,
Third-generation biofuels,,,,,,,,,,,,,,,,,,,,,,
Thorium fuel cycle,,,,,,,,,,,,,,,,,,,,,,
Triboelectric Nanogenerator,,,,,,,,,,,,,,,,,,1.0,,,,
Virtual power Plant,,,,,,,,,,,,,,,,,,,,,1.0,
Vortex engine,,,,,,,,,,,,,,,,,,,,,,
Wireless power transfer,,,,,,,,,,,,,1.0,2.0,1.0,3.0,11.0,4.0,12.0,5.0,11.0,
Zero-energy building,,,,,,,,,,,,,,,,,,,,,,
Automated journalism,,,,,,,,,,,,,,,,,,,,,,
Foundation garment,,,,,,,,,,,,,,,,,,,,,,
Haptic feedback systems,,,,,,,,3.0,1.0,,1.0,,1.0,,2.0,,,1.0,5.0,9.0,11.0,
Wearable journalism,,,,,,,,,,,,1.0,1.0,,1.0,2.0,7.0,13.0,19.0,21.0,18.0,
Cryptocurrency,,,,,,,,,,,,,,,4.0,5.0,5.0,2.0,19.0,26.0,40.0,
Stablecoin,,,,,,,,,,,,,,,,,,,,1.0,,
Companion robot,,,,,,,,,,,,,,,,,,2.0,1.0,4.0,2.0,
Cryonics,,,,,,,,,,,,,,,,,,,,,,
Extreme Life extension,,,,,,,,3.0,,1.0,,,1.0,,2.0,1.0,1.0,1.0,,2.0,1.0,
Suspended animation,,,,,,,,,,,,,,,,,,,,,1.0,
5D DVD,,,,,,,,,,,,,,,,,,,,,,
5g,,,,,,,,,,,,,1.0,1.0,9.0,16.0,41.0,75.0,125.0,147.0,196.0,1.0
6G,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,12.0,43.0,1.0
Ambient intelligence,,,,,,,,2.0,,,1.0,2.0,2.0,,1.0,2.0,,,4.0,3.0,2.0,
Artificial brain,,,,,,,,1.0,,,,,,,,1.0,,,1.0,1.0,1.0,
Artificial general intelligence,,,,,,,,7.0,2.0,3.0,9.0,4.0,9.0,9.0,17.0,18.0,29.0,67.0,136.0,182.0,355.0,3.0
Atmospheric satellite,,,,,,,,,,,,,,,,,,,,,,
Automatic AI debugging,,,,,,,,,,,,,,,,,,,,,,
Cloud computing,,,,,,,,,,3.0,5.0,11.0,29.0,34.0,26.0,36.0,47.0,41.0,39.0,69.0,57.0,
Compressive Sensing,,,,,,,,,1.0,8.0,7.0,15.0,6.0,23.0,24.0,31.0,20.0,24.0,32.0,30.0,24.0,
Deep learning,,,,,,,,,1.0,,,,1.0,6.0,23.0,66.0,178.0,431.0,899.0,1289.0,2102.0,15.0
deep trench capacitor,,,,,,,,,,,,,,,,,,,,,,
Digital image processing,,,,,,,,8.0,1.0,10.0,10.0,10.0,13.0,16.0,21.0,33.0,34.0,44.0,69.0,76.0,86.0,
Digital image segmentation,,,,,,,,,,,,,,,,,,,,,,
Distributed ledger,,,,,,,,,,,,,,,1.0,5.0,6.0,25.0,108.0,166.0,207.0,2.0
DNA Computing,,,,,,,,2.0,,1.0,1.0,,,,,2.0,1.0,2.0,,,1.0,
DNA digital data storage,,,,,,,,,,,,,,,,,,,,,,
Edge Computing,,,,,,,,,,,,,,,1.0,,5.0,17.0,43.0,61.0,91.0,2.0
Edge enhancement,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,
Embedded systems in substrate,,,,,,,,,,,,,,,,,,,,,,
Exascale computing,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,2.0,7.0,6.0,
Extreme ultraviolet lithography,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,1.0,
Facial recognition,,,,,,,,3.0,1.0,,4.0,6.0,3.0,11.0,18.0,14.0,18.0,19.0,48.0,64.0,96.0,
General-purpose computing on graphics processing units,,,,,,,,,,,,3.0,2.0,2.0,1.0,2.0,4.0,2.0,7.0,4.0,6.0,
GPT-4,,,,,,,,,,,,,,,,,,,,,1.0,
Haptic technology,,,,,,,,,1.0,,1.0,,1.0,,,,,,1.0,1.0,4.0,
Holographic data storage,,,,,,,,,,,,,,,,,,,,,,
Hyper CD-ROM,,,,,,,,,,,,,,,,,,,,,,
In-memory processing,,,,,,,,,,,,,1.0,,,,,,,4.0,1.0,
In-storage processing,,,,,,,,,,,,,,,,,,,,1.0,,
Indoor positioning system,,,,,,,,,,,,,,,,1.0,,1.0,,,3.0,
Internet of things,,,,,,,,,,,,,,4.0,9.0,14.0,34.0,65.0,97.0,149.0,158.0,1.0
Li-Fi,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,3.0,
Machine translation,,,,,,,,1.0,5.0,1.0,1.0,3.0,1.0,6.0,8.0,15.0,27.0,63.0,101.0,130.0,144.0,2.0
Machine vision,,,,,,,,,,,,,1.0,1.0,2.0,1.0,3.0,1.0,9.0,11.0,16.0,
Nanoradio,,,,,,,,,,,,,,,,,,,,,,
Natural Language Processing,,,,,,,,5.0,5.0,,1.0,3.0,6.0,11.0,11.0,17.0,35.0,59.0,81.0,148.0,215.0,4.0
Neural Networks,,,,,,,,46.0,11.0,34.0,17.0,11.0,15.0,23.0,71.0,170.0,387.0,661.0,1134.0,1581.0,2331.0,19.0
Neural-sensing headset,,,,,,,,,,,,,,,,,,,,,,
next gen web search,,,,,,,,,,,,,,,,,,,,,,
Open source model,,,,,,,,,,1.0,,,,,,,,,,,1.0,
Optical computing,,,,,,,,6.0,,2.0,,,1.0,1.0,1.0,,2.0,5.0,3.0,3.0,4.0,
Quantum algorithm,,,,,,,,10.0,1.0,12.0,6.0,2.0,5.0,11.0,5.0,11.0,5.0,2.0,14.0,13.0,22.0,
Quantum computing hardware,,,,,,,,73.0,7.0,53.0,25.0,23.0,14.0,21.0,21.0,55.0,27.0,40.0,41.0,70.0,127.0,1.0
Quantum cryptography,,,,,,,,23.0,1.0,20.0,2.0,4.0,7.0,6.0,8.0,11.0,11.0,10.0,12.0,13.0,8.0,
Semantic Web,,,,,,,,5.0,2.0,2.0,7.0,7.0,10.0,11.0,12.0,10.0,6.0,15.0,7.0,6.0,12.0,
Silicon laser for communication,,,,,,,,,,,,,,,,,,,,,,
Smartphone,,,,,,,,,,1.0,1.0,1.0,3.0,8.0,13.0,7.0,18.0,22.0,19.0,33.0,57.0,
Spatial computing,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,1.0,
Streaming television,,,,,,,,,,,,,,,,,,,,,,
Subvocal recognition,,,,,,,,,,,,,,,,,,,,,,
Ultradense Molecular Memory,,,,,,,,,,,,,,,,,,,,,,
Vehicular communication systems,,,,,,,,,,,,,3.0,2.0,3.0,4.0,6.0,8.0,26.0,10.0,14.0,
Virtual reality applications,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,3.0,
Visible Light Communication,,,,,,,,,,,,,,1.0,1.0,3.0,3.0,4.0,5.0,7.0,13.0,
wi-fi 6,,,,,,,,,,,,,,,,,,,,,,
wi-fi 7,,,,,,,,,,,,,,,,,,,,,2.0,
AI Arbitration,,,,,,,,,,,,,,,,,,,,,,
Digital forensics tools,,,,,,,,,,,,,,,,,,,,,,
Document automation,,,,,,,,,,,,,,,,,,,,,,
Intelligent Knowledge Management,,,,,,,,,,,,,,,,,,,,,,
Aerogel,,,,,,,,5.0,1.0,11.0,,1.0,3.0,2.0,4.0,10.0,7.0,2.0,4.0,3.0,1.0,
Amorphous metal,,,,,,,,1.0,,,,1.0,,1.0,1.0,2.0,3.0,1.0,,1.0,3.0,
Bioplastic,,,,,,,,,,,,,,,,,,,,,,
Carbon nanotube,,,,,,,,82.0,13.0,136.0,26.0,31.0,24.0,35.0,28.0,112.0,40.0,42.0,30.0,31.0,35.0,2.0
Conductive polymer,,,,,,,,1.0,,2.0,,,,1.0,,1.0,1.0,,,,3.0,
Cryogenic treatment,,,,,,,,,,,,,,,,,,,,,,
Dynamic Armor,,,,,,,,,,,,,,,,,,,,,,
Eutectic system,,,,,,,,,,,,,,,,,,,,,,
Fast-ion Conductors,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,
Fullerene,,,,,,,,5.0,,15.0,6.0,6.0,1.0,3.0,5.0,15.0,5.0,8.0,1.0,1.0,11.0,
Gallium Nitride semiconductor,,,,,,,,,,,,,,,,,,,,,,
Graphene,,,,,,,,41.0,60.0,135.0,104.0,140.0,146.0,213.0,197.0,571.0,303.0,248.0,310.0,300.0,370.0,1.0
Graphene Oxide dough,,,,,,,,,1.0,,,2.0,,,4.0,4.0,2.0,1.0,7.0,3.0,4.0,
High Entropy Alloys,,,,,,,,,,,,,,,,,2.0,3.0,5.0,9.0,14.0,
Magnetic nanoparticles,,,,,,,,1.0,3.0,3.0,,,,2.0,,3.0,8.0,4.0,2.0,7.0,3.0,
Magnetorheological fluid,,,,,,,,,,,,,,,,,,,,,,
Metal foam,,,,,,,,,,,,,,,,,,,,,,
Metamaterial,,,,,,,,3.0,,14.0,10.0,16.0,7.0,14.0,11.0,41.0,19.0,21.0,24.0,28.0,28.0,1.0
Multi-function structure,,,,,,,,,,,,,,,,,,,,,,
Nanocrystal,,,,,,,,14.0,3.0,19.0,7.0,3.0,4.0,8.0,3.0,21.0,15.0,8.0,14.0,8.0,18.0,
Nanotextured surface,,,,,,,,,,,,,,,,,,,,,,
Photonic Metamaterial,,,,,,,,,,,2.0,,,,,1.0,1.0,,,1.0,,
piezoelectric material adhesion,,,,,,,,,,,,,,,,,,,,,,
Programmable matter,,,,,,,,,,,,1.0,,,1.0,3.0,,,,1.0,3.0,
Quantum dot,,,,,,,,185.0,45.0,395.0,64.0,55.0,73.0,78.0,59.0,224.0,110.0,97.0,76.0,88.0,108.0,
Self-cleaning surfaces,,,,,,,,,,,,,,,,,,,,,1.0,
Shape Memory Polymer,,,,,,,,,,,,,,,,,,,,1.0,,
Shape-memory alloy,,,,,,,,1.0,,1.0,,,,,,3.0,,,,2.0,1.0,
Silicene,,,,,,,,,1.0,,,,5.0,9.0,8.0,28.0,13.0,9.0,11.0,8.0,11.0,1.0
Single Photon Source,,,,,,,,,,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,2.0,
Superalloy,,,,,,,,,,,,,,,,,1.0,,3.0,3.0,2.0,
Superfluidity,,,,,,,,26.0,4.0,44.0,8.0,9.0,5.0,13.0,12.0,49.0,27.0,25.0,16.0,14.0,10.0,
Superlenses chips,,,,,,,,,,,,,,,,,,,,,,
Syntactic Materials,,,,,,,,,,,,,,,,,,,,,,
Time crystal,,,,,,,,,,,,,,1.0,,,,5.0,6.0,5.0,13.0,
Zeolite,,,,,,,,1.0,1.0,5.0,,,,,1.0,,2.0,2.0,,1.0,1.0,
Zero-friction coating,,,,,,,,,,,,,,,1.0,,,,,,1.0,
16K video resolution,,,,,,,,,,,,,,,,,,,,,,
Augmented reality,,,,,,,,,,,,1.0,1.0,4.0,2.0,5.0,6.0,14.0,19.0,24.0,49.0,
Brain-computer interface,,,,,,,,1.0,,,,,3.0,2.0,2.0,3.0,5.0,3.0,5.0,12.0,23.0,
Computer-generated imagery,,,,,,,,,,,,,,,,,,,,,1.0,
Detecting fake news online automatically,,,,,,,,,,,,,,,,,,,,,,
e-Reader,,,,,,,,,,,,,,,,,,,,,,
Extended Reality,,,,,,,,,,,,,,,,,,,,2.0,2.0,
hydrogen vehicle,,,,,,,,,,,,,,,,,,,,,,
Immersion (virtual reality),,,,,,,,,,,,,,,,1.0,,,,,,
Mixed Reality,,,,,,,,,,,,,,,,,2.0,6.0,3.0,7.0,6.0,
Video tracking,,,,,,,,,,,,,,,,1.0,,,1.0,,,
Virtual reality,,,,,,,,4.0,3.0,,3.0,1.0,3.0,1.0,5.0,5.0,11.0,18.0,29.0,38.0,44.0,
3D Bioprinting,,,,,,,,,,,,,,,,,,,,,,
Anti-degenerative medicine,,,,,,,,,,,,,,,,,,,,,,
Apheresis,,,,,,,,,,,,,,,,,,,,,,
Artificial womb,,,,,,,,,,,,,,,,,,,,,,
Bio Ink,,,,,,,,,1.0,1.0,1.0,,,2.0,1.0,3.0,3.0,4.0,1.0,1.0,2.0,
Biomimetic Nanocoagulation,,,,,,,,,,,,,,,,,,,,,,
Biosensor,,,,,,,,,,1.0,1.0,2.0,2.0,1.0,1.0,,1.0,1.0,,3.0,3.0,
Breath analysis,,,,,,,,,,,,,,,,,,1.0,,,,
Cancer biomarker,,,,,,,,,,,,,,,,,,,,,,
Capsule endoscopy,,,,,,,,,,,,,,,,,2.0,3.0,4.0,,2.0,
Cortical implant,,,,,,,,,,,,,,,,,,,,,,
De-extinction,,,,,,,,,,,,,,,,,,,,,,
DNA-templated organic synthesis,,,,,,,,,,,,,,,,,,,,,,
Drug-eluting stent,,,,,,,,,,,,,,,,,,,,,,
Electroanalgesia,,,,,,,,,,,,,,,,,,,,,,
Electronic nose,,,,,,,,,,,,,,1.0,,,,,,,,
Head transplant,,,,,,,,,,,,,,,,,,,,,,
Intelligent toilet,,,,,,,,,,,,,,,,,,,,,,
Jet injector,,,,,,,,,,,,,,,,,,,,1.0,,
Lab-on-a-chip,,,,,,,,1.0,1.0,2.0,,2.0,,,1.0,2.0,1.0,,3.0,4.0,4.0,
Microelectromechanical systems,,,,,,,,13.0,16.0,6.0,2.0,,1.0,3.0,4.0,6.0,5.0,10.0,11.0,5.0,14.0,
Microfluidics,,,,,,,,1.0,,2.0,1.0,1.0,1.0,,2.0,5.0,1.0,3.0,9.0,4.0,7.0,
Molecular electronics,,,,,,,,4.0,1.0,9.0,,2.0,1.0,3.0,,3.0,2.0,5.0,3.0,2.0,,
Nanorobotics,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,1.0,
Neuron Control,,,,,,,,,,,,,,,,,,,,,,
Neuroprosthetics,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,
Nutritional genomics,,,,,,,,,,,,,,,,,,,,,,
Omni Processor,,,,,,,,,,,,,,,,,,,,,,
OOKP,,,,,,,,,,,,,,,,,,,,,,
Organ-on-a-Chip,,,,,,,,,,,,,,,,,,,,,,
Photoacoustic imaging,,,,,,,,,,,,1.0,,,,3.0,2.0,3.0,4.0,1.0,8.0,
Plasma Medicine,,,,,,,,,,3.0,,1.0,,1.0,2.0,6.0,3.0,2.0,1.0,1.0,1.0,
Point of care automated analyser,,,,,,,,,,,,,,,,,,,,,,
Portable water purification,,,,,,,,,,,,,,,,,,,,,,
Powered exoskeleton,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,
Protein Structure Prediction,,,,,,,,2.0,,1.0,1.0,,1.0,1.0,6.0,,5.0,1.0,,4.0,3.0,
Rapid diagnostic test,,,,,,,,,,,,,,,,,,,,,,
Real-time polymerase chain reaction,,,,,,,,,,,,,,,,,,,,,,
Regenerative Medicine,,,,,,,,,,,,,,1.0,,1.0,2.0,1.0,,2.0,,
Sensory substitution,,,,,,,,3.0,,,,,1.0,,,,1.0,,,,,
Single Cell Analysis,,,,,,,,,,,,,,,1.0,,,1.0,2.0,1.0,1.0,
Stasis Chamber,,,,,,,,,,,,,,,,,,,,,,
Synthetic Blood,,,,,,,,,,,,,,,,,,,,,,
Theranostic Wound Care,,,,,,,,,,,,,,,,2.0,1.0,4.0,2.0,11.0,7.0,
Transdermal optical imaging,,,,,,,,,,,,,,,,,,,,,,
Active camouflage,,,,,,,,,,1.0,,2.0,1.0,,,1.0,2.0,1.0,,2.0,2.0,
Active noise control,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,
Automatic identification of suspicious activity,,,,,,,,,,,,,,,,,,,,,,
Cloaking device,,,,,,,,,1.0,1.0,,1.0,,1.0,,4.0,2.0,,1.0,2.0,1.0,
Coilgun,,,,,,,,,,,,,,,,,,,,,,
Compact Kinetic Energy Missile,,,,,,,,,,,,,,,,,,,,,,
DART ammunition,,,,,,,,,,,,,,,,,,,,,,
Delay-line oscillator,,,,,,,,,,,,,,,,,,,,,,
Electrolaser,,,,,,,,,,,,,,,,,,,,,,
Electroshock weapon,,,,,,,,,,,,,,,,,,,,,,
Electrothermal-chemical technology for propellants,,,,,,,,,,,,,,,,,,,,,,
EMP weapon,,,,,,,,,,,,,,,,,,,,,,
Explosively pumped flux compression generator,,,,,,,,,,,,,,,,,,,,,,
Force Field,,,,,,,,7.0,,14.0,1.0,2.0,5.0,4.0,8.0,16.0,13.0,11.0,7.0,11.0,9.0,
Homodyne detection,,,,,,,,3.0,2.0,10.0,2.0,,2.0,,2.0,2.0,2.0,2.0,5.0,4.0,4.0,
HPM weapons,,,,,,,,,,,,,,,,,,,,,,
Hypersonic weapon,,,,,,,,,,,,,,,,,,,,,,
Kinetic bombardment,,,,,,,,,,,,,,,,,,,,,,
Kinetic energy penetrator,,,,,,,,,,,,,,,,,,,,,,
Laser weapon,,,,,,,,,,,,,,,,,,,,,,
Lidar,,,,,,,,3.0,,1.0,1.0,2.0,1.0,2.0,2.0,5.0,9.0,14.0,28.0,62.0,126.0,1.0
