y,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Carbon dioxide removal,,,,,,,,,,,,,,,,,,,,,,
Carbon sequestration,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,4.0,2.0,1.0,
Gasoline from Carbon Dioxide,,,,,,,,,,,,,,,,,,,,,,
Microbial electrolysis carbon capture,,,,,,,,,,,,,,,,,,,,,,
3D metal printing,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,,2.0,
4d printing,,,,,,,,,,,,,,,,,,,1.0,,,
Anticipatory Life Cycle Analysis,,,,,,,,,,,,,,,,,,,,,,
Artificial muscle,,,,,,,,,,,,,,,,,,,1.0,,1.0,
Bio-manufacturing,,,,,,,,,,,,,,,,,,,,,,
Claytronics,,,,,,,,,,,,,,,,,,,,,,
Construction 3D printing,,,,,,,,,,,,,,,,,1.0,,1.0,,,
Electron-beam additive manufacturing,,,,,,,,,,,,,,,1.0,,,,,1.0,,
Incremental sheet forming,,,,,,,,,,,,,,,,,,,,,,
Life-cycle assessment,,,,,,,,,,,,,,,1.0,,,,,,2.0,
Liquid Crystal Elastomers,,,,,,,,2.0,1.0,2.0,,,,3.0,1.0,5.0,2.0,,5.0,1.0,4.0,
Megatall skyscrapers,,,,,,,,,,,,,,,,,,,,,,
Molecular assembler,,,,,,,,,,,,,,,,,,,,,,
Predictive maintenance,,,,,,,,,,,,,,,1.0,,,1.0,4.0,4.0,8.0,
Radio-frequency identification,,,,,,,,2.0,1.0,1.0,4.0,2.0,6.0,1.0,3.0,8.0,9.0,4.0,8.0,5.0,9.0,
Robot end effector,,,,,,,,,,,,,,,,,,,,1.0,,
self assembly,,,,,,,,25.0,9.0,38.0,18.0,13.0,16.0,26.0,38.0,67.0,44.0,43.0,41.0,33.0,35.0,
Self-reconfiguring modular robot,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,
Smart highway,,,,,,,,,,,,,,,,,,,,,,
Structural health monitoring,,,,,,,,,,,,,,1.0,1.0,4.0,1.0,1.0,3.0,1.0,5.0,
Supertall building,,,,,,,,,,,,,,,,,,,,,,
utility fog,,,,,,,,,,,,,,,,,,,,,,
Adaptive Learning Technology,,,,,,,,,,,,,,,,,,,,,,
Augmented learning,,,,,,,,,,,,,,,,1.0,,,,,,
Gamifying education,,,,,,,,,,,,,,,2.0,2.0,6.0,4.0,3.0,8.0,4.0,
Intelligent tutoring system,,,,,,,,,,1.0,,,,,,1.0,,,,,,
Learning Management System,,,,,,,,,,,,,1.0,1.0,2.0,,1.0,1.0,2.0,2.0,3.0,
Mobile learning,,,,,,,,4.0,,5.0,7.0,4.0,8.0,5.0,19.0,22.0,28.0,40.0,42.0,71.0,87.0,1.0
Virtual Collaborative Learning,,,,,,,,,,,,,,,,,,,,,,
Atomtronics,,,,,,,,,,,1.0,,,1.0,1.0,4.0,2.0,,1.0,,3.0,
Biodegradable electronics,,,,,,,,,,,,,,,,,,,,,,
Carbon nanotube field-effect transistor,,,,,,,,,,3.0,,,1.0,1.0,1.0,1.0,,1.0,2.0,,1.0,
Digital scent technology,,,,,,,,,,,,,,,,,,,,,,
Dynamic inductive charging,,,,,,,,3.0,,3.0,1.0,1.0,,1.0,5.0,7.0,4.0,3.0,1.0,12.0,19.0,
E-textiles,,,,,,,,,,,,1.0,,,,,,,,,,
Electronic skin,,,,,,,,,,,,,,,,,,,,,,
Flexible display,,,,,,,,,,,,,,,,,,,,,,
Flexible electronics,,,,,,,,,,2.0,,1.0,,2.0,,1.0,,1.0,3.0,,2.0,
Flexible organic light-emitting diode,,,,,,,,,,,,,,,,,,,,,,
Gastrobot,,,,,,,,,,,,,,,,,,,,,,
Holography,,,,,,,,32.0,27.0,90.0,30.0,31.0,9.0,33.0,58.0,126.0,67.0,68.0,73.0,67.0,96.0,
laser diode headlights,,,,,,,,,,1.0,,,,,,2.0,1.0,1.0,2.0,3.0,6.0,
Laser video display,,,,,,,,,,,,,,,,,,,,,,
Memristor,,,,,,,,,1.0,2.0,2.0,4.0,4.0,9.0,7.0,11.0,10.0,14.0,17.0,20.0,16.0,
Multi-level converter,,,,,,,,,,,,,,,,,,,,,,
Nanoelectromechanical systems,,,,,,,,8.0,2.0,4.0,4.0,2.0,8.0,6.0,7.0,16.0,5.0,6.0,5.0,3.0,6.0,
Nanosensor,,,,,,,,1.0,,1.0,,,,,,,,,,,,
Optical transistor,,,,,,,,,,,,,,,,,,,,,,
Phonon laser,,,,,,,,3.0,,,1.0,,,1.0,2.0,1.0,,,,1.0,1.0,
Robotic sensing,,,,,,,,,,,,,,,,,,,,,,
Solid-state transformer,,,,,,,,,,,,,,,,,,,,,,
Spintronics,,,,,,,,24.0,11.0,47.0,14.0,8.0,15.0,16.0,16.0,60.0,55.0,66.0,69.0,85.0,81.0,2.0
three-dimensional integrated circuit,,,,,,,,,,,,,,,,,1.0,,,,,
Twistronics,,,,,,,,,,,,,,,,,,1.0,,1.0,4.0,
Virtual retinal display,,,,,,,,,,,,,,,,,,,,,,
Volumetric display,,,,,,,,1.0,,,,,,,,,,,,,,
3rd generation solar cell,,,,,,,,,,,,,,,,,,,,,,
Airborne wind turbine,,,,,,,,,,,,,,,,,,,,,,
Artificial photosynthesis,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,
Biobattery,,,,,,,,,,,,,,,,,,,,,,
Biomass to liquid,,,,,,,,,,,,,,,,,,,,,,
Coal liquefaction,,,,,,,,,,,,,,,,,,,,,,
Combined Cycle Gas Turbine Plant,,,,,,,,,,,,,,,,,,1.0,,,,
concentrated solar power,,,,,,,,,,,,,,,,,,1.0,1.0,,,
CZTS solar cell,,,,,,,,,,,,,,,,,,,1.0,,,
Dye-sensitized solar cell,,,,,,,,,,,,,,,,,,,,,,
Electric vehicle battery fast charge,,,,,,,,,,,,,,,1.0,1.0,1.0,4.0,8.0,4.0,3.0,
Energy harvesting,,,,,,,,1.0,,1.0,,3.0,3.0,13.0,16.0,18.0,41.0,27.0,49.0,32.0,49.0,
Floating Liquefied Natural Gas,,,,,,,,,,,,,,,,,,,,,,
Flywheel energy storage,,,,,,,,,,,,,,,,,,,1.0,,1.0,
Fourth-generation biofuel,,,,,,,,,,,,,,,,,,,,1.0,1.0,
Fusion power,,,,,,,,1.0,,,,,,,,1.0,,1.0,2.0,,2.0,
Gas generator,,,,,,,,,,,,,,,,,,1.0,,,,
Gas-cooled fast reactor,,,,,,,,,,,,,,,,,,,,,,
Gasification,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,1.0,
Generation IV reactor,,,,,,,,,,,,,,,,,,,,,,
Grid energy storage,,,,,,,,,,,,,,,,1.0,,2.0,1.0,,2.0,
Holograms for solar,,,,,,,,,,,,,,,,,,,,,,
Home fuel cell,,,,,,,,,,,,,,,,,,,,,,
Hydrogen fuel,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,
Lead-cooled fast reactor,,,,,,,,,,,,,,,,,,,,,,
Liquid fluoride thorium reactor,,,,,,,,,,,,,,,,,,,,,,
Liquid metal battery,,,,,,,,,,,,,,,,,,2.0,,,1.0,
Lithium ion battery,,,,,,,,1.0,,,,,2.0,1.0,1.0,5.0,3.0,8.0,7.0,10.0,16.0,
Lithium iron phosphate battery,,,,,,,,,,,,,,,,,,,,,,
Lithium-air battery,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,,
Lithium-sulfur battery,,,,,,,,,,,,,,,,,,,,,,
Magnesium battery,,,,,,,,,,,,,,,,,,,,,,
Microbial electrolysis cell,,,,,,,,,,,,,,,,,,,1.0,,1.0,
Microreactor,,,,,,,,,,1.0,,,,,,,,,1.0,,,
Mini Bioreactors,,,,,,,,,,,,,,,,,,,,,,
Modular Reactors,,,,,,,,,,,,,,,,,,,,,,
Molten salt reactor,,,,,,,,,,,,,,,,,1.0,,,,,
Nanocharging Solar,,,,,,,,,,,,,,,,,,,,,,
Nanowire battery,,,,,,,,,,,,,,,,,,,,,,
Ocean thermal energy conversion,,,,,,,,,,,,,,,,,,,,,,
Oil detection,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,
Optical rectenna,,,,,,,,,,,,,,,,1.0,,,,,1.0,
Organic solar cell,,,,,,,,,,1.0,,1.0,,,1.0,,,,,1.0,1.0,
Perovskite solar cell,,,,,,,,,,,,,,,,,,2.0,3.0,1.0,2.0,
Power-to-X,,,,,,,,1.0,,,,,,,,,,,,,,
Proton Battery,,,,,,,,,,,,,,,,,,,,,,
Quantum dot solar cell,,,,,,,,,,,,,,,,,,1.0,1.0,,,
second-generation biofuels,,,,,,,,,,,,,,,,,,,,,,
Smart grid,,,,,,,,,,,1.0,5.0,4.0,7.0,8.0,15.0,18.0,16.0,22.0,17.0,24.0,
Sodium-cooled fast reactor,,,,,,,,,,,,,,,,,,,,,,
Space-based solar power,,,,,,,,,,,,,,,,1.0,,,,1.0,,
Supercapacitor,,,,,,,,,,,,,1.0,1.0,1.0,3.0,,3.0,2.0,3.0,3.0,
Supercritical water reactor,,,,,,,,,,,,,,,,,,,,,,
Third-generation biofuels,,,,,,,,,,,,,,,,,,,,,,
Thorium fuel cycle,,,,,,,,,,,,,,,,,,,,,,
Triboelectric Nanogenerator,,,,,,,,,,,,,,,,,,,,,,
Virtual power Plant,,,,,,,,,,,,,,,,,,,,,,
Vortex engine,,,,,,,,,,,,,,,,,,,,,,
Wireless power transfer,,,,,,,,,,,,,,,1.0,1.0,7.0,5.0,11.0,3.0,7.0,
Zero-energy building,,,,,,,,,,,,,,,,,,,,,1.0,
Automated journalism,,,,,,,,,,,,,,,,,,,,,,
Foundation garment,,,,,,,,,,,,,,,,,,,,,,
Haptic feedback systems,,,,,,,,2.0,2.0,,1.0,,,1.0,2.0,1.0,1.0,1.0,6.0,9.0,9.0,
Wearable journalism,,,,,,,,,,,,,,,,7.0,10.0,6.0,12.0,18.0,37.0,1.0
Cryptocurrency,,,,,,,,,,,,,,,3.0,5.0,2.0,6.0,16.0,23.0,35.0,
Stablecoin,,,,,,,,,,,,,,,,,,,,1.0,2.0,
Companion robot,,,,,,,,,,1.0,,,,,,,,3.0,1.0,3.0,5.0,
Cryonics,,,,,,,,,,,,,,,,,,,,,,
Extreme Life extension,,,,,,,,5.0,2.0,,,,1.0,,1.0,2.0,2.0,1.0,,1.0,2.0,
Suspended animation,,,,,,,,,,,,,,,,,,,,1.0,1.0,
5D DVD,,,,,,,,,,,,,,,,,,,,,,
5g,,,,,,,,,,3.0,,,1.0,1.0,7.0,21.0,52.0,57.0,98.0,122.0,183.0,2.0
6G,,,,,,,,1.0,,2.0,,1.0,,,1.0,1.0,2.0,,1.0,11.0,62.0,1.0
Ambient intelligence,,,,,,,,5.0,1.0,1.0,4.0,5.0,,2.0,,1.0,3.0,2.0,4.0,1.0,5.0,
Artificial brain,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,1.0,
Artificial general intelligence,,,,,,,,19.0,4.0,6.0,9.0,20.0,26.0,36.0,25.0,36.0,51.0,70.0,146.0,226.0,361.0,3.0
Atmospheric satellite,,,,,,,,,,,,,,,,,,,,,,
Automatic AI debugging,,,,,,,,,,,,,,,,,,,,,,
Cloud computing,,,,,,,,,,4.0,13.0,10.0,26.0,35.0,32.0,30.0,35.0,41.0,56.0,66.0,69.0,
Compressive Sensing,,,,,,,,1.0,,5.0,4.0,3.0,9.0,21.0,21.0,47.0,24.0,34.0,40.0,23.0,32.0,
Deep learning,,,,,,,,,,1.0,1.0,,1.0,8.0,20.0,62.0,122.0,359.0,821.0,1237.0,2079.0,21.0
deep trench capacitor,,,,,,,,,,,,,,,,,,,,,,
Digital image processing,,,,,,,,8.0,1.0,4.0,7.0,8.0,11.0,18.0,29.0,48.0,36.0,39.0,71.0,95.0,97.0,
Digital image segmentation,,,,,,,,,,,,,,,,,,,,,,
Distributed ledger,,,,,,,,,,,,,,,,4.0,6.0,28.0,94.0,135.0,212.0,1.0
DNA Computing,,,,,,,,1.0,,,1.0,,1.0,1.0,,2.0,1.0,2.0,1.0,,,
DNA digital data storage,,,,,,,,,,,,,,,,,,,,,,
Edge Computing,,,,,,,,,,,,,,,,,5.0,14.0,31.0,49.0,94.0,1.0
Edge enhancement,,,,,,,,,,,,,,,,,,,,1.0,,
Embedded systems in substrate,,,,,,,,,,,,,,,,,,,,,,
Exascale computing,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,3.0,3.0,2.0,
Extreme ultraviolet lithography,,,,,,,,,,,,,,,,,,,1.0,1.0,,
Facial recognition,,,,,,,,2.0,,2.0,4.0,2.0,4.0,9.0,11.0,12.0,14.0,19.0,36.0,59.0,81.0,1.0
General-purpose computing on graphics processing units,,,,,,,,1.0,,2.0,,2.0,2.0,2.0,2.0,7.0,2.0,2.0,1.0,6.0,8.0,
GPT-4,,,,,,,,,,,,,,,,,,,,,,
Haptic technology,,,,,,,,,1.0,,1.0,,,,1.0,,,2.0,1.0,3.0,3.0,
Holographic data storage,,,,,,,,,,,,,,,,,,,,,,
Hyper CD-ROM,,,,,,,,,,,,,,,,,,,,,,
In-memory processing,,,,,,,,,,,,,,,,,,,,3.0,,
In-storage processing,,,,,,,,,,,,,,,,,,,,1.0,,
Indoor positioning system,,,,,,,,,,,,,,,,,,,,1.0,1.0,
Internet of things,,,,,,,,,,,,1.0,2.0,4.0,6.0,8.0,35.0,31.0,59.0,81.0,113.0,
Li-Fi,,,,,,,,,,,,,,,,,4.0,1.0,3.0,1.0,2.0,
Machine translation,,,,,,,,3.0,10.0,2.0,1.0,3.0,3.0,10.0,10.0,33.0,50.0,71.0,116.0,188.0,189.0,4.0
Machine vision,,,,,,,,,,,,,,2.0,,1.0,3.0,4.0,7.0,5.0,16.0,1.0
Nanoradio,,,,,,,,,,,,,,,,,,,,,,
Natural Language Processing,,,,,,,,10.0,6.0,,,3.0,9.0,8.0,16.0,30.0,40.0,57.0,101.0,147.0,293.0,3.0
Neural Networks,,,,,,,,90.0,32.0,62.0,26.0,30.0,29.0,41.0,74.0,200.0,360.0,587.0,1062.0,1588.0,2395.0,23.0
Neural-sensing headset,,,,,,,,,,,,,,,,,,,,,,
next gen web search,,,,,,,,,,,,,,,,,,,,,,
Open source model,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,3.0,5.0,1.0
Optical computing,,,,,,,,1.0,,1.0,,,,3.0,1.0,2.0,1.0,1.0,,1.0,2.0,
Quantum algorithm,,,,,,,,29.0,7.0,19.0,5.0,4.0,4.0,3.0,11.0,11.0,9.0,21.0,14.0,33.0,51.0,
Quantum computing hardware,,,,,,,,91.0,18.0,83.0,28.0,29.0,17.0,54.0,31.0,97.0,49.0,68.0,85.0,104.0,201.0,1.0
Quantum cryptography,,,,,,,,30.0,2.0,23.0,3.0,11.0,7.0,10.0,5.0,13.0,12.0,7.0,10.0,10.0,18.0,
Semantic Web,,,,,,,,8.0,,4.0,12.0,7.0,10.0,10.0,8.0,13.0,8.0,12.0,3.0,16.0,18.0,
Silicon laser for communication,,,,,,,,,,,,,,,,,,,,,,
Smartphone,,,,,,,,,,,4.0,3.0,3.0,6.0,10.0,12.0,19.0,19.0,29.0,48.0,72.0,
Spatial computing,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,
Streaming television,,,,,,,,,,,,,,,,,,,,1.0,,
Subvocal recognition,,,,,,,,,,,,,,,,,,,,,,
Ultradense Molecular Memory,,,,,,,,,,,,,,,,,,,,,,
Vehicular communication systems,,,,,,,,,,2.0,1.0,,1.0,6.0,7.0,6.0,10.0,15.0,26.0,24.0,23.0,
Virtual reality applications,,,,,,,,,,,1.0,,,,,,,,1.0,2.0,1.0,
Visible Light Communication,,,,,,,,,,,,,,,,1.0,2.0,4.0,6.0,9.0,8.0,
wi-fi 6,,,,,,,,,,,,,,,,,,,,,,
wi-fi 7,,,,,,,,,,,,,,,,,,,,,,
AI Arbitration,,,,,,,,,,,,,,,,,,,,,,
Digital forensics tools,,,,,,,,,,,,,,,1.0,,,,,,,
Document automation,,,,,,,,,,,,,,,,,,,,,,
Intelligent Knowledge Management,,,,,,,,,,,,,,,,,,,,1.0,,
Aerogel,,,,,,,,10.0,2.0,21.0,5.0,1.0,,4.0,6.0,14.0,7.0,5.0,4.0,3.0,5.0,
Amorphous metal,,,,,,,,7.0,,4.0,1.0,1.0,2.0,3.0,1.0,6.0,8.0,3.0,4.0,5.0,16.0,
Bioplastic,,,,,,,,,,,,,,,,,,,,,,
Carbon nanotube,,,,,,,,130.0,29.0,235.0,50.0,49.0,32.0,57.0,29.0,133.0,69.0,45.0,49.0,51.0,41.0,
Conductive polymer,,,,,,,,2.0,1.0,1.0,,,,,,,2.0,1.0,,,,
Cryogenic treatment,,,,,,,,,,,,,,,,,,,,,,
Dynamic Armor,,,,,,,,,,,,,,,,,,,,,,
Eutectic system,,,,,,,,,,,,,,,,2.0,,,,,,
Fast-ion Conductors,,,,,,,,,,1.0,,,,,,,,,,,,
Fullerene,,,,,,,,19.0,5.0,40.0,5.0,8.0,7.0,8.0,6.0,27.0,18.0,18.0,12.0,18.0,15.0,1.0
Gallium Nitride semiconductor,,,,,,,,,,,,,,,,,,,,,,
Graphene,,,,,,,,80.0,99.0,270.0,193.0,261.0,299.0,398.0,315.0,917.0,442.0,394.0,408.0,401.0,452.0,1.0
Graphene Oxide dough,,,,,,,,,,,,,1.0,2.0,4.0,3.0,3.0,7.0,7.0,7.0,5.0,
High Entropy Alloys,,,,,,,,,,,,,,,,,1.0,2.0,2.0,6.0,15.0,
Magnetic nanoparticles,,,,,,,,3.0,2.0,3.0,,1.0,4.0,2.0,4.0,10.0,5.0,6.0,7.0,7.0,6.0,
Magnetorheological fluid,,,,,,,,,,,,,,,,,1.0,,,,,
Metal foam,,,,,,,,,,,,,,,,,,2.0,,,1.0,
Metamaterial,,,,,,,,5.0,8.0,28.0,4.0,11.0,15.0,19.0,20.0,60.0,12.0,25.0,25.0,25.0,43.0,
Multi-function structure,,,,,,,,,,,,,,,,,,,,,,
Nanocrystal,,,,,,,,19.0,8.0,29.0,13.0,9.0,9.0,14.0,15.0,41.0,14.0,9.0,17.0,18.0,21.0,1.0
Nanotextured surface,,,,,,,,,,,,,,,,,,,,,,
Photonic Metamaterial,,,,,,,,,,,,,,,,,,1.0,,,,
piezoelectric material adhesion,,,,,,,,,,,,,,,,,,,,,,
Programmable matter,,,,,,,,,1.0,,,,,,2.0,,1.0,4.0,1.0,2.0,5.0,
Quantum dot,,,,,,,,252.0,70.0,583.0,94.0,89.0,103.0,138.0,98.0,370.0,183.0,141.0,153.0,123.0,173.0,1.0
Self-cleaning surfaces,,,,,,,,,,1.0,,,,,,,,,,,1.0,
Shape Memory Polymer,,,,,,,,,,1.0,,,,,,,1.0,,,,,
Shape-memory alloy,,,,,,,,2.0,,2.0,,1.0,1.0,,1.0,2.0,,2.0,2.0,3.0,1.0,
Silicene,,,,,,,,,2.0,,1.0,,7.0,14.0,20.0,27.0,23.0,27.0,19.0,15.0,9.0,1.0
Single Photon Source,,,,,,,,2.0,,10.0,1.0,3.0,2.0,5.0,,4.0,4.0,,12.0,3.0,6.0,
Superalloy,,,,,,,,1.0,,,,,,1.0,,,,,2.0,1.0,4.0,
Superfluidity,,,,,,,,41.0,13.0,100.0,21.0,24.0,15.0,29.0,15.0,77.0,34.0,31.0,21.0,22.0,37.0,1.0
Superlenses chips,,,,,,,,,,,,,,,,,,,,,,
Syntactic Materials,,,,,,,,,,,,,,,,,,,,,,
Time crystal,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,3.0,5.0,8.0,15.0,
Zeolite,,,,,,,,5.0,2.0,10.0,,2.0,,1.0,1.0,5.0,5.0,2.0,1.0,1.0,1.0,
Zero-friction coating,,,,,,,,,,1.0,,,5.0,,1.0,,,,,1.0,1.0,
16K video resolution,,,,,,,,,,,,,,,,,,,,,,
Augmented reality,,,,,,,,,1.0,,,2.0,1.0,2.0,2.0,6.0,3.0,16.0,20.0,24.0,41.0,
Brain-computer interface,,,,,,,,1.0,,,,,1.0,3.0,2.0,1.0,5.0,3.0,7.0,14.0,23.0,
Computer-generated imagery,,,,,,,,,,,,1.0,,,,,,,,,,
Detecting fake news online automatically,,,,,,,,,,,,,,,,,,,,,,
e-Reader,,,,,,,,,,,,,,,,,,,,,,
Extended Reality,,,,,,,,,,,,,,,,,,,,,3.0,
hydrogen vehicle,,,,,,,,,,,,,,,,,,,,,,
Immersion (virtual reality),,,,,,,,,,,,,,,,,,,,1.0,,
Mixed Reality,,,,,,,,1.0,1.0,,1.0,1.0,,,,,3.0,3.0,2.0,7.0,12.0,
Video tracking,,,,,,,,,1.0,,,,,,1.0,2.0,1.0,,1.0,,,
Virtual reality,,,,,,,,10.0,4.0,1.0,5.0,2.0,2.0,3.0,2.0,3.0,7.0,14.0,18.0,42.0,53.0,
3D Bioprinting,,,,,,,,,,,,,,,,,,,,,1.0,
Anti-degenerative medicine,,,,,,,,,,,,,,,,,,,,,,
Apheresis,,,,,,,,,,,,,,,,,,,,,,
Artificial womb,,,,,,,,,,,,,,,,,,,,,,
Bio Ink,,,,,,,,1.0,1.0,1.0,,,1.0,,1.0,2.0,6.0,7.0,1.0,3.0,2.0,
Biomimetic Nanocoagulation,,,,,,,,,,,,,,,,,,,,,,
Biosensor,,,,,,,,,,,,1.0,2.0,,1.0,5.0,3.0,3.0,5.0,4.0,3.0,
Breath analysis,,,,,,,,,,,,,,,,,,,,,,
Cancer biomarker,,,,,,,,,,,,,,,,,,,,2.0,,
Capsule endoscopy,,,,,,,,,,,,,,,,,,1.0,2.0,,3.0,
Cortical implant,,,,,,,,,,,,,,,,,,,,,,
De-extinction,,,,,,,,,,,,,,,,,,,,,,
DNA-templated organic synthesis,,,,,,,,,,,,,,,,,,,,,,
Drug-eluting stent,,,,,,,,,,,,,,,,,,,1.0,,1.0,
Electroanalgesia,,,,,,,,,,,,,,,,,,,,,,
Electronic nose,,,,,,,,,,,,,,,,,,,,,1.0,
Head transplant,,,,,,,,,,,,,,,,,,,,,,
Intelligent toilet,,,,,,,,,,,,,,,,,,,,,,
Jet injector,,,,,,,,,,,,,,,,,,,,1.0,,
Lab-on-a-chip,,,,,,,,8.0,3.0,5.0,1.0,4.0,2.0,,7.0,8.0,15.0,10.0,12.0,13.0,20.0,
Microelectromechanical systems,,,,,,,,13.0,13.0,5.0,2.0,3.0,7.0,8.0,9.0,14.0,18.0,12.0,12.0,11.0,23.0,
Microfluidics,,,,,,,,5.0,,6.0,,2.0,,4.0,4.0,8.0,6.0,8.0,16.0,11.0,15.0,
Molecular electronics,,,,,,,,8.0,1.0,9.0,2.0,1.0,,1.0,,7.0,6.0,1.0,,1.0,3.0,
Nanorobotics,,,,,,,,1.0,,,1.0,,,,1.0,,1.0,,,1.0,,
Neuron Control,,,,,,,,,,,,,,,,,,,,,,
Neuroprosthetics,,,,,,,,,,,,,,1.0,,,,,,,1.0,
Nutritional genomics,,,,,,,,,,,,,,,,,,,,,,
Omni Processor,,,,,,,,,,,,,,,,,,,,,,
OOKP,,,,,,,,,,,,,,,,,,,,,,
Organ-on-a-Chip,,,,,,,,,,,,,,,,,,,,,1.0,
Photoacoustic imaging,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,5.0,13.0,
Plasma Medicine,,,,,,,,2.0,6.0,11.0,4.0,1.0,1.0,3.0,2.0,14.0,7.0,8.0,5.0,3.0,6.0,
Point of care automated analyser,,,,,,,,,,,,,,,,,,,,,,
Portable water purification,,,,,,,,,,,,,,,,,,,,,,
Powered exoskeleton,,,,,,,,,,,,,,,,,,,,,1.0,
Protein Structure Prediction,,,,,,,,2.0,,,,1.0,1.0,2.0,3.0,4.0,4.0,1.0,2.0,1.0,3.0,
Rapid diagnostic test,,,,,,,,,,,,,,,,,,,,,,
Real-time polymerase chain reaction,,,,,,,,,,,,,,,,,,,,,,
Regenerative Medicine,,,,,,,,,,,,,1.0,1.0,,,1.0,2.0,2.0,,1.0,
Sensory substitution,,,,,,,,,,,,,,,,,,,,,,
Single Cell Analysis,,,,,,,,,,,,,,,,,,,1.0,,1.0,
Stasis Chamber,,,,,,,,1.0,,,,,,,,,,,,,,
Synthetic Blood,,,,,,,,,,,,,,,,,,,,,1.0,
Theranostic Wound Care,,,,,,,,,,,,,,,,1.0,2.0,12.0,8.0,8.0,18.0,
Transdermal optical imaging,,,,,,,,,,,,,,,,,,,,,,
Active camouflage,,,,,,,,,,,,2.0,1.0,,,3.0,2.0,2.0,2.0,,3.0,
Active noise control,,,,,,,,,,,,,,,,,1.0,,1.0,,,
Automatic identification of suspicious activity,,,,,,,,,,,,,,,,,,,,,,
Cloaking device,,,,,,,,1.0,1.0,1.0,1.0,1.0,,2.0,,2.0,2.0,2.0,,1.0,1.0,
Coilgun,,,,,,,,,,,,,,,,,,,,,,
Compact Kinetic Energy Missile,,,,,,,,,,,,,,,,,,,,,,
DART ammunition,,,,,,,,,,,,,,,,,,,,,,
Delay-line oscillator,,,,,,,,,,,,,,,,,,,,,1.0,
Electrolaser,,,,,,,,,,,,,,,,,,,,,,
Electroshock weapon,,,,,,,,,,,,,,,,,,,,,,
Electrothermal-chemical technology for propellants,,,,,,,,,,,,,,,,,,,,,,
EMP weapon,,,,,,,,,,,,,,,,,,,,,,
Explosively pumped flux compression generator,,,,,,,,,,,,,,,,,,,,,,
Force Field,,,,,,,,25.0,8.0,49.0,9.0,10.0,13.0,14.0,18.0,62.0,32.0,26.0,45.0,50.0,43.0,
