y,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
3D metal printing,,,,,,,,,,,,,,,,,,,,,,
4d printing,,,,,,,,,,,,,,,,,,,,,,
Anticipatory Life Cycle Analysis,,,,,,,,,,,,,,,,,,,,,,
Artificial muscle,,,,,,,,,,,,,,,,,,,,,,
Bio-manufacturing,,,,,,,,,,,,,,,,,,,,,,
Claytronics,,,,,,,,,,,,,,,,,,,,,,
Construction 3D printing,,,,,,,,,,,,,,,,,,,,,,
Electron-beam additive manufacturing,,,,,,,,,,,,,,,,,,,,,,
Incremental sheet forming,,,,,,,,,,,,,,,,,,,,,,
Life-cycle assessment,,,,,,,,,,,,,,,,,,,,,,
Liquid Crystal Elastomers,,,,,,,,,,1.0,1.0,,,,,,,,,,,
Megatall skyscrapers,,,,,,,,,,,,,,,,,,,,,,
Molecular assembler,,,,,,,,,,,,,,,,,,,,,,
Predictive maintenance,,,,,,,,,,,,,,,,,,,,,,
Radio-frequency identification,,,,,1.0,,,,1.0,2.0,3.0,1.0,,,,1.0,1.0,2.0,,1.0,1.0,
Robot end effector,,,,,,,,,,,,,,,,,,,,,,
self assembly,,2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,7.0,8.0,8.0,2.0,1.0,1.0,3.0,4.0,2.0,3.0,1.0,
Self-reconfiguring modular robot,,,,,,,,,,,,,,,,,,,,,,
Smart highway,,,,,,,,,,,,,,,,,,,,,,
Structural health monitoring,,,,,,,,,,,,,,,,,,,,,,
Supertall building,,,,,,,,,,,,,,,,,,,,,,
utility fog,,,,,,,,,,,,,,,,,,,,,,
Adaptive Learning Technology,,,,,,,,,,,,,,,,,,,,,,
Augmented learning,,,,,,,,,,,,,,,,,,,,,,
Gamifying education,,,,,,,,,,,,,,,,,1.0,,,,1.0,
Intelligent tutoring system,,,,,,,,,,,,,,,,,,,,,,
Learning Management System,,,,,,,,,1.0,2.0,3.0,3.0,,,,,1.0,1.0,,,,
Mobile learning,,,,,,,,,,1.0,4.0,2.0,1.0,,,,1.0,2.0,4.0,3.0,3.0,
Virtual Collaborative Learning,,,,,,,,,,,,,,,,,,,,,,
Atomtronics,,,,,,,,,,,,,,,,,,,,,,
Biodegradable electronics,,,,,,,,,,,,,,,,,,,,,,
Carbon nanotube field-effect transistor,,,,,,,,,,,,,,,,,,,,,,
Digital scent technology,,,,,,,,,,,,,,,,,,,,,,
Dynamic inductive charging,,2.0,2.0,2.0,1.0,,,1.0,1.0,,3.0,5.0,7.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,5.0,
E-textiles,,,,,,,,,,,,,,,,,,,,,,
Electronic skin,,,,,,,,,,,,,,,,,,,,,,
Flexible display,,,,,,,,,,,,,,,,,,,,,,
Flexible electronics,,,,,,,,,,,,,,,,,,,,,,
Flexible organic light-emitting diode,,,,,,,,,,,,,,,,,,,,,,
Gastrobot,,,,,,,,,,,,,,,,,,,,,,
Holography,,,,,,,,,,2.0,,,,,,,,,,2.0,,
laser diode headlights,,,,,,,,,,,,,,,,,,,,,,
Laser video display,,,,,,,,,,,,,,,,,,,,,,
Memristor,,,,,,,,,,,,,,,,,,,,,,
Multi-level converter,,,,,,,,,,,,,,,,,,,,,,
Nanoelectromechanical systems,,,,,1.0,2.0,3.0,3.0,2.0,6.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,
Nanosensor,,,,,,,1.0,,,,,,1.0,,,,,,,,,
Optical transistor,,,,,,,,,,,,,,,,,,,,,,
Phonon laser,,,,,,,,,,,,,,,,,,,,,,
Robotic sensing,,,,,,,,,,,,,,,,,,,,,,
Solid-state transformer,,,,,,,,,,,,,,,,,,,,,,
Spintronics,,,,,,,,,,,,,,,,,,,,,,
three-dimensional integrated circuit,,,,,,,,,,,,,,,,,,,,,,
Twistronics,,,,,,,,,,,,,,,,,,,,,,
Virtual retinal display,,,,,,,,,,,,,,,,,,,,,,
Volumetric display,,,,,,,,,,,,,,,,,,,,,,
3rd generation solar cell,,,,,,,,,,,,,,,,,,,,,,
Airborne wind turbine,,,,,,,,,,,,,,,,,,,,,,
Artificial photosynthesis,,,,,,,,,,,,,,,,,,,,,,
Biobattery,,,,,,,,,,,,,,,,,,,,,,
Biomass to liquid,,,,,,,,,,,,,,,,,,,,,,
Coal liquefaction,,,,,,,,,,,,,,,,,,,,,,
Combined Cycle Gas Turbine Plant,,,,,,,,,,,,,,,,,,,,,,
concentrated solar power,,,,,,,,,,,,,,,,,,,,,,
CZTS solar cell,,,,,,,,,,,,,,,,,,,,,,
Dye-sensitized solar cell,,,,,,,,,,,,,,,,,,,,,,
Electric vehicle battery fast charge,,,,,,,,,,,,,,,,,,,,,,
Energy harvesting,,,,,,,,,,,,1.0,,,,,,,,,,
Floating Liquefied Natural Gas,,,,,,,,,,,,,,,,,,,,,,
Flywheel energy storage,,,,,,,,,,,,,,,,,,,,,,
Fourth-generation biofuel,,,,,,,,,,,,,,,,,,,,,,
Fusion power,,,,,,,,,,,,,,,,,,,,,,
Gas generator,,,,,,,,,,,,,,,,,,,,,,
Gas-cooled fast reactor,,,,,,,,,,,,,,,,,,,,,,
Gasification,,,,,,,,,,,,,,,,,,,,,,
Generation IV reactor,,,,,,,,,,,,,,,,,,,,,,
Grid energy storage,,,,,,,,,,,,,,,,,,,,,,
Holograms for solar,,,,,,,,,,,,,,,,,,,,,,
Home fuel cell,,,,,,,,,,,,,,,,,,,,,,
Hydrogen fuel,,,,,,,,1.0,,1.0,,,,,,,,,,,,
Lead-cooled fast reactor,,,,,,,,,,,,,,,,,,,,,,
Liquid fluoride thorium reactor,,,,,,,,,,,,,,,,,,,,,,
Liquid metal battery,,,,,,,,,,,,,,,,,,,,,,
Lithium ion battery,,,1.0,1.0,,,,,,,,,,,,,,,,,,
Lithium iron phosphate battery,,,,,,,,,,,,,,,,,,,,,,
Lithium-air battery,,,,,,,,,,,,,,,,,,,,,,
Lithium-sulfur battery,,,,,,,,,,,,,,,,,,,,,,
Magnesium battery,,,,,,,,,,,,,,,,,,,,,,
Microbial electrolysis cell,,,,,,,,,,,,,,,,,,,,,,
Microreactor,,,,,,,,,,,,,,,,,,,1.0,,,
Mini Bioreactors,,,,,,,,,,,,,,,,,,,,,,
Modular Reactors,,,,,,,,,,,,,,,,,,,,,,
Molten salt reactor,,,,,,,,,,,,,,,,,,,,,,
Nanocharging Solar,,,,,,,,,,,,,,,,,,,,,,
Nanowire battery,,,,,,,,,,,,,,,,,,,,,,
Ocean thermal energy conversion,,,,,,,,,,,,,,,,,,,,,,
Oil detection,,,,,,,,,,,,,,,,,,,,,,
Optical rectenna,,,,,,,,,,,,,,,,,,,,,,
Organic solar cell,,,,,,,,,,,,,,,,,,,,,,
Perovskite solar cell,,,,,,,,,,,,,,,,,,,,,,
Power-to-X,,,,,,,,,,,,,,,,,,,,,,
Proton Battery,,,,,,,,,,,,,,,,,,,,,,
Quantum dot solar cell,,,,,,,,,,,,,,,,,,,,,,
second-generation biofuels,,,,,,,,,,,,,,,,,,,,,,
Smart grid,,,,,,,,,,,,,,,,,,,,,,
Sodium-cooled fast reactor,,,,,,,,,,,,,,,,,,,,,,
Space-based solar power,,,,,,,,,,,,,,,,,,,,,,
Supercapacitor,,,,,,,,,,,,,,,,,,,,,,
Supercritical water reactor,,,,,,,,,,,,,,,,,,,,,,
Third-generation biofuels,,,,,,,,,,,,,,,,,,,,,,
Thorium fuel cycle,,,,,,,,,,,,,,,,,,,,,,
Triboelectric Nanogenerator,,,,,,,,,,,,,,,,,,,,,,
Virtual power Plant,,,,,,,,,,,,,,,,,,,,,,
Vortex engine,,,,,,,,,,,,,,,,,,,,,,
Wireless power transfer,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,
Zero-energy building,,,,,,,,,,,,,,,,,,,,,,
Automated journalism,,,,,,,,,,,,,,,,,,,,,,
Foundation garment,,,,,,,,,,,,,,,,,,,,,,
Haptic feedback systems,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,
Wearable journalism,,,,,,,,,,,4.0,3.0,,,,1.0,1.0,2.0,2.0,3.0,2.0,
Cryptocurrency,,,,,,,,,,,,,,,,,,,,,,
Stablecoin,,,,,,,,,,,,,,,,,,,,,,
Companion robot,,,,,,,,,,,,,,,,,,,,,,
Cryonics,,,,,,,,,,,,,,,,,,,,,,
Extreme Life extension,,,,,1.0,1.0,1.0,1.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,
Suspended animation,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,
5D DVD,,,,,,,,,,,,,,,,,,,,,,
5g,,,,,,,,,,1.0,,1.0,,,,,,,,,,
6G,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,
Ambient intelligence,,,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,
Artificial brain,,,,,,,,,,,,,,,,,,,,,,
Artificial general intelligence,,,,,,,,1.0,2.0,3.0,4.0,6.0,2.0,1.0,,,1.0,1.0,3.0,3.0,9.0,
Atmospheric satellite,,,,,,,,,,,,,,,,,,,,,,
Automatic AI debugging,,,,,,,,,,,,,,,,,,,,,,
Cloud computing,,,,,,,,,,3.0,4.0,2.0,2.0,4.0,8.0,11.0,8.0,6.0,12.0,8.0,8.0,
Compressive Sensing,,,,,,,,,,,,,1.0,,,,,,,,,
Deep learning,,,,,,,,,,,,,,,,,,3.0,5.0,7.0,14.0,
deep trench capacitor,,,,,,,,,,,,,,,,,,,,,,
Digital image processing,,4.0,2.0,3.0,4.0,5.0,8.0,5.0,11.0,10.0,8.0,6.0,10.0,5.0,3.0,6.0,5.0,4.0,5.0,4.0,1.0,
Digital image segmentation,,,,,,,,,,,,,,,,,,,,,,
Distributed ledger,,,,,,,,,,,,,,,,,,,,1.0,,
DNA Computing,,,,,,,,,,,,,,,,,,,,,,
DNA digital data storage,,,,,,,,,,,,,,,,,,,,,,
Edge Computing,,,,,,,,,,,,,,,,,,,,,,
Edge enhancement,,,,,,,,,,,,,,,,,,,,,,
Embedded systems in substrate,,,,,,,,,,,,,,,,,,,,,,
Exascale computing,,,,,,,,,,,,,,,,,,,,,,
Extreme ultraviolet lithography,,,,,,,,,,,,,,,,,,,,,,
Facial recognition,,,,,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,,,,,,,
General-purpose computing on graphics processing units,,,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,
GPT-4,,,,,,,,,,,,,,,,,,,,,,
Haptic technology,,,,,,,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,
Holographic data storage,,,,,,,,,,,,,,,,,,,,,,
Hyper CD-ROM,,,,,,,,,,,,,,,,,,,,,,
In-memory processing,,2.0,1.0,,,,,,,,,,,,,,,,,,,
In-storage processing,,,,,,,,,,,,,,,,,,,,,,
Indoor positioning system,,,,,,,,,,,,,,,,,,,,,,
Internet of things,,,,,,,,,,,,,,,,1.0,,,,,,
Li-Fi,,,,,,,,,,,,,,,,,,,,,,
Machine translation,,,,,,,,,,,,,,,,,,,,,,
Machine vision,,1.0,,,,,,,,,,,,,,,,,,,,
Nanoradio,,,,,,,,,,,,,,,,,,,,,,
Natural Language Processing,,,,2.0,2.0,1.0,1.0,2.0,2.0,6.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,8.0,10.0,8.0,
Neural Networks,,3.0,3.0,4.0,3.0,2.0,1.0,1.0,5.0,17.0,26.0,21.0,23.0,10.0,7.0,10.0,10.0,13.0,13.0,16.0,15.0,
Neural-sensing headset,,,,,,,,,,,,,,,,,,,,,,
next gen web search,,,,,,,,,,,,,,,,,,,,,,
Open source model,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,1.0,1.0,3.0,
Optical computing,,,,,,,,,,,,,,,,,,,,,,
Quantum algorithm,,,,,,,,,,,,,,,,,,,,,,
Quantum computing hardware,,,,,,,,,,,,,,,,,,,,,,
Quantum cryptography,,,,,,,,,,,,,,,,,,,,,,
Semantic Web,,,,,,,,,,,1.0,,2.0,,,,,1.0,1.0,,,
Silicon laser for communication,,,,,,,,,,,,,,,,,,,,,,
Smartphone,,,,,,,,,,3.0,2.0,4.0,6.0,1.0,2.0,10.0,11.0,14.0,18.0,18.0,15.0,
Spatial computing,,,,,,,,,,,,,,,,,,,,,,
Streaming television,,,,,,,,,,,,,,,,,,,,,,
Subvocal recognition,,,,,,,,,,,,,,,,,,,,,,
Ultradense Molecular Memory,,,,,,,,,,,,,,,,,,,,,,
Vehicular communication systems,,,,,,,,,,,,,,,,,,,,,,
Virtual reality applications,,,,,,,,,,,,,,,,,,,,,,
Visible Light Communication,,,,,,,,,,,,,,,,,,,,,,
wi-fi 6,,,,,,,,,,,,,,,,,,,,,,
wi-fi 7,,,,,,,,,,,,,,,,,,,,,,
AI Arbitration,,,,,,,,,,,,,,,,,,,,,,
Digital forensics tools,,,,,,,,,,,,,,,,,,,,,,
Document automation,,,,,,,,,,,,,,,,,,,,,,
Intelligent Knowledge Management,,,,,,,,,,,,,,,,,,,,,,
Aerogel,,,,,,,,,,,,,,,,,,,,,,
Amorphous metal,,,,,,,,,,,,,,,,,,,,,,
Bioplastic,,,,,,,,,,,,,,,,,,,,,,
Carbon nanotube,,3.0,1.0,1.0,,1.0,2.0,2.0,5.0,8.0,10.0,11.0,8.0,2.0,5.0,1.0,,,2.0,2.0,1.0,
Conductive polymer,,1.0,,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,1.0,1.0,,,
Cryogenic treatment,,,,,,,,,,,,,,,,,,,,,,
Dynamic Armor,,,,,,,,,,,,,,,,,,,,,,
Eutectic system,,,,,,,,,,,,,,,,,,,,,,
Fast-ion Conductors,,,,,,,,,,,,,,,,,,,,,,
Fullerene,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,
Gallium Nitride semiconductor,,,,,,,,,,,,,,,,,,,,,,
Graphene,,,,,,,,,,,,,1.0,1.0,4.0,,,,,,1.0,
Graphene Oxide dough,,,,,,,,,,,,,,,1.0,,,,,,,
High Entropy Alloys,,,,,,,,,,,,,,,,,,,,,,
Magnetic nanoparticles,,,1.0,,,,,1.0,4.0,8.0,5.0,6.0,,,,,,,,,1.0,
Magnetorheological fluid,,,,,,,,,,,,,,,,,,,,,,
Metal foam,,,,,,,,,,,,,,,,,,,,,,
Metamaterial,,,,,,,,,,,,,,,,,,,,,,
Multi-function structure,,,,,,,,,,,,,,,,,,,,,,
Nanocrystal,,,,1.0,1.0,,2.0,,2.0,6.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,
Nanotextured surface,,,,,,,,,,,,,,,,,,,,,,
Photonic Metamaterial,,,,,,,,,,,,,,,,,,,,,,
piezoelectric material adhesion,,,,,,,,,,,,,,,,,,,,,,
Programmable matter,,,,,,,,,,,,,,,,,,,,,,
Quantum dot,,1.0,1.0,,,,1.0,1.0,6.0,11.0,10.0,7.0,3.0,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,
Self-cleaning surfaces,,,,,,,,,,,,,,,,,,,,,,
Shape Memory Polymer,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,
Shape-memory alloy,,,,,,,,,,1.0,,,,,,,,,,,,
Silicene,,,,,,,,,,,,,,,,,,,,,,
Single Photon Source,,,,,,,,,,,,,,,,,,,,,,
Superalloy,,,,,,,,,,,,,,,,,,,1.0,,,
Superfluidity,,,,,,,,,,,,,,,,,,,,,,
Superlenses chips,,,,,,,,,,,,,,,,,,,,,,
Syntactic Materials,,,,,,,,,,,,,,,,,,,,,,
Time crystal,,,,,,,,,,,,,,,,,,,,,,
Zeolite,,,,,,,,,,,,,,,,,1.0,,,,,
Zero-friction coating,,,,,,,,,,,,,,,,,,,,,,
16K video resolution,,,,,,,,,,,,,,,,,,,,,,
Augmented reality,,,,,,,,,,,1.0,,,,,,1.0,1.0,4.0,4.0,2.0,
Brain-computer interface,,,,,,,,1.0,1.0,3.0,5.0,3.0,2.0,,,,,,,,,
Computer-generated imagery,,,,,,,,,,,,,,,,,,,,,,
Detecting fake news online automatically,,,,,,,,,,,,,,,,,,,,,,
e-Reader,,,,,,,,,,,,,,,,,,,,,,
Extended Reality,,,,,,,,,,,,,,,,,,,,,,
hydrogen vehicle,,,,,,,,,,,,,,,,,,,,,,
Immersion (virtual reality),,,,,,,,,,,,,,,,,,,,,,
Mixed Reality,,,,,,,,,,,,,,,,,,,,,,
Video tracking,,,,,,,,,,,,,,,,,,,,,,
Virtual reality,,3.0,1.0,,1.0,1.0,1.0,3.0,5.0,6.0,11.0,8.0,4.0,2.0,3.0,2.0,1.0,1.0,3.0,5.0,4.0,
3D Bioprinting,,,,,,,,,,,,,,,,,,,,,,
Anti-degenerative medicine,,,,,,,,,,,,,,,,,,,,,,
Apheresis,,,,,,2.0,1.0,,,,1.0,,,,,2.0,2.0,1.0,3.0,,,
Artificial womb,,,,,,,,,,,,,,,,,,,,,,
Bio Ink,,4.0,2.0,4.0,6.0,4.0,7.0,13.0,15.0,25.0,38.0,37.0,30.0,7.0,3.0,2.0,4.0,3.0,11.0,11.0,12.0,
Biomimetic Nanocoagulation,,,,,,,,,,,,,,,,,,,,,,
Biosensor,,5.0,6.0,5.0,6.0,4.0,6.0,7.0,14.0,14.0,15.0,10.0,15.0,11.0,8.0,11.0,8.0,8.0,7.0,8.0,8.0,
Breath analysis,,1.0,1.0,1.0,1.0,,,1.0,,,3.0,2.0,1.0,,,,,,,,,
Cancer biomarker,,,,,,,,,,2.0,6.0,6.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,
Capsule endoscopy,,,,,,,,1.0,,2.0,4.0,4.0,1.0,1.0,,,,1.0,1.0,,,
Cortical implant,,,,,,,,,,,,,,,,,,,,,,
De-extinction,,,,,,,,,,,,,,,,,,,,,,
DNA-templated organic synthesis,,,,,,,,,,,,,,,,,,,,,,
Drug-eluting stent,,,,,1.0,1.0,2.0,,,,,,2.0,2.0,1.0,2.0,2.0,,,,,
Electroanalgesia,,,,,,,,,,,,,,,,,,,,,,
Electronic nose,,1.0,,,,,,,,,,,,,,,,,,,,
Head transplant,,,,,,,,,,,,,,,,,,,,,,
Intelligent toilet,,,,,,,,,,,,,,,,,,,,,,
Jet injector,,,,,,,,,,,,,,,,,,,,,,
Lab-on-a-chip,,,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,7.0,2.0,,,,,,2.0,1.0,
Microelectromechanical systems,,1.0,1.0,3.0,3.0,2.0,5.0,6.0,4.0,5.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,,
Microfluidics,,3.0,4.0,1.0,3.0,2.0,3.0,4.0,5.0,12.0,10.0,12.0,11.0,6.0,6.0,5.0,1.0,2.0,6.0,4.0,4.0,
Molecular electronics,,,,,,,,,,,,,,,,,,,,,,
Nanorobotics,,,,,,,,,,,,,,,,,,,,,,
Neuron Control,,,,,,,,,,,,,,,,,,,,,,
Neuroprosthetics,,1.0,1.0,,,,,1.0,2.0,4.0,6.0,8.0,2.0,,,,,,,,,
Nutritional genomics,,,,,,,,,,,,,,,,,1.0,1.0,,,,
Omni Processor,,,,,,,,,,,,,,,,,,,,,,
OOKP,,,,,,,,,,,,,,,,,,,,,,
Organ-on-a-Chip,,,,,,,,,,,,,,,,,,,,,,
Photoacoustic imaging,,,,,,,,1.0,1.0,2.0,1.0,3.0,5.0,1.0,,,1.0,,,,2.0,
Plasma Medicine,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,
Point of care automated analyser,,,,,,,,,,,,,,,,,,,,,,
Portable water purification,,,,,,,,,,,,,,,,,,,,,,
Powered exoskeleton,,,,,,,,,,,,,,,,,,,,,1.0,
Protein Structure Prediction,,,,,,,,,2.0,3.0,5.0,4.0,3.0,1.0,1.0,1.0,,,,,,
Rapid diagnostic test,,,,,,,,,1.0,4.0,2.0,1.0,1.0,,,,,1.0,1.0,,,
Real-time polymerase chain reaction,,,,,,1.0,1.0,1.0,1.0,3.0,4.0,5.0,1.0,,,,,,,,,
Regenerative Medicine,,6.0,4.0,4.0,4.0,9.0,8.0,12.0,20.0,82.0,123.0,124.0,112.0,41.0,41.0,36.0,32.0,39.0,38.0,43.0,36.0,
Sensory substitution,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,
Single Cell Analysis,,,1.0,1.0,1.0,1.0,1.0,,,,,,6.0,,,1.0,4.0,4.0,9.0,11.0,10.0,
Stasis Chamber,,,,,,,,,,,,,,,,,,,,,,
Synthetic Blood,,1.0,1.0,1.0,1.0,,,,3.0,2.0,3.0,1.0,,,,,,,,,,
Theranostic Wound Care,,1.0,,,,,,,,,,,,,10.0,10.0,25.0,44.0,61.0,71.0,74.0,
Transdermal optical imaging,,,,,,,,,,,,,,,,,,,,,,
Active camouflage,,,,,,,,,,,,,,,,,,,,,,
Active noise control,,,,,,,,,,,,,,,,,,,,,,
Automatic identification of suspicious activity,,,,,,,,,,,,,,,,,,,,,,
Cloaking device,,,,,,,,,,,,,,,,,,,,,,
Coilgun,,,,,,,,,,,,,,,,,,,,,,
Compact Kinetic Energy Missile,,,,,,,,,,,,,,,,,,,,,,
DART ammunition,,,,,,,,,,,,,,,,,,,,,,
Delay-line oscillator,,,,,,,,,,,,,,,,,,,,,,
Electrolaser,,,,,,,,,,,,,,,,,,,,,,
Electroshock weapon,,,,,,,,,,,,,,,,,,,,,,
Electrothermal-chemical technology for propellants,,,,,,,,,,,,,,,,,,,,,,
EMP weapon,,,,,,,,,,,,,,,,,,,,,,
Explosively pumped flux compression generator,,,,,,,,,,,,,,,,,,,,,,
Force Field,,,,,,2.0,1.0,1.0,3.0,5.0,6.0,3.0,3.0,,,,,,,1.0,1.0,
Homodyne detection,,,,,,,,,,,,,,,,,,,,,,
HPM weapons,,,,,,,,,,,,,,,,,,,,,,
Hypersonic weapon,,,,,,,,,,,,,,,,,,,,,,
Kinetic bombardment,,,,,,,,,,,,,,,,,,,,,,
Kinetic energy penetrator,,,,,,,,,,,,,,,,,,,,,,
Laser weapon,,,,,,,,,,,,,,,,,,,,,,
Lidar,,,,,,,,,,,,,,,,,,,,1.0,1.0,
MAHEM,,,,,,,,,,,,,,,,,,,,,,
Metamaterial cloaking,,,,,,,,,,,,,,,,,,,,,,
MGM-166 LOSAT,,,,,,,,,,,,,,,,,,,,,,
Nonlinear metamaterial,,,,,,,,,,,,,,,,,,,,,,
Optical coating,,,,,,,,,,,,,,,,,,,,,,
Optoelectronic oscillator,,,,,,,,,,,,,,,,,,,,,,
Particle-beam weapon,,,,,,,,,,,,,,,,,,,,,,
Plasma stealth,,,,,,,,,,,,,,,,,,,,,,
Pure fusion weapon,,,,,,,,,,,,,,,,,,,,,,
Quadcopter,,,,,,,,,,,,,,,,,,,,,,
Quantum illumination,,,,,,,,,,,,,,,,,,,,,,
Quantum radar,,,,,,,,,,,,,,,,,,,,,,
Railgun,,,,,,,,,,,,,,,,,,,,,,
Sonic weapon,,,,,,,,,,,,,,,,,,,,,,
Swarm robotic platforms,,,,,,,,,,,,,,,,,,,,,,
Swarm robotics,,,,,,,,,,,,,,,,,,,,,,
Teslaphoresis,,,,,,,,,,,,,,,,,,,,,,
Vortex ring gun,,,,,,,,,,,,,,,,,,,,,,
Asteroid mining,,,,,,,,,,,,,,,,,,,,,,
Biomining,,,,,,,,,,,,,,,,,,,,,,
Urban mining,,,,,,,,,,,,,,,,,,,,,,
Closed system drug transfer device,,,,,,,,,,,,,,,,,,,,,,
DNA repair,,48.0,59.0,56.0,68.0,67.0,59.0,58.0,87.0,141.0,175.0,174.0,164.0,99.0,89.0,86.0,65.0,62.0,101.0,107.0,77.0,
Electronic cigarette,,,,,,,,,,,,,3.0,2.0,8.0,10.0,14.0,18.0,33.0,37.0,51.0,
Enzybiotics,,,,,,,,,,,,,,,,,,,,,,
Exhalation delivery system,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,
Gene Editing,,,,,,,,,,,1.0,1.0,,1.0,5.0,14.0,31.0,52.0,61.0,59.0,63.0,
Genome Prime Editing,,,,,,,,,,,,,,,,,,,,,,
ISCOM,,,,,,,,,,,,,,,,,,,,,,
Medicinal fungi,,,,,,,,,,,,,,,,,,,,,,
Microneedle drug delivery,,,,,,,,,,,,,,,,,,,,,,
Molecular Inversion Probe,,,,,,,,,,,,,,,,,,,,,,
NASBA,,,,,,,,,,,,,,,,,,,,,,
Off-target genome editing,,,,,,,,,,,,,,,,,,,,,,
Oncolytic virus,,,,,,,,,,5.0,7.0,5.0,5.0,1.0,1.0,1.0,1.0,,,,,
Phage therapy,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,
Receptor activated solely by a synthetic ligand,,,,,,,,,,,,,2.0,3.0,1.0,3.0,3.0,4.0,6.0,6.0,5.0,
Senolytic,,,,,,,,,,,,,,,,,,,,,,
Stem-cell therapy,,,,,,,,,4.0,17.0,13.0,14.0,17.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,
Structurally nanoengineered antimicrobial polypeptide polymers,,,,,,,,,,,,,,,,,,,,,,
Targeted drug delivery,,1.0,,2.0,3.0,2.0,2.0,3.0,4.0,9.0,10.0,4.0,4.0,2.0,1.0,1.0,,,,1.0,1.0,
Virotherapy,,,,,,,,,1.0,5.0,6.0,5.0,2.0,,,,,,,1.0,1.0,
Air-launch-to-orbit,,,,,,,,,,,,,,,,,,,,,,
