y,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Combined Cycle Gas Turbine Plant,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,,
concentrated solar power,,,,,,,,,,,,,,,,,,,,,,
CZTS solar cell,,,,,,,,,,,,,,,,,,,,,,
Dye-sensitized solar cell,,,,,,,,,,,,,,,,,,,,,,
Electric vehicle battery fast charge,,,,,,,,,,,,,,,,,,,,,,
Energy harvesting,,,,,,,1.0,1.0,,,,,,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,
Floating Liquefied Natural Gas,,,,,,,,,,,,,,,,,,,,,,
Flywheel energy storage,,,,,,,,,,,,,,,,,,,,,,
Fourth-generation biofuel,,,,,,,,,,,,,,,,,,,,,,
Fusion power,,,,,,,,,,,,,,,,,,,,,,
Gas generator,,,,,,,,,,,,,,,,,,,,,,
Gas-cooled fast reactor,,,,,,,,,,,,,,,,,,,,,,
Gasification,,,,,,,,,,,,,,,,,,,,,,
Generation IV reactor,,,,,,,,,,,,,,,,,,,,,,
Grid energy storage,,,,,,,,,,,,,,,,,,,,,,
Holograms for solar,,,,,,,,,,,,,,,,,,,,,,
Home fuel cell,,,,,,,,,,,,,,,,,,,,,,
Hydrogen fuel,,,,,,,,,,,,,,,,,,,,,,
Lead-cooled fast reactor,,,,,,,,,,,,,,,,,,,,,,
Liquid fluoride thorium reactor,,,,,,,,,,,,,,,,,,,,,,
Liquid metal battery,,,,,,,,,,,,,,,,,,,,,,
Lithium ion battery,,,,,,,,,,,,,,,1.0,,,,,1.0,,
Lithium iron phosphate battery,,,,,,,,,,1.0,1.0,,,,,,,,,,,
Lithium-air battery,,,,,,,,,,,,,,,,,,,,,,
Lithium-sulfur battery,,,,,,,,,,,,,,,,,,,,,,
Magnesium battery,,,,,,,,,,,,,,,,,,,,,,
Microbial electrolysis cell,,,,,,,,,,,,,,,,,,,,,,
Microreactor,,1.0,1.0,,,,,,1.0,2.0,2.0,1.0,1.0,,,,,,1.0,1.0,1.0,
Mini Bioreactors,,,,,,,,,,,,,,,,,,,,,,
Modular Reactors,,,,,,,,,,,,,,,,,,,,,,
Molten salt reactor,,,,,,,,,,,,,,,,,,,,,,
Nanocharging Solar,,,,,,,,,,,,,,,,,,,,,,
Nanowire battery,,,,,,,,,,,,,,,,,,,,,,
Ocean thermal energy conversion,,,,,,,,,,,,,1.0,1.0,,,,,,,,
Oil detection,,,,,,,,,,,,,,,,,1.0,,,,,
Optical rectenna,,,,,,,,,,,,,,,,,,,,,,
Organic solar cell,,,,,,,,,,,,,,,,,,,,,,
Perovskite solar cell,,,,,,,,,,,,,,,,,,,,,,
Power-to-X,,,,,,,,,,,,,,,,,,,,,,
Proton Battery,,,,,,,,,,,,,,,,,,,,,,
Quantum dot solar cell,,,,,,,,,,,,,,,,,,,,,,
second-generation biofuels,,,,,,,,,,,,,,,,,,,,,,
Smart grid,,,,,,,,,,,,,,,,,,,,,,
Sodium-cooled fast reactor,,,,,,,,,,,,,,,,,,,,,,
Space-based solar power,,,,,,,,,,,,,,,,,,,,,,
Supercapacitor,,,,,,,,,,,,,,,,,,,,,,
Supercritical water reactor,,,,,,,,,,,,,,,,,,,,,,
Third-generation biofuels,,,,,,,,,,,,,,,,,,,,,,
Thorium fuel cycle,,,,,,,,,,,,,,,,,,,,,,
Triboelectric Nanogenerator,,,,,,,,,,,,,,,,,,,,,,
Virtual power Plant,,,,,,,,,,,,,,,,,,,,,,
Vortex engine,,,,,,,,,,,,,,,,,,,,,,
Wireless power transfer,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,,,2.0,2.0,
Zero-energy building,,,,,,,,,,,,,,,,,,,,,,
Automated journalism,,,,,,,,,,,,,,,,,,,,,,
Foundation garment,,,,,,,,,,,,,,,,,,,,,,
Haptic feedback systems,,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,1.0,2.0,2.0,1.0,1.0,4.0,5.0,7.0,7.0,
Wearable journalism,,,,,,,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,8.0,9.0,9.0,15.0,14.0,14.0,
Cryptocurrency,,,,,,,,,,,,,,,,,,,,,,
Stablecoin,,,,,,,,,,,,,,,,,,,,,,
Companion robot,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,
Cryonics,,,,,,,,,,,,,,,,,,,,,,
Extreme Life extension,,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,
Suspended animation,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,
5D DVD,,,,,,,,,,,,,,,,,,,,,,
5g,,3.0,1.0,1.0,1.0,,,,1.0,3.0,2.0,6.0,7.0,4.0,,,,,,,,
6G,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
Ambient intelligence,,,,,,,,,,1.0,10.0,10.0,5.0,4.0,4.0,3.0,1.0,1.0,1.0,,,
Artificial brain,,,,,,,,,,,,,,,,,,,,,,
Artificial general intelligence,,2.0,2.0,3.0,4.0,1.0,4.0,9.0,8.0,9.0,7.0,5.0,1.0,1.0,3.0,6.0,7.0,8.0,20.0,29.0,57.0,
Atmospheric satellite,,,,,,,,,,,,,,,,,,,,,,
Automatic AI debugging,,,,,,,,,,,,,,,,,,,,,,
Cloud computing,,,,,,,,,,2.0,2.0,4.0,4.0,4.0,4.0,10.0,15.0,16.0,18.0,21.0,19.0,
Compressive Sensing,,,,,,,,,,,,,,,,2.0,3.0,2.0,1.0,,1.0,
Deep learning,,,,,,,,,,,,1.0,1.0,2.0,3.0,6.0,12.0,24.0,67.0,94.0,144.0,
deep trench capacitor,,,,,,,,,,,,,,,,,,,,,,
Digital image processing,,26.0,34.0,26.0,30.0,33.0,42.0,47.0,51.0,58.0,58.0,48.0,46.0,39.0,46.0,44.0,37.0,36.0,48.0,51.0,49.0,
Digital image segmentation,,,,,,,,,,,,,,,,,,,,,,
Distributed ledger,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,
DNA Computing,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
DNA digital data storage,,,,,,,,,,,,,,,,,,,,,,
Edge Computing,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,1.0,
Edge enhancement,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,1.0,1.0,,
Embedded systems in substrate,,,,,,,,,,,,,,,,,,,,,,
Exascale computing,,,,,,,,,,,,,,,,,,,,,,
Extreme ultraviolet lithography,,,,,,,,,,,,,,,,,,,,,,
Facial recognition,,1.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,2.0,1.0,3.0,3.0,5.0,6.0,
General-purpose computing on graphics processing units,,,,,,,,,1.0,1.0,,,,,,,,,,,,
GPT-4,,,,,,,,,,,,,,,,,,,,,,
Haptic technology,,,,1.0,,,2.0,2.0,2.0,3.0,1.0,,,,,,1.0,,2.0,1.0,,
Holographic data storage,,,,,,,,,,,,,,,,,,,,,,
Hyper CD-ROM,,,,,,,,,,,,,,,,,,,,,,
In-memory processing,,,,,,,,,,,1.0,1.0,,,,,,,2.0,2.0,1.0,
In-storage processing,,1.0,3.0,,,,,,,,,,,,,,,,,,,
Indoor positioning system,,,,,,,,,,,,,,,,,,,,,,
Internet of things,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,
Li-Fi,,,,,,,,,,,,,,,,,,,,,,
Machine translation,,,,,,,,,,,,,,,,,,,,,,
Machine vision,,1.0,,1.0,,1.0,1.0,,1.0,3.0,1.0,1.0,,,,1.0,1.0,3.0,4.0,3.0,3.0,
Nanoradio,,,,,,,,,,,,,,,,,,,,,,
Natural Language Processing,,1.0,1.0,,2.0,3.0,3.0,6.0,6.0,14.0,8.0,11.0,9.0,9.0,8.0,16.0,13.0,15.0,28.0,30.0,35.0,
Neural Networks,,14.0,18.0,23.0,22.0,22.0,20.0,19.0,18.0,34.0,34.0,29.0,28.0,29.0,33.0,33.0,44.0,46.0,53.0,53.0,60.0,
Neural-sensing headset,,,,,,,,,,,,,,,,,,,,,,
next gen web search,,,,,,,,,,,,,,,,,,,,,,
Open source model,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,2.0,3.0,3.0,
Optical computing,,,,,,,,,,,,,,,,,,,,,,
Quantum algorithm,,,,,,,,,,,,,,,,,,,,,,
Quantum computing hardware,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,1.0,
Quantum cryptography,,,,,,,,,,,,,,,,,,,,,,
Semantic Web,,,,,1.0,1.0,1.0,1.0,,1.0,5.0,6.0,12.0,6.0,5.0,4.0,2.0,5.0,4.0,5.0,4.0,
Silicon laser for communication,,,,,,,,,,,,,,,,,,,,,,
Smartphone,,,,1.0,1.0,1.0,,,1.0,3.0,3.0,9.0,15.0,22.0,23.0,29.0,30.0,31.0,43.0,62.0,61.0,
Spatial computing,,,,,,,,,,,,,,,,,,,,,,
Streaming television,,,,,,,,,,,,,,,,,,,,,,
Subvocal recognition,,,,,,,,,,,,,,,,,,,,,,
Ultradense Molecular Memory,,,,,,,,,,,,,,,,,,,,,,
Vehicular communication systems,,,,,,,,,,,,,,,,,,,,,,
Virtual reality applications,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,
Visible Light Communication,,,,,,,,,,,,,,,,,,,,,,
wi-fi 6,,,,,,,,,,,,,,,,,,,,,,
wi-fi 7,,,,,,,,,,,,,,,,,,,,,,
AI Arbitration,,,,,,,,,,,,,,,,,,,,,,
Digital forensics tools,,,,,,,,,,,,,,,,,,,,,,
Document automation,,,,,,,,,,,,,,,,,,,,,,
Intelligent Knowledge Management,,,,,,,,,,,,,,,,,,,,,,
Aerogel,,,,,,,,,,,,,,,,,,,,,,
Amorphous metal,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,
Bioplastic,,,,,,,,,,,,,,,,,,,,,,
Carbon nanotube,,5.0,2.0,6.0,6.0,8.0,8.0,17.0,20.0,35.0,35.0,30.0,26.0,20.0,21.0,11.0,15.0,13.0,13.0,18.0,15.0,
Conductive polymer,,4.0,,,,2.0,5.0,5.0,3.0,2.0,1.0,,,,1.0,3.0,3.0,4.0,4.0,1.0,1.0,
Cryogenic treatment,,,,,,,,,,,,,,,,,,,,,,
Dynamic Armor,,,,,,,,,,,,,,,,,,,,,,
Eutectic system,,,,,,,,,,,,,,,,,,,,,,
Fast-ion Conductors,,,,,,,,,,,,,,,,,,,,,,
Fullerene,,3.0,2.0,2.0,,,1.0,4.0,4.0,5.0,3.0,3.0,3.0,2.0,2.0,1.0,,1.0,1.0,,,
Gallium Nitride semiconductor,,,,,,,,,,,,,,,,,,,,,,
Graphene,,,,,,,,,,1.0,1.0,1.0,2.0,5.0,5.0,5.0,10.0,13.0,8.0,7.0,8.0,
Graphene Oxide dough,,,,,,,,,,,,,,1.0,1.0,,2.0,3.0,2.0,1.0,,
High Entropy Alloys,,,,,,,,,,,,,,,,,,,,,,
Magnetic nanoparticles,,,1.0,1.0,4.0,3.0,4.0,6.0,6.0,10.0,12.0,13.0,12.0,10.0,8.0,3.0,3.0,1.0,1.0,6.0,4.0,
Magnetorheological fluid,,,,,,,,,,,,,,,,,,,,,,
Metal foam,,,,,,,,,,,,,,,,,,,,,,
Metamaterial,,,,,,,,,,,,,,1.0,1.0,,,,,,,
Multi-function structure,,,,,,,,,,,,,,,,,,,,,,
Nanocrystal,,3.0,3.0,2.0,3.0,4.0,7.0,8.0,15.0,18.0,12.0,9.0,6.0,4.0,4.0,5.0,5.0,7.0,5.0,4.0,8.0,
Nanotextured surface,,,,,,,,,,,,,,,,,,,,,,
Photonic Metamaterial,,,,,,,,,,,,,,,,,,,,,,
piezoelectric material adhesion,,,,,,,,,,,,,,,,,,,,,,
Programmable matter,,,,,,,,,,,,,,,,,,,,,,
Quantum dot,,2.0,4.0,5.0,9.0,10.0,18.0,22.0,31.0,43.0,26.0,20.0,21.0,15.0,21.0,15.0,12.0,13.0,17.0,8.0,5.0,
Self-cleaning surfaces,,,,,,,,,,,,,,,,,,,,,,
Shape Memory Polymer,,,1.0,2.0,4.0,2.0,2.0,1.0,1.0,,,,,,,2.0,2.0,,2.0,1.0,,
Shape-memory alloy,,,,,,,,,,1.0,,,,,,,,,,,,
Silicene,,,,,,,,,,,,,,,,,,,,,,
Single Photon Source,,,,,,,,,,,,,,,,,,,,,,
Superalloy,,,,,,,,,,,,,,,,,,,,,,
Superfluidity,,,,,,,,,,,,,,,,,,,,,,
Superlenses chips,,,,,,,,,,,,,,,,,,,,,,
Syntactic Materials,,,,,,,,,,,,,,,,,,,,,,
Time crystal,,,,,,,,,,,,,,,,,,,,,,
Zeolite,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,,
Zero-friction coating,,,,,,,,,,,,,,,,,,,,,,
16K video resolution,,,,,,,,,,,,,,,,,,,,,,
Augmented reality,,,,,,,,,,,,,1.0,,,,2.0,5.0,6.0,8.0,11.0,
Brain-computer interface,,,1.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,4.0,8.0,8.0,4.0,6.0,7.0,6.0,5.0,11.0,9.0,6.0,
Computer-generated imagery,,,,,,,,,,,,,,,,,,,,,,
Detecting fake news online automatically,,,,,,,,,,,,,,,,,,,,,,
e-Reader,,,,,,,,,,,,,,,,,,,,,,
Extended Reality,,,,,,,,,,,,,,,,,,,,,1.0,
hydrogen vehicle,,,,,,,,,,,,,,,,,,,,,,
Immersion (virtual reality),,,,,,,,,,,,,,,,1.0,1.0,2.0,3.0,1.0,2.0,
Mixed Reality,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,
Video tracking,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,
Virtual reality,,12.0,9.0,5.0,6.0,6.0,6.0,8.0,12.0,21.0,16.0,11.0,14.0,10.0,7.0,11.0,17.0,23.0,34.0,37.0,33.0,
3D Bioprinting,,,,,,,,,,,,,,1.0,2.0,,3.0,5.0,10.0,5.0,4.0,
Anti-degenerative medicine,,,,,,,,,,,,,,,,,,,,,,
Apheresis,,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,,2.0,,,,1.0,3.0,2.0,1.0,6.0,3.0,3.0,
Artificial womb,,,,,,,,,,,,,,,,,,,,,,
Bio Ink,,32.0,45.0,57.0,64.0,74.0,71.0,68.0,71.0,104.0,97.0,91.0,74.0,65.0,60.0,60.0,67.0,77.0,86.0,100.0,88.0,
Biomimetic Nanocoagulation,,,,,,,,,,,,,,,,,,,,,,
Biosensor,,12.0,19.0,18.0,23.0,25.0,33.0,32.0,36.0,34.0,46.0,28.0,36.0,43.0,49.0,51.0,48.0,44.0,48.0,47.0,53.0,
Breath analysis,,2.0,3.0,1.0,1.0,,1.0,1.0,,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,
Cancer biomarker,,,,,,2.0,3.0,5.0,4.0,14.0,15.0,14.0,12.0,10.0,7.0,8.0,3.0,5.0,4.0,5.0,7.0,
Capsule endoscopy,,,,,,1.0,,1.0,,3.0,6.0,4.0,1.0,1.0,,,,2.0,2.0,,,
Cortical implant,,,,,,,,,,,,,,,,,,,,,,
De-extinction,,,,,,,,,,,,,,,,,,,,,,
DNA-templated organic synthesis,,,,,,,,,,,,,,,,,,,,,,
Drug-eluting stent,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,3.0,
Electroanalgesia,,,,,,,,,,,,,,,,,,,,,,
Electronic nose,,1.0,,,,,,,,,,,,,,,,,,,,
Head transplant,,,,,,,,,,,,,,,,,,,,,,
Intelligent toilet,,,,,,,,,,,,,,,,,,,,,,
Jet injector,,,,,,,,,,,,,,,,,,,,,,
Lab-on-a-chip,,1.0,2.0,3.0,5.0,6.0,7.0,14.0,12.0,16.0,10.0,9.0,5.0,3.0,2.0,3.0,3.0,5.0,6.0,5.0,4.0,
Microelectromechanical systems,,4.0,9.0,10.0,17.0,16.0,12.0,14.0,7.0,14.0,14.0,15.0,12.0,11.0,10.0,9.0,4.0,2.0,3.0,3.0,4.0,
Microfluidics,,5.0,10.0,11.0,10.0,13.0,18.0,25.0,20.0,40.0,38.0,24.0,38.0,43.0,47.0,45.0,52.0,54.0,63.0,68.0,54.0,
Molecular electronics,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
Nanorobotics,,,,,,,,,1.0,,2.0,,,,,,,1.0,1.0,1.0,1.0,
Neuron Control,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,
Neuroprosthetics,,,,,,3.0,2.0,2.0,2.0,4.0,5.0,10.0,7.0,9.0,8.0,3.0,1.0,2.0,3.0,3.0,4.0,
Nutritional genomics,,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,2.0,2.0,,,,,
Omni Processor,,,,,,,,,,,,,,,,,,,,,,
OOKP,,,,,,,,,,,,,,,,,,,,,,
Organ-on-a-Chip,,,,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,3.0,
Photoacoustic imaging,,,,,,,,2.0,6.0,8.0,4.0,6.0,5.0,4.0,5.0,5.0,10.0,8.0,7.0,11.0,14.0,
Plasma Medicine,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,
Point of care automated analyser,,,,,,,,,,,,,,,,,,,,,,
Portable water purification,,,,,,,,,,,,,,,,,,,,,,
Powered exoskeleton,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,1.0,1.0,
Protein Structure Prediction,,2.0,1.0,3.0,3.0,3.0,4.0,5.0,7.0,13.0,11.0,10.0,6.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,5.0,
Rapid diagnostic test,,,,,,,,,,1.0,,1.0,,,,1.0,,,1.0,5.0,2.0,
Real-time polymerase chain reaction,,,,1.0,1.0,1.0,5.0,6.0,6.0,6.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,
Regenerative Medicine,,6.0,6.0,12.0,20.0,26.0,37.0,44.0,58.0,135.0,159.0,149.0,144.0,110.0,132.0,129.0,105.0,138.0,155.0,168.0,165.0,
Sensory substitution,,,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,
Single Cell Analysis,,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,6.0,10.0,17.0,16.0,23.0,26.0,33.0,35.0,51.0,64.0,61.0,
Stasis Chamber,,,,,,,,,,,,,,,,,,,,,,
Synthetic Blood,,4.0,5.0,2.0,3.0,1.0,5.0,7.0,7.0,8.0,6.0,3.0,3.0,,1.0,1.0,2.0,1.0,,,,
Theranostic Wound Care,,1.0,,,,,,,,,,,,6.0,15.0,29.0,76.0,140.0,213.0,274.0,285.0,
Transdermal optical imaging,,,,,,,,,,,,,,,,,,,,,,
Active camouflage,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,
Active noise control,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,
Automatic identification of suspicious activity,,,,,,,,,,,,,,,,,,,,,,
Cloaking device,,,,,,,,,,,,,,,,,,,,,,
Coilgun,,,,,,,,,,,,,,,,,,,,,,
Compact Kinetic Energy Missile,,,,,,,,,,,,,,,,,,,,,,
DART ammunition,,,,,,,,,,,,,,,,,,,,,,
Delay-line oscillator,,,,,,,,,,,,,,,,,,,,,,
Electrolaser,,,,,,,,,,,,,,,,,,,,,,
Electroshock weapon,,,,,,,,,,,,,,,,,,,,,,
Electrothermal-chemical technology for propellants,,,,,,,,,,,,,,,,,,,,,,
EMP weapon,,,,,,,,,,,,,,,,,,,,,,
Explosively pumped flux compression generator,,,,,,,,,,,,,,,,,,,,,,
Force Field,,15.0,8.0,4.0,2.0,12.0,10.0,13.0,12.0,14.0,13.0,15.0,8.0,8.0,10.0,5.0,9.0,11.0,12.0,7.0,4.0,
Homodyne detection,,,,,,,,,,,,,,,,,,,,,,
HPM weapons,,,,,,,,,,,,,,,,,,,,,,
Hypersonic weapon,,,,,,,,,,,,,,,,,,,,,,
Kinetic bombardment,,,,,,,,,,,,,,,,,,,,,,
Kinetic energy penetrator,,,,,,,,,,,,,,,,,,,,,,
Laser weapon,,,,,,,,,,,,,,,,,,,,,,
Lidar,,,,,,,,,,,1.0,,1.0,,,,,1.0,1.0,1.0,,
MAHEM,,,,,,,,,,,,,,,,,,,,,,
Metamaterial cloaking,,,,,,,,,,,,,,,,,,,,,,
