y,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Exascale computing,,,,,,,,,,,1.0,4.0,5.0,3.0,3.0,94.0,65.0,98.0,120.0,119.0,52.0,
Extreme ultraviolet lithography,,,,,,,,,1.0,1.0,,2.0,2.0,8.0,3.0,120.0,106.0,152.0,336.0,317.0,91.0,
Facial recognition,,,,,,,,,16.0,41.0,46.0,126.0,141.0,141.0,225.0,3861.0,3166.0,11861.0,10284.0,9974.0,5638.0,4.0
General-purpose computing on graphics processing units,,,,,,,,,3.0,8.0,4.0,5.0,9.0,9.0,8.0,65.0,41.0,49.0,79.0,48.0,37.0,
GPT-4,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,15.0,
Haptic technology,,,,,,,,,3.0,2.0,3.0,8.0,10.0,15.0,27.0,606.0,354.0,385.0,404.0,547.0,404.0,
Holographic data storage,,,,,,,,,,,,,,,,4.0,11.0,7.0,20.0,6.0,,
Hyper CD-ROM,,,,,,,,,,,,,,,,,,,,,,
In-memory processing,,,,,,,,,2.0,,,2.0,3.0,11.0,8.0,78.0,79.0,42.0,21.0,32.0,19.0,
In-storage processing,,,,,,,,,,,,,,,,9.0,,1.0,4.0,2.0,2.0,
Indoor positioning system,,,,,,,,,,1.0,,,1.0,4.0,3.0,8.0,18.0,24.0,26.0,43.0,4.0,
Internet of things,,,,,,,,,1.0,12.0,24.0,25.0,300.0,490.0,4138.0,112437.0,31534.0,29001.0,27720.0,18558.0,7329.0,3.0
Li-Fi,,,,,,,,,,,,,2.0,5.0,4.0,254.0,429.0,261.0,319.0,275.0,85.0,
Machine translation,,,,,,,,,3.0,7.0,5.0,13.0,22.0,12.0,18.0,163.0,306.0,396.0,422.0,444.0,354.0,
Machine vision,,,,,,,,,1.0,6.0,7.0,10.0,15.0,30.0,49.0,731.0,796.0,1061.0,1612.0,1130.0,576.0,
Nanoradio,,,,,,,,,,,,,,,,1.0,,,,,,
Natural Language Processing,,,,,,,,,6.0,6.0,11.0,9.0,30.0,29.0,60.0,791.0,1146.0,1631.0,2337.0,1959.0,1329.0,
Neural Networks,,,,,,,,,4.0,10.0,12.0,10.0,31.0,27.0,116.0,1026.0,1791.0,2846.0,3620.0,3037.0,1591.0,
Neural-sensing headset,,,,,,,,,,,,,,,,,,,,,,
next gen web search,,,,,,,,,,,,,,,,,,,,,,
Open source model,,,,,,,,,2.0,2.0,6.0,2.0,4.0,3.0,7.0,66.0,29.0,53.0,42.0,25.0,28.0,
Optical computing,,,,,,,,,1.0,2.0,1.0,6.0,4.0,4.0,,72.0,34.0,11.0,67.0,44.0,21.0,
Quantum algorithm,,,,,,,,,,,1.0,,1.0,2.0,2.0,15.0,34.0,33.0,32.0,50.0,36.0,
Quantum computing hardware,,,,,,,,,4.0,10.0,18.0,13.0,34.0,35.0,62.0,1996.0,1217.0,2187.0,2781.0,3610.0,2041.0,
Quantum cryptography,,,,,,,,,2.0,2.0,6.0,1.0,12.0,11.0,30.0,151.0,61.0,178.0,263.0,195.0,122.0,
Semantic Web,,,,,,,,,31.0,37.0,35.0,20.0,28.0,22.0,28.0,150.0,86.0,90.0,100.0,43.0,33.0,
Silicon laser for communication,,,,,,,,,,,,,,,,,,,,,,
Smartphone,,,,,,,,,196.0,506.0,1496.0,2819.0,5509.0,7357.0,22868.0,136819.0,113533.0,86282.0,81295.0,86335.0,50099.0,18.0
Spatial computing,,,,,,,,,,,,,,1.0,,3.0,21.0,24.0,104.0,261.0,132.0,
Streaming television,,,,,,,,,14.0,29.0,51.0,61.0,77.0,123.0,165.0,4302.0,3126.0,2670.0,1586.0,2978.0,1067.0,
Subvocal recognition,,,,,,,,,,,,,,,,,,,,,,
Ultradense Molecular Memory,,,,,,,,,,,,,,,,,,,,,,
Vehicular communication systems,,,,,,,,,2.0,4.0,3.0,6.0,12.0,15.0,52.0,823.0,642.0,674.0,398.0,395.0,123.0,
Virtual reality applications,,,,,,,,,,2.0,1.0,1.0,4.0,3.0,6.0,259.0,355.0,392.0,378.0,366.0,172.0,
Visible Light Communication,,,,,,,,,,,,1.0,,1.0,1.0,155.0,102.0,110.0,120.0,50.0,30.0,
wi-fi 6,,,,,,,,,,,,,,,,3.0,1.0,5.0,294.0,3019.0,2785.0,3.0
wi-fi 7,,,,,,,,,,,,,,1.0,,3.0,3.0,1.0,4.0,15.0,9.0,
AI Arbitration,,,,,,,,,,,,,,,,,,,,,1.0,
Digital forensics tools,,,,,,,,,,,,,,,1.0,,2.0,3.0,5.0,15.0,4.0,
Document automation,,,,,,,,,,,1.0,,1.0,3.0,4.0,138.0,53.0,49.0,94.0,54.0,90.0,
Intelligent Knowledge Management,,,,,,,,,,,,,,,,,15.0,2.0,4.0,13.0,2.0,
Aerogel,,,,,,,,,,5.0,6.0,5.0,2.0,7.0,22.0,282.0,298.0,225.0,406.0,335.0,147.0,
Amorphous metal,,,,,,,,,1.0,,,6.0,3.0,3.0,12.0,52.0,53.0,83.0,163.0,53.0,36.0,
Bioplastic,,,,,,,,,,4.0,4.0,5.0,9.0,6.0,6.0,213.0,199.0,262.0,564.0,417.0,134.0,
Carbon nanotube,,,,,,,,,24.0,51.0,50.0,70.0,85.0,108.0,134.0,2005.0,1462.0,1297.0,1315.0,999.0,637.0,
Conductive polymer,,,,,,,,,,1.0,2.0,2.0,6.0,4.0,3.0,138.0,136.0,121.0,123.0,115.0,62.0,
Cryogenic treatment,,,,,,,,,,,,,,,,4.0,,5.0,1.0,6.0,,
Dynamic Armor,,,,,,,,,,,,,,,,1.0,7.0,,,,,
Eutectic system,,,,,,,,,,,,,,,,1.0,,12.0,15.0,,,
Fast-ion Conductors,,,,,,,,,,,,,,,1.0,,,,2.0,3.0,,
Fullerene,,,,,,,,,,1.0,2.0,4.0,1.0,7.0,6.0,173.0,117.0,92.0,159.0,109.0,84.0,
Gallium Nitride semiconductor,,,,,,,,,,1.0,,,,1.0,,12.0,5.0,21.0,15.0,14.0,2.0,
Graphene,,,,,,,,,13.0,24.0,52.0,69.0,134.0,199.0,452.0,5769.0,4771.0,4124.0,4591.0,4045.0,2019.0,
Graphene Oxide dough,,,,,,,,,,,3.0,,1.0,12.0,24.0,247.0,334.0,378.0,436.0,434.0,214.0,
High Entropy Alloys,,,,,,,,,,,,,,,1.0,19.0,32.0,19.0,69.0,67.0,23.0,
Magnetic nanoparticles,,,,,,,,,3.0,,2.0,1.0,3.0,4.0,4.0,167.0,137.0,129.0,145.0,168.0,97.0,
Magnetorheological fluid,,,,,,,,,,,,,,,,4.0,4.0,7.0,3.0,11.0,2.0,
Metal foam,,,,,,,,,,,,2.0,,,1.0,29.0,50.0,50.0,63.0,38.0,15.0,
Metamaterial,,,,,,,,,3.0,9.0,4.0,7.0,10.0,14.0,36.0,299.0,284.0,307.0,268.0,258.0,155.0,
Multi-function structure,,,,,,,,,,,,,,,,,,,,,,
