,Agricultural robot,Closed ecological system,Cultured meat,Genetically modified food,Genetically modified organism,Meat analogue,Carbon capture and storage,Carbon dioxide removal,Gasoline from Carbon Dioxide,4D printing,Claytronics,"Electron-beam additive manufacturing, or electron-beam melting (EBM)",Life-cycle assessment,Radio-frequency identification,Robot end effector,Gamifying education,Intelligent tutoring system,Learning Management System,Dynamic inductive charging,E-textiles,Holography,laser diode headlights,Laser video display,Memristor,Phonon laser,Spintronics,Three-dimensional integrated circuit,Virtual retinal display,Volumetric display,Biomass to liquid,Combined Cycle Gas Turbine Plant,Electric vehicle battery fast charge,Fourth-generation biofuel,Gasification,Lead-cooled fast reactor,Lithium ion battery,Lithium iron phosphate battery,Modular Reactors,Molten salt reactor,Organic solar cell,Perovskite solar cell,Proton Battery,Smart grid,Supercapacitor,Triboelectric Nanogenerator,Foundation garment,Haptic feedback systems,Wearable journalism,Cryptocurrency,Stablecoin,Cryonics,Extreme Life extension,5g,6G,Ambient intelligence,Artificial general intelligence,Automatic AI debugging,Cloud computing,Deep learning,Digital image segmentation,Distributed ledger,DNA Computing,Embedded systems in substrate,Extreme ultraviolet lithography,General-purpose computing on graphics processing units,Gesture recognition,Haptic technology,Indoor positioning system,Internet of things,Li-Fi,Machine translation,Nanoradio,Natural Language Processing,Quantum algorithm,Quantum computing hardware,Quantum cryptography,Semantic Web,Smartphone,Streaming television,Vehicular communication systems,Wi-Fi 6,Intelligent Knowledge Management,Aerogel,Bioplastic,Carbon nanotube,Conductive polymer,Fullerene,Gallium Nitride semiconductor,Graphene,Graphene Oxide dough,Metamaterial,Nanocrystal,Photonic Metamaterial,Quantum dot,Shape-memory alloy,Augmented reality,Brain-computer interface,Computer-generated imagery,e-Reader,Extended Reality,Hyper-personalized Intelligence,Mixed Reality,Video tracking,Virtual reality,3D Bioprinting,Biosensor,Breath analysis,Capsule endoscopy,Microelectromechanical systems,Microfluidics,Molecular electronics,Nanorobotics,Neuroprosthetics,Powered exoskeleton,Protein Structure Prediction,Synthetic Blood,Active noise control,Electroshock weapon,Electrothermal-chemical technology for propellants,EMP weapon,HPM weapons,Laser weapon,Lidar,Quadcopter,Railgun,Sonic weapon,Teslaphoresis,Closed system drug transfer device,DNA repair,Electronic cigarette,Gene Editing,ISCOM,Molecular Inversion Probe,Phage therapy,Structurally nanoengineered antimicrobial polypeptide polymers,Ion thruster,Miniaturized satellite,Reusable launch system,Skyhook,Space elevator,Spaceplane,Suborbital launch,Autonomous vehicle,Electric vehicle,Fuel cell,Fuel cell vehicle,Hoverbike,Hydrogen vehicle,Hyperloop,Intelligent transportation system,Jetpack,Maglev,PAV,Personal rapid transit,Rapid transit,Supersonic transport,Vactrain,VTOL
2005-Apr,0.0,0.00026133542401672545,0.0,0.0,0.00026133542401672545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003397360512217431,0.0,0.0,0.0,0.0,0.0,0.0,0.00026133542401672545,0.0007840062720501764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004704037632301058,0.0,0.0,0.00026133542401672545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015680125441003528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031360250882007056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026133542401672546,0.0,0.0,0.0,0.0,0.0,0.00026133542401672545,0.0015680125441003528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005226708480334509,0.0,0.0,0.0
2005-Aug,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038739669421487604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001506542699724518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004089187327823692,0.0,0.0,0.00021522038567493114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001506542699724518,0.0,0.0,0.0,0.0,0.00021522038567493114,0.0,0.0,0.00021522038567493114,0.0,0.0,0.0,0.0,0.0,0.0,0.001506542699724518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021522038567493114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043044077134986227,0.0,0.0,0.0,0.0,0.0,0.00021522038567493114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021522038567493114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010761019283746557,0.00043044077134986227,0.0,0.0
2005-Dec,0.0,0.0007271493322345299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001696681775213903,0.0,0.0,0.00024238311074484332,0.0,0.0,0.0,0.0,0.0026662142181932765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024238311074484332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004120512882662336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024238311074484332,0.0,0.0,0.0,0.0,0.0,0.0,0.00024238311074484332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024238311074484332,0.0,0.0,0.0036357466611726496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024238311074484332,0.0,0.0,0.0,0.0,0.00024238311074484332,0.0,0.0,0.0
2005-Feb,0.0,0.0002795248078266946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005031446540880503,0.0,0.0,0.0005590496156533892,0.0,0.0,0.0,0.0,0.0005590496156533892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005590496156533892,0.0,0.0,0.0,0.0,0.006429070580013976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005590496156533892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005590496156533892,0.0,0.008665269042627533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005590496156533892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002795248078266946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005590496156533892,0.0,0.0,0.0,0.0,0.0011180992313067784,0.0,0.0,0.0
2005-Jan,0.0,0.0077006824397886295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002655407737858148,0.0,0.0,0.0002655407737858148,0.0,0.0,0.0,0.0,0.0031864892854297777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023898669640723333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002920948511643963,0.0,0.0,0.0,0.0,0.0,0.0,0.0002655407737858148,0.0,0.0,0.0002655407737858148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005310815475716296,0.0,0.0,0.0,0.0,0.0,0.0002655407737858148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005310815475716296,0.0,0.0,0.0,0.0,0.0015932446427148889,0.0,0.0,0.0
2005-Jul,0.0,0.0002463600305486438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004927200610972876,0.0,0.0,0.0002463600305486438,0.0,0.0,0.0,0.0007390800916459313,0.0014781601832918627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002463600305486438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003941760488778301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009854401221945752,0.0,0.0,0.0,0.0,0.0,0.0,0.0002463600305486438,0.0,0.0,0.0,0.0002463600305486438,0.0,0.0,0.0,0.0,0.0,0.0,0.0002463600305486438,0.0,0.0,0.006405360794264739,0.0,0.0,0.0,0.0,0.0,0.0,0.0002463600305486438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004927200610972876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002463600305486438,0.0,0.0,0.0,0.0,0.0002463600305486438,0.0,0.0,0.0,0.0,0.0009854401221945752,0.0,0.0,0.0
2005-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00317225335730147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008459342286137253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021148355715343132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003806704028761764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010574177857671566,0.00042296711430686265,0.0,0.0,0.0,0.0,0.00021148355715343132,0.00021148355715343132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004018187585915195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042296711430686265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042296711430686265,0.00042296711430686265,0.0,0.0
2005-Mar,0.0,0.0002248504744345011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003147906642083015,0.0,0.0,0.0002248504744345011,0.0,0.0,0.0,0.0,0.0006745514233035033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004272159014255521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004497009488690022,0.0,0.0008994018977380044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005846112335297028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008994018977380044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004497009488690022,0.0,0.0,0.0,0.0,0.0,0.0002248504744345011,0.0013491028466070065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004497009488690022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004497009488690022,0.0,0.0,0.0,0.0,0.0002248504744345011,0.0,0.0,0.0,0.0,0.0004497009488690022,0.0,0.0,0.0
2005-May,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024845492096027826,0.0,0.0,0.0,0.0,0.0,0.0,0.0006211373024006956,0.0009317059536010435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003105686512003478,0.0,0.0,0.0003105686512003478,0.0,0.004037392465604522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003105686512003478,0.0,0.0006211373024006956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00434796111680487,0.0,0.0,0.0,0.0,0.0,0.0,0.0003105686512003478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006211373024006956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009317059536010435,0.0006211373024006956,0.0,0.0
2005-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011728370929277923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003909456976425974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005082294069353767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007818913952851948,0.0,0.0,0.0,0.0,0.0,0.0,0.0001954728488212987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001954728488212987,0.0,0.0,0.0025411470346768834,0.0,0.0,0.0,0.0001954728488212987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003909456976425974,0.0,0.0,0.0,0.0,0.0,0.0,0.0005864185464638962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001954728488212987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001954728488212987,0.0,0.0,0.0,0.0,0.0003909456976425974,0.0003909456976425974,0.0,0.0
2005-Oct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002391257562352041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011956287811760206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004782515124704082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023912575623520412,0.0,0.0016738802936464288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004782515124704082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047825151247040824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047825151247040824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023912575623520412,0.0,0.0,0.0,0.0,0.0,0.00023912575623520412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009565030249408165,0.0,0.0,0.0
2005-Sep,0.0,0.0008033419023136247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013389031705227077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010711225364181663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005355612682090831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026778063410454157,0.0,0.0,0.0,0.0,0.0021422450728363325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005355612682090831,0.0,0.00026778063410454157,0.0,0.0005355612682090831,0.0,0.0,0.0,0.0016066838046272494,0.00026778063410454157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006426735218508998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016066838046272494,0.0,0.0,0.0,0.0,0.0,0.00026778063410454157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026778063410454157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026778063410454157,0.0,0.0,0.0,0.0,0.00026778063410454157,0.0,0.0,0.0,0.0,0.0005355612682090831,0.0,0.0,0.0
2006-Apr,0.0,0.0002263006630609428,0.0,0.0,0.0002263006630609428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004526013261218856,0.0,0.0,0.0,0.0002263006630609428,0.0,0.0,0.0,0.0013578039783656568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002263006630609428,0.0,0.0,0.0,0.0,0.006562719228767341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013578039783656568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011315033153047138,0.0,0.0,0.0,0.0,0.0,0.0,0.0002263006630609428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004526013261218856,0.0,0.0,0.0004526013261218856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002263006630609428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004526013261218856,0.0,0.0,0.0
2006-Aug,0.0,0.00019864523946683615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007945809578673446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007945809578673446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019864523946683615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005363421465604577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019864523946683615,0.0,0.0,0.0003972904789336723,0.0,0.0,0.0,0.0,0.0,0.00019864523946683615,0.0,0.0,0.0,0.00019864523946683615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00258238811306887,0.0003972904789336723,0.0,0.0,0.0,0.0,0.0,0.0003972904789336723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019864523946683615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019864523946683615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009932261973341807,0.0,0.0,0.0
2006-Dec,0.0,0.0008136199987795699,0.0,0.0,0.00020340499969489248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038646949942029575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016272399975591398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040680999938978496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006102149990846775,0.0,0.0,0.00020340499969489248,0.0,0.0034578849948131724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040680999938978496,0.0008136199987795699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020340499969489248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008136199987795699,0.00020340499969489248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020340499969489248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020340499969489248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-Feb,0.0,0.00020454498967047803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020454498967047803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010227249483523901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040908997934095605,0.0,0.0,0.0,0.0,0.005318169731432429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020454498967047803,0.0,0.0,0.0,0.0,0.0,0.0,0.00020454498967047803,0.0,0.0,0.0,0.00020454498967047803,0.0,0.0,0.0,0.0,0.0,0.0,0.00020454498967047803,0.0,0.0,0.006749984659125775,0.0,0.0,0.0,0.00020454498967047803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006136349690114341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020454498967047803,0.0,0.0,0.0,0.0,0.0,0.0,0.00020454498967047803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006136349690114341,0.0,0.0,0.0
2006-Jan,0.0,0.00751488525348286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028903404821087925,0.0,0.0,0.0,0.0001926893654739195,0.0,0.0,0.0,0.000770757461895678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001926893654739195,0.0,0.0,0.0001926893654739195,0.0,0.005395302233269746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000385378730947839,0.000385378730947839,0.000385378730947839,0.0,0.0,0.0,0.0,0.000385378730947839,0.0,0.0,0.0,0.0001926893654739195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001541514923791356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000385378730947839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000385378730947839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000770757461895678,0.0,0.0,0.0
