"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Segmentation application in telecommunications","A. Chorianopoulos",NA,"Effective CRM using Predictive Analytics","","2016","","","332","359","This chapter presents a behavioral segmentation case study in the telephony industry. The business objective of this example is the identification of actionable customer groupings based on behavioral characteristics. The case study is presented using IBM SPSS Modeler and RapidMiner.","","9781119011569","10.1002/9781119011583.ch8","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067182.pdf&bkn=10066952&pdfType=chapter","","Behavioral sciences;Telephony;Mobile handsets;Data models;Internet;Contracts;Statistics","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Bias in data linkage studies","M. Bohensky",NA,"Methodological Developments in Data Linkage","","2016","","","63","82","In data linkage studies, selection bias can occur if the records of certain subgroups of individuals have different linkage rates to other groups. These differences in the accuracy of linkage (‘linkage errors’) may impact the assessment of study outcomes if people from certain groups are more or less likely to have the risk factors or outcomes of interest. This chapter explores some of the common issues affecting quality in the data linkage process. The types of linkage errors discussed in the chapter are: missed matches from missing linkage variables, missed matches from inconsistent case ascertainment, and false matches. The chapter presents a narrative review of the literature describing how the limitations of data linkage can impact the quality of research findings. It provides some recommendations for practice to improve the linkage process and the interpretation of results based on linked data.","","9781119072461","10.1002/9781119072454.ch4","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821259.pdf&bkn=9820796&pdfType=chapter","","Couplings;Ink;Sensitivity;Cancer;Statistics;Sociology;Systematics","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Other titles from iSTE in Information Systems, Web and Pervasive Computing","A. Vitalis",NA,"The Uncertain Digital Revolution","","2016","","","G1","G6","","","9781119340867","10.1002/9781119341277.oth","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821403.pdf&bkn=9820801&pdfType=chapter","","","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Front Matter","I. Faynberg; H. -L. Lu; D. Skuler",NA; NA; NA,"Cloud Computing: Business Trends and Technologies","","2016","","","i","xii","The prelims comprise:   Half Title   Title   Copyright   Contents   About the Authors   Acknowledgments  ","","9781118736081","10.1002/9781118736074.fmatter","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821365.pdf&bkn=9820784&pdfType=chapter","","","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Glossary","J. -L. Leignel; T. Ungaro; A. Staar",NA; NA; NA,"Digital Transformation: Information System Governance","","2016","","","129","135","","","9781119377900","10.1002/9781119377986.app3","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821339.pdf&bkn=9820805&pdfType=chapter","","","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Security Over Liberty","A. Vitalis",NA,"The Uncertain Digital Revolution","","2016","","","21","40","Searching for a balance between security and liberty is becoming more and more complex with the passing of time. The European Council Agreement of 1981 on the protection of data dedicate an article to files concerning the security of the State and public security, the principles defined within this article being of great importance. After the Twin Tower attacks, the American State became a State of global surveillance, viewing security as a major priority superior to the respect of individual freedoms. The Patriot Act, passed by Congress after the September 11 attacks, demanded the use of a secure machine for reading passports in order to enter U.S. territory, especially pertinent for the 27 countries previously exempt from visas. The European Union and the States that form part of it complied with U.S. requirements without hesitation as they themselves had acquired biometric equipment in their fight against illegal immigration and criminality.","","9781119340867","10.1002/9781119341277.ch2","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821146.pdf&bkn=9820801&pdfType=chapter","","Security;Law enforcement;Regulation;Inspection;Information technology;Government;Force","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Privacy‐preserving record linkage","R. Schnell",NA,"Methodological Developments in Data Linkage","","2016","","","201","225","Privacy‐preserving analysis techniques in general and specifically privacy‐preserving record linkage (PPRL) have become active fields of research in computer science, statistics and fields such as epidemiology, health service research and survey methodology. This chapter describes the current available techniques which are suitable for large population databases. It provides a description of the most basic and widely used standard scenario for PPRL: the use of a trusted third party with error‐free identification numbers. Next, a short description of most widely discussed PPRL techniques is given. Then, the chapter concentrates on a frequently used technique: Bloom filter‐based PPRL. Files beyond about 50 000 records need special techniques, since not all possible pairs in a record linkage process can be computed. The set of available techniques for such databases is described, and some comparisons to older techniques are reported. Currently known attacks on PPRL protocols, and countermeasures against these attacks are described.","","9781119072461","10.1002/9781119072454.ch9","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821228.pdf&bkn=9820796&pdfType=chapter","","Couplings;Databases;Codes;Cryptography;Phonetics;Hospitals;Protocols","","","","2","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Operations, Management, and Orchestration in the Cloud","I. Faynberg; H. -L. Lu; D. Skuler",NA; NA; NA,"Cloud Computing: Business Trends and Technologies","","2016","","","245","311","In the first section of this chapter we discuss the evolution of the concept of orchestration in the IT industry – where the concept was actually born at the turn of the century. In the second section, we review the discipline of network and operations management, with emphasis on the evolution of the operations support systems. Network management is used both in the enterprise and telecommunications industries, but naturally it originated in the telecom world. In the context of this discussion we will also review several widely implemented standards. The third section of the chapter synthesizes the above concepts in the context of Cloud, where hosted services (along with the appropriate orchestration tools) have been offered to an enterprise by the Cloud provider. As might be expected, there is not much in the way of history here – let alone standards – but the history is being made right now, at the time of this writing, and it is happening very fast with multiple open‐source initiatives! We do describe, as an example, the Amazon CloudFormation services, which have become the benchmark of the industry as a segue to the OpenStack orchestration. The fourth and last section of this chapter deals with the subject of identity and access management, the foundation for ensuring security.","","9781118736081","10.1002/9781118736074.ch7","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821201.pdf&bkn=9820784&pdfType=chapter","","Cloud computing;Instruments;Task analysis;Standards;Operating systems;Object oriented modeling;NIST","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"CPU Virtualization","I. Faynberg; H. -L. Lu; D. Skuler",NA; NA; NA,"Cloud Computing: Business Trends and Technologies","","2016","","","19","70","This chapter explains the concept of a virtual machine as well as the technology that embodies it. The chapter starts with the original motivation and a bit of history, and proceeds with the basics of the computer architecture, understanding what exactly program control means and how it is achieved. After addressing the architecture and program control, the chapter summarizes most relevant concepts and developments in the operating systems. The chapter culminates with the elucidation of the concept of the virtual machine where hypervisors, their services, their inner workings, and their security are explained.","","9781118736081","10.1002/9781118736074.ch3","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821508.pdf&bkn=9820784&pdfType=chapter","","Virtualization;Operating systems;Random access memory;Central Processing Unit;Registers;Computer architecture;Virtual machine monitors","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Economic Steering of IT Department","J. -L. Leignel; T. Ungaro; A. Staar",NA; NA; NA,"Digital Transformation: Information System Governance","","2016","","","123","128","","","9781119377900","10.1002/9781119377986.app2","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821322.pdf&bkn=9820805&pdfType=chapter","","","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Glossary","J. Henrotin",NA,"The Art of War in the Network Age: Back to the Future","","2016","","","187","190","","","9781119361350","10.1002/9781119361312.gloss","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821312.pdf&bkn=9820803&pdfType=chapter","","","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Biometrics and Videosurveillance","C. Guerrier",NA,"Security and Privacy in the Digital Era","","2016","","","69","88","Biometrics, which is based on the use of personal data, must follow principles of proportionality. There is a temptation for companies to use biometrics to control hours. Well aware of this need, some biometric companies are offering a 'working hour's management' option. Finger printing process, based on two biometric clocks that identify employees using their fingerprints, can be used for recording the amount of time worked. Most employers are favorable to the use of biometric systems to control the working hours of their employees. The development of videosurveillance results in a significant reduction in the freedom of movement, and increases distrust in civil society. The departmental commission instructs the application for authorization of videosurveillance systems, with the exception of systems relation to National Defense. In the context of the right of image, any person whose image has been recorded by a videosurveillance system has the right to request access to this image.","","9781119347323","10.1002/9781119347750.ch4","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821281.pdf&bkn=9820802&pdfType=chapter","","Fingerprint recognition;Security;Databases;Personnel;Companies;Museums;Airports","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Other titles from iSTE in Computer Engineering","J. -L. Leignel; T. Ungaro; A. Staar",NA; NA; NA,"Digital Transformation: Information System Governance","","2016","","","G1","G7","","","9781119377900","10.1002/9781119377986.oth","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821301.pdf&bkn=9820805&pdfType=chapter","","","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Understanding (1): Piercing the Fog of War in Fluid Spaces","J. Henrotin",NA,"The Art of War in the Network Age: Back to the Future","","2016","","","75","98","“Revolution” is primarily a techno‐strategic confrontation between several historical constants that it hopes to at least disperse, if not totally dissolve. The first constant is the Clausewitzian concept of “fog of war”. The second constant is an uncertainty and a deficit of structural ontological predictability. The combination of these constants, interconnected with matters of life and death, is specific to military operations and can be summarized by A. Wavell. The technological archaeo‐history demonstrates that the drive to control the chaos of war is expressed in what Laurent Henninger calls “fluid spaces” as opposed to “solid spaces”. Semi‐Automatic Ground Environment (SAGE) incorporated a series of innovations for the direct consequences on the processes of informationalization of armies, also in fluid spaces. The appearance of the system occurred while aerial defense had seen a small revolution with the appearance of detection systems on the effectors themselves.","","9781119361350","10.1002/9781119361312.ch4","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821475.pdf&bkn=9820803&pdfType=chapter","","Fluids;Chaos;Solids;Art;Uncertainty;Space vehicles;History","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Secondary analysis of linked data","R. Chambers; G. Kim",NA; NA,"Methodological Developments in Data Linkage","","2016","","","83","108","A common type of linked data analysis is regression analysis, where the underlying relationship between a response variable and a set of explanatory variables is explored by fitting a regression model to linked data. The bias correction ideas explored in Kim and Chambers were motivated by secondary analysis, in that these authors assume a model for linkage errors that only requires non‐sensitive summary information about the performance of the data linkage method. This chapter takes the same approach, using linear regression analysis to illustrate the basic ideas. It discusses measurement issues that result following a linking procedure: correct and incorrect links, and non‐links; and characterising errors from linkage and non‐linkage. The chapter describes the models for different types of linking errors: linkage errors under binary linking; linkage errors under multi‐linking; and incomplete linking. It illustrates the use of regression analysis for incomplete binary‐linked data and multi‐linked data.","","9781119072461","10.1002/9781119072454.ch5","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821366.pdf&bkn=9820796&pdfType=chapter","","Couplings;Registers;Analytical models;Linked data;Statistics;Sociology;Data models","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"WHOIS Servers","G. O. Bruen",NA,"WHOIS Running the Internet: Protocol, Policy, and Privacy","","2016","","","175","188","The purpose and function of a WHOIS record server are presented and explained. The chapter covers the various types of servers and their evolution from the original single WHOIS server on the early Internet. A step‐by‐step example of installing and configuring a WHOIS server is provided along with overviews of the basic components of a WHOIS server including the Port 43 listening service, or Daemon, and the WHOIS database. Policy requirements of WHOIS servers and security issues are also discussed.","","9781118985779","10.1002/9781118985786.ch6","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821207.pdf&bkn=9820791&pdfType=chapter","","Servers;Databases;Ports (computers);IP networks;Electronic mail;Internet;Hardware","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Conclusion","J. Henrotin",NA,"The Art of War in the Network Age: Back to the Future","","2016","","","183","186","","","9781119361350","10.1002/9781119361312.oth1","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821313.pdf&bkn=9820803&pdfType=chapter","","","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Protection of Personal Data","C. Guerrier",NA,"Security and Privacy in the Digital Era","","2016","","","29","38","Beyond the texts on fundamental freedoms, other important texts have appeared on the protection of personal data and computerized or automatic individual‐related data. The first reference text with an international scope is convention 108 from January 28, 1981 of the Council of Europe. The text refers to the protection of privacy and seeks to protect the transmission of personal data processed automatically. Convention 108 determines the ground rules in terms of protecting personal data. The work carried out by lawmakers and IT specialists in the Council of Europe has given a protective outline to personal data on the European continent. When the laws of two or more countries provide similar guarantees regarding the protection of privacy, information corresponding to personal data circulates freely. Personal data that are present in directories, printed or electronic, are limited to the identification of a single subscriber, unless the subscriber in question consents to the publishing of complementary information.","","9781119347323","10.1002/9781119347750.ch2","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821220.pdf&bkn=9820802&pdfType=chapter","","Europe;Object recognition;Privacy;Costs;Regulation;Law;Data privacy","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Challenges of Enterprise IS Governance","J. -L. Leignel; T. Ungaro; A. Staar",NA; NA; NA,"Digital Transformation: Information System Governance","","2016","","","11","19","Given the importance of the information system (IS) in the transformation of the company, the IS governance must naturally be part of the enterprise governance of the company and aim for the same goals. The main purpose is to ensure the future of the company developing it for the benefit of all stakeholders while protecting the value of the capital for the shareholders through greater transparency regarding business risks. The “IT risk” framework of the ISACA distinguishes the following three great risks related to the IS: the risks related to the recurring operation; the risks associated with projects; and the risks associated with the loss of business opportunities found in particular in the context of the digital transformation. The safety objectives at the “business” level can be distinguished as “security requirements” at the level of the components of the IS, namely the IT applications and the infrastructures.","","9781119377900","10.1002/9781119377986.ch2","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821286.pdf&bkn=9820805&pdfType=chapter","","Business;Companies;Information systems;Digital transformation;Stakeholders;Software;Risk management","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Index","G. O. Bruen",NA,"WHOIS Running the Internet: Protocol, Policy, and Privacy","","2016","","","331","340","","","9781118985779","10.1002/9781118985786.index","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821396.pdf&bkn=9820791&pdfType=chapter","","","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Index","C. Guerrier",NA,"Security and Privacy in the Digital Era","","2016","","","251","252","","","9781119347323","10.1002/9781119347750.index","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821180.pdf&bkn=9820802&pdfType=chapter","","","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"How Can the Maturity of Enterprise IS Governance be Improved?","J. -L. Leignel; T. Ungaro; A. Staar",NA; NA; NA,"Digital Transformation: Information System Governance","","2016","","","29","36","Without concealing the difficulty of Enterprise IS Governance (EISG), and without prejudging the sometimes significant efforts to be implemented in order to increase its level of maturity, it is important to face this challenge in the correct manner, maintaining a holistic approach, and to progress step by step in an incremental and pragmatic way. The method is based on an evaluation grid of the maturity of the company in terms of EISG structured around 11 improvement vectors, initially defined by the Institut de la Gouvernance SI (IGSI), a joint association between the AFAI and the CIGREF. The perimeter of EISG has been structured by the IGSI, in “11 vectors” covering domains considered as: strategic, operational and economic, and supporting. EISG is a dynamic and evolutionary approach. It responds primarily to management objectives that must take into account the enterprise's culture.","","9781119377900","10.1002/9781119377986.ch4","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821361.pdf&bkn=9820805&pdfType=chapter","","Companies;Best practices;Digital transformation;Information systems;Time factors;Service level agreements;Radar","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"The Sources of Law in the Field of Security Illustrate This Change","C. Guerrier",NA,"Security and Privacy in the Digital Era","","2016","","","91","111","States have always been attracted to notions of control and surveillance. This is also true for the most prominent agents involved in Economics and Finance. Technologies relating to information and communications, nanotechnology and the technologies involved in environmental industries and services fit perfectly in this unipolar and singlecentered world, where they take up a role of mass surveillance and monitoring. In this backdrop of heightened surveillance, video surveillance, more than ever, played an eminent role in the United Kingdom. Video surveillance systems could be biometric or vocal. Experiments were carried out and exploited. Local authorities in Newham have possessed a video surveillance system since 1998 that was capable of facial recognition from a police database of known criminals and delinquents. It is the police agents and officers and not the legal persons eminent in video surveillance that are responsible for installing the devices.","","9781119347323","10.1002/9781119347750.ch5","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821179.pdf&bkn=9820802&pdfType=chapter","","Security;Surveillance;Law;Libraries;Databases;Telephone sets;Privacy","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Appendix B","G. O. Bruen",NA,"WHOIS Running the Internet: Protocol, Policy, and Privacy","","2016","","","293","330","","","9781118985779","10.1002/9781118985786.app2","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821437.pdf&bkn=9820791&pdfType=chapter","","","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Bibliography","A. Vitalis",NA,"The Uncertain Digital Revolution","","2016","","","107","115","","","9781119340867","10.1002/9781119341277.biblio","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821446.pdf&bkn=9820801&pdfType=chapter","","","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"The data linkage environment","C. Dibben; M. Elliot; H. Gowans; D. Lightfoot",NA; NA; NA; NA,"Methodological Developments in Data Linkage","","2016","","","36","62","This chapter gives an introduction to the data linkage environment. It starts with an exploration of the law and the linkage of personal data, outlining why a special data linkage environment is a legal necessity. The key elements of the environment that may allow a data stewardship organisation to assert that data are functionally anonymous is then outlined. The main ways that these elements are organised into models is then identified. Looking across existing centres around the world, a number of the ‘archetypal’ models for data access and data linkage can be identified. The chapter provides an outline of these models outlined. Finally, four case studies from different parts of the world are discussed. These relate to population data of British Columbia, the Secure Anonymised Information Linkage (SAIL) Databank of the U.K., Centre for Data Linkage (CDL) of Australia, and Centre for Health Record Linkage (CHeReL), Australia.","","9781119072461","10.1002/9781119072454.ch3","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9823378.pdf&bkn=9820796&pdfType=chapter","","Couplings;Law;Data protection;Legislation;Sociology;Regulation;Shape","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Bibliography","J. Henrotin",NA,"The Art of War in the Network Age: Back to the Future","","2016","","","191","215","","","9781119361350","10.1002/9781119361312.biblio","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821412.pdf&bkn=9820803&pdfType=chapter","","","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Selected Topics","I. Faynberg; H. -L. Lu; D. Skuler",NA; NA; NA,"Cloud Computing: Business Trends and Technologies","","2016","","","313","354","","","9781118736081","10.1002/9781118736074.app1","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821405.pdf&bkn=9820784&pdfType=chapter","","","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
