"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Step 5: Data‐First Marketing Staffing and Culture","J. D. Miller; J. Lim; D. M. Scott",NA; NA; NA,"Data-First Marketing: How To Compete and Win In the Age of Analytics","","2020","","","173","194","This chapter examines how to build one's data‐first marketing team. It starts with marketing leadership promoting the data‐first marketing strategy as the new standard. Marketing leadership sets the norms for the marketing team. As a person assesses each team member for a data‐first marketing transformation in his/her own organization, he/she looks for both hard and soft skills in the required skillset. After evaluating employees' hard and soft skills, he/she will divide staff into three groups to categorize the marketing team members: has the required skills; does not have the skills needed but could likely be trained/coached to develop the skills; and does not have the skills needed and could not be trained. The chapter covers how to evaluate skills and how to train and coach various skills and then empower one's team to take action on the data they analyze.","","9781119701262","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10013985.pdf&bkn=10013929&pdfType=chapter","","Leadership;Companies;Buildings;Planning;Cultural differences;Training;Terminology","","","","","","","","10 Jan 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Bibliography","J. D. Miller; J. Lim; D. M. Scott",NA; NA; NA,"Data-First Marketing: How To Compete and Win In the Age of Analytics","","2020","","","203","207","","","9781119701262","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10013954.pdf&bkn=10013929&pdfType=chapter","","","","","","","","","","10 Jan 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Data‐First Marketing: Transforming Your Marketing Organization","J. D. Miller; J. Lim; D. M. Scott",NA; NA; NA,"Data-First Marketing: How To Compete and Win In the Age of Analytics","","2020","","","41","48","Data‐first marketing is a new marketing strategy that focuses on intelligently utilizing the vast amount of marketing data available today in order to create true competitive advantage in any industry. It combines data‐driven marketing with business strategy and goals and requires a top‐down transformation of people, processes, technology, data, and culture. Adoption of data‐driven marketing for business‐to‐consumer (B2C) companies is well documented, and the further it develops with the aid of big data and artificial intelligence, the more data‐driven marketing in the B2C sphere will change from a unique competitive advantage into a requirement to compete. Marketing data analytics is the new battleground for marketers today. Adopting data‐first marketing not only positions marketers for success now, but also develops valuable skills that are scarce and will be increasingly sought after in the job market as all companies will go down this path.","","9781119701262","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10014005.pdf&bkn=10013929&pdfType=chapter","","Data analysis;Companies;Measurement;Stakeholders;Navigation;Internet;Industries","","","","","","","","10 Jan 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"About the Authors","J. D. Miller; J. Lim; D. M. Scott",NA; NA; NA,"Data-First Marketing: How To Compete and Win In the Age of Analytics","","2020","","","213","213","","","9781119701262","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10013989.pdf&bkn=10013929&pdfType=chapter","","","","","","","","","","10 Jan 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Data Levels the Playing Field: Lessons from Moneyball","J. D. Miller; J. Lim; D. M. Scott",NA; NA; NA,"Data-First Marketing: How To Compete and Win In the Age of Analytics","","2020","","","29","39","This chapter looks at how analytics have been adopted in the seemingly unrelated field of baseball. The best example is the spark that lit the sports analytics fire and has done the most to popularize analytics to a wider audience. The book <i>Moneyball: The Art of Winning an Unfair Game</i>, by Michael Lewis, was published in 2003; the movie adapted from it came out in 2011. This groundbreaking work clearly lays out a new, data‐driven strategy defined by Billy Beane, the general manager (GM) of the Oakland Athletics and supported by analytics work from Paul DePodesta, assistant GM. <i>Moneyball</i> offers many lessons for marketers today, but especially for those in small to midsize enterprises as they transition to the next level of data‐driven marketing as the authors define it: data‐first marketing. Committing to data‐first is critical to the success of one's own transformation.","","9781119701262","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10013956.pdf&bkn=10013929&pdfType=chapter","","Sports;Companies;Games;Personnel;Industries;Data analysis;Costs","","","","","","","","10 Jan 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Introduction","J. D. Miller; J. Lim; D. M. Scott",NA; NA; NA,"Data-First Marketing: How To Compete and Win In the Age of Analytics","","2020","","","1","6","","","9781119701262","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10013958.pdf&bkn=10013929&pdfType=chapter","","Business;Companies;Leadership;Uncertainty;Data analysis;Video on demand;Transportation","","","","","","","","10 Jan 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Step 1: Marketing‐Business Alignment","J. D. Miller; J. Lim; D. M. Scott",NA; NA; NA,"Data-First Marketing: How To Compete and Win In the Age of Analytics","","2020","","","67","88","First and foremost, achieving data‐first marketing requires aligning marketing's strategy, goals, and objectives with those of the business. All too often, however, the CMO may not be involved in setting these organizational goals. In part this may stem from a marginalization of the marketing team as merely a cost center rather than a revenue‐generating arm of the company. To rectify this situation requires relationship‐building with the key stakeholders in the company, including the CEO, and the sales, finance, and IT leadership. This chapter addresses the first step in the data‐first marketing process: aligning the marketing team with strategic business teams and partners. These partnerships will not only help people to understand the goals of the business but also strengthen marketing's voice and help provide access to the data people need to evaluate marketing performance against business goals.","","9781119701262","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10013935.pdf&bkn=10013929&pdfType=chapter","","Companies;Measurement;Stakeholders;Costs;Leadership;Internet;Software as a service","","","","","","","","10 Jan 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Front Matter","J. D. Miller; J. Lim; D. M. Scott",NA; NA; NA,"Data-First Marketing: How To Compete and Win In the Age of Analytics","","2020","","","i","xxiii","The prelims comprise: <list style=""bulleted""> <listItem>Series Page</listItem> <listItem>Half‐Title Page</listItem> <listItem>Title Page</listItem> <listItem>Copyright Page</listItem> <listItem>Dedication Page</listItem> <listItem>Contents</listItem> <listItem>Foreword</listItem> <listItem>Preface</listItem> </list>","","9781119701262","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10013976.pdf&bkn=10013929&pdfType=chapter","","","","","","","","","","10 Jan 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Assessing Your Organization's Marketing Maturity Level","J. D. Miller; J. Lim; D. M. Scott",NA; NA; NA,"Data-First Marketing: How To Compete and Win In the Age of Analytics","","2020","","","49","65","This chapter presents an overview of the concepts discussed in the second part of this book. The part addresses how to create a data‐first marketing organization. To understand what work a person will need to focus on requires first assessing where his/her marketing organization currently falls on the data‐first maturity model. Completing the data‐first marketing assessment will help to identify areas of improvement. The data‐first marketing assessment is broken into five segments: aligning marketing with the business; architecture and technical resources; analyzing data; campaign framework; and embracing data‐first. The second part of the book walk a person through every step he/she needs to get on the right path to begin tracking data and sharing data across the organization as well as how to think about his/her martech planning and marketing analysis as he/she progresses in the Data‐First Marketing Maturity Model.","","9781119701262","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10013951.pdf&bkn=10013929&pdfType=chapter","","Organizations;Leadership;Testing;Lead;Customer relationship management;Analytical models","","","","","","","","10 Jan 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Acknowledgments","J. D. Miller; J. Lim; D. M. Scott",NA; NA; NA,"Data-First Marketing: How To Compete and Win In the Age of Analytics","","2020","","","209","212","","","9781119701262","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10013986.pdf&bkn=10013929&pdfType=chapter","","","","","","","","","","10 Jan 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Step 4: The Data‐First Marketing Campaign Framework","J. D. Miller; J. Lim; D. M. Scott",NA; NA; NA,"Data-First Marketing: How To Compete and Win In the Age of Analytics","","2020","","","133","171","This chapter reviews the nine parts of the Data‐First Marketing Campaign Framework. The framework is designed to encompass a continuous improvement model while always keeping sight of the overarching business goals and the importance of using data throughout to craft better campaigns with measurable performance and value. There are three main phases of the campaign framework: Development, Execution, and Analysis, and each of these main phases has three steps. The Data‐First Marketing Campaign Framework begins with just preparation in the Development Phase. Laying the groundwork for the campaign requires three steps: build buyer personas; develop content assets and choose distribution and communication channels. Once the development phase is complete, people are ready to move on to the execution phase and set their campaign in motion. The analysis phase takes all that people have built in the campaign and begins to analyze measurements associated with campaign performance.","","9781119701262","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10013988.pdf&bkn=10013929&pdfType=chapter","","Organizations;Buildings;Task analysis;Standards organizations;Stakeholders;Solids;Social networking (online)","","","","","","","","10 Jan 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Conclusion","J. D. Miller; J. Lim; D. M. Scott",NA; NA; NA,"Data-First Marketing: How To Compete and Win In the Age of Analytics","","2020","","","195","199","","","9781119701262","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10014010.pdf&bkn=10013929&pdfType=chapter","","","","","","","","","","10 Jan 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"8 Steps to Better Security","J. D. Miller; J. Lim; D. M. Scott",NA; NA; NA,"Data-First Marketing: How To Compete and Win In the Age of Analytics","","2020","","","215","232","","","9781119701262","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10013994.pdf&bkn=10013929&pdfType=chapter","","","","","","","","","","10 Jan 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Step 2: Data Integration, Architecture and Technical Resources","J. D. Miller; J. Lim; D. M. Scott",NA; NA; NA,"Data-First Marketing: How To Compete and Win In the Age of Analytics","","2020","","","89","107","Achieving the connection between business goals and marketing strategy and goals requires integration of data to measure success. This chapter explains how to evaluate the data people need, where it may reside, and who owns that data. It covers ways to integrate the data to get a clearer picture of what the data is conveying. In order to really glean the data people need from the right sources to use for data‐first marketing, they will need to have a marketing technology (martech) stack in place. The martech stack is one's group of technologies – platforms, software, and tools – that allow him/her to execute, manage, and measure his/her marketing efforts. The chapter also addresses the importance of data governance and data policy to ensure a clean dataset, and covers how to create visualizations of the data to help convey the information more effectively.","","9781119701262","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10013957.pdf&bkn=10013929&pdfType=chapter","","Software;Automation;Lead;Social networking (online);Organizations;Internet;Current measurement","","","","","","","","10 Jan 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Afterword","J. D. Miller; J. Lim; D. M. Scott",NA; NA; NA,"Data-First Marketing: How To Compete and Win In the Age of Analytics","","2020","","","201","202","","","9781119701262","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10013996.pdf&bkn=10013929&pdfType=chapter","","","","","","","","","","10 Jan 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Step 3: Data Analysis","J. D. Miller; J. Lim; D. M. Scott",NA; NA; NA,"Data-First Marketing: How To Compete and Win In the Age of Analytics","","2020","","","109","132","This chapter focuses on the kind of analysis that data‐first marketers should be able to do mostly on their own. For the marketers who accept the data‐first challenge, the chapter explores some of the more prevalent cognitive biases and data fallacies that one should try to overcome and avoid when it comes to analyzing data. People can define data used by marketing in various ways – internal versus external, click‐based, social‐media based, and so on – but for the purposes of this book, the chapter looks at two categories, customer data and marketing operations data. Finally, the chapter gives some practical examples of marketing data analysis using the familiar sales and marketing funnel for lead nurturing with lead stages (e.g., MAL, MQL, SAL, and SQL) and how to glean insights for improving marketing performance and efficiency.","","9781119701262","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10013965.pdf&bkn=10013929&pdfType=chapter","","Data analysis;Data visualization;Companies;Government;Sports;Lead;Automation","","","","","","","","10 Jan 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Marketing in the Age of Analytics","J. D. Miller; J. Lim; D. M. Scott",NA; NA; NA,"Data-First Marketing: How To Compete and Win In the Age of Analytics","","2020","","","7","28","The Age of Analytics is characterized by the explosive growth of marketing data and the necessary data access/management, visualization, and analytics tools that are emerging to help marketers deal with increasing data overload. As it evolves, digital marketing continues to generate new channels like social media platforms, new technologies like mobile, connected devices and the Internet of Things, new martech like video conferencing and web streaming – all of which come with their own set of data. Data‐first marketing is the shift to thinking about data in strategic ways and incorporating this in marketing's day‐to‐day activities. This chapter also presents an overview of the concepts discussed in this book. The book explores what is necessary to bridge the gap between where marketing is and where the business needs marketing to be by adopting data‐first marketing principles.","","9781119701262","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10013936.pdf&bkn=10013929&pdfType=chapter","","Measurement;Business;Task analysis;Companies;Web sites;Technological innovation;Search engines","","","","","","","","10 Jan 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Precise vehicle ego-localization using feature matching of pavement images","Z. Jiang; Z. Xu; Y. Li; H. Min; J. Zhou","Chang'an University, Xi'an, China; Chang'an University, School of Information Engineering, Xi'an, China; Chang'an University, Xi'an, China; Chang'an University, Xi'an, China; Chang'an University, Xi'an, China","Journal of Intelligent and Connected Vehicles","26 Dec 2022","2020","3","2","37","47","Purpose - Precise vehicle localization is a basic and critical technique for various intelligent transportation system (ITS) applications. It also needs to adapt to the complex road environments in real-time. The global positioning system and the strap-down inertial navigation system are two common techniques in the field of vehicle localization. However, the localization accuracy, reliability and real-time performance of these two techniques can not satisfy the requirement of some critical ITS applications such as collision avoiding, vision enhancement and automatic parking. Aiming at the problems above, this paper aims to propose a precise vehicle ego-localization method based on image matching. Design/methodology/approach - This study included three steps, Step 1, extraction of feature points. After getting the image, the local features in the pavement images were extracted using an improved speeded up robust features algorithm. Step 2, eliminate mismatch points. Using a random sample consensus algorithm to eliminate mismatched points of road image and make match point pairs more robust. Step 3, matching of feature points and trajectory generation. Findings - Through the matching and validation of the extracted local feature points, the relative translation and rotation offsets between two consecutive pavement images were calculated, eventually, the trajectory of the vehicle was generated. Originality/value - The experimental results show that the studied algorithm has an accuracy at decimeter-level and it fully meets the demand of the lane-level positioning in some critical ITS applications.","2399-9802","","10.1108/JICV-12-2019-0015","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9999189","Feature extraction;Image matching;Intelligent transportation systems;Intelligent vehicles;Position measurement","Location awareness;Roads;Global Positioning System;Feature extraction;Satellites;Trajectory;Real-time systems","","","","","","","","26 Dec 2022","","","TUP","TUP Journals"
