"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Simulink Model of Proton Exchange Membrane Fuel Cell","S. Sumeshan; D. R. Kumar; B. Krishna","Université des Mascareignes, Rose-Hill, Mauritius; Université des Mascareignes, Rose-Hill, Mauritius; Université des Mascareignes, Rose-Hill, Mauritius","2022 7th International Conference on Environment Friendly Energies and Applications (EFEA)","17 Mar 2023","2022","","","1","4","The Proton Exchange Membrane Fuel Cells are now becoming a primordial part in our green energy society. PEMFCs are pollution free and seen as a renewable resource. This specific fuel cell use hydrogen and air to produce electricity, heat and water. Constructing a PEMFC and testing different parameters such as fluid flow, pressure, temperature on the cell can prove very costly; hence, models and simulations are essential tools to optimize its performance and efficiency. The Mat Lab /Simulink R2022a platform is used to model the PEMFC in its steady and dynamic states. The mathematical equations such as the Nernst voltage loss, Activation loss, Concentration loss and Ohmic loss is described in the paper and is used to model the PEMFC. The equations are simplified and used on the Simulink modelling platform. The objective of this study is to create a robust model of a PEMFC to be able to vary different parameters associated with the cell to increase its efficiency. This is achieved by critical analysis of the equations governing PEMFC technology. The main outcome of this paper is to propose a model that can be used for further research. Further works could include plotting data in the Simulink model and study the behavior of the PEMFC under different parameters.","2688-2558","979-8-3503-3321-3","10.1109/EFEA56675.2022.10063799","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10063799","Proton Exchange Membrane Fuel Cell (PEMFC);Thermodynamic potential;Concentration polarization;Ohmic polarization;activation polarization;Steady State Model;Dynamic State Model","Protons;Software packages;Atmospheric modeling;Hydrogen;Green products;Fuel cells;Water heating","","","","","","9","IEEE","17 Mar 2023","","","IEEE","IEEE Conferences"
"Optimizing Hydrogen Consumption in Fuel cells Using Simulated Annealing Algorithm","Mukund; K. Mohammad; S. Basu; T. N. Prasad; R. Muthu; R. C. Naidu","School of Electrical Engineering Vellore Institute of Technology, Vellore, India; School of Electrical Engineering Vellore Institute of Technology, Vellore, India; School of Electronics Engineering Vellore Institute of Technology, Vellore, India; School of Engineering Mohan Babu University, Tirupati, India; School of Electrical Engineering Vellore Institute of Technology, Vellore, India; School of Engineering Universite des Mascareignes, Mauritius","2022 7th International Conference on Environment Friendly Energies and Applications (EFEA)","17 Mar 2023","2022","","","1","5","This paper is about Energy Management and Optimization solutions that can help to save money on energy while improving operational performance. When it comes to energy management, real-time data from systems such as process monitoring, automation, and production planning may be a huge assistance. This information, coupled with premium and energy availability data from energy providers/markets, is utilised to compute the ideal production and power generating plan, as well as to attain the best energy pricing.","2688-2558","979-8-3503-3321-3","10.1109/EFEA56675.2022.10063802","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10063802","Energy management;Fuel cells;Batteries;Super capacitor;EDLC (Electrical double layer capacitor);MBA (Mine blast algorithm);ECMS (Equivalent Consumption Minimization Strategy);EEMS (External Energy Management strategy);Simulated Annealing Algorithm (SAO)","Process monitoring;Costs;Automation;Hydrogen;Supply chains;Fuel cells;Simulated annealing","","","","","","14","IEEE","17 Mar 2023","","","IEEE","IEEE Conferences"
"Rotor Flux Observer Design for an Induction Motor Based Behavioural Speed Model","J. -P. M. Masala; K. K. Busawon; B. Sreekeessoon; K. Khodabux","Faculty of Engineering and Environment, Northumbria University, Newcastle upon Tyne, UK; Universite des Mascareignes Rose-Hill Campus, Roches Brunes, Mauritius; Universite des Mascareignes Rose-Hill Campus, Roches Brunes, Mauritius; Universite des Mascareignes Rose-Hill Campus, Roches Brunes, Mauritius","2022 7th International Conference on Environment Friendly Energies and Applications (EFEA)","17 Mar 2023","2022","","","1","4","In this paper, we present a novel speed-sensorless flux observer design methodology for induction machines based on the measurements of the stator currents and voltages. We start with the well-known $\alpha-\beta$ model of induction motors. We utilise a change of coordinates to transform the $\alpha-\beta$ model into a reduced order $(3^{rd})$ model expressed in terms of complex differential equations. As results, the analysis of the model and the synthesis of observers are made simpler. After that, we formulate a behavioural model of the rotor speed of the induction motor which we use for the synthesis of the flux observer. The potential and practicality of the proposed flux observer is demonstrated via various simulation results","2688-2558","979-8-3503-3321-3","10.1109/EFEA56675.2022.10063837","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10063837","","Voltage measurement;Induction motors;Current measurement;Simulation;Rotors;Transforms;Differential equations","","","","","","7","IEEE","17 Mar 2023","","","IEEE","IEEE Conferences"
"Facilitating the Implementation of Hybrid Renewable Energy Systems (HRES) in Nigeria through Incentive Policies","A. A. Dawuda; A. J. Far; A. Maheri","School of Engineering University of Aberdeen, Aberdeen, United Kingdom; School of Engineering University of Aberdeen, Aberdeen, United Kingdom; School of Engineering University of Aberdeen, Aberdeen, United Kingdom","2022 7th International Conference on Environment Friendly Energies and Applications (EFEA)","17 Mar 2023","2022","","","1","5","Energy policies are developed to drive the energy sector objectives and targets by countries or regions. As the global push for energy transition to carbon-neutral energy sources continues, developing countries such as Nigeria need to formulate incentive policies to drive the growth and increase the share of hybrid renewable energy systems (HRES). Nigeria experiences diverse energy challenges such as inadequate power supply with only about 13 GW of installed capacity to serve over 200 million people. The average per capita electricity consumption in the country in 2019 stood at 133 kWh. Therefore, for Nigeria, HRES is needed not just for energy transition but more importantly to bridge the huge electricity demand-supply gap. There are existing policies for the energy sector of the country such as the National Energy Policy and the National Renewable Energy and Energy Efficiency Policy, but these policies have failed to achieve their key objectives hence the need for a review with a view to developing a policy that will incentivize renewable energy in the country. Therefore, this research examines the power situation in Nigeria and causes of failure of existing energy policies to drive the needed growth in renewable energy in the country and recommends how incentive policies can be developed and implemented to promote HRES in Nigeria. Incentives such as feed in tariffs, net-metering schemes amongst others have proven to stimulate the growth of renewable energy in some countries and can be adapted in Nigeria.","2688-2558","979-8-3503-3321-3","10.1109/EFEA56675.2022.10063841","Petroleum Technology Development Fund (PTDF) Nigeria; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10063841","Energy;policy;HRES;electricity;incentives","Renewable energy sources;Costs;Power supplies;Tariffs;Legislation;Low-carbon economy;Developing countries","","","","","","21","IEEE","17 Mar 2023","","","IEEE","IEEE Conferences"
"Pending Interest Table (PIT) Performance Analysis in Named Data Networking on Palapa Ring Topology","A. Sucipto; Jupriyadi; S. Ahdan; H. N. Arifin; E. A. Zaki Hamidi; N. R. Syambas","Faculty of Engineering and Computer Science, Universitas Teknokrat Indonesia, Lampung, Indonesia; Faculty of Engineering and Computer Science, Universitas Teknokrat Indonesia, Lampung, Indonesia; Faculty of Engineering and Computer Science, Universitas Teknokrat Indonesia, Lampung, Indonesia; School of Electrical Engineering and Informatics Bandung Institute of Technology, Bandung, Indonesia; Department of Electrical Engineering, UIN Sunan Gunung Djati, Bandung, Indonesia; School of Electrical Engineering and Informatics Bandung Institute of Technology, Bandung, Indonesia","2022 16th International Conference on Telecommunication Systems, Services, and Applications (TSSA)","17 Mar 2023","2022","","","1","5","The concept of the internet in the future will prioritize content, by reducing delays in data transmission. Named Data Networking (NDN) is a content-based future internet concept that changes the paradigm of using IP. Inside the NDN router, there are three data structures, namely Content Store (CS), Pending Interest Table (PIT), and Forwarding Information Base (FIB). Pending Interest Table (PIT) contains a list of unfulfilled interests. This condition occurs when the node has not received a response after the interest forwarding process. Measurable and fast PIT performance is a challenge in Named Data Networks. In this study, we will try to do a simulation to measure and analyze the performance of PIT in NDN in the Palapa Ring topology. The research was conducted using the NDNSim simulator, to see the performance in the PIT. The simulation and analysis of the results show that the granularity of a prefix has an effect on In Satisfied Interest in an NDN network. At the number of interests of 100, the result obtained from the simulation is that there is a decrease in the percentage of interest data served, amounting to more than 20%. At the amount of interest in 1000 about more than 30%. The length of the prefix and the number of interest sent by the consumer affect the performance of the PIT, seen from the number of In Satisfied Interests.","","978-1-6654-5594-7","10.1109/TSSA56819.2022.10063880","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10063880","Pending Interest Table;Named Data Networking;Palapa Ring;Prefix;NDNSim","Analytical models;Network topology;Simulation;Data models;Topology;Performance analysis;Delays","","","","","","16","IEEE","17 Mar 2023","","","IEEE","IEEE Conferences"
"Conceptualizing a Design and Prototyping Method for a Reconfigurable and Portable Archimedes Spiral Wind Turbine","U. Anuraj; S. H. I. Hameed; R. M. D. A. Rajakaruna; P. Ktdys; W. K. D. C. D. Madhuwantha","Faculty of Engineering, University of Jaffna, Kilinochchi, Sri Lanka; Faculty of Engineering, University of Jaffna, Kilinochchi, Sri Lanka; Faculty of Engineering, University of Jaffna, Kilinochchi, Sri Lanka; Faculty of Engineering, University of Jaffna, Kilinochchi, Sri Lanka; Faculty of Engineering, University of Jaffna, Kilinochchi, Sri Lanka","2022 7th International Conference on Environment Friendly Energies and Applications (EFEA)","17 Mar 2023","2022","","","1","7","Wind energy harvesting has become one of the most promising renewable energy-based electrical power production methods. Wind turbines are classified into two categories based on the axis orientation: horizontal axis wind turbines (HAWT) and vertical axis wind turbines (VAWT). HAWT designs generally utilise lift force, and VAWT designs utilise drag force. Archimedes spiral wind turbine (ASWT) is a specialised design that falls under the HAWT classification, which uses both the lift and drag forces and hence possesses a low cut-in speed. Most of the existing wind turbine designs are permanent location designs. When travellers, hikers, adventurers, fishers, and the military are considered, they have to stay in remote areas for long durations. In that case, they might run out of power for their electronic mobile devices such as a mobile phones, where the need for a portable power generation device emerges. This paper attempts to describe the design concept of a portable and reconfigurable/foldable ASWT and a method for making a prototype. SOLIDWORKS software was used for designing and analysis of the ASWT. The simulation study was done, and the results were analysed for the strength of the proposed ASWT design. A wind speed of 13 m/s and 300 rpm of ASWT were considered to be the extreme operating conditions. To our knowledge gained from the existing literature, this is the first study that attempts to develop a portable and reconfigurable ASWT.","2688-2558","979-8-3503-3321-3","10.1109/EFEA56675.2022.10063804","European Commission; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10063804","Archimedes spiral wind turbine;Portable wind turbine;Foldable wind turbine;Wind Energy;Reconfigurable Wind turbine design","Analytical models;Spirals;Wind energy;Drag;Wind speed;Force;Prototypes","","","","","","26","IEEE","17 Mar 2023","","","IEEE","IEEE Conferences"
"A roadmap for societal engagement into energy transition in Mauritius","N. K. Betchoo","Department of Management, Université des Mascareignes, Beau Plan, Pamplemousses","2022 7th International Conference on Environment Friendly Energies and Applications (EFEA)","17 Mar 2023","2022","","","1","5","Energy transition is widely coined in all areas of society and stands as a term that sensitises government, the business community as well as community members to think and reflect upon such a key issue. In Mauritius, it is important to assess how the policy of energy transition is being put into practice and how progress has been achieved in the past recent years. This paper expresses the need to make energy transition a socially-adaptable issue where society members must learn and see how well they can adapt and live through the transition. While the Mauritian society expects going green and having a lower carbon footprint, it is advisable that the local community keeps pace with the progress undertaken and gets involved in such a transition. Through the depiction of a roadmap towards energy efficiency and sustainability, this paper explains that energy transition entails a better and greener economy and the strategy must be accompanied with citizen's engagement in the process. Otherwise, the effort might be viewed as a top-down policy accompanied with little effectiveness.","2688-2558","979-8-3503-3321-3","10.1109/EFEA56675.2022.10063843","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10063843","energy efficiency;roadmap;policy;transition;society;involvement","Government policies;Codes;Green products;Energy efficiency;Global warming;Sustainable development;Carbon footprint","","","","","","28","IEEE","17 Mar 2023","","","IEEE","IEEE Conferences"
"Simulation of Integrated Ground Source Heat Pump and Solar Photovoltaic-Thermal System and Feasibility Study in Europe","O. Lisa; L. Xing; J. Li; K. Zheng","Engineering and Environment Faculty, Northumbria University, Newcastle upon Tyne, United Kingdom; Engineering and Environment Faculty, Northumbria University, Newcastle upon Tyne, United Kingdom; Institute of Building Environment and Energy Chinese Academy of Building Research, Beijing, China; Chief Officer of Energy Policy Research Division, State Grid Energy Research Institute, Beijing, China","2022 7th International Conference on Environment Friendly Energies and Applications (EFEA)","17 Mar 2023","2022","","","1","5","Renewable energy systems have received significant attention in the building sector for their potential for reductions in greenhouse gas (GHG) emissions and reduced purchased energy consumption. This paper investigated the integration of ground source heat pumps and photovoltaic-thermal systems by modeling Matlab/Simulink to predict the systems' dynamic, electrical, and thermal behaviors. Two sites in Europe have been selected for the feasibility study, case 1 is in Rome (warm temperature climate), and case 2 is in Helsinki (snow climate). Building heating, cooling, and domestic hot water loads were estimated using models developed in EnergyPlus. The PV/T system was sized at 7kW with 22 panels installed on the roof area in both case studies. The GSHP system was sized at 4kW, determined by the square footage of the single house. A techno-economic-environmental study was performed to evaluate the potential benefits of this integrated renewable energy system, like energy-saving and environmental impact. The system's total energy for Rome was 7082.0 kWh/year and 5687.4 kWh/year for Helsinki. The results demonstrated that the integrated systems could supply 76.8% of Rome's single house energy demands and 43.0% of the energy demands for Helsinki.","2688-2558","979-8-3503-3321-3","10.1109/EFEA56675.2022.10063806","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10063806","Ground source heat pump;Photovoltaic-thermal system;simulation;renewable energy system;smart grid","Photovoltaic systems;Renewable energy sources;Heat pumps;Cooling;Snow;Buildings;Europe","","","","","","18","IEEE","17 Mar 2023","","","IEEE","IEEE Conferences"
"Micro-grid Concept for Coordinated Control of Renewable Energy Power Plants and a Way to Integrate with Main Grid","U. Anuraj; S. H. I. Hameed; N. Arunprakash; J. Sajeeva; T. Thanihaichelvan; T. Kokulavasan; R. Rajan; M. Yuvaraj; S. Thananjeyan; K. Ahilan; A. Atputharajah; B. Yaalini; B. Kiriparan","Department of Mechanical Engineering, Faculty of Engineering, University of Jaffna, Kilinochchi, Sri Lanka; Department of Mechanical Engineering, Faculty of Engineering, University of Jaffna, Kilinochchi, Sri Lanka; Department of Mechanical Engineering, Faculty of Engineering, University of Jaffna, Kilinochchi, Sri Lanka; Department of Mechanical Engineering, Faculty of Engineering, University of Jaffna, Kilinochchi, Sri Lanka; Department of Mechanical Engineering, Faculty of Engineering, University of Jaffna, Kilinochchi, Sri Lanka; Department of Electrical and Electronic Engineering, University of Jaffna, Kilinochchi, Sri Lanka; Department of Electrical and Electronic Engineering, University of Jaffna, Kilinochchi, Sri Lanka; Department of Electrical and Electronic Engineering, University of Jaffna, Kilinochchi, Sri Lanka; Department of Electrical and Electronic Engineering, University of Jaffna, Kilinochchi, Sri Lanka; Department of Electrical and Electronic Engineering, University of Jaffna, Kilinochchi, Sri Lanka; Department of Mechanical Engineering, Faculty of Engineering, University of Jaffna, Kilinochchi, Sri Lanka; Department of Computer Engineering, Faculty of Engineering, University of Jaffna, Kilinochchi, Sri Lanka; Department of Civil Engineering, Faculty of Engineering, University of Jaffna, Kilinochchi, Sri Lanka","2022 7th International Conference on Environment Friendly Energies and Applications (EFEA)","17 Mar 2023","2022","","","1","6","Even though research papers discussed increasing fossil fuel costs, it is proven in today's scenario. Therefore, it is confirmed that Renewable Energy (RE) technologies will take a primary role in generating electricity in this era. This has created real operational challenges for the grid operators. With technology transfer and new technology development, capacity building is potentially focused on through grants. The power system was preferred to have large inertia for its smooth operations. With the latest technologies and speedy responses, the modernized systems could create inertia by properly and instantly coordinating and controlling many small plants. Further, accurate prediction algorithms release stress by giving advanced information about the system. It is a new direction of modernized control, and it always starts with a small design. It then integrates with an extensive system through a supervisory control loop. These incorporated technologies are opening several new opportunities for RE-based technologies. The research on micro-grid was initiated about two decades ago. It has been developed parallel with the possible development of RE technologies and prediction algorithms. The recent hike in fossil fuel costs pushes the micro-grid-based RE power generation to the front. Accordingly, this paper presents the coordinated control of a few RE power plants, using a micro-grid concept while integrating the micro-grid with the primary grid through the supervisory control concept. The proposed idea is simulated using the EMTDC/PSCAD, and it shows an excellent result. Furthermore, it will become more attractive over expensive fossil fuel systems in this era.","2688-2558","979-8-3503-3321-3","10.1109/EFEA56675.2022.10063810","European Commission; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10063810","Micro-grid;coordinated control strategy;RE power plants;islanded grid operations","Renewable energy sources;Costs;Buildings;Technology transfer;Supervisory control;Prediction algorithms;Fossil fuels","","","","","","14","IEEE","17 Mar 2023","","","IEEE","IEEE Conferences"
"Experimental Validation of an Energy Management System for a Residential PV and Energy Storage System","I. Ranaweera; O. -M. Midtgård","Department of Electrical and Information Engineering, Faculty of Engineering, University of Ruhuna, Galle, Sri lanka; Department of Electric Power Engineering, Norwegian University of Science and Technology, Trondeim, Norway","2022 7th International Conference on Environment Friendly Energies and Applications (EFEA)","17 Mar 2023","2022","","","1","5","This paper presents an experimental validation of an Energy Management System (EMS) for a household with photovolatic (PV) system and a battery energy storage system. The EMS controls charging/discharging power set points of the battery bank. A receding horizon optimization problem with the objective of maximizing the cost savings for the customer is solved to find these set points. The laboratory set-up consists of a PV system, battery bank, and a load. The PV system and the battery bank were connected to the AC bus via DC-AC converters. The EMS algorithm was implemented in LabView. Modbus/TCP over Ethernet connection was established between the LabView controller and the power electronic converters to get measurements and to send the set points. Measurements taken include voltage, current, and power from the DC-AC converters, and the set points include the charging/discharging power of the battery bank. Experiment was run over 48 hour period continuously. According to the experimental results, the EMS is able to control the charging and discharging of the battery bank as expected. When there are fast variations in either the load or PV production, the fluctuations were compensated by the grid for a short time, this is because the battery bank takes several seconds to respond. This delay is mainly caused by the delays in the communication between the converters and the controller.","2688-2558","979-8-3503-3321-3","10.1109/EFEA56675.2022.10063845","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10063845","","Voltage measurement;Power measurement;Fluctuations;Current measurement;Production;DC-AC power converters;Battery charge measurement","","","","","","9","IEEE","17 Mar 2023","","","IEEE","IEEE Conferences"
"Design and Performance Study of a Large-Scale Brushless Doubly Fed Reluctance Generator","T. Taluo; L. Ristić; B. Brković; M. Terzić","School of Electrical Engineering, University of Belgrade, Belgrade, Serbia; School of Electrical Engineering, University of Belgrade, Belgrade, Serbia; School of Electrical Engineering, University of Belgrade, Belgrade, Serbia; School of Electrical Engineering, University of Belgrade, Belgrade, Serbia","2022 7th International Conference on Environment Friendly Energies and Applications (EFEA)","17 Mar 2023","2022","","","1","6","The brushless doubly fed reluctance generator (BDFRG) is considered a viable generator alternative to be used in large variable speed wind turbines due to its various benefits including partial rating converter, absence of rotor winding and brushless operation. A literature review shows that there is still a lack of research a design procedure to make this machine widely used in such applications. This paper focuses on the design of a large scale BDFRG by estimating the initial parameters from a small-scale machine. Some fundamental issues concerning the BDFRG design are addressed. The performance of a 1.5 MW design is examined through finite element analysis (FEA) employing Ansys Maxwell software.","2688-2558","979-8-3503-3321-3","10.1109/EFEA56675.2022.10063737","Ministry of Education, Science and Technological Development, Republic of Serbia(grant numbers:2022/200103); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10063737","brushless doubly-fed reluctance generator (BDFRG);large scale;design methodology;finite element method","Bibliographies;Windings;Rotors;Software;Generators;Reluctance generators;Finite element analysis","","","","","","31","IEEE","17 Mar 2023","","","IEEE","IEEE Conferences"
"Tidal Energy Power and Cost Modelling","J. Ricketts; A. Dimri; A. Maheri","School of Engineering University of Aberdeen, Aberdeen, UK; School of Engineering University of Aberdeen, Aberdeen, UK; School of Engineering University of Aberdeen, Aberdeen, UK","2022 7th International Conference on Environment Friendly Energies and Applications (EFEA)","17 Mar 2023","2022","","","1","6","Tidal energy is an emerging renewable technology with huge potential to play a major role in the energy transition as an element of distributed hybrid renewable energy systems. Since tidal energy is an immature technology there is a lot of room for development, resulting in the potential for rapid changes in power and cost parameters. A lack of reliable up-to-date data results in high uncertainty, particularly in cost data. We provide an up-to-date estimate for cost and power data, based on current literature for both stream and range technologies. In this paper first, we present the theory that governs the power generated from the tidal stream and tidal range devices together with power coefficient and efficiency values. It is followed by the analysis of the available cost data for various projects towards producing a general cost model for tidal technologies as a function of their installed capacity and the associated trends are presented.","2688-2558","979-8-3503-3321-3","10.1109/EFEA56675.2022.10063741","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10063741","tidal energy;cost modelling;power modelling;distributed hybrid renewable energy","Renewable energy sources;Power system measurements;Analytical models;Costs;Uncertainty;Density measurement;Reliability theory","","","","","","21","IEEE","17 Mar 2023","","","IEEE","IEEE Conferences"
"Design and Optimisation of Hybrid Solar Dryers for Dehydration of Vegetables","A. Parameshwar; R. Bhat; H. Mitra; D. P. Kumar; R. Muthu; R. C. Naidu","School of Electrical Engineering Vellore Institute of Technology, Vellore, India; School of Electrical Engineering Vellore Institute of Technology, Vellore, India; School of Electrical Engineering Vellore Institute of Technology, Vellore, India; School of Engineering Mohan Babu University, Tirupati, India; School of Electronics Engineering Vellore Institute of Technology, Vellore, India; School of Engineering Universite des Mascareignes, Mauritius","2022 7th International Conference on Environment Friendly Energies and Applications (EFEA)","17 Mar 2023","2022","","","1","6","In India preserving food is traditionally done by the effective drying method. The heat of the sun and the air are being used for several years to dry food to preserve it. Due to depleting fossil fuels and high prices lead to the use of non-conventional energy sources. Drying of products using solar energy has gained importance as it is environmentally friendly and has little impact on the environment. Natural flexible solar dryers and mandatory solar dryers are the two main phases of drying. In natural convection solar systems, air flow is stopped by air flow caused by buoyancy while in a solar convection dryer forced air flow is supplied using an operating fan either solar / residual module or residual fuel. In this project we are trying to build a hybrid solar dryer. The hybrid solar dryer is designed and constructed using direct solar power and a temperature changer.","2688-2558","979-8-3503-3321-3","10.1109/EFEA56675.2022.10063808","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10063808","Solar dryer;Simulink;Solar Panel","Fans;Radiation effects;Water heating;Voltage;Solar energy;Solar radiation;Sun","","","","","","26","IEEE","17 Mar 2023","","","IEEE","IEEE Conferences"
"Equivalence of Coupled Parametric Oscillator Dynamics to Lagrange Multiplier Optimization","S. K. Vadlamani; T. P. Xiao; E. Yablonovitch","Research Laboratory of Electronics, Massachusetts Institute of Technology, Cambridge, MA, USA; Sandia National Laboratories, Albuquerque, NM, USA; Electrical Engineering and Computer Sciences, University of California, Berkeley, CA, USA","2022 IEEE International Conference on Rebooting Computing (ICRC)","17 Mar 2023","2022","","","45","50","Physical machines can solve optimization problems, employing the maximization or minimization principles that are built into physics. We present a dynamical solver for the Ising problem that is comprised of a network of coupled bistable parametric oscillators and show that it implements Lagrange multiplier constrained optimization. We show that the $2\omega$ pump depletion effect, which is intrinsic to parametric oscillators, automatically enforces the binary Ising constraints. This enables the system's continuous analog variables to converge to high-quality binary solutions to the optimization problem. Moreover, we establish an exact correspondence between the equations of motion for the coupled oscillators and the update rules in the primal-dual method of Lagrange multipliers. Though our analysis is performed using electrical LC oscillators, it can be generalized to any system of coupled parametric oscillators. We simulate the dynamics of the coupled oscillator system on benchmark problems and demonstrate that its performance is comparable to the best-known results.","","979-8-3503-4709-8","10.1109/ICRC57508.2022.00019","NSF(grant numbers:ECCS-0939514); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10062722","physical optimization;hardware accelerators;optimization theory;analog optimization;Ising solvers","Resistors;Dynamics;Pumps;Machine learning;Minimization;Mathematical models;Nonlinear dynamical systems","","","","","","42","IEEE","17 Mar 2023","","","IEEE","IEEE Conferences"
"Sigmoidal analysis of MCT power curves","B. S. Bhujun; K. M. Khodabux; R. K. Dreepaul; R. C. Naidu; P. Dhawankar; K. Busawon","dept. of Electrical Engineering, Université des Mascareignes, Roches Brunes, Mauritius; dept. of Electrical Engineering, Université des Mascareignes, Roches Brunes, Mauritius; dept. of Mechanical Engineering, Université des Mascareignes, Mauritius; Université des Mascareignes, Mauritius; dept. of Computer Science, University of York, York, UK; dept. of Mathematics, Physics & Electrical Engineering, Northumbria University, Newcastle upon Tyne, United Kingdom","2022 7th International Conference on Environment Friendly Energies and Applications (EFEA)","17 Mar 2023","2022","","","1","4","The power curves of Marine Energy Conversion Systems (MECSs) exhibit a sigmoid relationship. The Logistic and Weibull functions are examples of standard sigmoid functions used in this context. In this research, we performed a comparative analysis to explore the suitability of the most well-known sigmoid functions for modelling marine current turbine power curves effectively. It is demonstrated that the Weibull and logistics functions are suitable for simulating marine current turbine power curves with slight inaccuracy and complexity. The gen-erated model is validated using the results of the marine energy conversion system's experiments.","2688-2558","979-8-3503-3321-3","10.1109/EFEA56675.2022.10063812","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10063812","Power curve;Weibull Distribution;Logistic function;Marine current turbine","Analytical models;Energy conversion;Complexity theory;Turbines;Standards;Logistics","","","","","","11","IEEE","17 Mar 2023","","","IEEE","IEEE Conferences"
"A Study of heat recovery of flue gas systems and improvement of boiler efficiency","R. K. Dreepaul; N. Naipal; M. Rujubali; B. S. Bhujun; D. Rughoo","Dept. of Electrotomechanical Engineering, Université des Mascareignes, Rose Hill, Mauritius; Dept. of Electrotomechanical Engineering, Université des Mascareignes, Rose Hill, Mauritius; Dept. of Electrotomechanical Engineering, Université des Mascareignes, Rose Hill, Mauritius; Dept. of Electrical Engineering, Université des Mascareignes, Rose Hill, Mauritius; Dept. of Electrotomechanical Engineering, Université des Mascareignes, Rose Hill, Mauritius","2022 7th International Conference on Environment Friendly Energies and Applications (EFEA)","17 Mar 2023","2022","","","1","6","The objective of this study is to assess the different modules and systems to recover waste heat energy and to extend the life span of a steam boiler and increase the efficiency of a Bosch boiler at Avipro Ltd. This study is based on a choice of modules to accomplish the objective: Economiser, Condensate Service Module, Water Service Module, Water Treatment Module, Water Analyser, Feed Water Pre Heater, Oil Supply Module, Boiler Control and Oil Circulation Module. The project analyses each module mentioned, its purpose, advantages, cost, and payback. The study showed flue gas losses are reduced by 6% when the flue gas temperature is reduced from 260 °C to 120 °C. The estimated efficiency of the boiler using the mentioned modules is about 93.1% instead of 79.1%.","2688-2558","979-8-3503-3321-3","10.1109/EFEA56675.2022.10063739","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10063739","","Gases;Heat treatment;Costs;Oils;Water heating;Production;Boilers","","","","","","15","IEEE","17 Mar 2023","","","IEEE","IEEE Conferences"
"Mathematical approach to modelling sigmoidal power curves for Wind Energy Conversion Systems","K. Khodabux; B. S. Bhujun; R. C. Naidu; K. Busawon","Dept. of Electrical Engineering, Université des Mascareignes, Roches Brunes, Mauritius; Dept. of Electrical Engineering, Université des Mascareignes, Roches Brunes, Mauritius; Université des Mascareignes, Roches Brunes, Mauritius; Dept. of Mathematics, Physics & Electrical Engineering, Northumbria University, Newcastle upon Tyne, United Kingdom","2022 7th International Conference on Environment Friendly Energies and Applications (EFEA)","17 Mar 2023","2022","","","1","6","The output power of a wind turbine is usually found to follow a sigmoid curve as a function of wind speed. As a result, identifying the appropriate sigmoid curve to fit the wind turbine power curve is crucial for maximizing the turbine's performance. In this paper, we analyse the effectiveness of several renowned sigmoid functions to correctly model the power curve of a wind turbine with minimum convergence error and reduced complexity. The Logistic and Hill functions are among the candidates. We show that all of the aforementioned sigmoid functions are best suited for modelling WEC power curves if the sigmoid functions' parameters are appropriately determined and adjusted to account for the delay in the power response and to perform as a cubic function in the wind speed locally. When it comes to interpreting the physical meaning of the underlying parameters, they each have their own advantages and drawbacks. Experimental data from a wind farm in Mauritius is used to validate the model.","2688-2558","979-8-3503-3321-3","10.1109/EFEA56675.2022.10063743","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10063743","Hill function;Logistic function;Power curve;Weibull Cumulative Distribution","Wind speed;Wind farms;Mathematical models;Data models;Wind turbines;Delays;Wind energy conversion","","","","","","11","IEEE","17 Mar 2023","","","IEEE","IEEE Conferences"
