"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Exploring the relationships between gamification and motivational needs in technology design","J. Tang; P. Zhang","School of Information, Central University of Finance and Economics, Beijing, China; School of Information Studies, Syracuse University, Syracuse, New York, USA","International Journal of Crowd Science","11 Jul 2022","2019","3","1","87","103","Purpose – Drawing upon the motivational affordance theory, this paper aims to investigate how gamification design and human motivational needs are associated in extant literature. Design/methodology/approach – The authors conducted a literature analysis of 60 journal articles that studied motivational influences of gamification in information technology design. Content analysis was used to identify game design features and motivation variables studied in prior literature, and correspondence analysis was used to show the co-occurrence of game design features and basic motivational needs. Findings – The results showed that four types of game design features and eight basic motivational needs are studied in this pool of literature. Correspondence analysis indicates some interesting associations between game design features and basic human needs. Research limitations/implications - This research used a motivational affordance perspective to interpret the impact of game design features and suggested directions for future investigations. It is limited due to its sample size and considered as an exploratory study. Practical implications - This research provided suggestions for technology designers that game design features vary in their motivational influence, and therefore, game design features should be used accordingly to meet users' motivational needs. Originality/value – This research is one of initial studies which explored the association between game design features and basic motivational needs. The findings of this study provide the groundwork for guidelines and strategies to facilitate motivational design in information technology.","2398-7294","","10.1108/IJCS-09-2018-0025","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9826644","Gamification;Human-computer interaction;Basic human needs;Motivational affordances","Affordances;Games;Information technology;Guidelines","computer games;human factors;information technology","content analysis;motivational needs;gamification;motivational design;technology designers;game design features;motivational influence;information technology design","","3","","87","","11 Jul 2022","","","TUP","TUP Journals"
"Intelligent transaction: definition, modes, and research directions","L. Qiu; Y. Zhao; Q. Liu; B. Sun; X. Wu","China Center for Internet Economy Research, Central University of Finance and Economics, Beijing, China; China Center for Internet Economy Research, Central University of Finance and Economics, Beijing, China; China Center for Internet Economy Research, Central University of Finance and Economics, Beijing, China; China Center for Internet Economy Research, Central University of Finance and Economics, Beijing, China; Department of Finance, China Mobile Communications Group Co. Ltd, Beijing, China","International Journal of Crowd Science","11 Jul 2022","2019","3","1","36","48","Purpose – In the crowd intelligence networking era, the smart connections of human, machines and things enable point-to-point trustable transactions and distributed efficient collaboration; the smart connections among government, enterprises, organizations and the public would enable active participation of the public in society management and decision-making and improve the efficiency of government management and services. All interactions among various agents can be viewed as the transaction activity. The social division of labor system drives the evolution of transaction. The transaction mode also differentiated into different patterns with the development of human society. What will be the intelligent transaction in the crowd intelligence networking era? What will be the transactions modes and rules in the crowd intelligence networking era? The answers to these questions are of great importance to the future development of transactions. Design/methodology/approach – The authors review the evolution of traditional transaction and transaction modes and analyze the driving forces of it. They attempt to give the definitions of intelligent transaction and intelligent transaction mode. They also review the traditional transaction modes and rules, analyze the characteristics of the intelligent transaction and classify the intelligent transaction modes. Findings – The authors find the intelligent transaction is mainly reflected in the intellectualization of transaction subject, transaction object and transaction process. They summarize the characteristics of intelligent transaction and develop four modes for the intelligent transactions based on the modularization level of the transaction objects and the quantity of transaction subjects, including the demand side and the supply side. The authors also show representative examples to further illustrate rules and features of these transaction modes and point out the potential research directions. Originality/value – This study is among the first to analyze the characteristics of the intelligent transaction, and the proposed division framework of the intelligent transaction modes could not only add value to the future research of intelligent transaction modes and rules but also help to guide the transactions in the crowd intelligence network.","2398-7294","","10.1108/IJCS-08-2018-0017","National Key Research and Development Program of China(grant numbers:2017YFB1400100); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9826646","Crowd science;Crowd intelligence network;Intelligent transaction;Transaction mode;Transaction rule","Intelligent networks;Government;Decision making;Collaboration;Behavioral sciences","public administration;transaction processing","modularization level;labor system;government management;decision-making;society management;smart connections;research directions;transaction process;transaction object;traditional transaction modes;intelligent transaction mode;point-to-point trustable transactions;crowd intelligence networking era","","1","","9","","11 Jul 2022","","","TUP","TUP Journals"
"Dynamic prediction of cardiovascular disease using improved LSTM","K. Junwei; H. Yang; L. Junjiang; Y. Zhijun","Beijing Institute of Technology, Beijing, China; Beijing Institute of Technology, Beijing, China; Beijing Institute of Technology, Beijing, China; Beijing Institute of Technology, Beijing, China","International Journal of Crowd Science","11 Jul 2022","2019","3","1","14","25","Purpose – Previous dynamic prediction models rarely handle multi-period data with different intervals, and the large-scale patient hospital records are not effectively used to improve the prediction performance. This paper aims to focus on the prediction of cardiovascular disease using the improved long short-term memory (LSTM) model. Design/methodology/approach – A new model based on the traditional LSTM was proposed to predict cardiovascular disease. The irregular time interval is smoothed to obtain the time parameter vector, and it is used as the input of the forgetting gate of LSTM to overcome the prediction obstacle caused by the irregular time interval. Findings – The experimental results show that the dynamic prediction model proposed in this paper obtained a significant better classification performance compared with the traditional LSTM model. Originality/value – In this paper, the authors improved the LSTM by smoothing the irregular time between different medical stages of the patient to obtain the temporal feature vector.","2398-7294","","10.1108/IJCS-01-2019-0002","National Natural Science Foundation of China(grant numbers:71572013,71872013,71432002); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9826648","Cardiovascular disease;Dynamic prediction;LSTM","Performance evaluation;Smoothing methods;Correlation;Hospitals;Predictive models;Logic gates;Data models","cardiovascular system;diseases;feature extraction;geophysical signal processing;health care;image classification;learning (artificial intelligence);medical information systems;neural nets;pattern classification;recurrent neural nets;regression analysis","traditional LSTM model;significant better classification performance;dynamic prediction model;prediction obstacle;time parameter vector;irregular time interval;short-term memory model;prediction performance;large-scale patient hospital records;different intervals;multiperiod data;purpose - Previous dynamic prediction models;improved LSTM;cardiovascular disease","","2","","24","","11 Jul 2022","","","TUP","TUP Journals"
"Transaction credit in the unstructured crowd transaction network","Z. Liu; T. Fang; Y. Dongxin; N. Kou","School of Traffic and Transportation, Beijing Jiaotong University, Beijing, China; Department of Business Administration, Pepperdine University, Los Angeles, California, USA; School of Traffic and Transportation, Beijing Jiaotong University, Beijing, China; School of Traffic and Transportation, Beijing Jiaotong University, Beijing, China","International Journal of Crowd Science","11 Jul 2022","2019","3","3","267","283","Purpose – Current models of transaction credit in the e-commerce network face many problems, such as the one-sided measurement, low accuracy and insufficient anti-aggression solutions. This paper aims to address these problems by studying the transaction credit problem in the crowd transaction network. Design/methodology/approach – This study divides the transaction credit into two parts, direct transaction credit and recommended transaction credit, and it proposes a model based on the crowd transaction network. The direct transaction credit comprehensively includes various factors influencing the transaction credit, including transaction evaluation, transaction time, transaction status, transaction amount and transaction times. The recommendation transaction credit introduces two types of recommendation nodes and constructs the recommendation credibility for each type. This paper also proposes a “buyer + circle of friends” method to store and update the transaction credit data. Findings – The simulation results show that this model is superior with high accuracy and anti -aggression. Originality/value – The direct transaction credit improves the accuracy of the transaction credit data. The recommendation transaction credit strengthens the anti-aggression of the transaction credit data. In addition, the “buyer + circle of friends” method fully uses the computing of the storage ability of the internet, and it also solves the failure problem of using a single node.","2398-7294","","10.1108/IJCS-07-2019-0018","National Key Research and Development Program of China(grant numbers:2017YFB1400100); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9826652","Crowd intelligence;Crowd transaction network;Transaction credit model","Analytical models;Simulation;Current measurement;Computational modeling;Semantics;Data models;Time measurement","credit transactions;electronic commerce;Internet;transaction processing","unstructured crowd transaction network;transaction credit problem;direct transaction credit;transaction evaluation;transaction time;transaction status;transaction amount;recommendation transaction credit;transaction credit data","","1","","27","","11 Jul 2022","","","TUP","TUP Journals"
"Application of Machine Learning Methods for Air Defense Target Classification","Ö. Tuncer","Savunma Sistem Teknolojileri Sektör Bşkanlığı, Ankara, Türkiye","2019 27th Signal Processing and Communications Applications Conference (SIU)","27 Jun 2022","2019","","","1","4","Correct determination of target class in Air Defense Systems is important for fire doctrine that will be used against the targets that are identified as threat in decision support systems. In this study, performance of different machine learning classification algorithms that utilize not only observable flight performance features but also Radar Cross Section (RCS) feature that is observed by the radar are compared against each other. In order to utilize the proposed classification algorithm, a method is proposed for creating a threat database utilizing open ADS-B data using data mining techniques.","2165-0608","978-1-7281-1904-5","10.1109/SIU47150.2019.9806192","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9806192","Air Defense;Classification;Machine Learning","Radar;Radar cross-sections;Aircraft;Machine learning;Aerospace electronics;Military aircraft;Atmospheric modeling","data mining;database management systems;defence industry;learning (artificial intelligence);military computing;military radar;pattern classification;radar cross-sections","data mining techniques;open ADS-B data;RCS;air defense target classification;machine learning methods;threat database;radar cross section;observable flight performance features;classification algorithm;decision support systems;fire doctrine;air defense systems;target class;correct determination","","","","","IEEE","27 Jun 2022","","","IEEE","IEEE Conferences"
"Dynamic Radio Resource and Task Allocation for Wireless Powered Mobile Edge Computing System","Y. Zhang; X. Chen; N. Zhang; Y. Chen; Z. Li","School of Computer Science, Beijing Information Science & Technology University, China; School of Computer Science, Beijing Information Science & Technology University, China; Peng Cheng Laboratory, Shenzhen, China; School of Computer Science, Beijing Information Science & Technology University, China; School of Computer Science, Beijing Information Science & Technology University, China","IEEE INFOCOM 2019 - IEEE Conference on Computer Communications Workshops (INFOCOM WKSHPS)","22 Apr 2022","2019","","","1","6","Limited capacities in computation and battery of Internet of things (IoT) devices are two main bottlenecks for quality of service. Emerging mobile edge computing (MEC) and radio frequency based wireless power transfer (WPT) can help alleviate the issues. Incorporating WPT into MEC, IoT devices can get sustainable energy supply by WPT, and offload computation tasks to MEC to improve the computing ability. In this paper, we jointly consider the radio resource and task allocation for the wireless powered MEC system. To capture the high dynamics in task arrival and wireless network, a stochastic optimization problem which minimizes the energy consumption while guaranteeing queue stability is formulated. By exploiting the stochastic optimization theory, we transform the original problem into a deterministic optimization problem. A radio resource and task allocation (RRTA) algorithm is designed to acquire the optimal solutions of this problem. Theoretical analysis shows that RRTA can achieve arbitrary tradeoff between the energy consumption and queue length. Moreover, the close-to-optimal energy consumption can be reached by RRTA while bounding the queueing length. Experiment results reveal that RRTA can effectively decrease the energy consumption and maintain a small queue length.","","978-1-7281-1878-9","10.1109/INFOCOMWKSHPS47286.2019.9759723","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9759723","mobile edge computing;wireless power transfer;radio resource allocation;task allocation","Energy consumption;Multi-access edge computing;Conferences;Wireless networks;Wireless power transfer;Delays;Resource management","Internet of Things;mobile computing;quality of service;queueing theory;radiofrequency power transmission;resource allocation;stochastic programming","dynamic radio resource;task allocation;wireless powered mobile edge computing system;Internet of things devices;quality of service;radio frequency;power transfer;IoT devices;sustainable energy supply;offload computation tasks;computing ability;wireless powered MEC system;task arrival;wireless network;stochastic optimization problem;stochastic optimization theory;deterministic optimization problem;RRTA;queue length;close-to-optimal energy consumption;queueing length","","","","11","IEEE","22 Apr 2022","","","IEEE","IEEE Conferences"
"Trends in enhanced integrated photonics for hyperscale data center and 5G environments","R. Pitwon; L. O'Faolain","Resolute Photonics Ltd, Co. Louth, Ireland; School of Physics and Astronomy, University of St Andrews, St Andrews, Scotland, United Kingdom","2019 IEEE CPMT Symposium Japan (ICSJ)","7 Apr 2022","2019","","","1","5","In this paper we present current trends in the hyperscale data center, HPC and 5G system markets and the associated technology eco-systems required to integrate optical connectivity into ICT systems. We consider three key EU projects from the past 5 years, which have developed optically integrated systems and subsystems and describe the final hyperscale integrated photonic eco-system demonstrator from the EU COSMICC project.","2475-8418","978-1-7281-0978-7","10.1109/ICSJ47124.2019.9749746","European Commission Horizon2020 COSMICC(grant numbers:688516); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9749746","hyperscale data center;5G;optical interconnect;photonic integrated circuit","Integrated optics;Data centers;Optical interconnections;5G mobile communication;Printed circuits;Photonic integrated circuits;Integrated circuit interconnections","5G mobile communication;integrated optics;optical interconnections","hyperscale data center;5G system;optical connectivity;ICT systems;optically integrated systems;optically integrated subsystems;EU COSMICC project;hyperscale integrated photonic eco-system demonstrator","","1","","5","IEEE","7 Apr 2022","","","IEEE","IEEE Conferences"
"Engineering TID modeling for the SEE and performances evaluations of integrated CMOS circuits at cryogenic temperatures","L. Artola; S. Ducret; G. Hubert","ONERA / DPHY, Université de Toulouse, Toulouse, France; Lynred, Veurey-Voroize, France; ONERA / DPHY, Université de Toulouse, Toulouse, France","2019 19th European Conference on Radiation and Its Effects on Components and Systems (RADECS)","4 Apr 2022","2019","","","1","5","This paper presents a total ionizing dose (TID) modeling approach based on experimental Cobalt60 irradiations of n-MOS and p-MOS transistors. The TID models were developed for the investigation of complementary metal oxide semiconductor (CMOS) gates performances used in a readout integrated circuit (ROIC) at cryogenic temperatures.","1609-0438","978-1-7281-5699-6","10.1109/RADECS47380.2019.9745704","ONERA; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9745704","TID;modeling;circuit simulations;Single Event Transient;Single Event Upset;CMOS;cryogenic temperature;DFF","Semiconductor device modeling;Metals;Europe;Cryogenics;Logic gates;Market research;Delays","CMOS integrated circuits;cryogenic electronics;integrated circuit modelling;radiation hardening (electronics);readout electronics","engineering TID modeling;performances evaluations;integrated CMOS circuits;cryogenic temperatures;total ionizing dose modeling approach;p-MOS transistors;TID models;complementary metal oxide semiconductor gates performances;readout integrated circuit;cobalt60 irradiations;n-MOS transistors;ROIC;SEE","","","","17","IEEE","4 Apr 2022","","","IEEE","IEEE Conferences"
"Combined effect of radiation and temperature: towards optical fibers suited to distributed sensing in extreme radiation environments","G. Mélin; A. Barnini; A. Morana; S. Girard; P. Guitton; R. Montron","iXblue, Lannion, France; iXblue, Lannion, France; Laboratoire Hubert Curien, Université de Lyon, Saint-Etienne, France; Laboratoire Hubert Curien, Université de Lyon, Saint-Etienne, France; iXblue, Lannion, France; iXblue, Lannion, France","2019 19th European Conference on Radiation and Its Effects on Components and Systems (RADECS)","4 Apr 2022","2019","","","1","4","Combined effect of radiation and temperature on the response of polyimide coated radiation hardened single-mode fibers is investigated in the context of distributed monitoring of large nuclear infrastructures. Radiation induced attenuation (RIA) is evaluated for doses ranging from 1 to 10 MGy(SiO2) and temperatures up to ∼250 °C. Measurements of fiber tensile strength are performed to better estimate conditions of safe operation before and after exposure to the severe environment. Finally, preliminary results obtained for a new optical fiber designed from an alternative preform fabrication process, Surface Plasma Chemical Vapor Deposition are presented. This fiber exhibits 1310 nm RIA below 7 dB/km after a 1 MGy(SiO2) dose paving the way toward optical fibers suited to extreme radiation environments.","1609-0438","978-1-7281-5699-6","10.1109/RADECS47380.2019.9745718","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9745718","Radiation hardened fiber;polyimide coating;distributed sensing;radiation induced attenuation;mechanical strength;Surface Plasma Chemical Vapor Deposition","Optical fibers;Temperature measurement;Temperature sensors;Sensitivity;Radiation hardening (electronics);Preforms;Ultraviolet sources","antireflection coatings;distributed sensors;fibre optic sensors;optical fibre fabrication;optical polymers;plasma CVD;plasma CVD coatings;preforms;radiation hardening;silicon compounds;temperature measurement;tensile strength","optical fiber;distributed sensing;distributed monitoring;nuclear infrastructures;fiber tensile strength;polyimide coated radiation hardened single-mode fibers;surface plasma chemical vapor deposition;preform fabrication process;wavelength 1310.0 nm","","","","17","IEEE","4 Apr 2022","","","IEEE","IEEE Conferences"
"New Single Event Transient phenomenon in 28FDSOI and its impact on hardening","G. Gasiot; F. Abouzeid; V. Malherbe; J. Damiens; F. Monsieur; C. L. M. De Boissac; D. Soussan; V. Lorquet; T. Thery; P. Roche",NA; NA; NA; NA; NA; NA; NA; NA; NA; NA,"2019 19th European Conference on Radiation and Its Effects on Components and Systems (RADECS)","4 Apr 2022","2019","","","1","5","This paper shows measurement of new Single Event Transient in FDSOI28 technology. These SETs come from layers beneath the Buried Oxide connected to active nodes through transistor back-gate (or bulk) contact. These back-gate structures are used for threshold voltage control of transistors in analog circuits. These specific transistors were embedded in an inverter chain with a SET detection apparatus manufactured in a test vehicle processed in FDSOI28 technology. Radiation experiments were performed as well as circuit and TCAD simulations to deepen our understanding of this phenomenon. These SETs have implications for radiation-hardening-by-design that are discussed in this paper.","1609-0438","978-1-7281-5699-6","10.1109/RADECS47380.2019.9745659","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9745659","Single Event Transient;FDSOI;Body Contact","Single event transients;Radiation hardening (electronics);Europe;Analog circuits;Ions;Threshold voltage;Inverters","radiation hardening (electronics);silicon-on-insulator;technology CAD (electronics)","SETs;radiation-hardening-by-design;new Single Event Transient phenomenon;28FDSOI;FDSOI28 technology;Buried Oxide;active nodes;transistor back-gate;back-gate structures;analog circuits;specific transistors;SET detection apparatus","","3","","11","IEEE","4 Apr 2022","","","IEEE","IEEE Conferences"
"Combined Effects of Tantalum Ion and Gamma Ray Irradiations on MOS Devices with Atomic Layer Deposited $\mathrm{A}1_{2}\mathrm{O}_{3}$ Gate Dielectrics","Z. Zheng; H. Zhu; X. Chen; L. Wang; B. Li; J. Gao; D. Li; J. Luo; Z. Han; X. Liu; J. Liu","Key Laboratory of Silicon Device Technology, Chinese Academy of Sciences, and also with Institute of Microelectronics of Chinese Academy of Sciences, Beijing, China; Key Laboratory of Silicon Device Technology, Chinese Academy of Sciences, and also with Institute of Microelectronics of Chinese Academy of Sciences, Beijing, China; Key Laboratory of Silicon Device Technology, Chinese Academy of Sciences, and also with Institute of Microelectronics of Chinese Academy of Sciences, Beijing, China; Key Laboratory of Silicon Device Technology, Chinese Academy of Sciences, and also with Institute of Microelectronics of Chinese Academy of Sciences, Beijing, China; Key Laboratory of Silicon Device Technology, Chinese Academy of Sciences, and also with Institute of Microelectronics of Chinese Academy of Sciences, Beijing, China; Key Laboratory of Silicon Device Technology, Chinese Academy of Sciences, and also with Institute of Microelectronics of Chinese Academy of Sciences, Beijing, China; Key Laboratory of Silicon Device Technology, Chinese Academy of Sciences, and also with Institute of Microelectronics of Chinese Academy of Sciences, Beijing, China; Key Laboratory of Silicon Device Technology, Chinese Academy of Sciences, and also with Institute of Microelectronics of Chinese Academy of Sciences, Beijing, China; Key Laboratory of Silicon Device Technology, Chinese Academy of Sciences, and also with Institute of Microelectronics of Chinese Academy of Sciences, Beijing, China; Key Laboratory of Silicon Device Technology, Chinese Academy of Sciences, and also with Institute of Microelectronics of Chinese Academy of Sciences, Beijing, China; Institute of Modern Physics, Chinese Academy of Sciences, Lanzhou, China","2019 19th European Conference on Radiation and Its Effects on Components and Systems (RADECS)","4 Apr 2022","2019","","","1","4","MOS devices with $\mathrm{A}1_{2}\mathrm{O}_{3}$ dielectrics are irradiated sequentially using gamma rays and 1907 MeV tantalum ions, and the combined irradiation effects on the $\mathrm{A}1_{2}\mathrm{O}_{3}$ based MOS devices are investigated and the mechanism is analyzed.","1609-0438","978-1-7281-5699-6","10.1109/RADECS47380.2019.9745651","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9745651","Ion irradiation effects;gamma ray irradiation effects;MOS devices;Al2O3 gate dielectrics","Radiation effects;Tantalum;Gamma-rays;Europe;Logic gates;Ions;Dielectrics","atomic layer deposition;dielectric materials;gamma-ray effects;MIS devices;silicon compounds;tantalum","combined irradiation effects;MOS devices;gamma ray irradiations;atomic layer deposited gate dielectrics;tantalum ion irradiations;Al2O3","","","","10","IEEE","4 Apr 2022","","","IEEE","IEEE Conferences"
"Stuck and Weakened Bits in SDRAM from a Heavy-Ion Microbeam","D. Söderström; L. M. Luza; A. Bosser; T. Gil; K. -O. Voss; H. Kettunen; A. Javanainen; L. Dilillo","Department of Physics, University of Jyväskylä, Jyväskylä, Finland; Laboratoire d'Informatique, de Robotique et de Microélectronique de Montpellier (LIRMM), Montpellier, France; Department of Electronics and Engineering, School of Electrical Engineering, Aalto University, Espoo, Finland; Laboratoire d'Informatique, de Robotique et de Microélectronique de Montpellier (LIRMM), Montpellier, France; GSI Helmholtzzentrum für Schwerionenforschung, Darmstadt, Germany; Department of Physics, University of Jyväskylä, Jyväskylä, Finland; Electrical Engineering and Computer Science Department, Vanderbilt University, Nashville, TN, USA; Laboratoire d'Informatique, de Robotique et de Microélectronique de Montpellier (LIRMM), Montpellier, France","2019 19th European Conference on Radiation and Its Effects on Components and Systems (RADECS)","4 Apr 2022","2019","","","1","6","Stuck and weakened bits in the ISSI 512 Mb SDRAM was investigated in irradiation experiments with a heavy ion microbeam in the GSI facility. Delidded memories were tested in gold and calcium ion beams at 4.8 MeV/u, and stuck bits in the memory from the irradiation were investigated. To study weakened but not fully stuck bits after irradiation, parameters such as the refresh frequency of the memories was varied. The effect on the number of stuck bits from reading and writing the memory was studied, as well as the effect from waiting a time span between writing and reading the memory. These parameters were found to matter in the observed number of errors in the memory. Data on the findings from the microbeam irradiation from tests with different test modes are presented in this paper regarding suck bits and bit upsets. The test modes include dynamic March test and data retention tests with only refresh operations during irradiation.","1609-0438","978-1-7281-5699-6","10.1109/RADECS47380.2019.9745715","European Space Agency(grant numbers:4000124504/18/NL/KML/zk); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9745715","Microbeam;radiation effects;SDRAM;stuck bits;weak bits","Radiation effects;Gold;Calcium;Europe;Writing;Ions;SDRAM","DRAM chips;integrated circuit testing;ion beam effects;radiation hardening (electronics);SRAM chips","heavy-ion microbeam;ISSI 512 Mb SDRAM;irradiation experiments;heavy ion microbeam;delidded memories;calcium ion;stuck bits;microbeam irradiation;suck bits;bit upsets","","","","10","IEEE","4 Apr 2022","","","IEEE","IEEE Conferences"
"Single Event Effect Similarities between Heavy Ions and LASER tests in Advanced CMOS Image Sensors","C. Virmontois; V. Lalucaa; J. -M. Belloir; G. Bascoul; A. Bardoux","CNES, Toulouse, France; CNES, Toulouse, France; CNES, Toulouse, France; CNES, Toulouse, France; CNES, Toulouse, France","2019 19th European Conference on Radiation and Its Effects on Components and Systems (RADECS)","4 Apr 2022","2019","","","1","4","This paper focuses on the similarities between heavy ions and LASER tests to evaluate single event effect in front-side and back-side illuminated CMOS image sensors using last generation imaging process. The results highlight the sensitivity to these devices to single event and combined results provide information related to layout architecture sensitivity.","1609-0438","978-1-7281-5699-6","10.1109/RADECS47380.2019.9745673","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9745673","Pinned Photodiode (PPD);Active Pixel Sensor (APS);Monolithic Active Pixel Sensor (MAPS);CMOS Image Sensor (CIS);Camera;Single Event Effects (SEE);Single Event Upset (SEU);Single Event Latchup (SEL)","Performance evaluation;Protons;Sensitivity;Lasers;Layout;Single event upsets;CMOS image sensors","CMOS image sensors;laser beam effects;radiation hardening (electronics)","advanced CMOS image sensors;heavy ions;imaging process;single event effect;LASER tests;back-side illuminated CMOS image sensors;front-side illuminated CMOS image sensors;layout architecture sensitivity","","","","8","IEEE","4 Apr 2022","","","IEEE","IEEE Conferences"
"TID Test Results of LVDS Driver and Receiver ICs with Extended Common Mode Capability","Y. Tcherniavskaya; V. Burkhay; A. Rocke; V. Shunkov; F. Gerfers","Space IC GmbH, Technical University of Berlin, Germany; SPACE IC GmbH, Hannover, Germany; SPACE IC GmbH, Hannover, Germany; SPACE IC GmbH, Hannover, Germany; Technical University of Berlin, Berlin, Germany","2019 19th European Conference on Radiation and Its Effects on Components and Systems (RADECS)","4 Apr 2022","2019","","","1","4","This report provides results of TID robustness tests of LVDS driver and receiver. 56 krad (Si) hardness with full performance has been achieved. With certain limitations circuits are working up to 100 krad (Si).","1609-0438","978-1-7281-5699-6","10.1109/RADECS47380.2019.9745709","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9745709","SpaceWire;Low-Voltage Differential Signaling (LVDS);Total Ionized Dose (TID);Space","Integrated circuits;Europe;Receivers;Silicon;Robustness","driver circuits;integrated circuit testing;radiation hardening (electronics)","TID test results;extended common mode capability;TID robustness tests;LVDS driver;receiver IC","","","","9","IEEE","4 Apr 2022","","","IEEE","IEEE Conferences"
"Heavy Ions Testing of an All-Convolutional Neural Network for Image Classification Evolved by Genetic Algorithms and Implemented on SRAM-Based FPGA","F. Benevenuti; Á. B. de Oliveira; I. C. Lopes; F. L. Kastensmidt; N. Added; V. A. P. Aguiar; N. H. Medina; M. A. Guazzelli","Programa de Pós-Graduação em Microeletronica (PGMICRO), Universidade Federal do Rio Grande do Sul (UFRGS), Porto Alegre, Brazil; Programa de Pós-Graduação em Microeletronica (PGMICRO), Universidade Federal do Rio Grande do Sul (UFRGS), Porto Alegre, Brazil; Programa de Pós-Graduação em Microelctrônica (PGMICRO), Universidade Federal do Rio Grande do Sul (UFRGS), and is now with IES, Univ. de Montpellier, France; Programa de Pós-Graduação em Microeletronica (PGMICRO), Universidade Federal do Rio Grande do Sul (UFRGS), Porto Alegre, Brazil; Instituto de Física, Universidade de São Paulo (USP), São Paulo, Brazil; Instituto de Física, Universidade de São Paulo (USP), São Paulo, Brazil; Instituto de Física, Universidade de São Paulo (USP), São Paulo, Brazil; Departamento de Física, Centro Universitário da FEI, Brazil","2019 19th European Conference on Radiation and Its Effects on Components and Systems (RADECS)","4 Apr 2022","2019","","","1","4","This work investigates the vulnerability of an image classification engine under heavy-ions accelerated irradiation. The engine is based on all-convolutional neural-network trained with the GTSRB traffic sign recognition benchmark and embedded into 28nm SRAM-based FPGA.","1609-0438","978-1-7281-5699-6","10.1109/RADECS47380.2019.9745650","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9745650","deep learning;neural networks;reliability;single-event effects;SRAM-based FPGA;traffic-sign recognition","Radiation effects;Image recognition;Neural networks;Europe;Benchmark testing;Ions;Field programmable gate arrays","field programmable gate arrays;genetic algorithms;image classification;learning (artificial intelligence);neural nets;object recognition;SRAM chips;traffic engineering computing","GTSRB traffic sign recognition benchmark;28nm SRAM-based FPGA;heavy ions testing;all-convolutional neural network;image classification evolved;genetic algorithms;image classification engine;heavy-ions accelerated irradiation;all-convolutional neural-network;size 28.0 nm","","","","10","IEEE","4 Apr 2022","","","IEEE","IEEE Conferences"
