"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Index","T. Samara",NA,"ERP and Information Systems: Integration or Disintegration","","2015","","","119","120","","","9781119232728","10.1002/9781119232643.index","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10074998.pdf&bkn=10074975&pdfType=chapter","","","","","","","","","","16 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Front Matter","T. Samara",NA,"ERP and Information Systems: Integration or Disintegration","","2015","","","i","xv","The front matter contains:<list style=""bulleted"" xml:id=""l1""> <listItem> Half‐Title Page </listItem> <listItem> Title Page </listItem> <listItem> Copyright </listItem> <listItem> Contents </listItem> <listItem> Foreword </listItem> <listItem> Introduction </listItem> </list>","","9781119232728","10.1002/9781119232643.fmatter","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10075040.pdf&bkn=10074975&pdfType=chapter","","","","","","","","","","16 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"The Research Question and Methodology","T. Samara",NA,"ERP and Information Systems: Integration or Disintegration","","2015","","","15","19","This chapter presents the research question and methodology. Researchers have often built their analyses on the fact that enterprise resource planning (ERP) is a package contributing to the information system (IS) integration. As an ERP is an indicator of IS integration, the selection of a suitable package and the success of its implementation could improve the integration of the existing system. The research methodology involves case studies that explore the relationships between the evolution of an ERP system and IS integration or disintegration. Case study research is suitable for descriptive and exploratory research. Three case studies have been conducted: the first two case studies analyze the IS of firms; while the third case study studies the strategy of an ERP vendor. The research methodology leads to the development of a typology by which one can establish some tendencies allowing researchers and practitioners to develop more knowledge in this field.","","9781119232728","10.1002/9781119232643.ch3","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10075038.pdf&bkn=10074975&pdfType=chapter","","Stakeholders;Bibliographies;Interviews;Information systems;Project management;Interoperability;Economics","","","","","","","","16 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"References","S. Munzert; C. Rubba; P. Meissner; D. Nyhuis",NA; NA; NA; NA,"Automated Data Collection with R: A Practical Guide to Web Scraping and Text Mining","","2015","","","435","441","","","9781118834787","10.1002/9781118834732.refs","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067147.pdf&bkn=10066950&pdfType=chapter","","","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Zero Latency Organization","F. Iafrate",NA,"From Big Data to Smart Data","","2015","","","21","23","A zero latency organization is best described as an organization whose temporality of activity monitoring, via the implementation of its decisions, is directly linked to the temporality of its business processes in order to respond as fast as possible to changes in context. Three types of latency are: latency linked to data, latency linked to analytical processes, and latency linked to decision‐making processes. Latency linked to data could be deemed ""technical"" as it is directly linked to the architecture and the urbanization of the information system. Latency linked to analytical processes consists of contextualizing the transaction data (from Big Data) using decision‐making data (to Smart Data). Latency linked to decision‐making processes relates to business; the determining factor is the capacity, and particularly the temporality, decision makers (or a delegated automated process) require to implement actions linked to their decision‐making.","","9781119119265","10.1002/9781119116189.ch3","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067186.pdf&bkn=10066953&pdfType=chapter","","Organizations;Computer architecture;Monitoring;Information systems;Big Data;Decision making;Costs","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"XML and JSON","S. Munzert; C. Rubba; P. Meissner; D. Nyhuis",NA; NA; NA; NA,"Automated Data Collection with R: A Practical Guide to Web Scraping and Text Mining","","2015","","","41","78","This chapter begins by looking at a running eXtensible Markup Language (XML) example, and continues with an inspection of the XML syntax. There are several ways to limit the endless flexibility in XML markup. The chapter covers technologies that allow extending XML as well as defining new standards that simplify exchanging specific data on the Web efficiently. It shows how to handle XML data with R. Another standard for data storage and interchange one frequently finds on the Web is the JavaScript Object Notation (JSON). JSON is an increasingly popular alternative to XML for data exchange purposes that comes with some preferable features. The chapter introduces the JSON format with a small example, and also talks about the syntax. It enables the reader to learn how to import JSON content into R and process the information.","","9781118834787","10.1002/9781118834732.ch3","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067188.pdf&bkn=10066950&pdfType=chapter","","XML;Motion pictures;Syntactics;IEEE Sections;Codes;White spaces;Standards","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Regular Expressions and Essential String Functions","S. Munzert; C. Rubba; P. Meissner; D. Nyhuis",NA; NA; NA; NA,"Automated Data Collection with R: A Practical Guide to Web Scraping and Text Mining","","2015","","","196","218","One of the central tasks in web scraping is to collect the relevant information for the research problem from heaps of textual data. Within the unstructured text we are often interested in systematic information—especially when we want to analyze the data using quantitative methods. The method usually proceeds in three steps. First it gathers the unstructured text, second determines the recurring patterns behind the information looking for, and third applies these patterns to the unstructured text to extract the information. This chapter focuses on the last two steps. It introduces powerful tool that helps retrieve data in such settings‐regular expressions. The chapter also introduces regular expressions as implemented in R. It provides an overview on how string manipulation can be used in practice. This is done by presenting commands that are available in the stringr package. The chapter concludes with some aspects of character encodings'an important concept in web scraping.","","9781118834787","10.1002/9781118834732.ch8","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067192.pdf&bkn=10066950&pdfType=chapter","","Task analysis;Behavioral sciences;Systematics;Syntactics;Symbols;Search problems;Rendering (computer graphics)","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Managing Data Projects","S. Munzert; C. Rubba; P. Meissner; D. Nyhuis",NA; NA; NA; NA,"Automated Data Collection with R: A Practical Guide to Web Scraping and Text Mining","","2015","","","322","339","Deploying a successful data collection project requires more than knowledge of web technologies. This chapter focuses on R and operation system functionality that will be required for setting up and maintaining large‐scale, automated data collection projects. Additionally, it discusses good practices to organize and write code that adds robustness and traceability in case of errors. The chapter provides an overview of R functions for interacting with the local file system. It shows the methods for iterative code execution for downloading pages or extracting relevant information from multiple web documents. The chapter provides a template for organizing extraction code and making it more robust to failed specification. It concludes with an overview of system tools that can executive R scripts automatically, which is a key requirement for building datasets from regularly updated Internet resources.","","9781118834787","10.1002/9781118834732.ch11","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067194.pdf&bkn=10066950&pdfType=chapter","","Data mining;Codes;File systems;XML;Data collection;Uniform resource locators;Task analysis","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Introduction","S. Munzert; C. Rubba; P. Meissner; D. Nyhuis",NA; NA; NA; NA,"Automated Data Collection with R: A Practical Guide to Web Scraping and Text Mining","","2015","","","1","14","This introductory chapter presents a case study of world heritage sites in danger. The United Nations Educational, Scientific and Cultural Organization (UNESCO) is an organization of the United Nations which, among other things, fights for the preservation of the world's natural and cultural heritage. The chapter proposes five steps that help to guide the data collection process. There are three areas that are important for data collection on the Web with R. The chapter outlines each of the subfields and illustrates their various linkages. In the first pillar one encounters technologies that allow the distribution of content on the Web. The second pillar of technologies for web data collection is needed to retrieve the information from the files one gather. Finally, the third pillar of technologies for the collection of web data deals with facilities for data storage.","","9781118834787","10.1002/9781118834732.ch1","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10066855.pdf&bkn=10066950&pdfType=chapter","","Urban areas;Cultural differences;Organizations;Data mining;Codes;Asia;XML","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"SQL and Relational Databases","S. Munzert; C. Rubba; P. Meissner; D. Nyhuis",NA; NA; NA; NA,"Automated Data Collection with R: A Practical Guide to Web Scraping and Text Mining","","2015","","","164","195","This chapter describes databases, structured query language (SQL), and several R packages that enable to connect to databases and to access the data stored in them. It first provides a brief overview of how R and databases are related to one another and defines some of the vocabulary indispensable for talking about databases. The chapter then presents the conceptual basics of relational databases, followed by an introduction to SQL fundamentals, the language to handle relational databases. Relational database management systems (RDBMS) are a specific type of database management system (DBMS) based on the relational model and the most common form of database management systems. The chapter shows how to deal with databases using R'establishing connections, passing through SQL queries, and using convenient functions of the numerous R packages that provide database connectivity.","","9781118834787","10.1002/9781118834732.ch7","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067196.pdf&bkn=10066950&pdfType=chapter","","Databases;Structured Query Language;Relational databases;Telephone sets;Distributed databases;Database systems;Weight measurement","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Index","F. Iafrate",NA,"From Big Data to Smart Data","","2015","","","57","57","","","9781119119265","10.1002/9781119116189.index","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10066861.pdf&bkn=10066953&pdfType=chapter","","","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"XPath","S. Munzert; C. Rubba; P. Meissner; D. Nyhuis",NA; NA; NA; NA,"Automated Data Collection with R: A Practical Guide to Web Scraping and Text Mining","","2015","","","79","100","This chapter presents a broad introduction to the eXtensible Markup Language (XML) Path (XPath) language for querying XML documents. It helps to build an intuition for querying tree‐based data structures like Hyper Text Markup Language (HTML)/XML documents. The chapter shows that accessing particular information from HTML/XML documents is straightforward using the concise, yet powerful path statements provided by the XPath Language, a very popular web technology and W3C standard (W3C 1999). After introducing the basic logic underlying XPath, the chapter also shows how to leverage the full power of its vocabulary using predicates, operators, and custom extractor functions in an application to real documents. The chapter explores how to work with namespace properties. It concludes with a pointer to helpful tools and a more high‐level discussion about general problems in constructing efficient and robust extraction code for HTML/XML documents.","","9781118834787","10.1002/9781118834732.ch4","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10066859.pdf&bkn=10066950&pdfType=chapter","","XML;Task analysis;HTML;Codes;W3C Standards;Data mining;Computational efficiency","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Index","S. Munzert; C. Rubba; P. Meissner; D. Nyhuis",NA; NA; NA; NA,"Automated Data Collection with R: A Practical Guide to Web Scraping and Text Mining","","2015","","","442","452","","","9781118834787","10.1002/9781118834732.index","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10066863.pdf&bkn=10066950&pdfType=chapter","","","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Glossary","F. Iafrate",NA,"From Big Data to Smart Data","","2015","","","53","55","","","9781119119265","10.1002/9781119116189.gloss","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067173.pdf&bkn=10066953&pdfType=chapter","","","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"What is Big Data","F. Iafrate",NA,"From Big Data to Smart Data","","2015","","","1","11","Technological evolutions have opened up new horizons for data storage and management, enabling anything and everything to be stored at a highly competitive price. Big Data (in its technical approach) is concerned with data processing; it is the ""data"" principally characterized by the four ""V""s. They are volume, variety, velocity and value. The technology that supports Big Data was launched by Google (in 2004) to process huge volumes of data (billions of queries are made online every day on search engines). The technology was inspired by massively parallel processing solutions (MapReduce) used for large scientific calculations. The principle was to parallelize data processing by distributing it over hundreds (and even thousands) of servers (Hadoop Distributed File System) organized into processing nodes. In MapReduce, results are consolidated to then feed the analytical follow‐up where this information is analyzed and consolidated to enrich decision‐making processes.","","9781119119265","10.1002/9781119116189.ch1","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067136.pdf&bkn=10066953&pdfType=chapter","","Big Data;Data models;Internet;Business;Memory;Databases;Costs","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Front Matter","S. Munzert; C. Rubba; P. Meissner; D. Nyhuis",NA; NA; NA; NA,"Automated Data Collection with R: A Practical Guide to Web Scraping and Text Mining","","2015","","","i","xxii","The prelims comprise: <list style=""bulleted"" xml:id=""l1""> <listItem> Half Title </listItem> <listItem> Title </listItem> <listItem> Copyright </listItem> <listItem> Dedication </listItem> <listItem> Contents </listItem> <listItem> Preface </listItem> </list>","","9781118834787","10.1002/9781118834732.fmatter","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067211.pdf&bkn=10066950&pdfType=chapter","","","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Summary by Example","F. Iafrate",NA,"From Big Data to Smart Data","","2015","","","25","45","This chapter described three examples of solutions that have been implemented in real life so as to follow the key stages of a purchasing cycle (on an e‐commerce platform) and the consumption of a trip away. The first step discovers what is on offer on an e‐commerce platform where decision‐making and action processes have been automated by a recommendation engine, which deals with the customer's needs and the associated responses. The second step is the purchase action, again on an e‐commerce platform, that is subjected to price and offer availability constraints. The final step is the use of the service via the optimization of operational performance, which at each stage of the trip will have a direct impact on customer experience. The three examples of solutions described in the chapter are: date/product/price recommendation, yield/revenue management (rate controls), and optimization of operational performance.","","9781119119265","10.1002/9781119116189.ch4","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067142.pdf&bkn=10066953&pdfType=chapter","","Electronic commerce;Internet;Engines;Big Data;Optimization;Indexes;Decision making","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Other Titles from ISTE in Information Systems, Web and Pervasive Computing","F. Iafrate",NA,"From Big Data to Smart Data","","2015","","","59","61","","","9781119119265","10.1002/9781119116189.oth2","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067144.pdf&bkn=10066953&pdfType=chapter","","","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"AJAX","S. Munzert; C. Rubba; P. Meissner; D. Nyhuis",NA; NA; NA; NA,"Automated Data Collection with R: A Practical Guide to Web Scraping and Text Mining","","2015","","","149","163","This chapter introduces Asynchronous JavaScript and eXtensible Markup Language (XML) (AJAX) technologies that turn static into dynamic hyper text markup language (HTML). It focuses on the conceptual ideas behind AJAX that informs solutions for data retrieval. The chapter also introduces JavaScript, the most popular programming language for web content and shows how it turns HTML websites into dynamic documents via DOM manipulation. It discusses the XMLHttpRequest (XHR), an Application Programming Interface (API) for browser‐server communication and important data retrieval mechanism for dynamic web applications. Finally, to solve problems caused by AJAX, the chapter explicates how browser‐implemented Developer Tools can be helpful for gathering insight into a page's underlying structure as well as tracing the source of dynamic data requests.","","9781118834787","10.1002/9781118834732.ch6","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067221.pdf&bkn=10066950&pdfType=chapter","","Codes;Browsers;Behavioral sciences;Libraries;Engines;Computer languages;Web servers","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Front Matter","F. Iafrate",NA,"From Big Data to Smart Data","","2015","","","i","xxv","The front matter contains:<list style=""bulleted"" xml:id=""l1""> <listItem> Half‐Title Page </listItem> <listItem> Title Page </listItem> <listItem> Copyright Page </listItem> <listItem> Contents </listItem> <listItem> Preface </listItem> <listItem> List of Figures and Tables </listItem> <listItem> Introduction </listItem> </list>","","9781119119265","10.1002/9781119116189.fmatter","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067152.pdf&bkn=10066953&pdfType=chapter","","","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Mapping the Geographic Distribution of Names","S. Munzert; C. Rubba; P. Meissner; D. Nyhuis",NA; NA; NA; NA,"Automated Data Collection with R: A Practical Guide to Web Scraping and Text Mining","","2015","","","380","395","This chapter briefly introduces the visualization of geographic data in R. This can be a difficult task, and if the data do not match the specifications of the data treated in the chapter, the author recommend a look at Kahle and Wickham (2013) and Bivand et al. (2013b) for more advanced visualization tools of spatial data with R. In order to acquire the necessary data, one relies on the online directory of a German phone book provider. As a showcase, the chapter visualizes the geographical distribution of a set of surnames in Germany. It first discusses a data collection strategy, and describes website inspection and data retrieval and information extraction. The next step is to plot the scraped observations on a map. To do so, one has to match geo‐coordinates to the scraped zip codes and add them to a map.","","9781118834787","10.1002/9781118834732.ch15","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067219.pdf&bkn=10066950&pdfType=chapter","","Uniform resource locators;Robots;Data visualization;Encoding;XML;Task analysis;Soft sensors","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Parsing Information from Semistructured Documents","S. Munzert; C. Rubba; P. Meissner; D. Nyhuis",NA; NA; NA; NA,"Automated Data Collection with R: A Practical Guide to Web Scraping and Text Mining","","2015","","","359","370","This chapter demonstrates how to construct a parser that is able to transform pure character data into R data structures. As an example one identifies climate data that are offered by the Natural Resources Conservation Service at the United States Department of Agriculture. The chapter focuses on a set of text files that can be downloaded from an file transfer protocol (FTP) server. While the download procedure is simple, the files cannot be put into an R data structure directly. The displayed data are structured in a way which is human‐readable but not (yet) understandable by a computer program. The main goal is to describe the structure in a way that a computer can handle them. RCurl provides functionality to access data from FTP servers and stringr offers consistent functions for string processing with R.","","9781118834787","10.1002/9781118834732.ch13","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067225.pdf&bkn=10066950&pdfType=chapter","","Temperature measurement;Temperature distribution;Servers;Data structures;Meteorology;Data mining;Uniform resource locators","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"HTTP","S. Munzert; C. Rubba; P. Meissner; D. Nyhuis",NA; NA; NA; NA,"Automated Data Collection with R: A Practical Guide to Web Scraping and Text Mining","","2015","","","101","148","The chapter starts with an introduction to client–server conversation. It discusses the technical details of Hypertext Transfer Protocol (HTTP). The chapter talks about the uniform resource locator (URLs), standardized names of resources on the Internet. The presentation of HTTP is subdivided into a fundamental look at the logic of HTTP messages, request methods, status codes, and headers. The chapter elaborates the methods GET and POST, the two most important methods for web scraping. The chapter inspects more advanced features of HTTP for identification and authentication purposes, and talks about the use of proxies. Although HTTP is by far the most widespread protocol on the Web, the chapter discusses the HTTPS and File Transfer Protocol (FTP). Finally, the chapter concludes with the practical implementation of HTTP‐based communication using R.","","9781118834787","10.1002/9781118834732.ch5","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067189.pdf&bkn=10066950&pdfType=chapter","","Servers;Protocols;Uniform resource locators;Browsers;Standards;IEEE Sections;Task analysis","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
