"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Fuzzy Preference Queries to NoSQL Graph Databases","A. Castelltort; A. Laurent; O. Pivert; O. Slama; V. Thion",NA; NA; NA; NA; NA,"NoSQL Data Models: Trends and Challenges","","2018","","","167","201","This chapter presents a framework that makes it possible to introduce fuzzy preferences in queries over graph databases. It discusses implementation issues for the implementation of such a framework. The chapter introduces the notion of graph databases and preliminary notions concerning fuzzy set theory. It also presents the contributions of the scientific literature that allow for a flexible querying of crisp and fuzzy graph databases. These contributions choose the same approach which consists in extending a query language in order to introduce fuzzy preferences in graph pattern queries. Both these approaches consider the extension of the Cypher query language implemented in the Neo4j graph database management system. The chapter then presents a pioneer work that extends the Cypher language in order to express fuzzy preference queries over attributes, nodes and relationships in order to query a crisp graph database.","","9781119544135","10.1002/9781119528227.ch6","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10075034.pdf&bkn=10074974&pdfType=chapter","","Databases;Data models;IEEE Sections;Database languages;Ciphers;Database systems;Bars","","","","","","","","16 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Other titles from iSTE in Computer Engineering","R. Jeansoulin","University of Provence, France","JavaScript and Open Data","","2018","","","G1","G9","","","9781119527305","10.1002/9781119451761.oth","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067216.pdf&bkn=10066955&pdfType=chapter","","","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Variables: Declaration, Definition and Type","R. Jeansoulin","University of Provence, France","JavaScript and Open Data","","2018","","","5","17","Variables are made to receive values directly or through evaluated expressions compounding values and operators or results of function calls: the value is stored internally and the variable references this storage, and takes its value and its type. To fetch the value of a variable, it must have been identified in the lexical phase: which means to be “declared”. Often, JavaScript code starts with declaration instructions. This chapter looks back at the two steps in the interpretation of JavaScript (simplified): lexical‐time and run‐time. It details this double mechanism: declaration of the variables, initialization to undefined at lexical‐time and definition of the variables at run‐time. For a better understanding of the declaration mechanism in JavaScript, we must first learn what the “scope” of a variable is: the function declarations determine the overall logics of the notion of scope.","","9781119527305","10.1002/9781119451761.ch1","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067184.pdf&bkn=10066955&pdfType=chapter","","Reactive power;Containers;Open data;Codes;Engines;Syntactics;Indexes","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Cartographic Data","R. Jeansoulin","University of Provence, France","JavaScript and Open Data","","2018","","","217","227","A cartographic application is of a level of complexity greater than a simple graphic plot. Most of the open source or proprietary libraries just draw on a &lt;canvas&gt;. There are various methods for drawing lines or polygons or pixel matrices, for computing topological relations and also for computing distances, transforming geographical coordinates between map projections, and so on. The topological relations involves sharing a vertex, being included or intersecting each other. This chapter presents the basic use of one library, open source, which is complete enough to sample all of the most useful features, in a way similar to those of proprietary libraries such as Google, Bing and Yahoo. That library is OpenLayers, code licensed under the “<i>2‐Clause BSD</i>”, with a very active community. The requirements of the cartographic data are the library, the basic styles, and a simple element (or a &lt;canvas&gt;) that will be used by the library.","","9781119527305","10.1002/9781119451761.ch13","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067222.pdf&bkn=10066955&pdfType=chapter","","Libraries;Codes;Open data;Laboratories;Internet;Indexes;Online services","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Front Matter","R. Jeansoulin","University of Provence, France","JavaScript and Open Data","","2018","","","i","xxi","The prelims comprise:<list style=""bulleted""> <listItem>Half‐Title Page</listItem> <listItem>Dedication</listItem> <listItem>Title Page</listItem> <listItem>Copyright Page</listItem> <listItem>Contents</listItem> <listItem>Introduction</listItem> </list>","","9781119527305","10.1002/9781119451761.fmatter","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067190.pdf&bkn=10066955&pdfType=chapter","","","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"From Signs to Patterns","R. Jeansoulin","University of Provence, France","JavaScript and Open Data","","2018","","","117","131","This chapter presents several notions about the signs and words used in JavaScript. It explores how the signs and words interact with the syntax. The chapter describes how to use programming constraints to style a more readable and robust code and a few hints about meta‐programming. In any language there are reserved words, sacred or forbidden, and one must replace them. In any language, punctuation plays a role in the interpretation. In any language there are pronouns, a grammatical form referring to another form, and whenever referencing, ambiguities may occur. Keywords, punctuation signs and a misused pronoun are often error prone in JavaScript. The chapter discusses some programming best practices: design patterns. In object‐oriented programming, any instruction is in the context of one object: the global object or a particular object. Data are often exchanged over the Internet in text files using JSON format.","","9781119527305","10.1002/9781119451761.ch7","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067153.pdf&bkn=10066955&pdfType=chapter","","Syntactics;Open data;Switches;Generators;Dentistry;Transient analysis;Synchronization","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"AJAX Technology (Asynchrony)","R. Jeansoulin","University of Provence, France","JavaScript and Open Data","","2018","","","171","186","This chapter deals with synchronous and asynchronous processing. Programming in the web ecosystem, that is to say, in the context the Internet, means that the speed of communication and the volume of exchanged data impact the processes. In 2005, that object was standardized by ECMA and was popularized under the name Asynchronous Javascript And XML (AJAX). AJAX allows access to the data files, under a variety of formats, served by web servers or smaller remote applications called Web Apps. There are four request modes: GET, POST, PUT, DELETE. A “Promise” is an object that represents the return of an async operation. The use of then() is called an “asynchronous function call”, and it returns a new “Promise” which, in turn, can be “then‐ified”. Accessing remote servers with AJAX is severely restricted for security reasons. The “Same Origin Policy” (SOP) restricts access to files present in the same domain, which means a local file.","","9781119527305","10.1002/9781119451761.ch10","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067230.pdf&bkn=10066955&pdfType=chapter","","XML;Open data;Web pages;Programming;Internet;Codes;Wrapping","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Arrays","R. Jeansoulin","University of Provence, France","JavaScript and Open Data","","2018","","","71","85","JavaScript provides several built‐in objects able to represent tabulated data, which we can access through an index: Array, and TypedArray, Map, Set, String are other “<i>Iterables</i>”. The syntax of an “array literal” uses [square brackets] to delimit a list of elements, which can be primitive values, variable names, objects and functions, separated by commas. The property length is permanently updated, returning the index of the last element plus one. Adding or removing an element in the array immediately modifies length. This chapter explores the methods of the object Array and Array.prototype. The arrow syntax can be used everywhere for function expressions, and in particular in the context of array methods, it may ease code readability. The “spreadsheet” is the most common pattern for simple databases. There exist some stable and safe frameworks providing additional methods to arrays, though “masked” in their “namespace”.","","9781119527305","10.1002/9781119451761.ch5","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10066857.pdf&bkn=10066955&pdfType=chapter","","Arrays;Indexes;Open data;Voting;Task analysis;Syntactics;Internet","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Functions","R. Jeansoulin","University of Provence, France","JavaScript and Open Data","","2018","","","87","115","A function is an independent block of code, which can be called from another part of the code. This requires a mechanism for storing the calling line, sharing variables, passing parameters and returning a value. In JavaScript, a function is a “first‐class object”, which means that a function can be assigned to a variable. This chapter presents the notions of “scope” and “execution context”, which will shed light upon the mechanisms of “function closure” and immediately invoked function expression (IIFE). A function can be set for the same syntax in two ways: by declaration or by expression. The operator (parentheses), also called “grouping operator” or “precedence operator”, is used in arithmetic or logic expressions or regular expressions. The chapter explores the three facets of the “parentheses operator” in a function context: parameters delimiter, arguments delimiter and immediate invocation. The parameters are declared together with the function; the arguments are passed when function is invoked.","","9781119527305","10.1002/9781119451761.ch6","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067198.pdf&bkn=10066955&pdfType=chapter","","Codes;Syntactics;Prototypes;Open data;Engines;Web pages;Reactive power","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Index","R. Jeansoulin","University of Provence, France","JavaScript and Open Data","","2018","","","239","240","","","9781119527305","10.1002/9781119451761.index","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067203.pdf&bkn=10066955&pdfType=chapter","","","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Core JavaScript","R. Jeansoulin","University of Provence, France","JavaScript and Open Data","","2018","","","1","4","","","9781119527305","10.1002/9781119451761.part1","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10066865.pdf&bkn=10066955&pdfType=chapter","","","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Client‐Side JavaScript","R. Jeansoulin","University of Provence, France","JavaScript and Open Data","","2018","","","133","136","","","9781119527305","10.1002/9781119451761.part2","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067140.pdf&bkn=10066955&pdfType=chapter","","","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Applications","R. Jeansoulin","University of Provence, France","JavaScript and Open Data","","2018","","","187","190","","","9781119527305","10.1002/9781119451761.part3","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067215.pdf&bkn=10066955&pdfType=chapter","","","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Graphic and Multimedia Tools","R. Jeansoulin","University of Provence, France","JavaScript and Open Data","","2018","","","157","170","The processing of data requires graphic tools for visualization. This chapter presents the HTML5 tools that JavaScript can use either for direct drawing or multimedia display. There are three approaches, corresponding to the three following elements: iframe, scalable vector graphics (SVG) and canvas. SVG is a markup language, like HTML, and can be run with a specific layout engine. The element &lt;canvas&gt; provides a rectangular surface on the web page, which can be associated with a “graphic context”, and JavaScript can have access to the properties and methods of that graphic context. The open source library Dygraph is available under “MIT license”. Handling the real time elapsed is useful when waiting for an answer or monitoring an evolution. The window object proposes two methods which allow the execution of a function at a specific time or by specific intervals: setTimeout and setInterval.","","9781119527305","10.1002/9781119451761.ch9","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067185.pdf&bkn=10066955&pdfType=chapter","","Graphics;Libraries;HTML;Web pages;Codes;Internet;Engines","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Objects and Prototypes","R. Jeansoulin","University of Provence, France","JavaScript and Open Data","","2018","","","45","69","JavaScript distinguishes itself from most usual “object‐oriented programming”, OOP languages, which are “class based”: JavaScript is “prototype based”. This chapter presents an introduction about the notions of “concept” versus “named entities” should help in understanding the difference between “class‐based” and “prototype‐based” OOP. It describes the syntax and use of the “object literal” in JavaScript, popular through the Java Script Object Notation, JSON format, which is widely used to exchange data over the Internet. The chapter deals with the methods of the built‐in objects “Object” and “Object.prototype”, how they provide the notion of inheritance by delegation and how objects can be related. It explores the three approaches for creating objects: literal, prototypal and classical. There are two notations to denote one particular property of an object: dot notation and bracket notation. Every object owns two types of properties: “<i>own</i>”, or “<i>inherited</i>” by delegation from one prototype of its prototypes chain.","","9781119527305","10.1002/9781119451761.ch4","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10066850.pdf&bkn=10066955&pdfType=chapter","","Prototypes;Syntactics;Containers;Open data;Codes;Writing;Java","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Chronological Data","R. Jeansoulin","University of Provence, France","JavaScript and Open Data","","2018","","","191","197","This chapter presents an example which is a characteristic of many sites that provide access to chronological data, generally under CSV and JavaScript Object Notation (JSON) formats. Quandl.com is a data warehouse which basically sells financial data. Chronological data that are delivered as JSON can be directly received as JavaScript objects. Knowing that structure and the components of the URL, we are able to write a <i>callback</i> function and call the helperGetJson function with the correct arguments. Some of the graphic tools that propose to handle graphical data under different classical forms: line‐chart, pie‐chart, Gantt‐chart, and so on. The chapter explores how to use the library dygraph.js for plotting several chronological data relative to the same abscissa axis and animating chronological data against time. A dynamic plot is displayed on the screen in just one frame. One may control the display by using as many frames as needed.","","9781119527305","10.1002/9781119451761.ch11","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067227.pdf&bkn=10066955&pdfType=chapter","","Arrays;Libraries;Graphics;Open data;Gain;Data warehouses;Codes","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Data: Numbers and Strings","R. Jeansoulin","University of Provence, France","JavaScript and Open Data","","2018","","","27","44","This chapter focuses on “numbers” and “strings”, and in particular the use of: concatenation operator, and comparisons with type string variables; methods of the object String and String.prototype; and regular expressions and the object RegExp. When the expression starts with an item of type “number”, the rest of the expression is evaluated in “numerical context”, and a boolean value will be converted to either 1, if true or 0 if false. Regular expressions are “patterns” that describe how a string is made of parts, and can be used them to retrieve any subchain made the same way. A string literal notation uses quotation marks that can be of three kinds: double quotes, simple quotes, or back quotes. The Math object includes several properties and methods, facilitating the use of mathematical constants and usual mathematical functions.","","9781119527305","10.1002/9781119451761.ch3","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067162.pdf&bkn=10066955&pdfType=chapter","","Open data;Arithmetic;Syntactics;Planets;Natural languages;Engines;Behavioral sciences","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Relational Data","R. Jeansoulin","University of Provence, France","JavaScript and Open Data","","2018","","","199","215","This chapter considers the simplest and most popular form of relational data and tabulated data. It describes the two important operations that can be done with a simple browser: data aggregation and data join. Aggregating tabulated JavaScript Object Notation (JSON) data is well‐known in database management systems, and data warehouses frequently use the joins and aggregators to pass from relational to hierarchical representations of the same datasets. Combining several sources of information is a fundamental operation for a data scientist. For a join to be possible, it requires that the two sources have at least one common ground to allow an association. The basic object to join is the <i>candidat</i>, however, the data are hierarchized from <i>departement</i>, to <i>circonscription</i>, then finally to <i>candidat</i>. The interest of using <i>promises</i> is to allow the asynchronous processing of each file, before processing the join and then the postprocessing.","","9781119527305","10.1002/9781119451761.ch12","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067199.pdf&bkn=10066955&pdfType=chapter","","Voting;Electric breakdown;Open data;Codes;Relational databases;Modems;Browsers","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Data Served by JSONP","R. Jeansoulin","University of Provence, France","JavaScript and Open Data","","2018","","","229","234","This chapter expresses that the “padding” of JavaScript Object Notation (JSON) to JSON with padding, JSONP is a workaround to avoid the rule of the same origin policy. JSONP was experimented in order to allow an object literal (JSON format), to be readable as a valid JavaScript code when the script engine is triggered by the tag. The Google global object proposes methods for handling the spreadsheet as well as preparing the JSONP. Yahoo proposes a request service whose syntax mimics an SQL command line: it is named Yahoo Query Language (YQL). For instance, a YQL request is able to query and send back data from an RSS feed. The chapter describes different coding method of sending the JSONP request: the &lt;script&gt; tag will be inserted into the DOM by the first &lt;script&gt;, now alone. The other difference is that Flickr is both an image repository service and a JSONP service, therefore, the same URL hosts the two services.","","9781119527305","10.1002/9781119451761.ch14","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067202.pdf&bkn=10066955&pdfType=chapter","","Internet;Codes;Servers;Uniform resource locators;Syntactics;Multimedia Web sites;Image databases","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"JavaScript in the Web Page","R. Jeansoulin","University of Provence, France","JavaScript and Open Data","","2018","","","137","156","This chapter focuses on <i>Document Object Model</i> (DOM). The HTML DOM is a tree: a root, followed by child nodes, recursively up to terminal nodes, empty‐tags or text‐nodes. The layout engine builds the tree while parsing the HTML document step by step in “depth‐first” mode. The link between a DOM element and a CSS rule is established through the CSS selectors: a similar link can be established from JavaScript. JavaScript can also handle the CSS rules linked to a specific DOM element. When loading the page in the browser, several objects are created and stored in a tree structure called the “Browser Object Model” (BOM). The chapter lists a selection of useful properties and methods, for data‐oriented purposes, grouped by functionality. There are several kinds of <i>events</i> in the ecosystem of the web page. Each browser window runs only one process: the “event loop”, which successively, and sequentially, executes the tasks.","","9781119527305","10.1002/9781119451761.ch8","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067170.pdf&bkn=10066955&pdfType=chapter","","Web pages;Layout;Engines;Codes;Semantics;Open data;Browsers","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Controls: Booleans, Branch and Loops","R. Jeansoulin","University of Provence, France","JavaScript and Open Data","","2018","","","19","26","A control is a boolean context that is defined by the syntax of a conditional instruction: branch and loop. There are two boolean values: true and false. In a boolean context, the values of type string or number are cast to a boolean, and values undefined and null are evaluated as false. The value undefined is characteristic of a never defined variable. The type “undefined” applies to a never defined variable and to a never declared variable. The chapter focuses on boolean operators, relational operators and comparison operators. The boolean operators are evaluated with the shortcut rule: the next operand is evaluated depending on the status of the test after the previous operand evaluation. The chapter also focuses on exception handling and provides some examples for comparison operators, conditional instructions and ternary conditional operator.","","9781119527305","10.1002/9781119451761.ch2","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067210.pdf&bkn=10066955&pdfType=chapter","","Switches;Syntactics;Indexes;Codes;Open data;Reactive power;C++ languages","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Bibliography","R. Jeansoulin","University of Provence, France","JavaScript and Open Data","","2018","","","235","238","","","9781119527305","10.1002/9781119451761.biblio","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10067212.pdf&bkn=10066955&pdfType=chapter","","","","","","","","","","13 Mar 2023","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
