id,link,titles,abstract,bertopic_cluster_id,cluster_Name,xmeans_labels,Related_Class,Relevance_Class,Levi_Relevance 1/0 (Technology Oriented/Other) ,"Levi_Related_Class (1,2,3,0)  by defined categories in Sheet 1 ","Levi_Detect (1,0) 1 - New Potentially emerging technology detected, 0 -no pearls in the shall",Tech_Name,Note,new_Tech_code (1-new application. 2- new subtech. 3- completely new tech),coverage,stage_assesment
other news sites796,https://www.thelancet.com/journals/lanhl/article/PIIS2666-7568(22)00095-2/fulltext#%20,Linking interdisciplinary and multiscale approaches to improve healthspan a new UK model for collaborative research networks in ageing biology and clinical translation,"1 Scott AJEllison MSinclair DA The economic value of targeting aging. 2 House of Lords Science and Technology Select CommitteeAgeing: Science, Technology, and Healthy Living. Improvements in health care, sanitation, diet, and education over the past century have markedly increased life expectancy, but this has not been paralleled by concomitant increases in healthy life expectancy. Increasing healthspan, which is the time spent free of major illness or disease, is therefore an important priority worldwide. The UK Government, for example, has pledged to increase the healthy life expectancy of the UK population by an extra 5 years by 2035 without increasing inequality. Achieving this goal would simultaneously improve individual quality of life, increase productivity, and boost national wealth. Notably, a gain of just one additional healthy year is predicted to be worth US$38 trillion to the USA.However, a 2021 review of national progress in the UK towards this goal revealed that policy makers have little confidence that healthy life expectancy can be markedly improved either through focusing on technological solutions (which promote independence but not health) or on diet and exercise regimes (which are often out of reach of those who would most benefit, because of socioeconomic inequalities).2 House of Lords Science and Technology Select CommitteeAgeing: Science, Technology, and Healthy Living. 3 López-Otín CBlasco MAPartridge LSerrano MKroemer G The hallmarks of aging. 4 Fraser HCKuan VJohnen Ret al. Biological mechanisms of aging predict age-related disease co-occurrence in patients. 5 Kulkarni ASGubbi SBarzilai N Benefits of metformin in attenuating the hallmarks of aging. , 6 Justice JNNambiar AMTchkonia Tet al. Senolytics in idiopathic pulmonary fibrosis: results from a first-in-human, open-label, pilot study. The same reviewrevealed a general lack of awareness and scrutiny of the potential offered for improving health in later life by ameliorating the ageing process itself. This unawareness is alarming when set against the backdrop of a quiet research revolution in biogerontology that has seen the identification of some key hallmarks of ageing,evidence that these hallmarks and underlying mechanisms independently predict the emergence of age-related diseases in real patients,and positive outcomes from preclinical and early-stage human clinical trials based on targeting ageing mechanisms.Humanity stands on the threshold of being able to prevent multimorbidity and age-associated diseases by addressing the underlying biology of ageing; parallels with the era of antibiotics do not seem unduly hyperbolic.7 WHODecade of healthy ageing: baseline report. 8 Cox LSBellantuono ILord JMet al. Tackling immunosenescence to improve COVID-19 outcomes and vaccine response in older adults. Ignorance of these developments carries appalling costs, which have been, and will continue to be, borne by older people unless the situation changes. For example, the UK's 2017 Healthy Ageing Grand Challenge specifically excluded biomedical science research from its funding remit, and the extensive Decade of Healthy Ageing: baseline report,by WHO (2021), fails to mention these advances, or even the word biology, focussing instead on socioeconomic determinants of health and overcoming ageism. Given that hallmark ageing mechanisms cause the progressive failure of innate and adaptive immunity, it is a fascinating counterfactual to consider how the ongoing COVID-19 pandemic would have been handled had it been preceded by a sustained international effort to target immune senescence and enhance later life immune function.The need to avoid such mistakes in the future is patent, as are the triple economic benefits (lower health and social care costs, greater economic activity of older adults, and investment into new industries) that will accompany efforts in this area.2 House of Lords Science and Technology Select CommitteeAgeing: Science, Technology, and Healthy Living. 9 Cox LS The economic and scientific case for therapeutic intervention in ageing. It is perhaps the perceived complexity of ageing biology that has dissuaded policy makers from directly tackling it. As a result, academic research on ageing in many parts of the globe is fragmented and siloed,and driven by funding models and professional metrics that reward specialisation and disease-specific focus. However, the biological mechanisms that cause ageing must be a central focus if integrational and intersectional approaches aimed at improving lifelong health figure ) are to be truly effective.Figure UK Research and Innovation-funded ageing networks addressing ageing processes across the life course Show full caption 8 Cox LSBellantuono ILord JMet al. Tackling immunosenescence to improve COVID-19 outcomes and vaccine response in older adults. , 9 Cox LS The economic and scientific case for therapeutic intervention in ageing. 4 Fraser HCKuan VJohnen Ret al. Biological mechanisms of aging predict age-related disease co-occurrence in patients. 11 networks (depicted in ovals) cover a broad but overlapping range of research topics, with intersections between socioeconomic determinants of health, diet, exercise, microbiome, extracellular matrix, and molecular and cellular mechanisms of ageing, through to cognition, immunity, frailty, therapeutics, and clinical trials. This breadth allows the networks to identify interventions appropriate for different stages of the life course, with a shift in focus from disease-preventive approaches in early life and mid-life through to more intense clinical monitoring and interventions in older adults, including development and testing of new geroprotective and gerotherapeutic medicines, such as senolytic drugs.A multiscale, multisystem, and whole of life course approach to improve healthy life expectancy can be achieved by drawing these broad research disciplines together through a core focus on hallmarks that underlie the biology of ageing and drive age-related disease.AGENTS=Ageing and Nutrient Sensing network. ART=Ageing Research Translation of Healthy Ageing Network. ATTAIN=Active and healthy ageing for all. BLAST=Building Links in Ageing Science and Translation. CARINA=CAtalyst Reducing ImmuNe Ageing. CELLO=CELLular metabolism Over a life-course in socioeconomically disadvantaged populations.CFIN=Cognitive Frailty Interdisciplinary Network. ECMage=Extracellular Matrix (ECM) ageing across the life course interdisciplinary research network. Food4Years=Food for-added-life-years: putting research into action. MyAGE=Muscle resilience across the life course: from cells to society. SMiHA=Skin Microbiome in Healthy Ageing.10 UKRIResearchers at 28 UK universities team up to tackle healthy ageing. It is therefore hugely exciting that the diversity and complexity of ageing across the life course has now been recognised in a national initiative by the Biotechnology and Biological Sciences Research Council and Medical Research Council of UK Research and Innovation (the national government-sponsored research funder). Launched in March, 2022,the UK Ageing Network comprises 11 new research networks addressing core aspects of ageing biology and health in a national macro network, drawing together ageing research across systems and scales ( figure ). These networks aim to enable knowledge exchange and research beyond the narrow focus of individual research projects and academic disciplines, drawing from the social sciences, humanities, economics, and biomedical and physical sciences, as well as bringing in expertise from industry, biotechnology, the third sector, and policy makers; membership is open and non-prescriptive, and interested individuals and organisations are encouraged to join . Importantly, the networks also include the voice of those with the lived experience of ageing, to enable relevant co-design of future research strategies, together with health practitioners and clinical trialists to ensure that promising interventions can be taken forward from the laboratory into patients. Through workshops, training programmes, grassroots events, and research pump priming, the networks will not only enable integration of expertise and cross-disciplinary working to generate new knowledge and provide solutions to ageing problems, they also aim to build ageing research capacity, enticing researchers from all career stages and disciplines in academia and beyond to embrace ageing research. Dissemination of new findings and development of new training materials for a range of audiences, including clinical practitioners and policy makers, is also key to the networks’ goals, to ensure that actionable findings from ageing research are rapidly adopted into policy and practice.Initially funded for 2 years, positive outcomes from the networks should drive investment to sustain and grow them, with expansion to include colleagues from around the world. We therefore welcome input, suggestions, and support from all who wish to contribute to improve health across the life course and work towards the goal of substantially extending healthy life expectancy.",,,,,,,,,,,,,
other news sites797,https://www.digitaltrends.com/mobile/non-invasive-blood-glucose-measurement-wearables-breakthrough/,Sensor breakthrough brings us closer to blood glucose monitoring on wearables,"Blood glucose monitoring is touted to be the next big breakthrough for wearable devices like the Apple Watch. However, the hardware is yet to be seen on a commercially available, mass-market device. That might change soon.A team from Georgia’s Kennesaw State University claims to have developed a noninvasive system of blood glucose level measurement, thanks to a device called GlucoCheck. It follows the same fundamental approach as the oxygen-level analysis sensor on smartwatches like the Apple Watch Series 8 and Samsung Galaxy Watch 5.Team lead Maria Valero, an assistant professor at the institution’s College of Computing and Software Engineering (CCSE), notes that the device delivers 90% accuracy in analyzing glucose concentration in blood samples. The biosensor works in tandem with a phone application, but the team is already at work on integrating Amazon’s Alexa virtual assistant.GlucoCheck shines light across the human skin, and then a camera captures the view from the other side. The goal is to study the varying level of light absorption by blood flowing in the vessels to determine the glucose concentration.The team has already filed a patent for the tech and now aims to test it on more body types to diversify the test data. This step is of critical importance, because commercially available wearables like those made by Fitbit and even Apple are known to be inaccurate at reading data from people with dark or tattoed skin types.The latest development is remarkable because it achieves the holy grail of glucose-level monitoring, which is to develop a noninvasive method that can be miniaturized and connected to devices such as phones. Currently, people with diabetes need to prick their fingers to obtain a blood sample to analyze their sugar levels.Commercial players are also at itThis is not the first research of its kind. In July 2020, Samsung showcased a noninvasive method for blood glucose monitoring in partnership with experts from the Massachusetts Institute of Technology (MIT). The same year, Movano revealed a wearable device that can measure blood sugar levels using a light diffusion method. But it didn’t do much else.A year later, a Japanese company named Quantum Operation showcased a wearable-mounted sensor at CES 2021 that was capable of noninvasive blood glucose analysis. According to multiple reports that have surfaced over the past couple of years, both Apple and Samsung are interested in the promising tech for their smartwatches.Quantum Operation Non-Invasive Blood GlucometerU.K.-based Rockley Photonics is also working toward the same objective, but instead of LEDs, the company is focused more on laser-based analysis. Regarding the in-house tech, CEO Dr. Andrew Rickman told Digital Trends that it “collects incredibly rich data that we extract to measure, amongst other things, hydration, lactate, and blood pressure.”Notably, Apple is said to be one of the biggest clients of Rockley Photonics and is rumored to include the noninvasive blood glucose monitoring tech on the Apple Watch portfolio in the near future.Editors' Recommendations",,,,,,,,,,,,,
other news sites798,https://newatlas.com/medical/cancer-metastasis-breakthrough-rethink/,Cambridge cancer breakthrough may prompt rethink of metastasis,"Cancer’s ability to spread through the body is one of its most devastating tricks. Scientists at Cambridge have now identified a protein that plays a key role in metastasis, which not only hints at a new potential treatment but reveals for the first time that this process isn’t unique to cancer.No matter where in the body it originates, cancer can eventually begin to colonize other organs and tissues through a process known as metastasis, which makes it much harder to treat. Unfortunately, there’s still much about metastasis that scientists don’t understand, but ongoing research is continually uncovering mechanisms that could lead to new therapy options.In the new study, Cambridge scientists discovered not just a new mechanism for metastasis, but completely recontextualized its role. It’s long been thought that metastasis was an abnormal process that arises in cancer, but the new study found that it’s a process used by healthy cells as well – cancer just hijacks it for its own purposes.The team made the discovery while investigating a cellular structure known as sodium leak channel, non-selective (NALCN). These channels are located on cell membranes and control how salt goes in and out of the cell. In the new study, the researchers found that NALCN also regulates the release of cells from tissues into the bloodstream, where they can be taken up by other organs and tissues.In tests in mice, the scientists blocked the function of the NALCN protein, and found that it triggered metastasis in stomach, intestinal and pancreatic cancers. That suggests this could be a new target for preventing metastasis, potentially improving outcomes for patients with cancer.But the most surprising discovery came when the team tested the technique in mice without cancer. Blocking NALCN also caused healthy cells to migrate away from their original organs to other ones – pancreatic cells, for instance, moved to the kidney and became healthy kidney cells instead.“These findings are among the most important to have come out of my lab for three decades,” said Professor Richard Gilbertson, Group Leader of the study. “Not only have we identified one of the elusive drivers of metastasis, but we have also turned a commonly held understanding of this on its head, showing how cancer hijacks processes in healthy cells for its own gains. If validated through further research, this could have far-reaching implications for how we prevent cancer from spreading and allow us to manipulate this process to repair damaged organs.”The team now plans to investigate ways to take advantage of this discovery to prevent metastasis, including repurposing existing drugs.The research was published in the journal Nature Genetics.Source: University of Cambridge",,,,,,,,,,,,,
other news sites799,https://9to5mac.com/2022/10/25/apple-watch-blood-oxygen-study/,Study finds Apple Watch blood oxygen sensor is as reliable asmedical grade device ,"A new validation study published this month puts the blood oxygen feature of the Apple Watch to the test. According to the results of the study, the Apple Watch Series 6 is able to “reliably detect states of reduced blood oxygen saturation” in comparison to medical-grade pulse oximeters. Here’s how the study came to determine this…How reliable is the Apple Watch’s blood oxygen sensor?As spotted by MyHealthyApple, the study was published this month in the Digital Health open access journal. The objective of the study was to investigate “how a commercially available smartwatch that measures peripheral blood oxygen saturation (SpO 2 ) can detect hypoxemia compared to a medical-grade pulse oximeter.”For the study, researchers recruited 24 healthy participants. Each person wore an Apple Watch Series 6 on their left wrist and a pulse oximeter sensor on their left middle finger (the Masimo Radical-7).The participants breathed via a breathing circuit with a three-way non-rebreathing valve in three phases. First, in the 2-minute initial stabilization phase, the participants inhaled the ambient air. Then in the 5-minute desaturation phase, the participants breathed the oxygen-reduced gas mixture (12% O 2 ), which temporarily reduced their blood oxygen saturation. In the final stabilization phase, the participants inhaled the ambient air again until SpO 2 returned to normal values. Measurements of SpO 2 were taken from the smartwatch and the pulse oximeter simultaneously in 30-s intervals.The study resulted in 642 individual pairs of blood oxygen measurements:The differences in individual measurements between the smartwatch and oximeter within 6% SpO 2 can be expected for SpO 2 readings 90%-100% and up to 8% for SpO 2 readings less than 90%.As such, the researchers conclude:The bias in SpO 2 between the smartwatch and the oximeter was 0.0% for all the data points. The bias for SpO 2 less than 90% was 1.2%. The differences in individual measurements between the smartwatch and oximeter within 6% SpO 2 can be expected for SpO 2 readings 90%–100% and up to 8% for SpO 2 readings less than 90%.Apple first added blood oxygen measurement support to the Apple Watch Series 6. It’s also a feature on the newest Apple Watch Series 7, Apple Watch Series 8, and Apple Watch Ultra. Apple has been hesitant to promote the feature with any actual medical claims, and the company hasn’t advertised any significant improvements to the technology since it first debuted on the Series 6 in 2020.You can read the complete study right here on the SAGE Journals website.FTC: We use income earning auto affiliate links. More.Check out 9to5Mac on YouTube for more Apple news:",,,,,,,,,,,,,
other news sites800,https://www.freethink.com/technology/minimally-invasive-surgery,Robotic surgery is a game changer for minimally invasive surgery,"Once the stuff of science fiction, robotic surgery is now used in hospitals across the world for a wide variety of procedures. Across several common procedures, some research has found that robotic surgery can improve outcomes in areas such as blood loss, complications, and recovery times, compared to open and some laparoscopic surgeries.Robotic procedures have been game changers in minimally invasive care, and innovative surgical systems have been crucial. Robotic surgery isn’t performed by a machine; a specially trained surgeon uses advanced medical technology to streamline the surgical process. The end goal is to increase safety, reduce complications, and improve patient outcomes. By reducing surgical trauma and increasing precision, robotic surgery can help pave the way for predictable, reproducible results.Although robotic surgery has made impressive advances over the past two decades, there is much more to be done. As minimally invasive care continues to advance, researchers are finding new ways to help surgeons do more for patients.How robotic surgery worksThe first commercially viable robotic surgical system was developed in the late 1990s by Intuitive. Intuitive’s systems have gone on to become the most advanced and widely used in the world. Four generations of its pioneering da Vinci system have so far been used in more than 10 million procedures.Intuitive’s robotic surgical systems enable surgeons to use a console, precisely guiding surgical instruments inside the patient’s body. The surgeon’s hand movements are translated in real time to the instruments, which are situated on a cart beside the patient. The instruments are small, nimble, and have a greater range of motion than the human wrist and hand, helping to enable surgical precision in moments that matter.In contrast to open surgery, which typically requires a large incision, robotic surgery involves one or more very small incisions to insert the robotic arms. One of the arms has a camera that feeds high-quality 3D video to the surgeon’s console.“I remember distinctly when I first sat at the console,” says Tanuja Damani, a general surgeon at New York University who first began using the da Vinci system in 2011. “I realized right away that this was the future of surgery. But there was tremendous skepticism early on.”Dr. Damani and other early adopters saw the potential of this approach. Their vision, perseverance, and mentoring have smoothed the way for those who have followed.Take Amanda Pysher, a young bariatric and general surgeon with Surgical Consultants of Northern Virginia, who was first introduced to robotics during her residency and fellowship. Unlike Dr. Damani, Dr. Pysher has benefited from a robust network of mentors, who’ve helped her as she’s learned the ropes of using the da Vinci system. She’s become so comfortable with the system that three years ago she focused her practice on robotic surgery. She now mentors other surgeons who are in the process of learning robotic surgery.“I think it has been easier for me to transition to robotics than the first adopters years ago,” she says. “It’s one of the reasons I feel so strongly about mentoring. I want to be able to give back and help others the way that the mentors above me helped me. We’re helping people live longer for their families and their friends. I just can’t think of any other surgery which has a bigger impact than that.”Robotic surgery’s impact on patientsFor both Dr. Pysher and Dr. Damani, the goal is to do more for their patients. One such patient is Jennifer Luebke. Last year, after struggling with her weight for decades, Luebke decided to have a robotic bariatric surgery with Dr. Pysher.That decision stemmed largely from her sense that her weight increased her long-term health risks. “I want to be able to grow old and be a grandmother, and I really didn’t see that in my future,” Luebke says. “I really was concerned. This is the one thing that has completely changed my life.”As an emergency room nurse, Luebke was reluctant to undergo traditional open bariatric surgery – she’d seen patients who’d had to deal with complications. But as her weight increased and her health problems grew, she decided that robotic surgery might reduce the risk of complications.Her decision paid off. After the procedure, she spent the night in the hospital and was discharged the next morning.As the technology continues to advance, more and more surgeons and hospitals are coming on board.The number of worldwide robotic procedures more than doubled between 2012 to 2020. A study published two years ago in JAMA Network Open analyzed records from 73 hospitals in Michigan, finding that 8.7 percent of surgeons performed robotic general surgery in 2012; by 2018, that number had jumped to over 35 percent.“We are turning the skeptics into believers,” Dr. Damani says. “The shared sense of purpose of the robotics surgery community now is something that is so refreshing.”Total da Vinci Practice**Total da Vinci Practice refers to the transferable value of robotic-assisted surgery with a da Vinci system across procedures in a surgeon’s minimally invasive practice. It is at the surgeon’s discretion to determine when a patient is a candidate for minimally invasive surgery and whether robotic-assisted surgery with a da Vinci system is an option.",,,,,,,,,,,,,
techcrunch801,https://techcrunch.com/2022/10/07/flyfeed-angel-round/,FlyFeed flies in the face of the global food crisis,"FlyFeed claims it signed more than $10 million worth of contracts and closed a $3 million round of investment to launch its first insect farm in Vietnam, in its push to produce low-cost, high-nutrient protein for human consumption.The company was founded less than a year ago and is targeting the three billion people who are facing food insecurity due to climate and global financial shifts. The production process uses organic leftovers as food for the black soldier fly (BSF) insects, which significantly reduces the final price of manufactured protein. As a bonus, it also helps reduce local food waste issues.“Five billion dollars invested in agtech in 2021 shows that the fragile global food chain, relying on exhaustible natural resources, faces new challenges and needs a change. In this case, insect proteins are an effective solution that can transform inedible resources into nutritious proteins. Supported by laboratory tests and approved by local authorities, we will open 10 farms in Asia and Africa by 2026 and contribute to solving the global food shortage crisis,” says Arseniy Olkhovskiy, CEO and founder of FlyFeed, in an interview with TechCrunch. “There are many things I find wrong with the world, but the fact that global hunger still exists is the most absurd. There are more than three billion people who cannot afford healthy food, and almost one billion live in food insecurity. The worst part is that this number continues to rise. Until we rethink our food chain, this won’t change because conservative agriculture isn’t designed to feed a growing population.”In the first instance, the insects will be used for animal feed and pet food, with future plans to include turning the insects into flour that can be used for human food in five years or so. The plan is for the first farm in Vietnam to produce 17.5+ thousand tons of insect products per year, including insect fat, protein flour and fertilizers, and process 40+ thousand tons of organic leftovers for BSF feed, gathered and processed for free by a partnership with local authorities.The $3 million angel round will be used to establish operations, further develop technological solutions and construct the first industrial-sized farm in Vietnam in 2023, producing affordable proteins, oils and fertilizers from insects.“With personal money invested and this seed round, we’ve been able to build an infrastructure that unlocks our scale. Our production technology was developed by our specialists and world-class engineering teams, we secured resources in Vietnam for construction and operations, we signed over $10 million in pre-contracts to verify demand and validate our product development strategy, and we built an A-class team and advisory board to support the company,” says Olkhovskiy. “FlyFeed’s goal is to feed 250 million people annually, providing nutritious and wholesome food to those who don’t have access to it or can’t afford it. This means 250 million more people can live healthier and happier lives and focus on what matters to them. And all of these while helping nature instead of harming it and providing other companies producing food with sustainable nutrients and fertilizers.”",,,,,,,,,,,,,
other news sites802,https://www.cbsnews.com/news/plastic-recycling-failed-concept-us-greenpeace-study-5-percent-recycled-production-up/,Plastic recycling afailed concept study sayswith onlyrecycled in U Slast year as production rises,"Why recycling plastic isn't as effective as you think, according to industry criticsRecycling plastic isn't as effective as you thinkRecycling plastic isn't as effective as you thinkWashington — Plastic recycling rates are declining even as production shoots up, according to a Greenpeace USA report out Monday that blasted industry claims of creating an efficient, circular economy as ""fiction.""Titled ""Circular Claims Fall Flat Again,"" the study found that of 51 million tons of plastic waste generated by U.S. households in 2021, only 2.4 million tons were recycled, or around five percent. After peaking in 2014 at 10 percent, the trend has been decreasing, especially since China stopped accepting the West's plastic waste in 2018.Virgin production — of non-recycled plastic, that is — meanwhile is rapidly rising as the petrochemical industry expands, lowering costs.""Industry groups and big corporations have been pushing for recycling as a solution,"" Greenpeace USA campaigner Lisa Ramsden told AFP.""By doing that, they have shirked all responsibility"" for ensuring that recycling actually works, she added. She named Coca-Cola, PepsiCo, Unilever and Nestle as prime offenders.According to Greenpeace USA's survey, only two types of plastic are widely accepted at the nation's 375 material recovery facilities.The first is polyethylene terephthalate (PET), which is commonly used in water and soda bottles; and the second is high density polyethylene (HDPE), seen in milk jugs, shampoo bottles and cleaning product containers. These are numbered ""1"" and ""2"" according to a standardized system in which there are seven plastic types.But being recyclable in theory doesn't mean products are being recycled in practice.The report found that PET and HDPE products had actual reprocessing rates of 20.9 percent and 10.3 percent, respectively — both down slightly from Greenpeace USA's last survey in 2020.Plastic types ""3"" through ""7"" — including children's toys, plastic bags, produce wrappings, yogurt and margarine tubs, coffee cups and to-go food containers — were reprocessed at rates of less than five percent.Despite often carrying the recycling symbol on their labels, products that use plastic types ""3"" through ""7"" fail to meet the Federal Trade Commission classification of recyclable.This is because recycling facilities for these types aren't available to a ""substantial majority"" of the population, defined as 60 percent, and because the collected products are not being used in the manufacturing or assembly of new items.According to the report, there were five main reasons why plastic recycling is a ""failed concept.""First, plastic waste is generated in vast quantities and is extremely difficult to collect — as becomes clear during what the report called ineffective ""volunteer cleanup stunts"" funded by nonprofits such as ""Keep America Beautiful.""Second, even if it were all collected, mixed plastic waste cannot be recycled together, and it would be ""functionally impossible to sort the trillions of pieces of consumer plastic waste produced each year,"" the report said.Third, the recycling process itself is environmentally harmful, exposing workers to toxic chemicals and itself generating microplastics.Fourth, recycled plastic carries toxicity risks through contamination with other plastic types in collection bins, preventing it from becoming food-grade material again.Fifth and finally, the process of recycling is prohibitively expensive.""New plastic directly competes with recycled plastic, and it's far cheaper to produce and of higher quality,"" said the report.Ramsden called on corporations to support a Global Plastics Treaty, which United Nations members agreed to create in February, and move toward refill and reuse strategies.""This isn't actually a new concept — it's how the milkman used to be, it's how Coca-Cola used to get its beverages to people. They would drink their beverage, give the glass bottle back, and it would be sanitized and reused,"" she said.Some countries are leading the way, including India, which recently banned 19 single-use plastic items. Austria has set reuse targets of 25 percent by 2025 and at least 30 percent by 2030 for beverage packaging, while Portugal has also set the 30 percent by 2030 goal. Chile is moving to phase out single-use cutlery and mandating refillable bottles.",,,,,,,,,,,,,
other news sites803,https://www.scimex.org/newsfeed/avoiding-extinction-some-asian-animals-found-thriving-near-humans,Avoiding extinctionSome Asian animals found thriving near humans,"Media releaseThe University of QueenslandSome of Asia’s largest animals, including tigers and elephants, are defying 12,000 years of extinction trends by thriving alongside humans, a University of Queensland-led study has revealed.Researchers scoured paleontological records to compare the historic distribution of Asia’s 14 largest species with their populations in present-day tropical forests.PhD candidate Zachary Amir, from UQ’s School of Biological Sciences and the Ecological Cascades Lab, said four species – tigers, Asian elephants, wild boars and clouded leopards – showed increased populations in areas with human infrastructure.“These results show that, under the right conditions, some large animals can live nearby humans and avoid extinction,” Mr Amir said.“These results challenge the narrative within some conservation circles that humans and megafauna are incompatible.“Globally there is a trend towards ‘trophic downgrading’, a term referring to the disproportionate loss of the world’s largest animals.“Trophic downgrading is usually worst near humans because hunters target larger species.“But in the case of tigers, elephants, wild boars and clouded leopards, their Asian populations are higher nearby humans.“This may be the outcome of tougher anti-poaching efforts in the national parks that are closer to human settlements and are more frequently visited by tourists.”The study also found deforestation was still impacting species, and clouded leopard numbers in particular experienced a strong decline in those areas.But, Mr Amir said the research showed that if the large animal species were not hunted, they could live in relatively small habitats and near humans.“Previously, there have only been a few examples of large Asian species thriving in small habitats near humans, notably in Mumbai, India where leopards in an urban park prey on stray dogs,” Mr Amir said referring to a prior UQ study.“Thankfully, we found that a wider range of animals can coexist with humans.”At one of their study sites in Singapore, where poaching has been eliminated and there are considerable forest restoration efforts, two large animal species are thriving again.“Singapore has actually experienced the natural re-wilding of sambar deer and wild boars, which are now frequently observed in an urban forest, the Bukit Timah Nature Reserve,” Mr Amir said.“If we replicate those protection efforts in larger forests and other counties, we may see positive impacts right around the world.“But before this can happen, humans need to get our act together and limit poaching.”While there are some positive results, UQ’s Dr Matthew Luskin said the study also noted strong declines in tapirs, Sumatran rhinoceros, sun bears, guar and other large animals.“The key innovation of this work was to systematically investigate the population trends of many different wildlife species across the region,” Dr Luskin said.“Then we tested if all species showed consistent trends and if similar parks retained similar species.“Remarkably, we found no two forests currently possess the same group of wildlife compared to thousands of years ago.”Dr Luskin said the research offered an opportunity to shape the future of nature.“These results provide hope for wildlife in forests previously considered too far degraded or too close to cities,” he said.“Now we’re exploring new conservation strategies for these surprising places.”",,,,,,,,,,,,,
techcrunch804,https://techcrunch.com/2013/06/26/bendlay-3d-is-a-bendable-printing-filament-that-you-can-use-to-make-clear-flexible-straps-and-bands/,BENDLAYD Is A Bendable Printing Filament That You Can Use To Make ClearFlexible Straps And Bands,"BENDLAY 3D Is A Bendable Printing Filament That You Can Use To Make Clear, Flexible Straps And Bands[youtube=http://www.youtube.com/watch?feature=player_embedded&v=VtYbYr19GVg]Kai Parthy is a German engineer who creates odd printing filaments for 3D printers. His previous projects, LayWoo-d3 and Laybrick, are two non-warping plastics that offer wood and brick-like consistencies when extruded. Oddly, LayWoo-d3 actually smells like wood when printed.Now he’s created a bendable printing filament called BENDLAY that is 91% transparent and remains “bendable” after printing.One of the problems with ABS plastic is that it can split and warp as it is formed and it isn’t quite food safe. It is also very brittle and will “whiten” when bent, resulting in a messy final object. This filament is made of stretchy Butadiene, a form of synthetic rubber. It is foodsafe and can be used for clear bottles and containers and works well for flexible straps.While ABS can be used to create flexible items like bracelets, this material will truly bend without breaking, allowing for hinges and other mechanical parts to be built into other, stiffer parts.It costs $42 a roll, which is about right for a pound or so of 3mm filament, and comes on 750 gram rolls. It should work with almost any extruder-based device but, sadly, doesn’t smell like fresh rubber.via 3DPrintingIndustry",,,,,,,,,,,,,
other news sites805,https://www.npr.org/2022/10/06/1127227605/boston-dynamics-robots-pledge-against-weapons,Some leading robot makers are pledging not to weaponize them,"Some leading robot makers are pledging not to weaponize themEnlarge this image toggle caption Patricia De Melo Moreira/AFP via Getty Images Patricia De Melo Moreira/AFP via Getty ImagesBoston Dynamics and five other robotics companies have signed an open letter saying what many of us were already nervously hoping for anyway: Let's not weaponize general-purpose robots.The six leading tech firms — including Agility Robotics, ANYbotics, Clearpath Robotics, Open Robotics and Unitree — say advanced robots could result in huge benefits in our work and home lives but that they may also be used for nefarious purposes.""Untrustworthy people could use them to invade civil rights or to threaten, harm, or intimidate others,"" the companies said.""We believe that adding weapons to robots that are remotely or autonomously operated, widely available to the public, and capable of navigating to previously inaccessible locations where people live and work, raises new risks of harm and serious ethical issues,"" they added.The firms pledged not to weaponize their ""advanced-mobility general-purpose robots"" or the software that makes them function. They also said they would try to make sure their customers didn't weaponize the companies' products.They companies said they don't take issue with ""existing technologies"" that governments use to ""defend themselves and uphold their laws.""According to Boston Dynamics' website, police and fire departments are using the company's dog-like robot Spot to assess risky situations, but the firm says Spot is not designed for surveillance or to replace police officers.There have been growing calls across the globe to curb the use of autonomous weapons systems — which operate on their own and don't involve a human operator — and the Stop Killer Robots campaign says nearly 100 countries and a majority of people oppose autonomous weapons.But a meeting of the United Nations Convention on Certain Conventional Weapons last year failed to reach a consensus governing the use of so-called killer robots, due in part to objections from countries working on such technologies including the U.S, the UK and Russia, CNBC reported.",,,,,,,,,,,,,
other news sites806,https://spectrum.ieee.org/smart-clothes-artificial-muscles,Artificial Muscles Woven Into Smart Textiles Could Make Clothing Hyperfunctional,"IEEE websites place cookies on your device to give you the best user experience. By using our websites, you agree to the placement of these cookies. To learn more, read our Privacy Policy.",,,,,,,,,,,,,
