,question,Answer,upvoteCount,answerCount,followerCount,name
10,https://www.quora.com/What-will-the-worlds-technology-be-like-in-50-years," ""What will the world's technology be like in 50 years?"", """,84,UNKNOWN,UNKNOWN,UNKNOWN
0,https://www.quora.com/How-long-could-the-brain-survive-theoretically-if-we-had-the-technology-to-replace-all-other-body-parts-as-you-aged-with-functioning-organs-that-are-grown-in-a-lab-using-your-DNA," ""Replacing other body parts doesn\u2019t matter. Your brain will probably die from ischemic stroke when an atherosclerotic plaque breaks off one of the cerebral arteries and blocks oxygenation of some critical subsystem. It would die of the same cause if your original body did not die first."", """,2,46933,214954,""": ""Franklin Veaux"", ""url"": ""https://www.quora.com/profile/Franklin-Veaux""}, "
1,https://www.quora.com/How-long-could-the-brain-survive-theoretically-if-we-had-the-technology-to-replace-all-other-body-parts-as-you-aged-with-functioning-organs-that-are-grown-in-a-lab-using-your-DNA," ""According to my neurobiology professor back in my university days, which may be old information now (neurobiology has been progressing quite rapidly in the last few decades), the theoretical maximum lifespan of the neurons in the brain is most likely somewhere around 120\u2013130 years. Even if the body is working perfectly, the brain will die around then.\n\nNow, adult neurogenesis does happen in humans. The brain can grow new neurons, mostly in the hippocampus. However, this won\u2019t prevent brain death around 130 years or so, because neurogenesis is quite slow\u2014it can\u2019t even keep up with normal attrition."", """,2130,5157,6912,""": ""Comet"", ""url"": ""https://www.quora.com/profile/Comet-7""}, "
2,https://www.quora.com/How-long-could-the-brain-survive-theoretically-if-we-had-the-technology-to-replace-all-other-body-parts-as-you-aged-with-functioning-organs-that-are-grown-in-a-lab-using-your-DNA," ""https://plato.stanford.edu/entries/identity-time/\nIf technology exists to replace all other body parts as I aged with functioning organs that are grown in a lab using my DNA, then I expect that technology would also have advanced where I could replace aging bits of my brain, allowing it to survive indefinitely.\n\nhttps://en.wikipedia.org/wiki/Cerebral_organoid\nOne need not replace the entire brain with a clone.\n\nhttps://www.nature.com/articles/s41536-017-0033-0\nNeuronal replacement therapy allows introduction of new brain cells to flourish while decrepit brain cells die. Done gradually, the new cells adapt to the patterns supporting the brain\u2019s memories, attention, and other functions."", """,3,1119,229,""": ""Bill Bigos"", ""url"": ""https://www.quora.com/profile/Bill-Bigos""}, "
3,https://www.quora.com/How-long-could-the-brain-survive-theoretically-if-we-had-the-technology-to-replace-all-other-body-parts-as-you-aged-with-functioning-organs-that-are-grown-in-a-lab-using-your-DNA," ""Are you of the mistaken opinion that the brain does not age?\n\nThe brain, like all the rest of the body, ages. The cerebral cortex shrinks and changes as we get older. The brain does not regenerate when a portion is damaged or deteriorates although sometimes mental processes are \u201crerouted\u201d to parallel areas of the brain there is a loss of functioning.\n\nFor example if a frontal lobe is damages( the area where personality is found, the other frontal lobe will take over functioning but the person\u2019s personality will change. (That is what happens when a frontal lobotomy is done.). If the vision centers of your brain deteriorate or are damaged no other part or f the brain takes over and you become permanently blind. Same with other senses.\n\nI\u2019m certain you know of 90 year olds who maintain a high degree of mental acuity but even the best of us is not the same as when we were younger."", """,0,UNKNOWN,UNKNOWN,UNKNOWN
4,https://www.quora.com/How-long-could-the-brain-survive-theoretically-if-we-had-the-technology-to-replace-all-other-body-parts-as-you-aged-with-functioning-organs-that-are-grown-in-a-lab-using-your-DNA," ""Perhaps I'm missing the point of life. But it occurs to me that all forms of life that we know of have a life span limit. This is so that as the environment changes life can adapt and change and continue.\n\nPerhaps there is no difference between humans and dinosaurs , in that they ruled the world until conditions changed. Then the mammals took advantage of the new conditions.\n\nPeace"", """,0,5264,747,""": ""Per Lyngemark"", ""url"": ""https://www.quora.com/profile/Per-Lyngemark""}, "
5,https://www.quora.com/How-long-could-the-brain-survive-theoretically-if-we-had-the-technology-to-replace-all-other-body-parts-as-you-aged-with-functioning-organs-that-are-grown-in-a-lab-using-your-DNA," ""Trump has lived 75 years without using his"", """,155,141,441,""": ""Michael Zions"", ""url"": ""https://www.quora.com/profile/Michael-Zions""}, "
6,https://www.quora.com/How-long-could-the-brain-survive-theoretically-if-we-had-the-technology-to-replace-all-other-body-parts-as-you-aged-with-functioning-organs-that-are-grown-in-a-lab-using-your-DNA," ""It is possible, kind of, sort of. You're looking at a couple of challenges. I noticed that most of the answers here involve transplanting it to a new body, which adds some problems, and I also have to note that you didn't specify what quality of life this brain needs, or whether it must communicate with the outside world.\n\nBut first, some background.\n\nI'm a neuroscience PhD student; I work mostly in electrophysiology with some computational stuff mixed in. And I regularly keep disembodied slices of mammalian brain tissue alive and signalling for hours. I'll describe that process, and then I'll discuss how this technique is adapted for whole brains.\n\nTo keep extracted brain tissue alive means that I need to replace the body systems that kept the brain healthy in the first place. I mix up a solution of artificial cerebrospinal fluid (ACSF), which is essentially Gatorade. It's got replacement electrolytes in the correct concentrations, a couple of compounds to buffer the solution and control the pH, and some nutrients for those living cells. I also mix in some antioxidants because the brain has had rather a dramatic shock and needs to be protected while the neurons heal or at least recover. I could expand on this if you'd like.\n\nNext, I start a drip which allows the ACSF to flow across or through an interface chamber where it can bathe the brain tissue, and I turn on a heater which brings the fluid up to body temperature. I also bubble oxygen into the ACSF, plus blow additional humidified oxygen across the surface of the brain slice if part of it will be above solution for electrode recording. Between the ACSF, the heat, and oxygen, the brain is now receiving what it requires for survival. And the flow rate is sufficient to carry waste away; in most of my interface chambers the ACSF is not recycled and is just suctioned into a collection flask for disposal. There are many reasons for this but chief among them are because of potential contamination with bacteria or metabolic wastes, and also because this setup allows me to deliver drugs or toxins and then let them wash away. Also, the amounts of ACSF I use are trivial, perhaps two liters on a busy day. Hardly worth reclaiming.\n\nAnyhow, this works wonderfully for a slice of brain tissue and I can keep several of them alive and active for several hours at a time. But these slices are 200 to 400 micrometers thick, so vasculature is unnecessary. What about a whole brain?\n\nEnter Dr. Marco De Curtis. He has advanced a technique for extracting a whole brain and tapping into its internal vasculature by catheterizing the Circle of Willis. This is kind of a big deal because it gives us access to intact systems; if I recall correctly, he published a paper where they kept the olfactory system attached and were able to study scent recognition. But there are a couple of problems with his approach; the biggest problem is that it does not work in the most common disease models of mice and rats. It only works in guinea pigs.\n\nIn fact, I work with a different rodent than any of those and it's an apt model for certain human diseases. A month ago my \""Principal Investigator\"" (PI; aka lead researcher) noted that our animals have a substantially similar vasculature to guinea pigs. He injected dye into the vessels, emailed Dr. De Curtis, and was encouraged to continue. This is an ongoing project; we've been having a lot of trouble because the vessels are so darned small. Fine Science Tools should be delivering some equipment this afternoon and we'll take another tilt at this windmill tomorrow.\n\nSo, to answer your question: Sure, a whole brain can be kept alive, at least potentially and with today's technology. It's mostly a matter of developing the existing techniques, and we're still working on it.\n\nAs for how long it can be kept alive - conceivably, for a normal lifespan. The challenges would be the same as with any open surgical wound. You'd need to keep it sterile, moist, and with ample circulation. Forever is not an option at this point, because biology (or medicine, which is applied biology) still has not solved senescence. In other words, the brain will still get old. It might even age faster without sensory inputs, which neatly segues into the last point:\n\nHoly hell, man, this is a disturbing question. At this time we have nearly zero means of delivering sensory stimulus to a brain; at best, if you were to keep the optic and auditory nerves intact, you'd be able to use something like cochlear implants and the current generation of very rudimentary replacement retinas. Other sensory stuff - balance, proprioception, touch, temperature - we still cannot reproduce on any level that approaches meaningful input, at least not directly to the brain. Maybe if you kept the spinal cord attached. \n\nOutputs face even more drastic problems; Utah arrays do allow for controlling a robot arm or a computer cursor. But this is very limited, even with the current state of the art. Heck, I have a couple of Utah arrays in the other room and I know how much information they can carry; it isn't much compared to the rich data usually moving through our nervous system. \n\nYou'd essentially be building a quadriplegic, except without even sensory input from the face via the cranial nerves which are usually intact after a spinal injury. This would be an extremely limited existence and, at the moment, horrifying to contemplate; in my opinion, even oblivion might be preferable. Imagine total locked-in syndrome, but worse.\n\nTo make this a desirable therapy will require several technologies to mature and a whole lot of science to be coordinated and engineered.\n\nThere's hope, though. Progress has been promising; if I had to pull a number out of the air, I'd say check back here in two decades. In the meantime, I'll keep working on my portion of the problem."", """,391,1071,1388,""": ""Faisal Hourani"", ""url"": ""https://www.quora.com/profile/Faisal-Hourani""}, "
7,https://www.quora.com/How-long-could-the-brain-survive-theoretically-if-we-had-the-technology-to-replace-all-other-body-parts-as-you-aged-with-functioning-organs-that-are-grown-in-a-lab-using-your-DNA," ""Understanding the brain is key to living a good life, once you know how you and other people operate you are better equipped to deal with life.\n\nThis is going to be a long read, grab your favourite beverage and sit comfortably :)\n\nNow let\u2019s imagine our brain as a car.\n\nThis car has 4 drivers.\n\nOnly one driver can drive the car at a time while other drivers can influence the driving.\n\nAt any point, any of the 4 drivers can pick up the steering wheel and start driving the car.\n\nMeet your 4 drivers:\n\n1. Survival\n2. Trust\n3. Motivation\n4. Imagination\n## Survival\n\nYour survival driver is responsible for 3 key tasks:\n\n1. Fight\n2. Flight\n3. Freeze\nSurvival driver is activated in life threatening situations (ex: car about to hit you) and in modern times, stress can activate it; then what we have is:\n\n1. Fight: Aggressiveness\n2. Flight: Anxiety\n3. Freeze: Helplessness\nWhat does this mean?\n\nWhen you see someone who gets angry easily or anxious or feeling down, their survival brain is now driving them.\n\nThere is no use trying to reason with people being driven by their survival brain, everything is a threat to them at that point.\n\nWe need to bring the person out of the survival:\n\n1. If aggresive, go with the flow while remaining calm\n2. If anxious, offer options\n3. If helpless, give support\nYour survival driver usually needs to go through logic before activating but if it gets activated often (ex: constant stress from work) then it's constantly active.\n\nAt this point the person affected will easily get aggressive, anxious or helpless without a real threat.\n\nThe solution to this is to calm down your survival driver by constant meditation and being in a soothing environment - do not use drugs to calm yourself down as that will only make things worse in the long run.\n\n## Trust\n\nYour trust driver is interesting because it defines your position within a social group and works on 2 main areas within 4 axis:\n\nAreas:\n\n1. Self confidence (Trust in yourself)\n2. Trust in others\nAxis:\n\nX axis for self confidence (trust in yourself) and Y axis for trust in others\n\nYou want to be in the centre - assertive, confident and not worried about your actions.\n\nWe usually shift around the graph depending on where we are and who we are with.\n\nEach axis has 5 levels or stages we go through, 1 being the first and least hurtful stage and 5 being the last and worst.\n\nLevels 1\u20133 are treatable by yourself or with a close friend or family, if you reach levels 4-5 then it\u2019s recommended you seek professional help.\n\nWhen you have too much self confidence, you become dominant and it goes through the following stages:\n\n1. Flattery and seduction\n2. Manipulation\n3. Mockery\n4. Intimidation\n5. Sadism and cruelty\nWhen things go well for the dominant, they believe it\u2019s their doing.\n\nWhen things go wrong, it\u2019s someone elses fault.\n\nIf you know anyone that acts super charming and nice to people while they use them as a utility to obtain what they want, they have reached the top of dominance and need help.\n\nWhen you have too little self confidence, you become submissive and it goes through the following stages:\n\n1. Perfectionism and tendency to want to believe people too easily\n2. Excessive willingness to serve or please others\n3. Fear of breaking rules\n4. Panic attacks and guilt\n5. Hurting yourself and suicide\nWhen things go well for the submissive, they believe they got lucky.\n\nWhen things go wrong, they believe it\u2019s their fault.\n\nIf you know anyone that cuts themselves, they have reached the bottom of self confidence and need help - extreme submissiveness will lead to depression and suicide.\n\nNow we will talk about going left/right in the trust in others axis.\n\nIf you have too much trust in others, you reach axiality and it goes through the following stages:\n\n1. You are okay with sharing information with others and strangers\n2. You see hidden meanings\n3. You communicate without words\n4. You communicate with things\n5. You become gullible\nIn extreme case, the person gets used by people regularly and needs help.\n\nIf you have too little trust in others, you reach marginality and it goes through the following stages:\n\n1. Uneasiness at sharing\n2. Loss of contact\n3. Loss of connection\n4. Sense of exclusion\n5. Conspiracy - you believe people are plotting against you\nIn an extreme case, this turns into paranoia and the person needs help.\n\nSome things to note about the trust driver:\n\n * It takes a lot of time to grow, you cannot get more confident easily.\n * While you can easily lose your confidence and trust when you have a traumatic event.\n * When active, we can see territorial or power plays and the person does not question their own behaviour and so never learns - they need guidance\n * The good part, it only lasts for a short time each time it\u2019s activated.\n * So if someone is acting intimidating, give them a bit of time and firm resistance and they will back off on their own.\n## Motivation\n\nYour motivation driver stores your deepest motivations and raw emotions as well as your memories (the good, the bad and the ugly)\n\nMost of the time motivation driver is what\u2019s driving you around by running on autopilot by recognising situations you have been in and uses the standard operating procedure you teach it.\n\nYour motivation driver knows everything you have ever learnt!\n\nThis driver is super efficient because it uses the minimum attention span to carry out tasks, allowing us to do more than 2 things at once.\n\nFor example when you are driving a car and talking to your friend passenger at the same time, your motivation driver is in control.\n\nThis driver has 3 layers of motivation:\n\n1. Intrinsic: This is your fixed motivations that will never change and is partly formed by genetics and partly by your environment as a baby\nThis is why some things you do gives you energy and makes you happy even if you are not exactly good at it (ex: drawing) because it\u2019s an intrinsic motivation of yours.\n\nThis is also why some people can get extremely good at certain things (ex: drawing) since it\u2019s an intrinsic motivation that keeps them happy and working on until they master it.\n\nThe sweet spot is finding your intrinsic motivations and making a career out of it, then you are getting paid to do what you truly love to do and which actually makes you happy.\n\n2. Extrinsic: This is dynamic and keeps changing depending on your environment and trends, it stores what you currently like and dislike.\n\nEverything that influences your decision and opinion is stored here (ex: why do you like certain music, food or fashion)\n\nThe interesting part is this motivation usually does not last more than 3\u20136 months.\n\n3. Obsessions: When things you like stay in your extrinsic long enough, they become deeply rooted in the 3rd layer and become obsessions.\n\nThis stores your passions but also your addictions such as being a workaholic, drugs, shopaholic and chasing stuff.\n\nWhen it\u2019s on, you are not free to choose what you want anymore and will go after the obsession.\n\n# Imagination:\n\nThis is the marvel of evolution, it\u2019s what makes us human.\n\nYour imagination driver gives you creativity and adaptation.\n\nIt should take control when dealing with new and complex situations that require you to think out of the box.\n\nPeople usually don\u2019t let imagination driver take control and stick to their motivation driver instead, which leads them to lose out on big innovations.\n\nExamples:\n\n * Atari and HP turning down Steve Job\u2019s ideas\n * IBM believing there is no market for PCs\nThese mistakes happened because the people in charge relied on their motivation driver which only thinks from what it already knows - if they had used their imagination driver, they can see a future that Steve Jobs saw.\n\nWhen your imagination driver is taking control, you feel calm and in full control.\n\nHow to activate it on command? think for yourself these questions:\n\n * Why am I feeling like this?\n * What am I basing this decision on?\n * How can we do this differently? how can we do it better?\nMaking yourself answer these questions in your head activates the imagination driver.\n\nIn conclusion we can say that even though our brain is too complex to summarise in a Quora post, this framework gives us a better idea on how we go about our daily lives and how we can use this knowledge to live a better life.\n\nHope this helps you as much as it helped me.\n\nI might be updating this post with more findings, follow it if you want to keep updated.\n\nAll the best!"", """,450,1197,27283,""": ""Gurmeet Bishnoi"", ""url"": ""https://www.quora.com/profile/Gurmeet-Bishnoi""}, "
8,https://www.quora.com/How-long-could-the-brain-survive-theoretically-if-we-had-the-technology-to-replace-all-other-body-parts-as-you-aged-with-functioning-organs-that-are-grown-in-a-lab-using-your-DNA," ""Imagine a question is asked -\n\nQ : Would you rather have 30 million dollars or 30 million loyal friend?\n\nAnswer -\n\nNormal brain - I would have 30 million dollars because that's enough for a happy life.\n\n100% of brain : I would choose 30 million loyal friends.\n\nReason :\n\nFirst of all ask everyone 5 dollar which a loyal friend wouldn't deny. So, I am already having 150 million dollars.\n\nNext step would be standing in elections with 30 million votes which we would be easily won.\n\nThen start a business like garments or chocolates because I already have 30 million loyal customers.\n\nSo ask all friends to buy a chocolate per day which is going to be minimum sale of day. So earning profits millions per day.\n\nIn other words, if we could use 100% of brain, then we would have seen things, questions in different way just like above scenerio.\n\nThanks for scrolling down.\n\nSource : Instagram.\n\nGuru:)"", """,4979,UNKNOWN,UNKNOWN,UNKNOWN
9,https://www.quora.com/How-long-could-the-brain-survive-theoretically-if-we-had-the-technology-to-replace-all-other-body-parts-as-you-aged-with-functioning-organs-that-are-grown-in-a-lab-using-your-DNA," ""Simple answer:\n\nCost, complexity, and feasiblility.\n\nMore detailed answer:\n\nSome structures can be replaced because they are easy to replicate and transplant into the body in a way that allows them to resume function. Structural components such as bones and joints just need to be fixed into place, avoid rejection, allow for movement, and support compressive forces.\n\nOther simple organs and tissue such as intestines, blood vessels, ureters, and heart valves can be replaced or reinforced fairly easily with biomaterials.\n\nOther organs can be replaced or augmented with machines both inside and outside the body. LVAD, impella, and intra-aortic balloon pumps help the left ventricle pump blood in patients with systolic heart failure. ECMO replaces heart and lung function in patients with severe organ failure. Hemodialysis replaces kidney function in patients with end-stage renal failure. Insulin pumps take over partial pancreatic function by managing insulin secretion in patients with type I diabetes. Ventilators pump air into and out of the lungs in patients with respiratory failure.\n\nBut consider an organ such as the liver. How are you going to replace something so complex?! You need something that detoxifies and metabolizes hundreds of different substances, stores and produces glycogen, makes albumin and other serum proteins, creates and processes lipoproteins, etc. There is no way a machine can do all that\u2026yet.\n\nIt's also much easier to replace certain organs with donor tissue which you know will function similar to the original.\n\nYou can transplant the following organs:\n\n * Heart\n * Lung\n * Liver\n * Kidney\n * Pancreas\n * Intestines\nAnd the following tissue:\n\n * Cornea\n * Heart valves\n * Tendons\n * Skin\n * Veins\n * Bone\n * Bone marrow\nYou can also replace important GI flora (bacteria) using a procedure called a fecal transplant. Gross but effective!"", """,9,UNKNOWN,UNKNOWN,UNKNOWN
10,https://www.quora.com/How-long-could-the-brain-survive-theoretically-if-we-had-the-technology-to-replace-all-other-body-parts-as-you-aged-with-functioning-organs-that-are-grown-in-a-lab-using-your-DNA," ""How long could the brain survive, theoretically, if we had the technology to replace all other body parts as you aged with functioning organs that are grown in a lab using your DNA?"", """,4,UNKNOWN,UNKNOWN,UNKNOWN
