,Answer,followerCount,name,upvoteCount,answerCount,answerViews,question
10,All of this is just my wishful thinking.,55 followers,Albert Hsieh,9,3.7K,1.6M,https://www.quora.com/What-will-the-worlds-technology-be-like-in-50-years
11,"Nuclear fusion reactors. The cost of living declines by 25 percent. A four day work week becomes the norm.Cancer vaccines eliminate all known forms of cancer. CRSPR gene editing eliminates all diseases.Direct brain interfaces with the Quantum Internet. All online knowledge is available by thought.The average lifespan is 200 years. As a result, there are substantially fewer marriages and children.Every household has a 3-D printer to make whatever is needed, including clothes and electronic equipment. Everything it makes can be reduced back to it basic materials, and recycled.","2,052 followers",Doug Hilton,9,15.3K,7.8M,https://www.quora.com/What-will-the-worlds-technology-be-like-in-50-years
12,"The best option for finding a long-term stream of great remote development jobs isThe best option for finding a long-term stream of great remote development jobs isHere’s what some of Toptal’s top freelancers have said about the way Toptal has improved their work-life balance and given them access to fulfilling projects:“Toptal takes the hassle out of freelancing - I never worry about client discovery, engagement, and workplace integration issues. Instead, I get to",39 followers,Carolina Silva,2.2K,0,0,https://www.quora.com/What-will-the-worlds-technology-be-like-in-50-years
13,The most important bits are these:The most important bits are these:,4 followers,Dan Bradbury,99,21.6K,233.2M,https://www.quora.com/What-will-the-worlds-technology-be-like-in-50-years
14,"I can't say about what will happen after 50 yrs, but I wish one thing.And this idea may seem absurd coming from a doctor whose bread and butter is from patients.But I really wish, one day, we won't require any hospitals.. Or required only during delivery of the baby. That's it.No disease, no ailments, no illness.Just come to this world painlessly and die a beautiful expected death after living a wholesome life.No unanticipated, sudden death.Why am I saying all these? My mother had to be hospitalised recently (don't ask me the reason or I'll block you without thinking twice ), and the regular rI can't say about what will happen after 50 yrs, but I wish one thing.And this idea may seem absurd coming from a doctor whose bread and butter is from patients.But I really wish, one day, we won't require any hospitals.. Or required only during delivery of the baby. That's it.No disease, no ailments, no illness.Just come to this world painlessly and die a beautiful expected death after living a wholesome life.No unanticipated, sudden death.Why am I saying all these? My mother had to be hospitalised recently (don't ask me the reason or I'll block you without thinking twice ), and the regular rounds to the hospital just to see her one time, made me realise what a horrible place, a hospital is. I got the reality check of how bad it feels, when the security asks me to get out of the ward after visiting hours are over.Those sleepless nights, those horrible thinkings, the crying everything was too much for me. And why won't it be?No son, no daughter, no father, no mother, no next of kin should face this…ever.And why only stop upto a hospital… I hope, one day, we don't need our defence too. End of war and conflicts among countries and internal conflicts too.The only thing that we should thrive upon is music, movies, poetry and happy memories. Because those makes us alive. Rest others just keeps us alive.I know this seems illogical and too far sighted, but 100 years ago no one even imagined that we can use an application where you can read my answers, so…You may say I'm a dreamer.But I'm not the only one…",UNKNOWN,Pallab Roy Chowdhury (GENERAL non Ews),999,350,20.1M,https://www.quora.com/What-will-the-worlds-technology-be-like-in-50-years
15,"This February my wife was diagnosed and given six months to live. When I heard the doctor tell her “six months”, it felt likeI met my wife, Jess, twenty-one years ago when she was nineteen.Our parents owned side-by-side cabins in the northern part of New York and we both happened to be along for the week-long hunting trip our fathers planned that year.Jess' father was a skilled hunter and could hit a headshot from a mile away — same as my dad.Jess and I didn't hunt with them — we hung out by the lake.The moment I saw Jess I fell in lThis February my wife was diagnosed and given six months to live. When I heard the doctor tell her “six months”, it felt likeI met my wife, Jess, twenty-one years ago when she was nineteen.Our parents owned side-by-side cabins in the northern part of New York and we both happened to be along for the week-long hunting trip our fathers planned that year.Jess' father was a skilled hunter and could hit a headshot from a mile away — same as my dad.Jess and I didn't hunt with them — we hung out by the lake.The moment I saw Jess I fell in love. We've been together ever since.But now, now that she has an expiration date, I just don't know what to do — I'm scared and lost.Monday morning at work I was telling my best friend and supervisor, Timmy, about my wife's condition. Timmy told me that I.T. or Intelligent Terrestrial just came out with their latest models.These models are different than those of yesteryear because they are 52% mechanical and 48% biological.Timmy said all you have to do is mail a sample of DNA to I.T. and upload a digital copy of your consciousness through an app. You can then purchase a custom made clone at an age of your choice. When the clone arrives it will turn on, study it's surroundings and await a consciousness download.“Oh my God Timmy, what's the catch?”“The price, Leon.”When I got home from work, Jess and I plugged in and uploaded a digital copy of our entire conscious catalog to I.T. and then mailed off DNA samples.Jess asked me what age I wanted her to be. It felt awkward to say “twenty”, but I did it — I was honest. I miss her smooth, youthful skin and I want her to be young and healthy — especially if I have to cash my entire 401K in to afford it.We told her parents that we were going to basically bring her back from the dead and her father threatened to shoot any abomination that we brought into this world.One month later, on a day that Jess was particularly ill, the doorbell rang.Jess and I dragged the box through the door and laid it on the living room floor. I gently cut along the lines and when I opened the flaps, there,she,was.The last time my heart fluttered like this was the day I met her.Jess helped me lift I.T. out of the box and sit I.T. up.I.T. was warm and soft. I.T. was mine. I paid for I.T. I own I.T.Machines like this don't have rights — even though they are part biological, the governments recognize them in the same way they would a lawnmower — so, as I said, I.T. is my possession.The science behind uploading a digital consciousness is so cutting edge, that the laws just haven't caught up yet.Jess turned I.T. on and I.T. looked right into my eyes. I was in love — with two women, but, it was the same woman. We hadn't uploaded Jess' consciousness yet, so, I.T. was running on basic programming, but I.T. was gorgeous.Jess asked me what I wanted to do, and for the first time in a very long time — I lied to her.I told her we should go shopping and buy I.T. some clothes.I.T. doesn't seem to have a personality yet.“Hello…. Smile…”Jess picked outfits for both of them and we went for a walk through the park together. It was amazing — I was so happy.We walked down a cozy little trail and found a tuck away to sit and talk.I.T. watched and studied every move Jess and I made. I.T. was learning and adapting.I.T. was becoming aware.At one point Jess and I got distracted and I.T. wandered off. When we found I.T., I.T. was gazing at the sky.I asked I.T. what it was doing. I.T. said, “Where do I come from?”“You come from Heaven. You are my angel.”That answer seemed to work for I.T. We all walked back to the car and headed home.When we got home, Jess immediately started coughing. She fell to the ground and I tried to help her, but I didn't know what to do.Jess passed away right then. It was finally over.I called her family and the police. It took an hour for them to remove the body. I had Jess 2.0 sitting in my back room waiting for them to leave.After the police left, I plugged I.T. into my laptop and downloaded Jess' consciousness.After the download was complete, we walked outside and I looked into her gigantic brown eyes. I asked her, “Is it you, Jess?”She smiled and said, “It is, silly — now kiss me.”Her head slammed back. I didn't know if she was glitching or what and then I heard a bang and saw a hole above her left eye.My beautiful Jessica died twice today. I was crushed.Over the next two decades, I fell into a deep, dark, alcohol-fueled depression. Although I had developed a serious alcohol problem, I was able to work and save every single penny I earned.After twenty years of saving, I decided I wanted both of them back — the twenty-year-old Jess and the forty-year-old Jess.I sent my entire life savings off to I.T. and in one month, my doorbell rang.I cut the box open and wept when I saw my angel(s).I turned them on.I also clothed them. The younger version of me may have left them in the nude, but at this age, I just want my companion(s) back.The ladies helped me back to my room to lay down. I was so tired from all the excitement.I've waited and worked an entire lifetime to be with the woman I love. And now, at long last — she is beside me.I died, on that very night as a happy man.One day later, the doorbell rang. It seems my beautiful Jessicas used my direct deposit life insurance benefit to make a purchase.They gently cut the box open.And turned me on.You ask where technology will be in 2050?We will be everywhere.LeonSpecial thanks:Cameron — Dear friend. Thank you so much for all your help with bringing this idea to life. You are awesome. I'm proud to call you friend.Kinsalynn — My sister and friend. Your help with makeup and photography was an absolute godsend — thank you so much. I love and appreciate you. P.S. you took over 300 pictures in an eight hour span. Thank you from the bottom of my heart:)Brooke — Even with a bullet hole in the head, you are deliciously gorgeous. You spent eight hours modeling for my Quora answer today and never once did you fail to impress or inspire me. I am honored to be friends with you.Jess —",4 followers,Leon Brennan,24.9K,693,21.1M,https://www.quora.com/What-will-the-worlds-technology-be-like-in-50-years
16,"The above are the trending technologies that will be top of the list in the next 50 years.May this answer is useful, please upvote it.",5 followers,Mani Dhawan,9,152,21.4K,https://www.quora.com/What-will-the-worlds-technology-be-like-in-50-years
17,"INCOHERENT and Excessive redundancy as resources of required precious metals are exhausted or held captive by Technology Conglomerates that have their own Military Forces to assure control… THERE WILL BE A GREAT WAR OVER Exclusive control to the making of batteries and materials.Androids will provide sexual services and no one will travel anywhere except by VR you buy a illusion vacation… You pick Digitized humans you take into the Vacation Matrix.McDonald's will pass 2 Trillion Burgars sold will cost $750 mCd bitcoins for a Big Mac with artificial cheese products made out of edible plastic waINCOHERENT and Excessive redundancy as resources of required precious metals are exhausted or held captive by Technology Conglomerates that have their own Military Forces to assure control… THERE WILL BE A GREAT WAR OVER Exclusive control to the making of batteries and materials.Androids will provide sexual services and no one will travel anywhere except by VR you buy a illusion vacation… You pick Digitized humans you take into the Vacation Matrix.McDonald's will pass 2 Trillion Burgars sold will cost $750 mCd bitcoins for a Big Mac with artificial cheese products made out of edible plastic waste… Fries will be made out of old dead tree bark and beef will actually be compress Beetles 🪲… But taste just like chicken not beef.The World will build a giant wall around the United States in North America TO KEEP them from infesting other cultures with fast food and hyperbole rhetoric and Allow all to have guns to shoot the other with the walls … But, on Sunday only shooting yourself allowed.I'LL be long dead… Near death statistics now, so… NO WORRIES, MATE 😉😊😁",UNKNOWN,T. Stephen Cornelius,9,11.2K,2.9M,https://www.quora.com/What-will-the-worlds-technology-be-like-in-50-years
18,Very easily,1 follower,Stan Hayward,9,9.9K,29.4M,https://www.quora.com/What-will-the-worlds-technology-be-like-in-50-years
19,"Post-it notes. It's small and benign and was invented in 1968 (the glue was), so it won't affect the timeline much at all. It's also extremely popular and useful.",0 followers,Kyle Diaz,99,148,85.7K,https://www.quora.com/What-will-the-worlds-technology-be-like-in-50-years
20,"This was asked in one of the interviews with Larry Page. And this is what he answered.By 2050, there will come a time when people will not need to google anything. How?This was asked in one of the interviews with Larry Page. And this is what he answered.By 2050, there will come a time when people will not need to google anything. How?Isn't it amazing?Source -Edit","2,978 followers",Siddharth Dialani,2.1K,226,1.9M,https://www.quora.com/What-will-the-worlds-technology-be-like-in-50-years
21,This is needed and needed now. And it is possible.It will definitely change a lot of things.,285 followers,Lalit Patel,99,11.2K,5.4M,https://www.quora.com/What-will-the-worlds-technology-be-like-in-50-years
22,"This is where the list ends. I don’t see Brazil, India, the UK, or Russia being a top superpower in 50 years. They might be powerful, but being a ‘superpower’ is a whole other ball game. Russia doesn’t have the economy to keep up, the UK doesn’t have the desire to keep up, and India and Brazil don’t even have the potential that China does to keep up.Edit",UNKNOWN,H.L. Chastain,999,430,3.1M,https://www.quora.com/What-will-the-worlds-technology-be-like-in-50-years
23,"Sex robots. Lots and lots of sex robots. They'll advance until they develop the fifth and sixth genders.Seriously, what are you looking for here? You have to narrow it down a little. Which category of technology do you mean? Computers? Medicine? Materials chemistry? Genetic engineering?Your question is so broad as to be useless. Can you give us any pointers?",0 followers,Joseph Pellicore,9,548,198.9K,https://www.quora.com/What-will-the-worlds-technology-be-like-in-50-years
24,"Controlling the world wide web, withLeading the way.Controlling the world wide web, withLeading the way.",0 followers,Bobby Riegert,9,2.1K,2.2M,https://www.quora.com/What-will-the-worlds-technology-be-like-in-50-years
25,"In 10–30 years the world would be much different.Technology:In 10–30 years the world would be much different.Technology:Genetics will improve and medicine will advance tremendously in a way life expectancy will grow dramatically.Climate change:A. Technologically, companies will continue to develop clean forms of energy despite the fact low oil and coal price. Companies such as Tesla will become new Exxon Mobile or Ford. Private citizens will act in order to support companies to develop clean energy through crowdfunding which will be one perhaps the most used form of finance.These efforts will be directed to India whereaprox. 300 million people will move from rural areas to urban, Brazil, South Africa, the United States, Russia (or what will be there after Russia), China (a lot of small regions, not today’s China).The idea is that in the next 10 years people and companies will act with visionary politicians such as Modi, Peña Nieto, Macron, Trudeau to promote clean energy around the globe.Geopolitics:Russia will collapse in the same way the Soviet Union collapsed. USSR collapsed when their defense budget was highly increased and when oil price was low. Now, in 2017 we have exact the same conditions. After all, Vladimir Putin is in charge since 2000. The last generation doesn’t know another political leader than Putin. They will act in the same way Egyptian people acted in 2011. Yes, there will be a Russian Spring, not in 10 years but in less than 3. In 10 years there will be a lot of small states.China will implode in a less centralized government. The gap between regions and rich-poor people is too high to be ignored. Chinese regions will act independently according to their economic interests.Japan may solve its demographic crisis using robots for manufacturing. Immigrants will not invade Japan in the next 10 years. Japan will reconquer its lost territories from Russia and will dominate China once again.With a low oil price, Saudi Arabia will no longer exist as a state. They currently implemented Strategy 2030, a national strategy to diversify Saudi economy. But because of its religious influence and social structure, it is too late to act. A good example in diversifying an oil based economy is the United Arab Emirates that will become a financial hub, an educational world center and perhaps a technological power.South America will grow if it will remain stable. This region will develop tremendously. With a lack of external threats and lack of internal rivalry, those countries will form an effective economic bloc. The new generation of politicians will fight against corruption and organized crime. In the next 10–30 years we will talk about “The Mexican Model” which will be exported to Central and South America. Current Mexican president is a reformist who is fighting to stabilize the country and eliminate drug cartels. Mexico has an enormous potential to develop due to its ocean coastlines, natural resources, and workforce.The United States has to turn back being the world leader. Trump’s approach on international relation is very similar to China foreign policy: bilateral negotiations, zero-sum game, isolationism. I expect only 4 years of Trump, then I expect a left-wing president such as Bernie Sanders. The reason is young people are involved in the social debate and they are willing to promote the values such as universal free education and healthcare, equality of chances. In the same way, the future generation of European will act to establish a fiscal union, in the US next generation will act to introduce free access to education and healthcare. Due to the technological and financial development, we could expect a success.African continent will transform itself dramatically. Countries such as Nigeria will become the new china while Chinese provinces will develop themselves in the same way Japan did. Africa is very unpredictable because of its lack of political institutions. The political risk of investment in Africa is too high now. The only way to change this is towards political approach. African states need stable institutions, efficient governance and fair justice system.Social:Risks:",310 followers,Alexander Von Stauffenberg,9,121,715.3K,https://www.quora.com/What-will-the-worlds-technology-be-like-in-50-years
26,New undiscovered forms power!2035 World wars.https://www.youtube.com/results?search_query=how+technology+will+be+in+the+futureAnti gravity technologyThe FreeWorld electricity grid!1000 years - No more World wars!2000 years no more World pollution!A closer One World religionSpace Travel and Space colonies in other planets!Mars City!Year 3000 intergalactic federation of planets!5000 Time travel possibilities .6000 people living together in Hive cities like Bees sharing one collective Hive Mind dedicated to the welfare and safety of the entire Hive!HIVE CITY!!New undiscovered forms power!2035 World wars.https://www.youtube.com/results?search_query=how+technology+will+be+in+the+futureAnti gravity technologyThe FreeWorld electricity grid!1000 years - No more World wars!2000 years no more World pollution!A closer One World religionSpace Travel and Space colonies in other planets!Mars City!Year 3000 intergalactic federation of planets!5000 Time travel possibilities .6000 people living together in Hive cities like Bees sharing one collective Hive Mind dedicated to the welfare and safety of the entire Hive!HIVE CITY!!,37 followers,David Hague,9,7.7K,5.7M,https://www.quora.com/What-will-the-worlds-technology-be-like-in-50-years
27,"The most significant advances will be in the area of computing speed, data visualization and machine-brain interface, giving rise to a new term, ""MABRI.""Quantum computing will ride side saddle with classic computing, so that the o/s will determine which approach is more suited to any given problem or task.The machine-brain connection will be by means of a head band -available in various styles and colors, including a model which fits around the inside of a hat. But one sized for direct implant will be on the drawing boards and in testing. Any desired task will be engaged by ""thinking it,"" suchThe most significant advances will be in the area of computing speed, data visualization and machine-brain interface, giving rise to a new term, ""MABRI.""Quantum computing will ride side saddle with classic computing, so that the o/s will determine which approach is more suited to any given problem or task.The machine-brain connection will be by means of a head band -available in various styles and colors, including a model which fits around the inside of a hat. But one sized for direct implant will be on the drawing boards and in testing. Any desired task will be engaged by ""thinking it,"" such as, ""Call Mary."" Phone calls, internet connections, software applications, banking, trading stocks -anything now done on a computer or smart phone will be done ""in your head."" Visualization will be accomplished by stimulus of the visual cortex, such that images are displayed inside the eye, but appear to ""float"" before the user, like the heads-up display used by a fighter pilot; an improvement on Google ""glass.""Storage and some processing will take place in a small appliance about the size of a deck of cards, carried in a pocket or in a small holster attached at any convenient place. It will communicate wirelessly with the headband. In addition, every user will be a ""hot spot"" to enable a massively redundant and universally accessible network. Portions of the brain itself will act as network attached storage. ""Forgetting"" will be a thing of the past, as the processor will catalog the content of human memory by constant scanning and analysis of the material as it may appear in conscious and subconscious thought patterns, dreaming, etc. Merely ""trying"" to remember will fire the neural network which will synchronize with device storage to tell you why you DID just walk into the kitchen.The concept of ""cloud"" computing will be replaced with ""fog"" computing, as we all operate more within the cloud itself, which is established by the network of devices in proximity to one another and with access nodes which are everywhere. In remote or isolated situations, the system will operate only within itself, whilst it constantly searches for signals.Bulk data streams (the internet, for example) will be distributed by light from LEDs which will be common sources of illumination everywhere. These will ""blink"" at a visually imperceptible rate so as to communicate data in much the same way as fibre optic cables. Want an internet connection? Turn on a light. See a demonstration here:Forget Wi-Fi. Meet the new Li-Fi InternetSocial implications will be especially notable, because users may establish beacons to communicate their social status. Thus, for example, strangers in search of romance (for even just a few hours) might set a ""beacon"" to broadcast their availability, personal data, desires and intent automatically. Those doing so are alerted whenever a ""match"" occurs. This is already anticipated by apps such as ""Tinder,"" but a beacon will work automatically.Anonymity and security are based on a combination of DNA, a ""Passthought,"" a physical gesture and spoken word or phrase.Other current developments will blossom under this new technology. Uber, for example, may be summoned by simply ""thinking"" for a ride. The nearest available ride will be directed to you.The system will also allow for the elimination of credit cards and similar transaction mediums. PayPal (or its descendants) will capitalize on this. To buy anything, anywhere, just ""think it."" The money is transferred in real time. But such decisions will be coupled with a deliberate act to verify, such as recitation of a string of characters out loud or whistling a measure of notes.  At a physical store, buyers simply walk out with their merchandise in hand. ""Clerks"" merely standby to answer door alarms when any item not thought-bought passes through a detector.Systems will also scan user's biological and mental functioning so as to recommend meal choices, produce an alert if blood chemistry detects a problem or some other indicator suggests an intervention is in order. In emergency medical situations, the system will do a data dump to first responders to suggest what immediate medical treatment is recommended.More and more vehicular transportation will be self-working. People need no longer ""own"" cars, they simply have access to them by subscription. Need a van to carry goods and kids? Think for one. It will appear in a few minutes.And that's just for starters....","9,531 followers",John Geare,9,13.6K,48.6M,https://www.quora.com/What-will-the-worlds-technology-be-like-in-50-years
28,"In some ways it will be similar to the world we are in now, and of course nothing is certain but the following view stems from a high probability calculation:There will be ~9.5B people living on Earth. This is a primary factor for futurists. Whilst such a high population may cause problems not seen before in human history, the ability to feed and hydrate such a population will actually increase beyond our current capability, which will result in a higher percentage of average wellbeing.Poverty as such will not be eradicated but many aspects about how we measure economic welfare will be adjusteIn some ways it will be similar to the world we are in now, and of course nothing is certain but the following view stems from a high probability calculation:There will be ~9.5B people living on Earth. This is a primary factor for futurists. Whilst such a high population may cause problems not seen before in human history, the ability to feed and hydrate such a population will actually increase beyond our current capability, which will result in a higher percentage of average wellbeing.Poverty as such will not be eradicated but many aspects about how we measure economic welfare will be adjusted. New measurements will take into account the balance of work injected vs salary garnered and not just salary. Poverty measurements will also include other socio economic elements such as available time. Today’s time-poor individuals will be classified as living in ‘poverty’ by 2050 standardised models.There will be an increase in overall globalisation. More individuals will be speaking English as their first language, and a much greater number than today will be speaking English as their second language. Estimates include that 70–80% of China will be fluent in English as a first or second language. Commonality of language improves international relationships and trade.A rise in education and literacy standards will improve the economies and the geo-political aspects of nations with high economic growth rates. There will be a new set of countries that will replace today’s BRIC countries as the ones to watch; Most of which will be in Africa with perhaps Peru being included.The UN may establish a second security council and label it something like “The UN Energy and Economic Security Council” which will have more member nations. Energy production will increase and solar energy will become the worlds primary energy source. The amount of regions in conflict will reduce though there will not be a complete absence of war.The nature of work will be impacted the most. What we do, the hours per day, the days per week will all change. The sense of a tangible global economy will emerge and the nature of people’s “energy” input and “value” output will drive completely new lifestyles. Countries with large amounts of land but with a small population like Canada, Australia, and Mongolia will adapt the quickest, and provide a model for others to replicate and improve upon. In many ways China has gone through this revolution since the mid-’90s. China and now many others will have to undergo this new change .The language of global software and hardware systems will become simplified to a point where most individuals will be able to manipulate parameters of systems to derive different and more customised outcomes. The idea of appliances will diminish as we move to an ecosystem of convergeable components.There will be a rise in global identity which will reduce the idea of nation-states. Existing large global “diasporas” will be a model for humans identifying themselves as global citizens whilst still embodying the history and traditions of their heritage and culture. The idea of multi-cultural cohabitation will find its way into even very small cities and townships all over the globe.Privatised space programs will become more commercially oriented as our sights turn to the Moon and the riches that can be found there. There will be at least a couple of automated mining & refining platforms sent to the moon and one or two of the larger asteroids. The first orbital hotel may be built by materials sent from the Moon as it would be more economical than lifting materials from Earth.General overall increases in wellbeing amongst the global population, coupled with the advancements made in medicine will see average life spans increase. Though the idea of living to 90 and even 100 will become more commonplace, there will not be an equivalent rise in people having great-grandchildren. Most diseases will either be cured or be clinically manageable. One area where there is expected to be a high amount of growth in preventative medicine research will be in the area of agriculture; enhancing the medicinal benefits of the food items in our diet, and bacteria; there will be a high degree of human designed good-bacteria that will maintain a highly efficient gastro-intestinal tract and integumentary system.All in all, a person born anywhere in the world today will have a high probability of being fluent in English, interacting with a large group of people all over the world, for professional and personal reasons, and by their mid-30s will have travelled to Africa at least once, will have done 10 different things as a source of income of which 3 will still be used, will be asked to perform tasks that are related to very large multi-generation projects like desert reclamation or orbital infrastructure construction for which the “reward” will be social credit that they will be able to pass on to their children or grandchildren. They will have the opportunity to explore more of the Earth, and even in a small city in the Amazon they will be able to find good Thai food.",200 followers,Eddie Cejvan,99,1.1K,954.9K,https://www.quora.com/What-will-the-worlds-technology-be-like-in-50-years
29,"Desktops:The  next generation will not see desktops. Desktops will not be like this  at all, 20 years down the road. 20 years down the road, we won't have  this kind of bulky design with respect to computers. You will see thatThe  next generation will not see desktops. Desktops will not be like this  at all, 20 years down the road. 20 years down the road, we won't have  this kind of bulky design with respect to computers. You will see thatit will be more like thisor like thisor like thisor like thisor like thisFuture Desktop Computer Concept: Horizonhttp://www.apartmenttherapy.com/...http://www.apartmenttherapy.com/...Desktops:The  next generation will not see desktops. Desktops will not be like this  at all, 20 years down the road. 20 years down the road, we won't have  this kind of bulky design with respect to computers. You will see thatThe  next generation will not see desktops. Desktops will not be like this  at all, 20 years down the road. 20 years down the road, we won't have  this kind of bulky design with respect to computers. You will see thatit will be more like thisor like thisor like thisor like thisor like thisFuture Desktop Computer Concept: Horizonhttp://www.apartmenttherapy.com/...http://www.apartmenttherapy.com/...",3 followers,Yomans Yo,999,0,0,https://www.quora.com/What-will-the-worlds-technology-be-like-in-50-years
30,"Well it kind of what if? I would thing medical equipment would be much better and easier and cheaper. And That would be from medical to billing. The home market Mite see a newer version of the PC. Where TV can do it all. And can break the screen down to deferent, sizes. Cell phones being smarter Than are today. Maybe a way so can hear the call but no body else can. To seeing a screen in ur eyes. Talking to PC and Cellphone will dial and find People you don't have in book. Maybe a safety secure PC Cellphone. I believe social be around just what it is and how it is will change.",114 followers,Anthony A Chiello,9,3.1K,905.7K,https://www.quora.com/What-will-the-worlds-technology-be-like-in-50-years
