,article_keywords,title_keywords,count,article_link
5,TC Sessions:,0.12310763800919422,1,https://techcrunch.com/2022/05/10/robotics-guru-rodney-brooks-and-veos-clara-vu-discuss-human-robot-interaction-at-tc-sessions-robotics-2022/
0,farmers,0.2795984421205809,1,https://techcrunch.com/2022/05/10/sencrop-predicts-weather-conditions-at-a-microclimate-level-for-farmers/
1,weather conditions,0.22279697495861164,1,https://techcrunch.com/2022/05/10/sencrop-predicts-weather-conditions-at-a-microclimate-level-for-farmers/
2,a microclimate level,0.143242877861122,1,https://techcrunch.com/2022/05/10/sencrop-predicts-weather-conditions-at-a-microclimate-level-for-farmers/
3,Sencrop,0.12186027597311673,2,https://techcrunch.com/2022/05/10/sencrop-predicts-weather-conditions-at-a-microclimate-level-for-farmers/
0,farmers,0.17716194788237424,1,https://techcrunch.com/2022/04/25/ghanaian-agtech-farmerline-to-use-new-funding-to-strengthen-its-infrastructure-help-farmers-create-wealth/
1,Farmerline,0.12186027597311673,1,https://techcrunch.com/2022/04/25/ghanaian-agtech-farmerline-to-use-new-funding-to-strengthen-its-infrastructure-help-farmers-create-wealth/
0,work,0.243481872628971,1,https://techcrunch.com/2022/03/21/to-raise-a-fund-this-agtech-outfit-built-a-content-company-first-now-it-has-60-million-to-put-to-work/
1,a content company,0.11309468813067527,1,https://techcrunch.com/2022/03/21/to-raise-a-fund-this-agtech-outfit-built-a-content-company-first-now-it-has-60-million-to-put-to-work/
2,this agtech outfit,0.09090007143818385,1,https://techcrunch.com/2022/03/21/to-raise-a-fund-this-agtech-outfit-built-a-content-company-first-now-it-has-60-million-to-put-to-work/
0,farmers,0.1681222996443632,1,https://techcrunch.com/2022/03/16/cooks-venture-found-podcast-vc-backed-chicken/
1,their livestock,0.11736125462282805,1,https://techcrunch.com/2022/03/16/cooks-venture-found-podcast-vc-backed-chicken/
2,The VC-backed chicken,0.07591495120192004,1,https://techcrunch.com/2022/03/16/cooks-venture-found-podcast-vc-backed-chicken/
3,the way,0.07293162254372947,1,https://techcrunch.com/2022/03/16/cooks-venture-found-podcast-vc-backed-chicken/
0,thirsty crops,0.3029955369418653,1,https://techcrunch.com/2022/03/14/supplant-series-b/
1,irrigation needs,0.23045672188313773,1,https://techcrunch.com/2022/03/14/supplant-series-b/
2,Trees,0.1300180984132601,1,https://techcrunch.com/2022/03/14/supplant-series-b/
3,SupPlant,0.1013130322966086,2,https://techcrunch.com/2022/03/14/supplant-series-b/
0,food supply,0.31688183319925656,1,https://techcrunch.com/2022/03/01/source-seed-funding/
1,greenhouses,0.14178440086202557,1,https://techcrunch.com/2022/03/01/source-seed-funding/
2,Source,0.11048163870988659,1,https://techcrunch.com/2022/03/01/source-seed-funding/
3,the future,0.08467948930753687,1,https://techcrunch.com/2022/03/01/source-seed-funding/
0,carrot weeders,0.3498759579292246,1,https://techcrunch.com/2022/02/22/verdant-aims-to-be-the-robotic-king-of-carrot-weeders/
1,the (robotic) king,0.0778757229451131,1,https://techcrunch.com/2022/02/22/verdant-aims-to-be-the-robotic-king-of-carrot-weeders/
0,their challenges,0.16667242083837241,1,https://techcrunch.com/2022/10/16/fintech-decacorn-brex/
1,Even decacorns,0.1026527073797306,1,https://techcrunch.com/2022/10/16/fintech-decacorn-brex/
0,fishy fintech transactions,0.3179222345227428,1,https://techcrunch.com/2022/09/20/sardine-fintech-crypto-fraud-startup-a16z-series-b-funding/
1,a16z,0.15790159465521894,1,https://techcrunch.com/2022/09/20/sardine-fintech-crypto-fraud-startup-a16z-series-b-funding/
2,Sardine,0.1013130322966086,1,https://techcrunch.com/2022/09/20/sardine-fintech-crypto-fraud-startup-a16z-series-b-funding/
0,financial data,0.3029955369418653,1,https://techcrunch.com/2022/09/19/fintech-app-portabl-raises-2-5m-to-help-consumers-securely-store-financial-data/
1,Fintech app Portabl,0.1739430051308387,1,https://techcrunch.com/2022/09/19/fintech-app-portabl-raises-2-5m-to-help-consumers-securely-store-financial-data/
2,consumers,0.1681222996443632,1,https://techcrunch.com/2022/09/19/fintech-app-portabl-raises-2-5m-to-help-consumers-securely-store-financial-data/
0,tokens,0.29499743629328806,1,https://techcrunch.com/2022/09/15/private-equitys-gatekeepers-get-serious-about-tokens/
1,Private equity’s gatekeepers,0.13810922110488308,1,https://techcrunch.com/2022/09/15/private-equitys-gatekeepers-get-serious-about-tokens/
0,the seed market,0.18554974681942044,1,https://techcrunch.com/2022/09/12/is-the-glass-half-empty-or-half-full-in-the-seed-market/
1,half,0.1544094571426561,2,https://techcrunch.com/2022/09/12/is-the-glass-half-empty-or-half-full-in-the-seed-market/
2,the glass,0.0629554224898356,1,https://techcrunch.com/2022/09/12/is-the-glass-half-empty-or-half-full-in-the-seed-market/
0,parents,0.33592266913231045,1,https://techcrunch.com/2022/09/08/stack-teens-parents-crypto/
1,teens,0.2469754333625302,1,https://techcrunch.com/2022/09/08/stack-teens-parents-crypto/
0,fintech’s choppy waters,0.2045997599331493,1,https://techcrunch.com/2022/09/02/an-action-plan-for-founders-fundraising-in-fintechs-choppy-waters/
1,founders,0.15638717268231964,1,https://techcrunch.com/2022/09/02/an-action-plan-for-founders-fundraising-in-fintechs-choppy-waters/
2,An action plan,0.09206970100819285,1,https://techcrunch.com/2022/09/02/an-action-plan-for-founders-fundraising-in-fintechs-choppy-waters/
0,infrastructure providers,0.21745604149880265,1,https://techcrunch.com/2022/09/01/to-reach-fintechs-next-level-infrastructure-providers-must-address-these-pain-points/
1,these pain points,0.16068764913063904,1,https://techcrunch.com/2022/09/01/to-reach-fintechs-next-level-infrastructure-providers-must-address-these-pain-points/
2,fintech’s next level,0.1162927597061676,1,https://techcrunch.com/2022/09/01/to-reach-fintechs-next-level-infrastructure-providers-must-address-these-pain-points/
0,easier embedded finance product,0.2609231107655068,1,https://techcrunch.com/2022/08/31/solid-63m-embedded-fintech/
1,Solid banks,0.14433557441502345,1,https://techcrunch.com/2022/08/31/solid-63m-embedded-fintech/
0,the Minneapolis TechCrunch,0.13215948428230626,1,https://techcrunch.com/2022/08/29/meet-the-judges-for-the-minneapolis-minn-techcrunch-live-pitch-off/
1,the judges,0.0713186733173892,1,https://techcrunch.com/2022/08/29/meet-the-judges-for-the-minneapolis-minn-techcrunch-live-pitch-off/
0,Andreessen Horowitz’s fintech,0.1826038004940163,1,https://techcrunch.com/2022/08/21/a-conversation-with-andreessen-horowitzs-fintech-leads/
1,Andreessen Horowitz’s,0.1331148184832747,1,https://techcrunch.com/2022/08/21/a-conversation-with-andreessen-horowitzs-fintech-leads/
2,A conversation,0.07183415490219103,1,https://techcrunch.com/2022/08/21/a-conversation-with-andreessen-horowitzs-fintech-leads/
0,celebrities,0.3133149376003838,1,https://techcrunch.com/2022/08/14/twitter-crypto-privacy-sanctions-tornado-chain-reaction/
1,crypto,0.2382589909958323,1,https://techcrunch.com/2022/08/14/twitter-crypto-privacy-sanctions-tornado-chain-reaction/
2,Twitter anons,0.22156958603625437,1,https://techcrunch.com/2022/08/14/twitter-crypto-privacy-sanctions-tornado-chain-reaction/
3,Twitter,0.15552550751170977,1,https://techcrunch.com/2022/08/14/twitter-crypto-privacy-sanctions-tornado-chain-reaction/
0,Coinbase’s disappointing Q2 results,0.2424977537015942,1,https://techcrunch.com/2022/08/10/5-takeaways-from-coinbases-disappointing-q2-results/
1,Q2,0.2382589909958323,1,https://techcrunch.com/2022/08/10/5-takeaways-from-coinbases-disappointing-q2-results/
2,Coinbase’s,0.08137686243026661,1,https://techcrunch.com/2022/08/10/5-takeaways-from-coinbases-disappointing-q2-results/
3,5 takeaways,0.07183415490219103,1,https://techcrunch.com/2022/08/10/5-takeaways-from-coinbases-disappointing-q2-results/
0,monthly expenses,0.2794994225688866,1,https://techcrunch.com/2022/08/09/techcrunch-roundup-bridge-round-bingo-saas-sales-smarts-tracking-monthly-expenses/
1,SaaS sales smarts,0.22904375435717295,1,https://techcrunch.com/2022/08/09/techcrunch-roundup-bridge-round-bingo-saas-sales-smarts-tracking-monthly-expenses/
2,Bridge round bingo,0.18829308278229773,1,https://techcrunch.com/2022/08/09/techcrunch-roundup-bridge-round-bingo-saas-sales-smarts-tracking-monthly-expenses/
3,monthly,0.1821150341259923,1,https://techcrunch.com/2022/08/09/techcrunch-roundup-bridge-round-bingo-saas-sales-smarts-tracking-monthly-expenses/
4,TechCrunch+,0.08739180643659832,1,https://techcrunch.com/2022/08/09/techcrunch-roundup-bridge-round-bingo-saas-sales-smarts-tracking-monthly-expenses/
0,crypto credit scoring platform,0.3358360141054143,1,https://techcrunch.com/2022/08/09/selling-sunset-christine-quinn-crypto-credit-score-luxury-real-estate-platform-realopen-realscore/
1,debuts crypto,0.2220076033813806,1,https://techcrunch.com/2022/08/09/selling-sunset-christine-quinn-crypto-credit-score-luxury-real-estate-platform-realopen-realscore/
2,Christine Quinns brokerage,0.11194585482171099,1,https://techcrunch.com/2022/08/09/selling-sunset-christine-quinn-crypto-credit-score-luxury-real-estate-platform-realopen-realscore/
3,Christine Quinns,0.0834726982382997,1,https://techcrunch.com/2022/08/09/selling-sunset-christine-quinn-crypto-credit-score-luxury-real-estate-platform-realopen-realscore/
0,war,0.29499743629328806,1,https://techcrunch.com/2022/08/08/5-reasons-why-ukraines-fintech-sector-is-growing-despite-war/
1,Ukraine’s fintech sector,0.15645609733400043,1,https://techcrunch.com/2022/08/08/5-reasons-why-ukraines-fintech-sector-is-growing-despite-war/
2,Ukraine,0.1544094571426561,1,https://techcrunch.com/2022/08/08/5-reasons-why-ukraines-fintech-sector-is-growing-despite-war/
3,5 reasons,0.0629554224898356,1,https://techcrunch.com/2022/08/08/5-reasons-why-ukraines-fintech-sector-is-growing-despite-war/
0,market confidence,0.31688183319925656,1,https://techcrunch.com/2022/08/08/bitmain-matrixport-john-ge/
1,crypto regs,0.2220076033813806,1,https://techcrunch.com/2022/08/08/bitmain-matrixport-john-ge/
2,regs,0.17219098848379463,1,https://techcrunch.com/2022/08/08/bitmain-matrixport-john-ge/
3,John Ge,0.15739762924864026,2,https://techcrunch.com/2022/08/08/bitmain-matrixport-john-ge/
0,Africa,0.29499743629328806,2,https://techcrunch.com/2022/08/02/identity-verification-company-youverify-extends-seed-funding-to-2-5m-as-it-expands-across-africa/
1,seed funding,0.24920231342436186,1,https://techcrunch.com/2022/08/02/identity-verification-company-youverify-extends-seed-funding-to-2-5m-as-it-expands-across-africa/
2,Youverify,0.13630248795544953,1,https://techcrunch.com/2022/08/02/identity-verification-company-youverify-extends-seed-funding-to-2-5m-as-it-expands-across-africa/
0,alleged pyramid scheme,0.3466800150008662,1,https://techcrunch.com/2022/08/01/crypto-fraud-scam-forsage-ponzi-pyramid-scheme-sec-regulators-crackdown/
1,Crypto Crusaders,0.22279697495861164,1,https://techcrunch.com/2022/08/01/crypto-fraud-scam-forsage-ponzi-pyramid-scheme-sec-regulators-crackdown/
2,SEC,0.12186027597311673,2,https://techcrunch.com/2022/08/01/crypto-fraud-scam-forsage-ponzi-pyramid-scheme-sec-regulators-crackdown/
3,‘Crypto Crusaders,0.11815593886581278,1,https://techcrunch.com/2022/08/01/crypto-fraud-scam-forsage-ponzi-pyramid-scheme-sec-regulators-crackdown/
0,fintech startups,0.19418352986099452,1,https://techcrunch.com/2022/07/31/how-fintech-startups-are-navigating-the-extension-round-rush/
1,the extension-round rush,0.15900662291225154,1,https://techcrunch.com/2022/07/31/how-fintech-startups-are-navigating-the-extension-round-rush/
0,Africa,0.2795984421205809,2,https://techcrunch.com/2022/08/05/beacon-power-services-raises-2-7m-to-improve-electricity-access-for-sub-saharan-african-cities/
1,electricity,0.21448185310445242,1,https://techcrunch.com/2022/08/05/beacon-power-services-raises-2-7m-to-improve-electricity-access-for-sub-saharan-african-cities/
2,Beacon Power Services,0.2092204587651297,2,https://techcrunch.com/2022/08/05/beacon-power-services-raises-2-7m-to-improve-electricity-access-for-sub-saharan-african-cities/
0,its military autonomous flying systems,0.18507069758007919,1,https://techcrunch.com/2022/06/09/shield-ai-raises-165m-at-a-2-3b-valuation-to-fuel-development-of-its-military-autonomous-flying-systems/
1,development,0.1497558029373828,1,https://techcrunch.com/2022/06/09/shield-ai-raises-165m-at-a-2-3b-valuation-to-fuel-development-of-its-military-autonomous-flying-systems/
2,2.3B,0.12775898954152948,1,https://techcrunch.com/2022/06/09/shield-ai-raises-165m-at-a-2-3b-valuation-to-fuel-development-of-its-military-autonomous-flying-systems/
3,Shield AI,0.11678189818967805,2,https://techcrunch.com/2022/06/09/shield-ai-raises-165m-at-a-2-3b-valuation-to-fuel-development-of-its-military-autonomous-flying-systems/
4,a $2.3B valuation,0.06772119260639574,1,https://techcrunch.com/2022/06/09/shield-ai-raises-165m-at-a-2-3b-valuation-to-fuel-development-of-its-military-autonomous-flying-systems/
0,climate resiliency technology,0.30541294099938626,1,https://techcrunch.com/2021/09/29/energize-ventures-raises-330m-to-fund-energy-mobility-and-climate-resiliency-technology/
1,mobility,0.164191770372194,1,https://techcrunch.com/2021/09/29/energize-ventures-raises-330m-to-fund-energy-mobility-and-climate-resiliency-technology/
2,energy,0.15557215842027622,1,https://techcrunch.com/2021/09/29/energize-ventures-raises-330m-to-fund-energy-mobility-and-climate-resiliency-technology/
3,Energize Ventures,0.1335606415616863,2,https://techcrunch.com/2021/09/29/energize-ventures-raises-330m-to-fund-energy-mobility-and-climate-resiliency-technology/
0,pace,0.15557215842027622,1,https://techcrunch.com/2022/10/06/form-energys-iron-air-battery-on-pace-for-2024-launch-with-450m-series-e/
1,$450M Series E,0.13329313527131137,1,https://techcrunch.com/2022/10/06/form-energys-iron-air-battery-on-pace-for-2024-launch-with-450m-series-e/
2,Form Energy’s iron-air battery,0.10612388503641661,1,https://techcrunch.com/2022/10/06/form-energys-iron-air-battery-on-pace-for-2024-launch-with-450m-series-e/
3,2024 launch,0.07583693025848595,1,https://techcrunch.com/2022/10/06/form-energys-iron-air-battery-on-pace-for-2024-launch-with-450m-series-e/
4,Form Energy’s,0.07083122651092066,1,https://techcrunch.com/2022/10/06/form-energys-iron-air-battery-on-pace-for-2024-launch-with-450m-series-e/
0,Multifamily housing,0.14603687862432763,1,https://techcrunch.com/2022/09/14/multifamily-housing-has-missed-the-solar-boom-pearlx-wants-to-fix-that-with-70m-series-b/
1,the solar boom,0.12971597081854963,1,https://techcrunch.com/2022/09/14/multifamily-housing-has-missed-the-solar-boom-pearlx-wants-to-fix-that-with-70m-series-b/
2,$70M Series B,0.11958188999291222,1,https://techcrunch.com/2022/09/14/multifamily-housing-has-missed-the-solar-boom-pearlx-wants-to-fix-that-with-70m-series-b/
3,PearlX,0.10250729513857944,2,https://techcrunch.com/2022/09/14/multifamily-housing-has-missed-the-solar-boom-pearlx-wants-to-fix-that-with-70m-series-b/
0,solar planning solution,0.30069402708873205,1,https://techcrunch.com/2022/09/14/enverus-acquires-solar-planning-solution-ratedpower/
1,RatedPower,0.29499743629328806,1,https://techcrunch.com/2022/09/14/enverus-acquires-solar-planning-solution-ratedpower/
2,Enverus,0.13630248795544953,1,https://techcrunch.com/2022/09/14/enverus-acquires-solar-planning-solution-ratedpower/
0,Powerwall,0.22910174499566466,1,https://techcrunch.com/2022/09/12/tesla-solar-roof-new-powerwall-requirement/
1,a Tesla Solar Roof,0.18379804214811157,1,https://techcrunch.com/2022/09/12/tesla-solar-roof-new-powerwall-requirement/
2,a Powerwall,0.105817563316048,1,https://techcrunch.com/2022/09/12/tesla-solar-roof-new-powerwall-requirement/
0,economies,0.19676898110825397,1,https://techcrunch.com/2022/09/08/odyssey-energy-solutions-continues-quest-to-electrify-developing-economies-with-5-4m-seed/
1,Odyssey Energy Solutions,0.1739430051308387,2,https://techcrunch.com/2022/09/08/odyssey-energy-solutions-continues-quest-to-electrify-developing-economies-with-5-4m-seed/
2,$5.3M seed,0.06984634194338903,1,https://techcrunch.com/2022/09/08/odyssey-energy-solutions-continues-quest-to-electrify-developing-economies-with-5-4m-seed/
0,the ‘middle-men’ resellers,0.09685052538335424,1,https://techcrunch.com/2022/09/06/one-startups-solution-to-the-carbon-offsetting-mess-cut-out-the-middle-men-resellers/
1,the carbon-offsetting mess,0.0952680253861128,1,https://techcrunch.com/2022/09/06/one-startups-solution-to-the-carbon-offsetting-mess-cut-out-the-middle-men-resellers/
2,One startup’s solution,0.0555547884947687,1,https://techcrunch.com/2022/09/06/one-startups-solution-to-the-carbon-offsetting-mess-cut-out-the-middle-men-resellers/
0,meat,0.17219098848379463,1,https://techcrunch.com/2022/09/05/solar-foods-solein/
1,Solar Foods,0.15739762924864026,2,https://techcrunch.com/2022/09/05/solar-foods-solein/
